6180790	12	261617	2014-05-15 06:08:03+0200	22345334	"surface"=>"asphalt","source"=>"yahoo","highway"=>"primary","foot"=>"no","cycleway"=>"no","oneway"=>"no","maxspeed"=>"90","access"=>"yes","bicycle"=>"yes"	{281050523,51385271,51385267,51385266,1881089469,51385264,51385261,51385259,51385256,51385251,51110502}
6180839	4	115931	2011-05-17 18:00:08+0200	8173100	"surface"=>"asphalt","highway"=>"primary","foot"=>"no","cycleway"=>"no","layer"=>"3","access"=>"yes","bicycle"=>"yes","ref"=>"CG-2","source"=>"yahoo","oneway"=>"no","bridge"=>"yes","maxspeed"=>"60","motor_vehicle"=>"yes"	{51385334,51385336}
6180840	10	510827	2015-05-30 09:51:37+0200	31578950	"ref"=>"CG-1","surface"=>"asphalt","source"=>"yahoo","highway"=>"primary","name"=>"Carrer Francesc Carat","oneway"=>"no","motor_vehicle"=>"yes","maxspeed"=>"60","access"=>"yes"	{51386301,51386302,51386304,51386307,51386309,51386312,51386315,51386316,51386319,51386320,51386324,3459455238,3459455212}
6180852	5	115931	2011-05-17 18:00:08+0200	8173100	"ref"=>"CG-1","surface"=>"asphalt","source"=>"yahoo","highway"=>"primary","foot"=>"no","cycleway"=>"no","oneway"=>"no","motor_vehicle"=>"yes","maxspeed"=>"90","access"=>"yes","bicycle"=>"yes"	{51385336,51385320}
6180988	7	593205	2014-12-27 08:08:29+0100	27724016	"ref"=>"CG-2","surface"=>"asphalt","source"=>"yahoo","highway"=>"primary","foot"=>"no","cycleway"=>"no","oneway"=>"no","maxspeed"=>"80","access"=>"yes","bicycle"=>"yes"	{51363022,625078,51363024,625079}
6181313	6	571625	2015-06-06 18:55:55+0200	31772852	"highway"=>"primary_link","oneway"=>"yes"	{51390199,3577226432,2832690376,51390142,2832690378,51115756}
6181318	7	595221	2014-05-03 00:11:34+0200	22094664	"highway"=>"tertiary","name"=>"Carrer de les Abelletes"	{51390142,51392005,51395625,2832699603,51390143}
6181319	5	595221	2014-05-03 00:05:18+0200	22094590	"highway"=>"tertiary","name"=>"Carrer de Sant Jordi"	{51390143,292503720,292503721,2832690367,51390147,2832690368,2832690370,51390150,2832690371,51390151,51389995,2832690381,51389997,2832690392,51389999,2832690400,51390001,2832694101,2832694102,51390003,2832694103,51390006,51390008,51390010,51390012,51390014,51390016}
6181327	2	595221	2014-05-03 00:07:42+0200	22094623	"amenity"=>"parking"	{51390359,51390362,2832696449,2832696446,2832696444,51390363,51390364,2832696443,2832696445,51390366,2832696450,2832696451,2832696453,51390367,2832696454,2832696452,51390359}
6181346	2	53957	2008-08-31 12:57:01+0200	478731	"created_by"=>"Potlatch alpha","highway"=>"residential","name"=>"Carrer de Catalunya","oneway"=>"yes"	{51390673,51390754}
6181357	5	414869	2013-12-04 21:22:40+0100	19278300	"highway"=>"residential","name"=>"Carrer Solana"	{51392412,2188694642,51392415,51392416,51392417,51392418,51392420,51392422,51392424,51392426,51392429,51392430,51392432,51392434,51392435,51392436}
6181419	3	1060302	2014-12-28 16:43:27+0100	27754948	"highway"=>"service"	{51391054,51391055,51391057,51391058,51391060,51391063,51391064,3256763061,51391065,51391067}
6181487	4	53957	2008-08-31 13:14:29+0200	478731	"created_by"=>"Potlatch alpha","highway"=>"residential","name"=>"Carrer Major","oneway"=>"yes"	{51390143,51391913,51391914,51391915,51391916,51391920,51391921,292503711}
6181498	2	53957	2008-08-31 12:57:01+0200	478731	"created_by"=>"Potlatch alpha","highway"=>"residential","name"=>"Carrer Para Urgell","oneway"=>"yes"	{51391916,292503714,51395626,51392005}
6181531	3	595221	2014-05-03 00:05:18+0200	22094590	"highway"=>"residential","FIXME"=>"Missing name"	{2832690400,2832690399,2832690398,2832690397,2832690396,2832690395,2832690379,2832690375,2832690374,2832690373,2832690372,51392495,51392496,51392497,2832690369,51392498,51392499}
6181554	5	595221	2014-05-03 00:07:42+0200	22094623	"highway"=>"residential","FIXME"=>"Missing name"	{51392687,51392688,51392689,690708655,51392690,51392692,2832696457,51392693}
6181618	2	605366	2013-03-06 18:24:55+0100	15273293	"fee"=>"yes","amenity"=>"parking"	{51393699,51393769,51393703,51393707,51393710,2188694639,51393711,2188694635,51393712,51393713,51393716,51393717,2188694617,51393719,51393723,51393724,2188694643,51393699}
6181698	5	1060302	2014-12-28 16:43:28+0100	27754948	"highway"=>"residential","FIXME"=>"Missing name"	{51394568,51394571,51394573,3256762955,51394576,3256762931,51395383,1477746205,51394577}
6181702	2	6367	2009-11-16 16:28:06+0100	3132766	"highway"=>"residential","FIXME"=>"Missing name"	{51394577,51394578,51394579,51394580,51394581,51394568}
6181714	4	571625	2015-06-06 18:55:54+0200	31772852	"highway"=>"residential","oneway"=>"yes","FIXME"=>"Missing name"	{51115753,3256762958,3577226436,3256762940,51394577}
6181722	2	6367	2009-11-16 16:28:07+0100	3132766	"highway"=>"residential","FIXME"=>"Missing name"	{51394855,51394856,51394857}
6181773	3	1060302	2014-12-28 16:43:28+0100	27754948	"highway"=>"residential","FIXME"=>"Missing name"	{51395377,51395378,3256762888,51395379,51395380,51395382,51395383}
6181780	3	605366	2013-03-06 19:35:43+0100	15274096	"highway"=>"residential","name"=>"Carrer Comtes de Foix","oneway"=>"yes"	{51395625,51395626,51395503,292503712,51395506}
6181838	11	123364	2013-08-17 22:10:44+0200	17388303	"highway"=>"unclassified","foot"=>"yes","sidewalk"=>"none"	{51396983,2422236512,2422236511,1855340951,1855340947,2422236510,1855340935,2422236508,1855340929,2422236507,1855340923,2422236505,1855340912,2422236503,1855340908,2422236501,1855340905,2422236498,2422236497,1855340897,2422236494}
6182051	13	571625	2015-06-06 18:55:02+0200	31772852	"surface"=>"asphalt","source"=>"yahoo","highway"=>"residential","foot"=>"yes","name"=>"Carrer Bonaventura Riberaygua","cycleway"=>"no","oneway"=>"yes","maxspeed"=>"50","access"=>"yes","bicycle"=>"yes"	{51399278,2880570357,2880570356,51399409,51399277,51399602,51399275,51410491,51399273,51399272,3577226403,51399270,51399299,51399309,51399269,51399266,3265065980,51399265,3265061164}
6182052	8	1413327	2014-03-29 19:05:03+0100	21387328	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer de Joan Maragall","oneway"=>"yes","FIXME"=>"Missing name"	{51399285,51399303,51410792,51399272,1530847802,51399289}
6182053	5	236361	2013-06-12 02:19:25+0200	16517780	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer Pere d'Urg","oneway"=>"yes"	{51399299,51410790,51399306,2341328670,51399296}
6182054	5	132740	2014-07-16 21:11:04+0200	24187905	"source"=>"yahoo","highway"=>"residential","foot"=>"yes","FIXME"=>"Missing name","motor_vehicle"=>"no"	{51399406,2966541166,2966541165,51399335,1530847808}
6182056	5	132740	2014-05-25 22:42:38+0200	22551062	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer de la Borda","oneway"=>"yes"	{52688880,52688876,51399329,51399398,51399327,51399326,51399325,2880570358,268633715}
6182057	6	121724	2013-08-25 10:27:07+0200	17494755	"source"=>"yahoo","highway"=>"pedestrian","foot"=>"yes","name"=>"Carrer de l'Aigüeta","motor_vehicle"=>"no"	{51399335,2430774655,51399337,51410490}
6182058	8	288925	2014-09-28 21:26:51+0200	25732788	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer de la Sardana","oneway"=>"yes"	{51399377,3100806994,3100806995,3100806993,3100806992,51399304,51410791,2966062424,51399270,51446997,1530847788,51447331,51399381}
6182065	7	605366	2013-03-06 17:44:44+0100	15272788	"highway"=>"residential","oneway"=>"yes"	{51399601,52688880,51399602}
6182122	12	1817064	2013-11-24 12:01:17+0100	19088576	"source"=>"survey","highway"=>"residential","name"=>"Carrer de la Constituciò"	{51448405,51448408,2548382671,2021666207,278721406}
6182127	6	132740	2014-05-25 00:16:00+0200	22533050	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer Ciutat de Sabadell"	{51400970,51400971,51400863,51400866,51400868,51400869,51400870}
6182159	7	605366	2013-03-06 17:44:31+0100	15272788	"source"=>"survey","highway"=>"secondary","name"=>"Avinguda de les Escoles","oneway"=>"yes"	{51401444,51401446,51401447,51401449,51401451,2090941790,51401452,51405729,51401454}
6182278	4	93506	2010-02-19 16:32:05+0100	3916355	"junction"=>"roundabout","source"=>"yahoo","highway"=>"secondary"	{51403223,646807844,51403224,646807845,51403225,646807846,51403226,646807847,51403228,646807848,51403229,646807849,51403231,51403861,51403232,646807852,646807855,51403234,51403223}
6182289	8	651869	2014-06-21 21:05:04+0200	23068386	"highway"=>"secondary","name"=>"Baixada del Molí","oneway"=>"no"	{51403229,51403654,51403656,51403657,2926419111,2764077089,51403659,51403661,2926419110,268630128}
6182303	11	651869	2014-06-21 21:05:03+0200	23068386	"surface"=>"asphalt","highway"=>"secondary","name"=>"Avinguda Prat de la Creu","cycleway"=>"no","oneway"=>"no","maxspeed"=>"50","bicycle"=>"yes"	{51404073,51403850,1839945084,2926419118,51403854,2926419116,51403857,51403858,2787064949,2926419115,51403859}
6182333	6	288925	2014-09-25 20:15:37+0200	25670553	"junction"=>"roundabout","source"=>"yahoo","highway"=>"primary"	{51404062,3096073206,646807701,3096073204,51404061,3096073202,646807706,3096073197,51404074,3096073192,646807713,3096073186,51404073,3096073180,646807720,3096073177,51404071,3096073175,51404069,3096073174,51404274,3096073176,51404067,3096073179,646807752,3096073184,51404066,3096073189,3096073193,51404486,646807770,3096073201,51404063,3096073203,646807785,3096073205,51404062}
6182349	7	2190723	2015-04-29 16:25:06+0200	30622530	"source"=>"yahoo","highway"=>"primary","name"=>"Carrer Doctor Vilanova","oneway"=>"no"	{3486710438,3486710439,3486710446,3486710440,3486710441,3486710442,2752254069,3486710430,3486710431,51369115,3486710432,3486710433,3486710434,3486710435,3486710436,3486710422,3486710437,3486710426,3486710428,3486710438}
6182364	16	132740	2014-05-11 11:13:49+0200	22266119	"source"=>"yahoo","highway"=>"primary","name"=>"Avinguda Consell d'Europa","oneway"=>"yes"	{51404888,2849990802,51404887,51404949,264290433,51405091,51404886,264305363,2030186261,2030186264,51404883,270723120,51404882,51405344}
6182371	16	261617	2014-05-15 06:07:50+0200	22345334	"ref"=>"CG-3a","surface"=>"asphalt","source"=>"yahoo","highway"=>"residential","name"=>"Avinguda Fiter i Rossell","cycleway"=>"no","oneway"=>"yes","maxspeed"=>"50","access"=>"yes","bicycle"=>"yes"	{51406244,51972984,51972980,51405527,51405528,51405530,51405533,1839942366,51405534,51405536,51410094}
6182386	7	1413327	2014-03-29 19:05:04+0100	21387328	"source"=>"survey","highway"=>"residential","name"=>"Carrer Pau Casals","oneway"=>"-1"	{51400253,277694146,51404947,277694080}
6182401	7	605366	2013-03-06 18:02:04+0100	15273037	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer Josep Rossell i Calva","oneway"=>"no"	{51405087,277694081,51405091}
6182463	8	493192	2012-11-24 16:39:40+0100	14014255	"source"=>"yahoo","highway"=>"primary","oneway"=>"yes","FIXME"=>"Missing name"	{51406116,51405712,1839942365}
6182505	7	219843	2014-10-17 22:29:09+0200	26155470	"junction"=>"roundabout","surface"=>"asphalt","highway"=>"primary","cycleway"=>"no","maxspeed"=>"50","access"=>"yes","bicycle"=>"yes"	{51406111,646808843,646808846,51406112,51406811,646808852,51406113,646808857,646808861,51406114,646808867,51406244,646808879,51406115,646808882,646808883,51406116,51406117,646808884,51406111}
6182542	10	510827	2013-07-14 19:36:36+0200	16952118	"ref"=>"CG3i4; CG-3","source"=>"yahoo","highway"=>"primary","name"=>"Avinguda Sant Antoni","oneway"=>"yes"	{52170040,51552497,51552500,52170032,52170036}
6182577	5	1601685	2014-12-16 21:18:30+0100	27515529	"source"=>"yahoo","highway"=>"residential","FIXME"=>"Missing name"	{51407218,51407219,51407220,3238528202,3238528197,51407222,51407223,3238528189,3238528186,51407226,51407227,3238528177,51407228,51407231,51407232,51407234,3238528171,51407235,3238528169,51407236,3238528168,51407238,51407240,51407243,51407245,51407247,51407708,51407709,3238528173,51407712,51407714,3238528172,51407715,51407716,51408917,51407718,51407719,51407720,51407723,51407725,51407726,51407728,51407729,51407731,51407733,51407736,51407738,51407739,2188646404}
6182675	3	1601685	2014-12-16 21:18:29+0100	27515529	"source"=>"yahoo","highway"=>"residential","FIXME"=>"Missing name"	{51408485,51408486,51408490,3238528212,51408491,3238528203,51408492,51408495,3238528183,51408496,3238528176,51408497,3238528175,3238528174,51408498,51408499,51407231}
6182714	4	605366	2013-03-06 18:02:09+0100	15273037	"surface"=>"asphalt","source"=>"yahoo","highway"=>"track","foot"=>"yes","horse"=>"permissive","cycleway"=>"no","oneway"=>"no","FIXME"=>"Missing name","motor_vehicle"=>"yes","maxspeed"=>"50","access"=>"yes","bicycle"=>"yes"	{51408872,51408873,51408874,51408875,51408876,51408879,2188667581}
6182761	11	493192	2012-11-24 16:39:40+0100	14014255	"source"=>"yahoo","highway"=>"primary_link","oneway"=>"yes"	{51409972,51409974,2030186285,2030186289,2030186292,1839942360}
6182773	5	1693916	2013-07-30 12:58:15+0200	17151245	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer Isabelle Sandy","oneway"=>"no"	{51410286,51410282}
6182798	4	580635	2012-01-05 17:37:56+0100	10302782	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer Ciutat de Consuegra","oneway"=>"yes"	{51410495,51410494,51410493,51410491,51410490}
6182810	5	2190723	2015-01-02 12:23:36+0100	27860011	"source"=>"yahoo","highway"=>"residential","name"=>"Carrer Callueta","oneway"=>"yes"	{3265061163,51410787,51410788,51410790,51410791,51410792,51410490}
6182844	2	391652	2012-11-19 17:14:14+0100	13933744	"name"=>"Parquing del Fener","amenity"=>"parking"	{51411056,51411057,51411059,51411060,51411061,51411062,51411056}
6182932	13	605366	2015-03-24 11:00:25+0100	29699521	"ref"=>"CS-101","surface"=>"asphalt","highway"=>"secondary","cycleway"=>"no","oneway"=>"yes","maxspeed"=>"50","access"=>"yes","bicycle"=>"yes"	{2845467328,2845467325,3415628434,51412202}
6183078	2	6367	2009-11-12 20:12:50+0100	3100730	"highway"=>"residential","FIXME"=>"Missing name"	{51413826,51413827,51413832,51413833,51413835}
