stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
constraint land type use	constraints upon the types of land use	constraints upon the types of land use	7	17,8714062711	67,9365372779	943,238987203	9,0	432,0	 
hierarchy network road	hierarchy of the road network	hierarchy of the road network	5	23,8285416948	83,7270054456	4138,32976669	12,0	240,0	 
affordability housing	housing affordability	housing affordability	2	17,3100331402	69,8286068609	4660,00520318	9,0	128,0	 
biodiversity present resource	biodiversity resources present	biodiversity resources present	3	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
biodiversity ecosystem service	biodiversity and ecosystem services	biodiversity and ecosystem services	4	41,6999479659	146,52225953	1196,43392114	12,0	555,0	 
city fastest-growing	fastest-growing city	fastest-growing city	2	18,8836725165	70,744167985	4138,32976669	12,0	240,0	 
land use-transportation	land use-transportation	land use-transportation	2	25,1782300221	92,310223608	2566,33629558	27,0	118,0	 
environmental impact	environmental impacts	environmental impacts	2	23,6045906457	90,4840779166	1550,49063658	11,0	76,0	 
cover land use	land cover and land use	land cover and land use|&|land use and land cover|&|use land cover	5	37,7285243501	124,148881713	1181,31446325	15,0	564,0	 
policy public transport	public transport policy	public transport policy	3	31,7713889264	102,49594825	4331,36722656	16,0	260,0	 
close integration	closer integration	closer integration	2	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
innovative land public use	Innovative land use and public	Innovative land use and public	5	31,7713889264	102,49594825	4331,36722656	16,0	260,0	 
environmental quality	environmental quality	environmental quality	2	17,3100331402	69,8286068609	4660,00520318	9,0	128,0	 
coastal landscape	Coastal landscapes	Coastal landscapes|&|coastal landscapes	2	25,1782300221	104,534451071	1540,15131528	8,0	234,0	 
area overall particular present richness specie	overall richness of species present in a particular area	overall richness of species present in a particular area	9	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
land model use	land use model	land use model|&|land use models	3	35,7428125422	125,590508168	1661,34961077	12,0	73,0	 
instrument policy transportation	transportation policies and the instruments	transportation policies and the instruments	5	23,8285416948	83,7270054456	4138,32976669	12,0	240,0	 
density location	location and density	location and density|&|density and location	3	22,0309512693	79,1387765338	4041,05229347	14,0	247,0	 
biodiversity particular pattern	particular patterns of biodiversity	particular patterns of biodiversity	4	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
intense pressure	intense pressure	intense pressure	2	17,3100331402	69,8286068609	4660,00520318	9,0	128,0	 
loss open space	loss of open space	loss of open space|&|open space loss	4	27,7999653106	97,6815063532	4560,57837987	12,0	131,0	 
system transportation	transportation systems	transportation systems|&|transportation system	2	42,4882631622	146,951266365	2563,59436841	19,0	116,0	 
area metropolitan	metropolitan areas	metropolitan areas	2	26,7518693984	94,2513975036	3041,16382898	15,0	144,0	 
effect growth side sprawl such	side effects of growth such as sprawl	side effects of growth such as sprawl	7	21,8428298869	83,0335455619	4660,00520318	9,0	128,0	 
broad land sense use	broadest sense and land use	broadest sense and land use	5	17,8714062711	67,9365372779	943,238987203	9,0	432,0	 
account change cover land qualitative	account of the qualitative changes in land cover	account of the qualitative changes in land cover	8	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
considerable progress	considerable progress	considerable progress	2	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
land management practice specific use	specific land uses or land management practices	specific land uses or land management practices	7	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
Land biodiversity relationship use	Land use and biodiversity relationships	Land use and biodiversity relationships	5	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
ecosystem service	ecosystem services	ecosystem services	2	17,3100331402	80,0032135097	1138,13430418	17,0	575,0	 
land role use	role of land use	role of land use	4	15,8856944632	62,2590984533	1495,1200258	8,0	280,0	 
land management practice use	land use and management practice	land use and management practice	5	17,8714062711	67,9365372779	943,238987203	9,0	432,0	 
change driver	drivers of change	drivers of change|&|drivers for change	3	17,3100331402	66,3549904722	1585,49762737	11,0	240,0	 
density home	density of homes	density of homes	3	25,1782300221	87,0822319199	4331,36722656	16,0	260,0	 
factor indirect	indirect factors	indirect factors	2	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
location parameter	parameters for the location	parameters for the location	4	18,8836725165	70,744167985	4138,32976669	12,0	240,0	 
biodiversity impact modification such	impacts of such modifications on biodiversity	impacts of such modifications on biodiversity	6	17,8714062711	67,9365372779	943,238987203	9,0	432,0	 
biodiversity land use	land use and biodiversity	land use and biodiversity	4	47,6570833896	167,454010891	1196,43392114	12,0	555,0	 
biodiversity broad perspective value	Broader perspectives on the value of biodiversity	Broader perspectives on the value of biodiversity	7	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
human impact variety	variety of human impacts	variety of human impacts	4	15,8856944632	62,2590984533	1540,15131528	8,0	234,0	 
biodiversity objective	biodiversity objectives	biodiversity objectives	2	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
assessment biodiversity cost loss	assessments of the costs of biodiversity loss	assessments of the costs of biodiversity loss	7	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
land metropolitan policy transportation use	metropolitan land use and transportation policies	metropolitan land use and transportation policies	6	15,8856944632	73,2702227817	3303,44826344	4,0	24,0	 
growth rapid urban	rapid urban growth	rapid urban growth	3	23,8285416948	83,7270054456	4138,32976669	12,0	240,0	 
biodiversity component different	different components of biodiversity	different components of biodiversity	4	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
cause effect	cause and effect	cause and effect	3	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
environmental management	environmental management	environmental management	2	25,1782300221	87,0822319199	3993,07171655	16,0	256,0	 
ability gap planner	gap in the ability of planners	gap in the ability of planners	6	17,8714062711	72,4278795275	3952,27462045	7,0	104,0	 
model such	such models	such models	2	17,3100331402	80,0032135097	1240,37402811	5,0	27,0	 
quality spatial	quality and spatial	quality and spatial	3	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
engineering land	land engineering	land engineering	2	23,6045906457	121,15312089	1441,77668448	7,0	37,0	 
land planning system use	land use planning system	land use planning system	4	17,8714062711	75,1827689537	4702,88838466	6,0	27,0	 
land transportation use	land use and transportation	land use and transportation|&|land use transportation|&|transportation and land use	4	51,6285070053	143,514779102	1904,65013224	25,0	115,0	 
commerce service	services and commerce	services and commerce	3	18,8836725165	70,744167985	4138,32976669	12,0	240,0	 
integration land use	integration of land use	integration of land use	4	23,8285416948	83,7270054456	4138,32976669	12,0	240,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions|&|greenhouse gas emission	3	21,8428298869	95,8724696931	1412,33101757	17,0	300,0	 
decision maker	decision makers	decision makers	2	28,3255087748	94,6312464999	1196,71924032	18,0	579,0	 
forest grassland soil	grassland and forest soils	grassland and forest soils	4	15,8856944632	62,2590984533	1495,1200258	8,0	280,0	 
field-based scenario	scenario and field-based	scenario and field-based	3	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
many way	many ways	many ways	2	22,0309512693	79,1387765338	1179,38086679	14,0	565,0	 
agricultural policy reform	Agricultural policy reform	Agricultural policy reform	3	15,8856944632	62,2590984533	1540,15131528	8,0	234,0	 
land regulation use	land use regulations	land use regulations	3	21,8428298869	88,522963867	1612,25458488	7,0	18,0	 
future land plausible use	plausible futures for land use	plausible futures for land use	5	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
planning transportation	transportation planning	transportation planning	2	39,3409844095	123,537704104	2951,12681635	33,0	180,0	 
change driver land social use	social drivers of land use change	social drivers of land use change	6	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
context dependent	context dependent	context dependent	2	20,4573118929	75,0020566815	1184,35910519	13,0	560,0	 
diversity genotype	diversity of genotypes	diversity of genotypes	3	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
land policy use	land use policies	land use policies|&|land use policy|&|policy for land use	3	131,056979321	273,464971241	2598,87748909	56,0	514,0	 
above approach	above approach	above approach	2	18,8836725165	70,744167985	4138,32976669	12,0	240,0	 
change quantity	changes in the quantity	changes in the quantity	4	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
land-use policy	land-use policy	land-use policy|&|land-use policies	2	29,8991481512	120,613048214	1967,7176477	9,0	35,0	 
experience lesson select	selected lessons from the experience	selected lessons from the experience	5	23,8285416948	83,7270054456	4138,32976669	12,0	240,0	 
change land-use	land-use change	land-use change|&|Land-use change|&|Land-use changes	2	33,046426904	121,157168485	1961,90959046	13,0	54,0	 
development economic policy public	economic development policy and public	economic development policy and public	5	23,8285416948	83,7270054456	4138,32976669	12,0	240,0	 
management policy	policy and management	policy and management	3	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
land-use planning	land-use planning	land-use planning	2	26,7518693984	96,097085791	2279,0951648	18,0	45,0	 
forest native plantation	plantation forest or native	plantation forest or native|&|plantation forest and native	4	31,7713889264	124,518196907	1495,1200258	8,0	280,0	 
available base evidence	evidence base available	evidence base available	3	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
aspect configuration different land spatial use	spatial configuration of different aspects of land use	spatial configuration of different aspects of land use	8	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
citizen concern	citizen concerns	citizen concerns	2	17,3100331402	69,8286068609	4660,00520318	9,0	128,0	 
integrated structure	integrated structure	integrated structure	2	18,8836725165	70,744167985	4138,32976669	12,0	240,0	 
model planning	planning models	planning models	2	23,6045906457	86,5408346325	4316,74100034	13,0	146,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	218,428298869	385,422801251	2550,99363611	81,0	746,0	 
growth urban	urban growth	urban growth	2	29,8991481512	109,618390534	1022,06219516	13,0	49,0	 
metropolitan organization planning	metropolitan planning organizations	metropolitan planning organizations	3	21,8428298869	83,0335455619	4135,81229855	9,0	115,0	 
model new system	new model system	new model system	3	17,8714062711	72,4278795275	3952,27462045	7,0	104,0	 
land-use model transportation	land-use transportation models	land-use transportation models	3	17,8714062711	75,1827689537	3541,41410806	6,0	39,0	 
land use	land use	land use|&|land uses|&|land Use|&|use land|&|use of land	2	402,851680353	489,038123339	1286,29245776	322,0	3576,0	 
federal mandate	federal mandates	federal mandates	2	17,3100331402	69,8286068609	4660,00520318	9,0	128,0	 
approach flexible	flexible approaches	flexible approaches	2	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
effective instrument	effective instrument	effective instrument	2	18,8836725165	70,744167985	4138,32976669	12,0	240,0	 
model transportation	transportation models	transportation models|&|transportation model	2	28,3255087748	99,7955973567	2385,58141774	25,0	125,0	 
argument relation such	such arguments in relation	such arguments in relation	4	17,8714062711	67,9365372779	943,238987203	9,0	432,0	 
cause relationship simple	simple relationships between cause	simple relationships between cause	4	23,8285416948	83,7270054456	1196,43392114	12,0	555,0	 
air quality	air quality	air quality	2	20,4573118929	90,8194433775	1494,43649241	10,0	28,0	 
link people	links between people	links between people	3	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
model system	model system	model system	2	36,1937056567	127,516596622	4052,82723116	15,0	170,0	 
functional group	functional groups	functional groups	2	18,8836725165	70,744167985	1196,43392114	12,0	555,0	 
performance system transportation	transportation system performance	transportation system performance	3	15,8856944632	69,7254325041	2616,04415914	5,0	39,0	 
regional scale	regional scales	regional scales|&|regional scale	2	28,3255087748	94,6312464999	904,204700547	18,0	656,0	 
