stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
methodology programme soft system	programme through the soft systems methodology	programme through the soft systems methodology	6	29,7856771185	110,089327829	5080,36863445	15,0	384,0	 
biodiversity present resource	biodiversity resources present	biodiversity resources present	3	47,6570833896	153,743922375	1790,36881381	24,0	1110,0	 
biodiversity ecosystem service	biodiversity and ecosystem services	biodiversity and ecosystem services	4	83,3998959317	269,051864156	1790,36881381	24,0	1110,0	 
functional group	functional groups	functional groups	2	37,7673450331	130,62334788	1790,36881381	24,0	1110,0	 
land use-transportation	land use-transportation	land use-transportation	2	40,9146237858	143,249937482	4546,02574958	23,0	50,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	317,713889264	556,0434819	1937,05432003	154,0	1785,0	 
cover land use	land cover and land use	land cover and land use|&|land use and land cover|&|land cover from land use|&|use land cover	5	115,171284858	312,715368978	1642,67001785	40,0	1189,0	 
policy public transport	public transport policy	public transport policy	3	31,7713889264	115,378137896	2604,10120243	16,0	245,0	 
classification system	classification system	classification system	2	47,2091812914	182,420860646	6229,36416884	16,0	388,0	 
land relationship use	relationships between land use	relationships between land use	4	65,5284896606	192,546521555	1723,99398482	32,0	1183,0	 
component primary stakeholder	component of primary stakeholders	component of primary stakeholders	4	29,7856771185	110,089327829	5080,36863445	15,0	384,0	 
close integration	closer integration	closer integration	2	37,7673450331	130,62334788	1790,36881381	24,0	1110,0	 
land-use relationship	land-use relationship	land-use relationship	2	48,7828206677	185,544115947	6208,7539637	17,0	390,0	 
innovative land public use	Innovative land use and public	Innovative land use and public	5	31,7713889264	115,378137896	2604,10120243	16,0	245,0	 
area overall particular present richness specie	overall richness of species present in a particular area	overall richness of species present in a particular area	9	47,6570833896	153,743922375	1790,36881381	24,0	1110,0	 
evidence relation	evidence in relation	evidence in relation	3	25,1782300221	97,2911256778	1459,62926162	16,0	880,0	 
cover land product	land cover product	land cover product	3	27,7999653106	104,668038742	5823,49140973	14,0	362,0	 
management sustainable	sustainable management	sustainable management	2	40,9146237858	163,561465919	2879,12827319	14,0	201,0	 
land model use	land use models	land use models|&|land use model|&|models of land use	3	49,6427951974	180,278340462	4508,02707096	16,0	73,0	 
datum flexible land-use	flexible land-use data	flexible land-use data	3	27,7999653106	104,668038742	5823,49140973	14,0	362,0	 
conventional method survey	conventional survey methods	conventional survey methods	3	29,7856771185	110,089327829	5080,36863445	15,0	384,0	 
class land-use	land-use classes	land-use classes	2	44,0619025386	176,143117144	5823,49140973	14,0	362,0	 
biodiversity particular pattern	particular patterns of biodiversity	particular patterns of biodiversity	4	47,6570833896	153,743922375	1790,36881381	24,0	1110,0	 
loss open space	loss of open space	loss of open space|&|open space loss	4	27,7999653106	108,953422293	2624,2929154	12,0	99,0	 
Land management plan water	Land and water management plans	Land and water management plans	5	29,7856771185	110,089327829	5080,36863445	15,0	384,0	 
