stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
arrangement institutional	institutional arrangements	institutional arrangements	2	29,8991481512	122,518096788	2014,80845842	19,0	479,0	 
Fire spread	Fire spread	Fire spread	2	31,4727875276	127,352074716	1741,10709262	20,0	119,0	 
fire regime	fire regimes	fire regimes|&|fire regime	2	108,58111697	372,567113934	1422,58101055	37,0	130,0	 
fire model	fire models	fire models|&|fire model	2	22,0309512693	104,417144059	1618,92821903	13,0	107,0	 
fire protection	fire protection	fire protection	2	29,8991481512	131,648747971	2588,13678726	14,0	37,0	 
development rural	rural development	rural development	2	34,6200662803	136,787637446	1983,95853872	22,0	492,0	 
heat transfer	heat transfer	heat transfer	2	40,9146237858	169,868482991	1828,73588119	18,0	100,0	 
awareness environmental fire hazard threat	awareness of fire hazard as an environmental threat	awareness of fire hazard as an environmental threat	8	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
land use-transportation	land use-transportation	land use-transportation	2	25,1782300221	110,862103554	1758,39395223	14,0	40,0	 
environmental impact	environmental impacts	environmental impacts	2	23,6045906457	105,682510428	2109,34790643	13,0	52,0	 
content moisture	moisture content	moisture content	2	36,1937056567	162,04651599	2881,02561027	23,0	181,0	 
policy public transport	public transport policy	public transport policy	3	27,7999653106	115,939954682	3210,53491362	14,0	220,0	 
fire growth model	fire growth model	fire growth model	3	25,8142535027	125,551606381	1683,10348149	7,0	67,0	 
copy number	copy number	copy number	2	50,3564600441	249,904477174	1040,93400874	8,0	80,0	 
fire forest	forest fire	forest fire|&|forest fires|&|fires in the forest	2	88,1238050772	312,455585345	1356,81551138	33,0	162,0	 
fire size	fire size	fire size|&|fire sizes	2	22,0309512693	104,417144059	1177,8379132	10,0	47,0	 
hazard land policy potential	Potential hazards of land policy	Potential hazards of land policy	5	27,7999653106	115,939954682	1573,61180051	14,0	364,0	 
innovative land public use	Innovative land use and public	Innovative land use and public	5	27,7999653106	115,939954682	3210,53491362	14,0	220,0	 
agriculturalist particular small-scale	particular small-scale agriculturalists	particular small-scale agriculturalists	3	27,7999653106	115,939954682	1573,61180051	14,0	364,0	 
fire rate spread	fire spread rate	fire spread rate|&|fire spread rates|&|rate of fire spread|&|rate of spread of the fire|&|rate of spread of fire|&|fire rate of spread	3	59,5713542369	230,250761609	1784,19465495	22,0	171,0	 
fuel type	fuel type	fuel type|&|fuel types|&|type of fuel	2	25,1782300221	109,124985166	1039,83410335	15,0	118,0	 
development process	development processes	development processes|&|development process	2	39,3409844095	150,411406422	1974,55851362	25,0	488,0	 
farmer small-scale	small-scale farmers	small-scale farmers	2	29,8991481512	122,518096788	2014,80845842	19,0	479,0	 
aftermath event fire large-scale	aftermath of large-scale fire events	aftermath of large-scale fire events	5	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
Integrated structure	Integrated structure	Integrated structure	2	22,0309512693	97,00434061	18003,9538179	14,0	7,0	 
rate spread	spread rate	spread rate|&|rate of spread|&|spread rates|&|rates of spread	2	149,495740756	462,077463625	3473,78996895	60,0	402,0	 
datum farmer level regional small-scale	regional level data on small-scale farmers	regional level data on small-scale farmers	6	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
environmental management	environmental management	environmental management	2	22,0309512693	97,00434061	2657,47173087	14,0	232,0	 
accidental fire spread	accidental spread of fire	accidental spread of fire	4	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
plan transportation	transportation planning	transportation planning	2	29,8991481512	125,843648531	1776,25959088	18,0	57,0	 
approach conservation fire oriented policy	conservation oriented approach of fire policy	conservation oriented approach of fire policy	6	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
land market	land markets	land markets|&|land market	2	37,7673450331	163,687477749	1811,65449113	15,0	76,0	 
environmental rainforest threat tropical	environmental threat within tropical rainforests	environmental threat within tropical rainforests	5	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
general land policy	land policy in general	land policy in general	4	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
fire spread	fire spread	fire spread|&|spread of fire|&|spread of the fire	2	314,727875276	736,989002209	6122,12875394	138,0	711,0	 
expression transient	transient expression	transient expression|&|Transient expression	2	56,6510175496	258,172525865	2487,30642467	12,0	72,0	 
fire use	fire use	fire use|&|use of fire	2	22,0309512693	102,317370132	1883,78252742	30,0	529,0	 
security tenure	tenure security	tenure security|&|security of tenure	2	23,6045906457	109,625753713	1857,79701683	11,0	56,0	 
fire management	fire management	fire management|&|management of fire|&|fire and management|&|fire into management	2	95,9920019591	337,487759768	1322,1072464	34,0	194,0	 
heat shock	heat shock	heat shock	2	31,4727875276	156,190298234	1417,25393638	12,0	112,0	 
fire risk	fire risk	fire risk	2	34,6200662803	141,863059439	2001,6023014	23,0	58,0	 
information land	land information	land information|&|information about land|&|land and information	2	23,6045906457	107,571885777	1551,03664199	12,0	61,0	 
fire growth	fire growth	fire growth	2	59,7982963024	215,762043744	3442,11976814	38,0	212,0	 
speed wind	wind speed	wind speed|&|wind speeds	2	73,9610506898	277,081324608	1979,78227601	28,0	184,0	 
fire model spread	fire spread model	fire spread model|&|fire spread modeling|&|models of fire spread|&|fire spread models|&|modeling of fire spread	3	97,299878587	341,885272236	2886,37929132	27,0	198,0	 
fuel moisture	fuel moisture	fuel moisture	2	31,4727875276	160,392903382	2327,66249966	17,0	129,0	 
change land system	land system change	land system change	3	29,7856771185	140,889915186	2626,09464001	8,0	53,0	 
density home	density of homes	density of homes	3	22,0309512693	97,00434061	3210,53491362	14,0	220,0	 
fire front	fire front	fire front	2	58,224656926	222,608881504	2583,40438907	25,0	164,0	 
Amazon Brazilian fire use	fire use in the Brazilian Amazon	fire use in the Brazilian Amazon	6	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
administration land performance system	performance of land administration systems	performance of land administration systems	5	35,7428125422	164,858001259	5588,73685659	9,0	98,0	 
fire scenario	fire scenarios	fire scenarios|&|fire scenario	2	29,8991481512	133,864513209	4096,44315928	13,0	48,0	 
fire test	fire test	fire test|&|fire tests|&|test fire	2	84,9765263245	339,704583063	3829,30275011	21,0	69,0	 
model spread	spread model	spread model|&|spread models|&|spread modeling	2	25,1782300221	116,934137293	2968,60461775	27,0	201,0	 
growth rapid urban	rapid urban growth	rapid urban growth	3	25,8142535027	111,637814074	2940,52153381	12,0	204,0	 
conservationist discourse	conservationist discourse	conservationist discourse	2	29,8991481512	122,518096788	2014,80845842	19,0	479,0	 
accidental event fire	accidental fire events	accidental fire events	3	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
fuel load	fuel load	fuel load|&|fuel loads	2	29,8991481512	127,65627308	993,744623442	16,0	100,0	 
heat rate release	heat release rate	heat release rate	3	41,6999479659	183,966377243	4677,67478806	11,0	55,0	 
development fire rural use	rural development and fire use	rural development and fire use	5	37,7285243501	145,825482352	2014,80845842	19,0	479,0	 
food security	food security	food security	2	37,7673450331	198,293345971	1478,61220421	6,0	22,0	 
land transportation use	land use transportation	land use transportation|&|land use and transportation|&|transportation and land use	3	25,8142535027	119,06411202	1462,53235297	9,0	24,0	 
model simulation	simulation model	simulation model	2	22,0309512693	102,317370132	1724,55781394	11,0	36,0	 
agricultural practice	agricultural practices	agricultural practices	2	31,4727875276	127,352074716	1986,17103864	20,0	486,0	 
flux heat	heat flux	heat flux|&|heat fluxes	2	33,046426904	156,625716088	2162,58105563	10,0	45,0	 
land plan use	land use planning	land use planning|&|land use plans|&|planning of land use	3	73,4713368922	243,41472252	2743,16852139	33,0	333,0	 
land practice use	land use practices	land use practices	3	33,7571007343	136,276598013	1541,34348872	16,0	370,0	 
land system	land system	land system|&|land systems|&|Land system	2	119,596592605	420,476553154	1596,87451704	34,0	186,0	 
fire growth rate	fire growth rate	fire growth rate|&|rate of fire growth	3	41,6999479659	202,814133384	3088,02470152	7,0	42,0	 
land policy use	land use policy	land use policy|&|land use policies|&|Land use policy|&|policy and land use|&|land use and policy|&|policy for land use	3	180,699774519	506,362566841	1624,55733366	60,0	476,0	 
content fuel moisture	fuel moisture content	fuel moisture content	3	27,7999653106	125,293871188	2236,47648452	10,0	92,0	 
land-use policy	land-use policy	land-use policy|&|land-use policies	2	44,0619025386	204,634740264	1210,42057961	11,0	23,0	 
behavior fire	fire behavior	fire behavior	2	94,4183625827	346,973801554	1721,389928	29,0	217,0	 
event fire	fire events	fire events|&|fire event|&|event of fire|&|event of a fire	2	37,7673450331	158,960398144	1844,4795887	36,0	518,0	 
fire issue	fire issue	fire issue	2	33,046426904	132,107337858	2014,80845842	21,0	479,0	 
heat promoter shock	heat shock promoter	heat shock promoter	3	23,8285416948	103,050289914	1417,25393638	12,0	112,0	 
integrated structure	integrated structure	integrated structure	2	59,7982963024	215,762043744	3844,32085245	31,0	208,0	 
administration land	land administration	land administration|&|Land administration	2	122,743871358	431,541725605	5936,32359783	51,0	245,0	 
land tenure	land tenure	land tenure|&|Land tenure	2	95,9920019591	359,616187257	2400,99019989	27,0	86,0	 
flame spread	flame spread	flame spread	2	29,8991481512	144,859170889	1891,13145728	9,0	60,0	 
land right	land rights	land rights|&|rights in land|&|rights over land	2	31,4727875276	143,429181036	1079,2508897	12,0	46,0	 
development fire	fire development	fire development|&|development of a fire	2	29,8991481512	131,648747971	2353,67161653	14,0	82,0	 
behaviour fire	fire behaviour	fire behaviour|&|behaviour of the fire	2	45,635541915	197,789035614	1014,92000764	15,0	102,0	 
growth urban	urban growth	urban growth	2	22,0309512693	106,738336445	1186,45824447	9,0	28,0	 
fire surface	surface fire	surface fire|&|surface fires	2	28,3255087748	131,550904455	993,672534343	11,0	71,0	 
