stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
change land	land change	land change|&|land changes|&|changes in land	2	37,7673450331	145,268222481	2358,30719239	19,0	66,0	 
methodology systematic	systematic methodology	systematic methodology	2	36,1937056567	132,300382874	6803,05461468	23,0	577,0	 
biodiversity present resource	biodiversity resources present	biodiversity resources present	3	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
biodiversity ecosystem service	biodiversity and ecosystem services	biodiversity and ecosystem services	4	97,299878587	313,893841515	2077,9291605	28,0	1295,0	 
land-use relation	land-use relation	land-use relation	2	36,1937056567	132,300382874	6803,05461468	23,0	577,0	 
land use-transportation	land use-transportation	land use-transportation	2	40,9146237858	149,556954554	6088,44508794	23,0	49,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	355,442413614	653,92560735	3227,19253303	159,0	1364,0	 
policy public transport	public transport policy	public transport policy	3	35,7428125422	131,100287021	3897,37337136	18,0	246,0	 
classification system	classification system	classification system	2	45,635541915	166,813526233	6803,05461468	23,0	577,0	 
close integration	closer integration	closer integration	2	44,0619025386	152,39390586	2077,9291605	28,0	1295,0	 
land-use relationship	land-use relationship	land-use relationship	2	70,813771937	255,83476836	6788,20683171	24,0	579,0	 
innovative land public use	Innovative land use and public	Innovative land use and public	5	35,7428125422	131,100287021	3897,37337136	18,0	246,0	 
need user	user needs	user needs	2	36,1937056567	132,300382874	6803,05461468	23,0	577,0	 
area overall particular present richness specie	overall richness of species present in a particular area	overall richness of species present in a particular area	9	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
cover land product	land cover product	land cover product	3	41,6999479659	146,52225953	6522,05549268	21,0	549,0	 
management sustainable	sustainable management	sustainable management	2	40,9146237858	169,868482991	3030,25277583	14,0	156,0	 
degradation soil	soil degradation	soil degradation	2	29,8991481512	126,350425886	2305,63914499	13,0	53,0	 
land model use	land use models	land use models|&|land use model|&|models of land use	3	53,6142188132	196,650430531	5007,65900973	18,0	73,0	 
datum flexible land-use	flexible land-use data	flexible land-use data	3	41,6999479659	146,52225953	6522,05549268	21,0	549,0	 
classification land-use	land-use classification	land-use classification	2	33,046426904	123,802293974	6522,05549268	21,0	549,0	 
conventional method survey	conventional survey methods	conventional survey methods	3	29,7856771185	114,680810206	6382,61861709	15,0	375,0	 
class land-use	land-use classes	land-use classes	2	66,0928538079	247,604587948	6522,05549268	21,0	549,0	 
biodiversity particular pattern	particular patterns of biodiversity	particular patterns of biodiversity	4	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
activity diet physical	physical activity and diet	physical activity and diet	4	31,7713889264	120,275719098	2064,32937838	16,0	840,0	 
community science	science community	science community	2	31,4727875276	124,557432849	2722,12193	17,0	505,0	 
account change cover land qualitative	account of the qualitative changes in land cover	account of the qualitative changes in land cover	8	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
decision rule set	set of decision rules	set of decision rules	4	41,6999479659	146,52225953	6522,05549268	21,0	549,0	 
biophysical datum	Biophysical data	Biophysical data|&|biophysical data	2	37,7673450331	154,195999025	6382,61861709	15,0	375,0	 
19th century city condition	conditions in 19th century cities	conditions in 19th century cities	5	31,7713889264	120,275719098	2064,32937838	16,0	840,0	 
land management practice specific use	specific land uses or land management practices	specific land uses or land management practices	7	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
Land biodiversity relationship use	Land use and biodiversity relationships	Land use and biodiversity relationships	5	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change	4	49,6427951974	182,083731973	2231,38277877	18,0	480,0	 
cover land land-use	land cover and land-use	land cover and land-use	4	45,6713715817	156,321954552	6803,05461468	23,0	577,0	 
change environmental study	environmental change studies	environmental change studies	3	45,6713715817	156,321954552	6803,05461468	23,0	577,0	 
maker policy	policy makers	policy makers	2	29,8991481512	120,142185756	3473,4825245	16,0	71,0	 
factor indirect	indirect factors	indirect factors	2	44,0619025386	152,39390586	2077,9291605	28,0	1295,0	 
biodiversity land use	land use and biodiversity	land use and biodiversity	4	111,199861242	358,735818874	2077,9291605	28,0	1295,0	 
change climate level	climate change and the level	climate change and the level	5	31,7713889264	120,275719098	2064,32937838	16,0	840,0	 
functioning landuse system	functioning of the landuse system	functioning of the landuse system	5	33,7571007343	125,746440076	2722,12193	17,0	505,0	 
biodiversity broad perspective value	Broader perspectives on the value of biodiversity	Broader perspectives on the value of biodiversity	7	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
biodiversity objective	biodiversity objectives	biodiversity objectives	2	44,0619025386	152,39390586	2077,9291605	28,0	1295,0	 
management natural resource	management of natural resources	management of natural resources	4	41,6999479659	146,52225953	6522,05549268	21,0	549,0	 
assessment biodiversity cost loss	assessments of the costs of biodiversity loss	assessments of the costs of biodiversity loss	7	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
biodiversity relationship	biodiversity relationships	biodiversity relationships|&|relationships between biodiversity	2	33,046426904	123,802293974	2077,9291605	28,0	1295,0	 
comprehensive review	comprehensive review	comprehensive review	2	36,1937056567	132,300382874	6803,05461468	23,0	577,0	 
biodiversity component different	different components of biodiversity	different components of biodiversity	4	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
cause effect	cause and effect	cause and effect	3	44,0619025386	152,39390586	2077,9291605	28,0	1295,0	 
environmental management	environmental management	environmental management	2	29,8991481512	115,004009464	2292,32538301	19,0	251,0	 
land transport use	land use and transport	land use and transport|&|land use transport	4	31,7713889264	120,275719098	2064,32937838	16,0	840,0	 
field survey	field survey	field survey	2	36,1937056567	132,300382874	6803,05461468	23,0	577,0	 
quality spatial	quality and spatial	quality and spatial	3	44,0619025386	152,39390586	2077,9291605	28,0	1295,0	 
land transportation use	land use and transportation	land use and transportation|&|land use transportation|&|transportation and land use	4	39,714236158	150,344648872	5573,29965771	16,0	40,0	 
factor mental well-being	factors in mental well-being	factors in mental well-being	4	31,7713889264	120,275719098	2064,32937838	16,0	840,0	 
capable change model	change models capable	change models capable	3	33,7571007343	125,746440076	2722,12193	17,0	505,0	 
field-based scenario	scenario and field-based	scenario and field-based	3	44,0619025386	152,39390586	2077,9291605	28,0	1295,0	 
many way	many ways	many ways	2	45,635541915	156,235133959	2076,44915538	29,0	1297,0	 
future land plausible use	plausible futures for land use	plausible futures for land use	5	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
advanced model range wide	wide range of advanced models	wide range of advanced models	5	33,7571007343	125,746440076	2722,12193	17,0	505,0	 
planning transportation	transportation planning	transportation planning	2	59,7982963024	206,82030081	7114,97449367	28,0	98,0	 
change driver land social use	social drivers of land use change	social drivers of land use change	6	55,5999306211	179,367909437	2077,9291605	28,0	1295,0	 
