stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
benchmark evaluative question	evaluative questions and benchmark	evaluative questions and benchmark	4	15,8856944632	57,6890689478	4268,48421552	8,0	134,0	 
constraint land type use	constraints upon the types of land use	constraints upon the types of land use	7	17,8714062711	62,7952540842	794,359466466	9,0	414,0	 
biodiversity present resource	biodiversity resources present	biodiversity resources present	3	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
biodiversity ecosystem service	biodiversity and ecosystem services	biodiversity and ecosystem services	4	41,6999479659	134,525932078	1004,56427256	12,0	537,0	 
land management planning use water	land use planning and water management	land use planning and water management	6	15,8856944632	57,6890689478	4268,48421552	8,0	134,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	166,799791863	303,430824602	1426,77496747	84,0	1125,0	 
cover land use	land cover and land use	land cover and land use	5	35,7428125422	109,798162929	997,06552152	14,0	543,0	 
policy public transport	public transport policy	public transport policy	3	19,857118079	67,6803483378	1236,54307478	10,0	171,0	 
land relationship use	relationships between land use	relationships between land use	4	25,8142535027	81,2117152061	991,897132421	13,0	543,0	 
component primary stakeholder	component of primary stakeholders	component of primary stakeholders	4	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
close integration	closer integration	closer integration	2	18,8836725165	65,31167394	1004,56427256	12,0	537,0	 
generation plan	generation of the plans	generation of the plans|&|plans per generation	4	17,3100331402	61,3752042642	2182,08320344	11,0	285,0	 
innovative land public use	Innovative land use and public	Innovative land use and public	5	19,857118079	67,6803483378	1236,54307478	10,0	171,0	 
level local management water	water management at the local level	water management at the local level	6	15,8856944632	57,6890689478	4268,48421552	8,0	134,0	 
area overall particular present richness specie	overall richness of species present in a particular area	overall richness of species present in a particular area	9	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
methodology programme soft system	programme through the soft systems methodology	programme through the soft systems methodology	6	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
management sustainable	sustainable management	sustainable management	2	25,1782300221	97,2911256778	4268,48421552	8,0	134,0	 
land model use	land use model	land use model|&|land use modeling|&|land use models	3	27,7999653106	97,6815063532	1114,10294992	12,0	92,0	 
conventional method survey	conventional survey methods	conventional survey methods	3	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
biodiversity particular pattern	particular patterns of biodiversity	particular patterns of biodiversity	4	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
loss open space	loss of open space	loss of open space|&|open space loss	4	23,8285416948	81,2164180053	4045,86265495	10,0	109,0	 
participatory research tool	Participatory research tools	Participatory research tools	3	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
Land management plan water	Land and water management plans	Land and water management plans	5	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|Metropolitan areas|&|metropolitan area	2	36,1937056567	112,574198414	3059,68588003	17,0	152,0	 
effect growth side sprawl such	side effects of growth such as sprawl	side effects of growth such as sprawl	7	19,857118079	72,1113361848	4045,86265495	8,0	109,0	 
broad land sense use	broadest sense and land use	broadest sense and land use	5	17,8714062711	62,7952540842	794,359466466	9,0	414,0	 
account change cover land qualitative	account of the qualitative changes in land cover	account of the qualitative changes in land cover	8	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
biophysical datum	Biophysical data	Biophysical data|&|biophysical data	2	25,1782300221	91,6727660149	2207,81278787	10,0	282,0	 
considerable progress	considerable progress	considerable progress	2	18,8836725165	65,31167394	1004,56427256	12,0	537,0	 
land management practice specific use	specific land uses or land management practices	specific land uses or land management practices	7	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
Land biodiversity relationship use	Land use and biodiversity relationships	Land use and biodiversity relationships	5	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
activity land management planning use water	land use planning and water management activities	land use planning and water management activities	7	15,8856944632	57,6890689478	4268,48421552	8,0	134,0	 
methodology soft system	soft systems methodology	soft systems methodology	3	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
conflict insight possible	insight into possible conflicts	insight into possible conflicts	4	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
acceptance farmer plan rate	acceptance rate of the plans by farmers	acceptance rate of the plans by farmers	7	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
degradation force land	forces behind land degradation	forces behind land degradation	4	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
land management practice use	land use and management practice	land use and management practice	5	17,8714062711	62,7952540842	794,359466466	9,0	414,0	 
factor indirect	indirect factors	indirect factors	2	18,8836725165	65,31167394	1004,56427256	12,0	537,0	 
land planning sustainable use	Sustainable land use planning	Sustainable land use planning	4	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
biodiversity impact modification such	impacts of such modifications on biodiversity	impacts of such modifications on biodiversity	6	17,8714062711	62,7952540842	794,359466466	9,0	414,0	 
biodiversity land use	land use and biodiversity	land use and biodiversity	4	47,6570833896	153,743922375	1004,56427256	12,0	537,0	 
biodiversity broad perspective value	Broader perspectives on the value of biodiversity	Broader perspectives on the value of biodiversity	7	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
biodiversity objective	biodiversity objectives	biodiversity objectives	2	18,8836725165	65,31167394	1004,56427256	12,0	537,0	 
IMSD exist procedure	existing IMSD procedures	existing IMSD procedures	3	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
geo-information large-scale project	large-scale geo-information project	large-scale geo-information project	3	15,8856944632	57,6890689478	1773,35508575	8,0	232,0	 
approach hierarchical top-down	hierarchical top-down approach	hierarchical top-down approach	3	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
assessment biodiversity cost loss	assessments of the costs of biodiversity loss	assessments of the costs of biodiversity loss	7	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
current land problem use	current land use problems	current land use problems	4	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
community discussion member	discussions between community members	discussions between community members	4	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
aspiration local reality	local realities and aspirations	local realities and aspirations	4	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
biodiversity component different	different components of biodiversity	different components of biodiversity	4	23,8285416948	76,8719611874	1004,56427256	12,0	537,0	 
cause effect	cause and effect	cause and effect	3	18,8836725165	65,31167394	1004,56427256	12,0	537,0	 
ability gap planner	gap in the ability of planners	gap in the ability of planners	6	15,8856944632	62,2590984533	3271,27766437	6,0	85,0	 
quality spatial	quality and spatial	quality and spatial	3	18,8836725165	65,31167394	1004,56427256	12,0	537,0	 
district land level official planning use	district level land use planning officials	district level land use planning officials	6	19,857118079	67,6803483378	2207,81278787	10,0	282,0	 
land transportation use	land use and transportation	land use and transportation|&|land use transportation|&|transportation and land use	4	29,7856771185	98,6816442649	1185,44248401	14,0	64,0	 
added integrated land participatory planning process use value	added value in the participatory process of integrated land use planning	added value in the participatory process of integrated land use planning	11	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	17,8714062711	70,04148576	838,785661218	6,0	27,0	 
decision maker	decision makers	decision makers	2	25,1782300221	79,8389065265	961,148061858	16,0	551,0	 
alternative land map option use	alternative land use options on the map	alternative land use options on the map	7	15,8856944632	57,6890689478	2055,55303819	8,0	236,0	 
