stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
large network	large network	large network	2	3,14727875276	12,6285098383	240,844329873	2,0	6,0	 
average density	average density	average density	2	3,14727875276	14,8100372322	100,216641156	1,0	15,0	 
optimal solution	optimal solution	optimal solution	2	9,44183625827	29,2340624596	76,8442267477	5,0	43,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	3,14727875276	12,6285098383	94,6868118526	2,0	18,0	 
employment growth	employment growth	employment growth	2	3,14727875276	14,8100372322	444,548569717	1,0	4,0	 
attractive publication	attractive publication	attractive publication	2	3,14727875276	12,6285098383	234,978766246	2,0	18,0	 
capacity link	link capacity	link capacity	2	3,14727875276	12,6285098383	85,631511697	2,0	11,0	 
network test	test network	test network	2	3,14727875276	14,8100372322	200,182771901	1,0	4,0	 
experiment numerical	numerical experiment	numerical experiment	2	3,14727875276	12,6285098383	80,9216696904	2,0	19,0	 
model optimization	optimization model	optimization model|&|optimization models	2	11,0154756347	34,1064062029	98,0334077488	5,0	34,0	 
multicommodity network transportation	multicommodity transportation network	multicommodity transportation network	3	3,9714236158	15,0117059503	418,927494185	2,0	5,0	 
city diversity	city diversity	city diversity|&|diversity of the city	2	3,14727875276	12,6285098383	473,473040288	2,0	5,0	 
network system	network system	network system|&|system of networks|&|network systems|&|system network	2	4,72091812914	18,9427647575	214,334769457	6,0	27,0	 
analysis network	network analysis	network analysis	2	4,72091812914	17,0285971779	113,811886022	3,0	21,0	 
scenario subsequent	subsequent scenario	subsequent scenario|&|subsequent scenarios	2	3,14727875276	14,8100372322	100,216641156	1,0	15,0	 
method optimization	optimization methods	optimization methods	2	3,14727875276	12,6285098383	176,743884239	2,0	12,0	 
short term	short term	short term	2	3,14727875276	12,6285098383	92,9639450564	2,0	16,0	 
different size	different sizes	different sizes	2	4,72091812914	18,9427647575	207,62135573	2,0	8,0	 
city large	largest cities	largest cities|&|largest city	2	4,72091812914	18,9427647575	301,129565008	2,0	6,0	 
flow link	link and flow	link and flow|&|link flow	3	3,14727875276	12,6285098383	186,793007149	2,0	10,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	30,0234119007	211,934327272	2,0	9,0	 
freight transportation	freight transportation	freight transportation	2	3,14727875276	12,6285098383	137,213007284	3,0	20,0	 
distribution power-law	power-law distribution	power-law distribution	2	3,14727875276	12,6285098383	479,919733988	2,0	5,0	 
degree diversity initial year	degree of diversity in the initial year	degree of diversity in the initial year	7	3,9714236158	17,7644870324	444,548569717	1,0	4,0	 
network planning	network planning	network planning|&|planning network	2	3,14727875276	12,6285098383	155,937737003	4,0	20,0	 
choice route	route choice	route choice	2	7,86819688189	31,5712745958	107,184204389	2,0	16,0	 
network public transportation	public transportation network	public transportation network	3	9,92855903949	30,6473121706	182,950238067	4,0	10,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network	4	5,95713542369	26,6467305487	260,494251536	1,0	3,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	6,29455750551	20,8939648888	194,479916915	4,0	15,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	22,5175589255	261,672945442	2,0	8,0	 
air network transportation	air transportation network	air transportation network|&|air transportation networks	3	5,95713542369	20,1021483669	194,71615725	3,0	11,0	 
decision investment	investment decisions	investment decisions|&|investments decision	2	6,29455750551	25,2570196766	98,979816468	2,0	17,0	 
Euclidean network plane transportation	transportation network on the Euclidean plane	transportation network on the Euclidean plane	6	3,9714236158	17,7644870324	348,880010453	1,0	4,0	 
length path	path length	path length	2	4,72091812914	18,9427647575	340,990827255	2,0	9,0	 
network road transportation urban	urban road transportation network	urban road transportation network	4	3,9714236158	17,7644870324	91,79404579	1,0	10,0	 
time travel	travel time	travel time|&|travel times	2	23,6045906457	68,7815304351	60,7152630906	8,0	60,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	22,0309512693	57,8581853535	150,728655944	9,0	41,0	 
design model network transportation	transportation network design model	transportation network design model	4	3,9714236158	15,0117059503	52,4263718503	2,0	12,0	 
city growth model	model of city growth	model of city growth|&|city growth model	4	3,9714236158	15,0117059503	375,128836969	2,0	5,0	 
log n	log n	log n|&|n log	2	4,72091812914	18,9427647575	467,035418685	2,0	6,0	 
city dynamics growth	city growth dynamics	city growth dynamics	3	3,9714236158	15,0117059503	358,279226814	2,0	7,0	 
city growth world	world city growth	world city growth	3	7,94284723159	35,5289740649	282,624952435	1,0	3,0	 
design network problem transportation	transportation network design problem	transportation network design problem	4	5,95713542369	22,5175589255	66,1122450333	2,0	23,0	 
capacity network	network capacity	network capacity	2	6,29455750551	25,2570196766	90,5586767943	2,0	16,0	 
public transport	public transport	public transport	2	4,72091812914	18,9427647575	144,725962843	2,0	19,0	 
network system transportation	transportation network systems	transportation network systems|&|transportation network system	3	9,92855903949	30,6473121706	201,498707324	4,0	16,0	 
air transportation	air transportation	air transportation	2	9,44183625827	37,885529515	227,09160221	4,0	16,0	 
equilibrium problem	equilibrium problem	equilibrium problem	2	4,72091812914	18,9427647575	142,633564286	2,0	12,0	 
container network transportation	container transportation network	container transportation network	3	3,9714236158	17,7644870324	133,668495404	1,0	6,0	 
city size	city size	city size	2	7,86819688189	26,117456111	440,887285265	4,0	13,0	 
existing network transportation	existing transportation network	existing transportation network	3	3,9714236158	15,0117059503	59,6809132225	2,0	11,0	 
growth population	population growth	population growth	2	4,72091812914	18,9427647575	291,733599459	2,0	2,0	 
penalty turn	turn penalty	turn penalty|&|turn penalties	2	4,72091812914	22,2150558483	365,74276901	1,0	4,0	 
layout network planning	network layout planning	network layout planning	3	3,9714236158	17,7644870324	152,657192789	1,0	2,0	 
network performance	network performance	network performance	2	7,86819688189	26,117456111	106,030762904	4,0	34,0	 
reliability time	time reliability	time reliability	2	6,29455750551	29,6200744645	76,9056106345	1,0	9,0	 
design network	network design	network design	2	7,86819688189	26,117456111	83,4360316476	11,0	80,0	 
model programming	programming model	programming model|&|programming models	2	7,86819688189	26,117456111	82,3976059128	4,0	31,0	 
demand uncertainty	demand uncertainty	demand uncertainty	2	9,44183625827	34,0571943558	80,3613688377	3,0	28,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	6,29455750551	20,8939648888	151,719494736	4,0	17,0	 
