" Growth and territorial policies: The Italian model of social capitalism";"170956115934203226";"1988"
"Analysis of the impact of high-speed railroad service on air transport demand";"2741168611238703427";"2006"
"Essai de modelisation spatio-temporelle des flux de deplacements de travail exemple de la region urbaine strasbourgeoise de 1975 a 1990";"9882234298941878102";"1997"
"Development of a theoretically derived model of resilience through concept analysis";"5374110629702617354";"2007"
"Mobile communications, social networks, and urban travel: Hypertext as a new metaphor for conceptualizing spatial interaction";"3908971531044728566";"2007"
"Roads, land use, and deforestation: a spatial model applied to Belize";"10120413830864362824";"1996"
"Data set derivation for GIS-based urban hydrological modeling";"14739873600223722940";"1994"
" Modeling and analysis of the defense information infrastructure";"10194773997183974535";"1994"
"A review of life-cycle analysis studies on liquid biofuel systems for the transport sector";"17055322485851271670";"2006"
"Phase transition in a computer network traffic model";"933425889693849483";"1998"
"Spatiotemporal urbanization processes in the megacity of Mumbai, India: A Markov chains-cellular automata urban growth model";"5526883927689977429";"2013"
"Toward postmodern urbanism? Evolution of planning in Cleveland, Ohio";"17357906082892861142";"2005"
"Energy futures for the US transport sector";"1293370842156419915";"2001"
"Analyse économique des configurations urbaines et de leur étalement";"4261196624544641724";"2000"
"Supersensitivity to apomorphine following destruction of the ascending dopamine neurons: quantification using the rotational model";"8769559586999296654";"1977"
"The energetic basis of the urban heat island";"14138888281332318748";"1982"
"Taking a multifoci approach to the study of justice, social exchange, and citizenship behavior: The target similarity model";"14796434875801879867";"2007"
"Modeling the spatial dynamics of regional land use: the CLUE-S model";"11472243155749927644";"2002"
"Leontief-based model of risk in complex interconnected infrastructures";"9108756071165345332";"2001"
"Policy options to address global land use change from biofuels";"3457950976418852904";"2013"
"Impact of physical properties of biodiesel on the injection process in a common-rail direct injection system";"418314670151062765";"2009"
"Modelling the joint access mode and railway station choice";"7836108439721214640";"2009"
"Why do the poor live in cities? The role of public transportation";"4592975781722496335";"2008"
"A neural network model to forecast Japanese demand for travel to Hong Kong";"17453452545908245980";"1999"
"A distinct urban biogeochemistry?";"16870938111930668269";"2006"
"Implicit knowledge, explicit knowledge and general language proficiency";"1806464460639103225";"1998"
"Emergence of scaling in random networks";"10638755925462666384";"1999"
" Handbook of regional and urban economics: cities and geography";"12440628822469350927";"2004"
"Over People";"10941374647871726678";"1998"
"The evolution of urban sprawl: Evidence of spatial heterogeneity and increasing land fragmentation";"13385546858850628141";"2007"
"Modeling urban expansion scenarios by coupling cellular automata model and system dynamic model in Beijing, China";"5280571749216175921";"2006"
"Relationship between central and peripheral serotonin indexes in depressed and suicidal psychiatric inpatients";"4503974543464268547";"1992"
"The role of spatial metrics in the analysis and modeling of urban land use change";"11137981054544440237";"2005"
"Strain rate and bimodal volcanism in the continental rift: Debre Zeyt volcanic field, northern MER, Ethiopia";"13642905649748620683";"2004"
"Landslide characteristics and slope instability modeling using GIS, Lantau Island, Hong Kong";"16580317783804554071";"2002"
"CLUE: a conceptual model to study the conversion of land use and its effects";"16023818904490052896";"1996"
"Freedom from the tyranny of zones: towards new GIS-based spatial models";"8814805622365814373";"1999"
"Saltley, Birmingham–A first for SPZs";"3474385829686831531";"1989"
"Evaluation and analysis of traffic noise along bus rapid transit system corridor";"10021081152100554299";"2010"
"A dynamic subgrid‐scale model for compressible turbulence and scalar transport";"940532137465303290";"1991"
"Network resilience: A measure of network fault tolerance";"6489786440108240241";"1990"
"Evolution of an online social aggregation network: an empirical study";"13401535622494296927";"2009"
" Ecogenèse territoriale et territorialité";"17145424911259202104";"1986"
"Crystal structure of the human class II MHC protein HLA-DR1 complexed with an influenza virus peptide";"13034442139423831343";"1994"
"A generic stochastic model for supply-and-return network design";"1646462269876335915";"2007"
"Planning a third generation mobile network with adaptive antennas";"14734483329553368221";"1999"
" The Spatial Node Distribution of the Random Waypoint Mobility Model.";"10345742808845162857";"2002"
"New modes of governance in the European Union: A critical survey and analysis";"15092410202020334365";"2007"
"Alternative transportation modes in an urban land use model: a general equilibrium approach";"3165364121707577821";"1979"
"A small molecule approach to engineering vascularized tissue";"2371350129163166465";"2013"
"A disaggregate Box-Cox Logit mode choice model of intercity passenger travel in Germany and its implications for high-speed rail demand forecasts";"17555438917972586091";"1997"
"… of the nonlinear energy transfer in a gravity-wave specturm. Part II: Parameterizations of the nonlinear energy transfer for application in wave models";"861978856227130081";"1985"
