stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
area outer urban	outer urban areas	outer urban areas	3	3,9714236158	21,2451464758	383,948791225	1,0	5,0	 
activity urban	urban activities	urban activities|&|urban activity	2	17,3100331402	60,6309681902	532,760237439	8,0	33,0	 
fringe urban	urban fringe	urban fringe	2	4,72091812914	23,0803007791	310,085476736	2,0	12,0	 
heat island	heat island	heat island	2	4,72091812914	23,0803007791	425,752246642	2,0	13,0	 
activity space	activity spaces	activity spaces	2	6,29455750551	30,7737343721	445,814733077	2,0	4,0	 
landscape metric	landscape metrics	landscape metrics	2	9,44183625827	46,1606015581	334,12240875	2,0	9,0	 
previous study	previous studies	previous studies	2	4,72091812914	21,1661331995	421,235298938	3,0	16,0	 
growth transportation urban	urban growth and transportation	urban growth and transportation|&|urban transportation growth	4	7,94284723159	36,9847307873	270,150988255	2,0	15,0	 
density road	road density	road density	2	4,72091812914	23,0803007791	312,962912443	2,0	16,0	 
half second	second half	second half	2	4,72091812914	21,1661331995	361,531517209	3,0	20,0	 
environment urban	urban environments	urban environments|&|urban environment|&|environment and the urban	2	17,3100331402	56,768345922	384,505424394	10,0	57,0	 
system transportation urban	urban transportation system	urban transportation system|&|urban transportation systems|&|transportation systems and urban	3	25,8142535027	84,4142209915	278,209976723	8,0	59,0	 
emission vehicle	vehicle emissions	vehicle emissions|&|vehicle emission	2	9,44183625827	37,5091345028	243,283366105	7,0	56,0	 
design urban	urban design	urban design	2	9,44183625827	39,6160193764	297,070158628	4,0	30,0	 
congestion traffic	traffic congestion	traffic congestion	2	14,1627543874	47,939023587	335,96817349	12,0	93,0	 
energy use	energy use	energy use	2	4,72091812914	23,0803007791	263,374138689	2,0	2,0	 
cost travel	travel costs	travel costs	2	6,29455750551	30,7737343721	278,972931686	2,0	14,0	 
difference index vegetation	difference vegetation index	difference vegetation index	3	3,9714236158	18,4923653937	375,742362018	2,0	9,0	 
