stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
excitation system	excitation system	excitation system	2	11,0154756347	41,2674313246	146,403008164	6,0	58,0	 
city system	city system	city system	2	31,4727875276	98,8301632831	507,656166822	16,0	62,0	 
information power system	power system information	power system information	3	3,9714236158	18,3175556954	278,81461926	2,0	12,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis|&|Sensitivity analysis	2	11,0154756347	43,2757899911	163,962839649	5,0	32,0	 
calculation result	calculation results	calculation results	2	4,72091812914	20,9583330871	198,658929835	3,0	14,0	 
energy storage	energy storage	energy storage	2	18,8836725165	78,4008383034	141,715761151	4,0	31,0	 
grid power	power grid	power grid	2	25,1782300221	90,4443160386	235,099234141	7,0	38,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	20,9583330871	196,995376203	3,0	20,0	 
agent negotiation process	negotiation process between agents	negotiation process between agents	4	3,9714236158	18,3175556954	320,444003771	2,0	14,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	34,6200662803	95,7412675569	293,451789624	48,0	207,0	 
bus infinite machine power single system	single machine infinite bus power system	single machine infinite bus power system	6	3,9714236158	18,3175556954	178,664488472	2,0	33,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	21,0703367775	448,665669609	1,0	5,0	 
network power quality	network power quality	network power quality|&|power quality in a network	3	5,95713542369	27,4763335431	165,035869136	2,0	13,0	 
analysis network	network analysis	network analysis	2	6,29455750551	27,9444441162	141,446994176	3,0	26,0	 
Power quality	Power quality	Power quality	2	6,29455750551	27,9444441162	162,021308119	3,0	13,0	 
area network	area network	area network	2	17,3100331402	83,865835778	318,371700636	2,0	9,0	 
city world	world city	world city	2	4,72091812914	22,8725006667	316,745594666	6,0	39,0	 
design system	system design	system design	2	4,72091812914	22,8725006667	140,518810292	2,0	13,0	 
real world	real world	real world	2	4,72091812914	20,9583330871	554,209177474	3,0	15,0	 
power stability system	power system stability	power system stability|&|stability in power system	3	9,92855903949	36,6964426098	185,086354239	5,0	43,0	 
network planning	network planning	network planning	2	7,86819688189	34,9305551452	261,157549625	4,0	18,0	 
power quality	power quality	power quality	2	9,44183625827	37,0935342781	261,510751903	6,0	37,0	 
system world	world system	world system|&|system world	2	7,86819688189	34,9305551452	188,648451966	4,0	40,0	 
protection relay	relay protection	relay protection	2	4,72091812914	22,8725006667	164,988785085	2,0	6,0	 
response system	system responses	system responses|&|system response	2	11,0154756347	43,2757899911	153,578320948	5,0	38,0	 
economy world	world economy	world economy	2	4,72091812914	22,8725006667	204,692594666	2,0	6,0	 
network topology	network topology	network topology	2	4,72091812914	20,9583330871	323,057746073	5,0	24,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	30,9112785651	154,931984899	5,0	35,0	 
expert system	expert system	expert system	2	4,72091812914	20,9583330871	178,831772901	3,0	18,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	20,9583330871	164,503663252	3,0	19,0	 
security system	system security	system security	2	6,29455750551	30,4966675556	182,648349511	2,0	15,0	 
result simulation	simulation results	simulation results	2	7,86819688189	32,6670159598	208,596548858	4,0	28,0	 
relay system	relay systems	relay systems	2	4,72091812914	20,9583330871	335,849057318	3,0	9,0	 
methodology new	new methodology	new methodology	2	4,72091812914	22,8725006667	182,104052985	2,0	7,0	 
stability study transient	transient stability studies	transient stability studies	3	3,9714236158	18,3175556954	139,152895252	2,0	10,0	 
network power	power network	power network|&|network power	2	14,1627543874	58,8006287276	170,25350503	5,0	34,0	 
dynamic power system	power system dynamic	power system dynamic	3	7,94284723159	33,4145639794	186,289005345	4,0	24,0	 
city size	city size	city size	2	6,29455750551	30,4966675556	346,554974435	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	36,6351113909	202,462846509	2,0	15,0	 
modern power system	modern power systems	modern power systems	3	5,95713542369	25,0609229846	204,652534553	3,0	18,0	 
information technology	information technology	information technology	2	6,29455750551	26,1336127678	288,565836893	4,0	23,0	 
assessment risk	risk assessment	risk assessment	2	6,29455750551	34,8597223434	186,01009439	1,0	12,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics	3	5,95713542369	27,4763335431	319,392049631	3,0	12,0	 
current transformer	current transformers	current transformers	2	4,72091812914	22,8725006667	196,681159112	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	37,7285243501	106,416338342	237,605309014	13,0	88,0	 
international standard	international standards	international standards	2	4,72091812914	20,9583330871	237,459025766	3,0	13,0	 
network structure	network structure	network structure	2	7,86819688189	34,9305551452	176,058380214	3,0	17,0	 
management network	network management	network management	2	9,44183625827	41,9166661742	321,718047394	3,0	8,0	 
distribution system	distribution system	distribution system|&|distribution systems	2	6,29455750551	27,9444441162	159,924142927	4,0	23,0	 
effector function	effector function	effector function	2	4,72091812914	26,1447917576	221,548586414	1,0	4,0	 
communication network	communication network	communication network|&|network communication	2	4,72091812914	22,8725006667	220,103600818	3,0	24,0	 
control system	control system	control system|&|control systems|&|system control	2	20,4573118929	76,6395153171	168,928550562	7,0	40,0	 
city system world	world city system	world city system	3	9,92855903949	38,9119365333	281,254479912	4,0	36,0	 
