stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	9,44183625827	36,4841721292	289,359673079	4,0	15,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	84,9342414954	710,130250236	3,0	11,0	 
dengue incidence setting tropical urban	dengue incidence in tropical urban settings	dengue incidence in tropical urban settings	6	3,9714236158	17,1750483191	178,106475287	2,0	36,0	 
city structure	city structure	city structure|&|structure of cities|&|structure of a city	2	11,0154756347	40,1068351315	306,552661022	5,0	19,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	21,5143771555	179,186711427	2,0	8,0	 
heat island	heat islands	heat islands|&|heat island	2	6,29455750551	26,1336127678	271,357482464	3,0	19,0	 
bird specie	bird species	bird species|&|Bird species	2	4,72091812914	19,6002095759	214,180635809	3,0	33,0	 
space system	space system	space system	2	6,29455750551	33,0488909951	423,418277537	1,0	4,0	 
spatial variation	spatial variation	spatial variation	2	4,72091812914	21,5143771555	183,387989808	2,0	12,0	 
metric spatial	spatial metrics	spatial metrics	2	9,44183625827	43,0287543109	256,95240377	2,0	13,0	 
public space	public spaces	public spaces|&|public space	2	6,29455750551	26,1336127678	249,780329234	3,0	12,0	 
illegal ivory seizure	illegal ivory seizures	illegal ivory seizures	3	3,9714236158	19,9278294011	356,002316155	1,0	5,0	 
behaviour travel	travel behaviour	travel behaviour	2	11,0154756347	42,564867484	196,181197344	4,0	29,0	 
system world	world system	world system	2	4,72091812914	21,5143771555	819,1205139	2,0	3,0	 
enforcement law	law enforcement	law enforcement	2	4,72091812914	21,5143771555	405,936494374	2,0	10,0	 
cover land urban	urban land cover	urban land cover	3	3,9714236158	17,1750483191	191,945966069	2,0	14,0	 
Internet evidence usage	evidence on internet usage	evidence on internet usage	4	3,9714236158	17,1750483191	168,385430024	2,0	40,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	89,3570313554	141,525259221	287,582854292	33,0	146,0	 
density housing	housing density	housing density	2	4,72091812914	21,5143771555	178,924692518	2,0	14,0	 
matter structure urban	Urban structure matters	Urban structure matters	3	3,9714236158	17,1750483191	229,563107319	2,0	13,0	 
difference index vegetation	difference vegetation index	difference vegetation index	3	3,9714236158	17,1750483191	178,106475287	2,0	36,0	 
forest urban	urban forests	urban forests	2	4,72091812914	21,5143771555	302,653291613	2,0	17,0	 
size urban	urban size	urban size	2	4,72091812914	19,6002095759	346,823302237	3,0	12,0	 
bird community	bird communities	bird communities|&|bird community	2	12,589115011	57,3716724145	214,180635809	3,0	33,0	 
different land use	different land uses	different land uses	3	3,9714236158	17,1750483191	222,839866657	2,0	17,0	 
case special	special case	special case	2	4,72091812914	19,6002095759	286,582220112	3,0	21,0	 
system transportation	transportation system	transportation system	2	9,44183625827	36,4841721292	313,701103372	4,0	19,0	 
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	21,5143771555	205,852731442	2,0	13,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	35,8572952591	356,662258866	2,0	13,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	29,8991481512	76,0138380631	442,378558466	15,0	56,0	 
system urban	urban system	urban system	2	9,44183625827	36,4841721292	284,119787945	4,0	15,0	 
causal energy link	causal link between energy	causal link between energy	4	3,9714236158	19,9278294011	364,138744523	1,0	3,0	 
bird community structure	bird community structure	bird community structure|&|structure of the bird community	3	5,95713542369	25,7625724786	215,738798627	2,0	25,0	 
functional polycentricity	functional polycentricity	functional polycentricity	2	4,72091812914	24,7866682463	192,274477469	1,0	2,0	 
spatial urban	urban spatial	urban spatial	2	7,86819688189	28,6477393796	262,350706614	5,0	29,0	 
fine imagery resolution satellite	fine resolution satellite imagery	fine resolution satellite imagery	4	3,9714236158	17,1750483191	178,106475287	2,0	36,0	 
methodology space syntax	space syntax methodology	space syntax methodology	3	5,95713542369	29,8917441017	760,572739924	1,0	1,0	 
change land use	land use change	land use change	3	7,94284723159	34,3500966381	173,15497383	2,0	10,0	 
lag temporal	temporal lag	temporal lag	2	4,72091812914	24,7866682463	238,274993147	1,0	6,0	 
master plan	master plan	master plan	2	4,72091812914	24,7866682463	249,326172256	1,0	2,0	 
activity economic	economic activity	economic activity	2	4,72091812914	19,6002095759	206,492727685	5,0	50,0	 
ecosystem service	ecosystem services	ecosystem services	2	9,44183625827	39,2004191517	303,239286187	3,0	23,0	 
city model	city model	city model	2	4,72091812914	19,6002095759	334,138680896	3,0	17,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	26,1336127678	324,571731959	3,0	10,0	 
city size	city size	city size|&|city sizes	2	11,0154756347	42,564867484	189,087994618	6,0	55,0	 
form urban	urban form	urban form	2	9,44183625827	39,2004191517	210,704219401	3,0	19,0	 
growth population	population growth	population growth|&|growth of population	2	7,86819688189	30,4034767743	173,474164693	4,0	28,0	 
land price	land prices	land prices|&|land price|&|price of land	2	9,44183625827	36,4841721292	256,219518192	4,0	19,0	 
dengue incidence structural urban	dengue incidence and urban structural	dengue incidence and urban structural	5	3,9714236158	17,1750483191	178,106475287	2,0	36,0	 
large proportion	large proportion	large proportion	2	4,72091812914	21,5143771555	306,824990065	2,0	12,0	 
land urban	urban land	urban land	2	4,72091812914	19,6002095759	215,274112172	3,0	14,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|model analysis|&|analysis model	3	7,86819688189	30,4034767743	235,25245608	4,0	18,0	 
bird diversity	bird diversity	bird diversity	2	4,72091812914	19,6002095759	195,000885493	3,0	33,0	 
area green	green areas	green areas	2	6,29455750551	26,1336127678	243,633957262	3,0	28,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	50,2002133627	628,62423469	2,0	8,0	 
building cover density tree	tree cover and building density	tree cover and building density	5	3,9714236158	17,1750483191	178,106475287	2,0	36,0	 
function housing production	housing production function	housing production function	3	3,9714236158	19,9278294011	181,46060314	1,0	5,0	 
communication information technology	information and communication technologies	information and communication technologies	4	5,95713542369	25,7625724786	168,385430024	2,0	40,0	 
land market urban	urban land market	urban land market	3	5,95713542369	25,7625724786	401,053052358	2,0	7,0	 
change structure urban	changes in urban structure	changes in urban structure|&|urban structure changes	4	5,95713542369	23,34716192	173,361161823	3,0	46,0	 
city country datum different distribution international size	international data on city size distributions in different countries	international data on city size distributions in different countries	9	3,9714236158	17,1750483191	168,385430024	2,0	40,0	 
density pattern population	population density patterns	population density patterns|&|patterns of population density	3	3,9714236158	17,1750483191	323,400472274	2,0	7,0	 
land urban use	urban land use	urban land use	3	15,8856944632	51,2479741249	235,038934594	6,0	35,0	 
article full	Full article	Full article	2	9,44183625827	32,65583697	842,309700617	6,0	20,0	 
accessibility measure	accessibility measures	accessibility measures	2	4,72091812914	21,5143771555	186,089366904	2,0	14,0	 
space urban	urban space	urban space	2	6,29455750551	26,1336127678	297,024621568	3,0	14,0	 
heat wave	heat waves	heat waves	2	4,72091812914	21,5143771555	198,717392044	2,0	11,0	 
richness specie	species richness	species richness	2	15,7363937638	57,2954787593	189,08514712	6,0	58,0	 
