stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
centre city	city centre	city centre	2	6,29455750551	26,0703503508	349,348427673	2,0	2,0	 
study urban	urban studies	urban studies	2	6,29455750551	23,5181269114	171,352005361	3,0	4,0	 
city smart	smart cities	smart cities	2	6,29455750551	30,4334051386	104,009433962	1,0	1,0	 
critical theory urban	critical urban theory	critical urban theory|&|Critical urban theory	3	11,9142708474	41,7437602994	174,672327044	3,0	1,0	 
city system world	world city system	world city system	3	9,92855903949	31,9301984752	11,9313662358	4,0	31,0	 
city large swathe	large swathes of the city	large swathes of the city	5	3,9714236158	18,2776415543	96,2358490566	1,0	5,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	26,0703503508	51,0245163685	2,0	11,0	 
present situation	present situation	present situation	2	3,14727875276	13,0351751754	303,206289308	2,0	3,0	 
city just	just city	just city	2	6,29455750551	30,4334051386	263,003773585	1,0	1,0	 
city international role system	role of cities in the international system	role of cities in the international system	7	3,9714236158	15,5248604722	11,5861849065	2,0	21,0	 
game video	video games	video games|&|video game	2	3,14727875276	15,2167025693	73,7274932615	1,0	1,0	 
activity cultural	cultural activities	cultural activities	2	3,14727875276	13,0351751754	216,852201258	2,0	2,0	 
city size	city size	city size	2	7,86819688189	29,3976586392	40,4377169468	3,0	5,0	 
ecosystem service	ecosystem services	ecosystem services	2	4,72091812914	22,825053854	156,001048218	1,0	3,0	 
3-D city modeling	3-D city modeling	3-D city modeling	3	5,95713542369	27,4164623314	130,50754717	1,0	1,0	 
2-year campus	2-year campuses	2-year campuses	2	4,72091812914	22,825053854	528,001886792	1,0	1,0	 
continued success	continued success	continued success	2	3,14727875276	13,0351751754	263,003773585	2,0	1,0	 
structure system	system structure	system structure|&|structure of the system	2	3,14727875276	13,0351751754	14,3997920272	2,0	6,0	 
city system	city system	city system|&|city systems	2	34,6200662803	76,0193885937	20,1976304279	20,0	61,0	 
city fate	fate of cities	fate of cities	3	3,14727875276	13,0351751754	11,5861849065	2,0	21,0	 
city world	world city	world city	2	9,44183625827	35,277190367	11,4266659617	7,0	32,0	 
asset natural	natural assets	natural assets	2	3,14727875276	15,2167025693	156,001048218	1,0	3,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	31,0497209443	50,4729387426	2,0	9,0	 
renewal urban	urban renewal	urban renewal	2	3,14727875276	13,0351751754	393,511320755	2,0	2,0	 
public space	public spaces	public spaces	2	4,72091812914	17,6385951835	259,033962264	3,0	3,0	 
development urban	urban development	urban development	2	6,29455750551	21,707295563	275,055314981	4,0	5,0	 
city model	city model	city model	2	3,14727875276	13,0351751754	186,119510602	2,0	4,0	 
city large	large cities	large cities	2	4,72091812914	17,6385951835	24,147872454	3,0	8,0	 
planning urban	urban planning	urban planning	2	3,14727875276	13,0351751754	62,8306294463	2,0	5,0	 
evolvement formation mechanism	formation and evolvement mechanism	formation and evolvement mechanism	4	3,9714236158	18,2776415543	61,1113390842	1,0	3,0	 
city location-based mobile phone system virtual	location-based virtual city system for mobile phones	location-based virtual city system for mobile phones	7	3,9714236158	15,5248604722	51,0245163685	2,0	11,0	 
management plan	management plan	management plan	2	3,14727875276	15,2167025693	156,001048218	1,0	3,0	 
city intelligent system	intelligent city system	intelligent city system	3	5,95713542369	27,4164623314	91,5089631233	1,0	3,0	 
analytic network	network analytic	network analytic	2	3,14727875276	13,0351751754	11,5861849065	2,0	21,0	 
life urban	urban life	urban life	2	6,29455750551	23,5181269114	194,772641509	3,0	2,0	 
architectural object virtual	virtual architectural objects	virtual architectural objects	3	3,9714236158	15,5248604722	51,0245163685	2,0	11,0	 
system world	world system	world system	2	6,29455750551	26,0703503508	11,1849439465	3,0	21,0	 
building city	city building	city building	2	4,72091812914	22,825053854	62,8306294463	1,0	5,0	 
level sub-system	levels and sub-systems	levels and sub-systems|&|sub-systems in each level	3	3,14727875276	15,2167025693	91,5089631233	1,0	3,0	 
high knowledge premium	high premium on knowledge	high premium on knowledge	4	3,9714236158	18,2776415543	96,2358490566	1,0	5,0	 
building model	building model	building model	2	6,29455750551	30,4334051386	62,8306294463	1,0	5,0	 
area urban	urban areas	urban areas	2	3,14727875276	13,0351751754	127,200433034	2,0	4,0	 
branch datum location	data on the branch locations	data on the branch locations|&|Data on the branch locations	5	3,9714236158	15,5248604722	11,5861849065	2,0	21,0	 
place role	place and role	place and role|&|place & role	3	3,14727875276	13,0351751754	11,5861849065	2,0	21,0	 
fee rate	fee rates	fee rates	2	4,72091812914	22,825053854	528,001886792	1,0	1,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	15,5248604722	11,5861849065	2,0	21,0	 
virtual world	virtual worlds	virtual worlds	2	4,72091812914	19,5527627631	38,0283833151	2,0	6,0	 
centrality measure point	measures of point centrality	measures of point centrality	4	3,9714236158	15,5248604722	11,5861849065	2,0	21,0	 
air inevitability	air of inevitability	air of inevitability	3	3,14727875276	15,2167025693	96,2358490566	1,0	5,0	 
dominant influence	dominant influence	dominant influence	2	3,14727875276	15,2167025693	96,2358490566	1,0	5,0	 
hierarchy urban	urban hierarchy	urban hierarchy	2	3,14727875276	13,0351751754	26,7838885326	2,0	9,0	 
compulsion dull economics	dull compulsion of economics	dull compulsion of economics	4	3,9714236158	18,2776415543	96,2358490566	1,0	5,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	34,7864669161	11,1163250118	3,0	27,0	 
city knowledge	knowledge city	knowledge city	2	3,14727875276	15,2167025693	96,2358490566	1,0	5,0	 
city virtual	virtual city	virtual city	2	3,14727875276	13,0351751754	98,3346010924	2,0	7,0	 
austerity urbanism	austerity urbanism	austerity urbanism	2	3,14727875276	13,0351751754	104,009433962	2,0	1,0	 
city planning	city planning	city planning	2	3,14727875276	13,0351751754	150,609748428	2,0	2,0	 
service technology	service technologies	service technologies	2	3,14727875276	15,2167025693	62,8306294463	1,0	5,0	 
city resident	city residents	city residents	2	4,72091812914	22,825053854	216,852201258	1,0	2,0	 
real world	real world	real world	2	4,72091812914	17,6385951835	53,5628508417	3,0	16,0	 
