stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
city system	city system	city system	2	31,4727875276	106,476356743	629,019001113	16,0	62,0	 
control method	control methods	control methods|&|control method	2	9,44183625827	41,4942771897	241,791033606	4,0	30,0	 
generation system	generation systems	generation systems|&|generation system	2	6,29455750551	27,6628514598	203,91445158	4,0	33,0	 
configuration network	network configuration	network configuration	2	4,72091812914	24,0194296857	548,098729323	2,0	5,0	 
power system voltage	power system voltage	power system voltage	3	3,9714236158	19,2823978865	247,715538761	5,0	57,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	22,1052621061	286,148188795	3,0	20,0	 
machine synchronous	synchronous machine	synchronous machine	2	4,72091812914	22,1052621061	209,747245609	3,0	26,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	33,046426904	99,4178948919	426,248022502	50,0	247,0	 
critical point	critical points	critical points	2	4,72091812914	22,1052621061	268,011591444	3,0	14,0	 
Power quality	Power quality	Power quality	2	6,29455750551	29,4736828082	222,368485472	3,0	15,0	 
area network	area network	area network	2	17,3100331402	88,071242181	255,397359373	2,0	9,0	 
city world	world city	world city	2	4,72091812914	24,0194296857	594,989011611	6,0	39,0	 
design system	system design	system design	2	6,29455750551	29,4736828082	210,534393278	3,0	20,0	 
real world	real world	real world	2	4,72091812914	22,1052621061	361,864970113	3,0	16,0	 
power stability system	power system stability	power system stability|&|stability of power system|&|stability in power system	3	45,6713715817	124,007818733	198,397072597	21,0	191,0	 
power quality	power quality	power quality	2	9,44183625827	37,6659420305	289,651445868	7,0	52,0	 
system world	world system	world system|&|system world	2	7,86819688189	36,8421035102	329,824469544	4,0	42,0	 
protection relay	relay protection	relay protection	2	4,72091812914	24,0194296857	199,806216614	2,0	7,0	 
economy world	world economy	world economy	2	4,72091812914	24,0194296857	424,168128616	2,0	6,0	 
network topology	network topology	network topology	2	7,86819688189	34,5785643248	251,686503553	6,0	31,0	 
