stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	9,44183625827	44,5111579991	407,056930312	4,0	14,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	102,326044214	1402,13139148	3,0	8,0	 
bird community	bird community	bird community|&|bird communities	2	9,44183625827	51,0557401808	419,9547038	3,0	32,0	 
environment urban	urban environment	urban environment|&|urban environments	2	34,6200662803	109,264509379	271,010502963	19,0	97,0	 
city structure	city structure	city structure|&|structure of cities|&|structure of a city	2	12,589115011	54,2437637865	465,947289471	6,0	23,0	 
land structure urban use	urban land use structure	urban land use structure|&|structure of urban land use	4	23,8285416948	123,308146782	372,967094895	2,0	14,0	 
heat island	heat islands	heat islands|&|heat island	2	9,44183625827	44,5111579991	325,412615369	4,0	31,0	 
analysis regression	regression analysis	regression analysis|&|regression analyses	2	6,29455750551	29,6741053327	400,158469088	4,0	14,0	 
bird forest	forest birds	forest birds|&|forest bird	2	12,589115011	62,9698733622	358,778425607	3,0	27,0	 
landscape metric	landscape metrics	landscape metrics	2	15,7363937638	70,6737885425	267,879925233	5,0	43,0	 
spatial variation	spatial variations	spatial variations|&|spatial variation	2	12,589115011	54,2437637865	375,425658681	6,0	51,0	 
form sustainable urban	sustainable urban form	sustainable urban form	3	5,95713542369	30,8270366954	619,216628797	2,0	9,0	 
area built-up	built-up areas	built-up areas|&|built-up area	2	15,7363937638	59,766151573	257,917853466	10,0	89,0	 
empirical evidence	empirical evidence	empirical evidence	2	9,44183625827	40,6828228399	374,452434199	6,0	25,0	 
public space	public spaces	public spaces|&|public space	2	12,589115011	54,2437637865	352,839334896	6,0	22,0	 
carbon storage	carbon storage	carbon storage	2	11,0154756347	59,565030211	361,283403919	2,0	5,0	 
green space urban	urban green space	urban green space|&|urban green spaces|&|Urban green spaces	3	23,8285416948	101,474274873	305,115030346	8,0	79,0	 
population size	population size	population size	2	6,29455750551	31,4849366811	484,346228814	3,0	15,0	 
development process	development process	development process|&|process of development	2	6,29455750551	29,6741053327	312,29913739	5,0	30,0	 
planner urban	urban planners	urban planners	2	6,29455750551	31,4849366811	257,517000658	3,0	27,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	125,099843898	257,867491449	590,695879666	51,0	200,0	 
space syntax	space syntax	space syntax	2	11,0154756347	59,565030211	257,441378184	2,0	8,0	 
settlement urban	urban settlement	urban settlement|&|urban settlements	2	6,29455750551	29,6741053327	367,758100335	4,0	13,0	 
size urban	urban size	urban size|&|Urban size|&|size and urban	2	18,8836725165	71,7193818875	469,413629945	10,0	31,0	 
effect spillover	spillover effect	spillover effect|&|spillover effects	2	6,29455750551	29,6741053327	380,836068686	4,0	19,0	 
area large	large areas	large areas|&|larger area|&|area larger	2	14,1627543874	58,8410360428	267,2802776	7,0	28,0	 
city distribution size	city size distributions	city size distributions|&|size distribution of cities|&|size distribution of the cities	3	5,95713542369	30,8270366954	310,822849197	4,0	32,0	 
increase large population	large population increase	large population increase	3	5,95713542369	30,8270366954	261,612735	2,0	8,0	 
system transportation	transportation system	transportation system	2	9,44183625827	44,5111579991	409,458201045	4,0	12,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	42,5464501507	906,238447686	2,0	11,0	 
big city	big cities	big cities|&|big city	2	6,29455750551	29,6741053327	337,986482046	4,0	25,0	 
city dweller	city dwellers	city dwellers	2	6,29455750551	29,6741053327	254,728974183	4,0	13,0	 
change climate risk	climate change risks	climate change risks	3	5,95713542369	30,8270366954	2161,568983	2,0	6,0	 
housing production	housing production	housing production|&|production of housing	2	6,29455750551	31,4849366811	480,545374407	3,0	14,0	 
agglomeration economy	agglomeration economies	agglomeration economies	2	9,44183625827	42,4042731255	281,249261461	5,0	14,0	 
master plan	master plan	master plan	2	7,86819688189	39,3561708514	349,46073052	3,0	18,0	 
activity economic	economic activity	economic activity	2	6,29455750551	29,6741053327	371,422175542	6,0	36,0	 
bird specie	bird species	bird species	2	7,86819688189	39,3561708514	461,396043707	4,0	41,0	 
city model	city model	city model	2	9,44183625827	40,6828228399	296,230942982	6,0	25,0	 
planning urban	urban planning	urban planning	2	36,1937056567	116,187971079	294,625075981	21,0	116,0	 
change climate	climate change	climate change	2	6,29455750551	31,4849366811	819,273854334	4,0	14,0	 
city size	city size	city size|&|city sizes	2	42,4882631622	150,221207334	544,049389245	15,0	71,0	 
form urban	urban form	urban form	2	44,0619025386	134,654053431	285,546923531	21,0	113,0	 
land type use	land use types	land use types	3	7,94284723159	35,5971534297	364,939084151	4,0	30,0	 
land price	land prices	land prices|&|land price|&|price of land	2	11,0154756347	49,4716519798	499,353493963	5,0	22,0	 
information technology	information technology	information technology	2	6,29455750551	34,0371601206	367,373423026	2,0	12,0	 
pattern spatial	spatial patterns	spatial patterns	2	12,589115011	54,2437637865	259,471015594	6,0	24,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	59,565030211	621,839991123	2,0	5,0	 
communication information technology	information and communication technologies	information and communication technologies	4	5,95713542369	30,8270366954	285,102824247	2,0	26,0	 
land market urban	urban land market	urban land market	3	5,95713542369	30,8270366954	395,299195943	2,0	9,0	 
land reform	land reform	land reform	2	6,29455750551	31,4849366811	265,009284504	3,0	21,0	 
policy urban	urban policy	urban policy	2	7,86819688189	39,3561708514	465,428373262	3,0	12,0	 
structure urban	urban structure	urban structure|&|Urban structure|&|urban structures	2	91,27108383	224,796684848	344,329771477	43,0	211,0	 
optimization structure	structure optimization	structure optimization	2	7,86819688189	42,5464501507	518,820285878	4,0	12,0	 
natural vegetation	natural vegetation	natural vegetation|&|vegetation and natural	2	7,86819688189	39,3561708514	364,494366502	3,0	24,0	 
decision make	decision making	decision making	2	6,29455750551	29,6741053327	334,277827388	4,0	25,0	 
entropy information	information entropy	information entropy	2	12,589115011	76,8004298168	418,234002522	1,0	8,0	 
spatial urban	urban spatial	urban spatial|&|spatial urban	2	18,8836725165	69,9195756646	813,607242616	11,0	47,0	 
community structure	community structure	community structure|&|community structures	2	11,0154756347	55,0986391919	263,788680879	5,0	47,0	 
article full	Full article	Full article	2	9,44183625827	40,6828228399	1525,79087913	6,0	12,0	 
space urban	urban space	urban space|&|urban spaces	2	18,8836725165	75,9331516347	334,069284126	8,0	27,0	 
system urban	urban system	urban system|&|urban systems	2	42,4882631622	138,823136475	366,306446114	17,0	62,0	 
model simulation	simulation model	simulation model	2	6,29455750551	31,4849366811	304,212031594	3,0	18,0	 
green space system urban	urban green space system	urban green space system	4	9,92855903949	51,3783944923	306,407773916	2,0	6,0	 
richness specie	species richness	species richness	2	15,7363937638	70,6737885425	567,374076248	7,0	57,0	 
