stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks	2	3,14727875276	15,1847502263	206,926677976	2,0	10,0	 
good tool	better tools	better tools	2	3,14727875276	15,1847502263	176,580122625	2,0	22,0	 
cell determination fate	cell fate determination	cell fate determination	3	3,9714236158	20,9901032686	498,169019864	1,0	4,0	 
attractive publication	attractive publication	attractive publication	2	3,14727875276	15,1847502263	232,102877232	2,0	18,0	 
people young	young people	young people	2	3,14727875276	17,3662776202	264,892635766	1,0	1,0	 
analysis network	network analysis	network analysis|&|Network analysis|&|analysis network	2	26,7518693984	83,465178603	259,379501784	27,0	82,0	 
algorithm analysis network social	social network analysis algorithms	social network analysis algorithms	4	5,95713542369	27,3559832797	83,7394203287	2,0	7,0	 
equity health	health equity	health equity	2	4,72091812914	22,7771253395	598,501665279	2,0	1,0	 
anything datum network social	anything about social network data	anything about social network data	5	7,94284723159	30,9690822088	87,8184018802	4,0	51,0	 
measure network	network measures	network measures	2	4,72091812914	22,7771253395	385,584998819	2,0	7,0	 
concept familiar method more	concepts of more familiar methods	concepts of more familiar methods	5	7,94284723159	30,9690822088	87,8184018802	4,0	51,0	 
city network world	world city network	world city network	3	3,9714236158	18,2373221865	235,444755732	2,0	13,0	 
network planning	network planning	network planning	2	11,0154756347	53,1466257921	382,015985112	2,0	5,0	 
choice route	route choices	route choices|&|route choice	2	6,29455750551	26,0064456648	589,720429945	4,0	11,0	 
network perspective social	social network perspective	social network perspective	3	3,9714236158	18,2373221865	113,039747478	2,0	16,0	 
definition innovation simple	simple definition of innovation	simple definition of innovation	4	3,9714236158	18,2373221865	176,580122625	2,0	22,0	 
researcher statistical	researchers and statistical	researchers and statistical	3	6,29455750551	26,0064456648	87,8184018802	4,0	51,0	 
city more network	more network cities	more network cities|&|network of cities more	3	3,9714236158	18,2373221865	416,933492602	2,0	5,0	 
due information overabundance	overabundance of information due	overabundance of information due	4	3,9714236158	18,2373221865	176,580122625	2,0	22,0	 
gene network	gene network	gene network	2	4,72091812914	22,7771253395	1797,50249792	2,0	2,0	 
network road transportation urban	urban road transportation network	urban road transportation network	4	3,9714236158	20,9901032686	223,943466934	1,0	5,0	 
reader research scholarly	Readers of scholarly research	Readers of scholarly research	4	3,9714236158	18,2373221865	176,580122625	2,0	22,0	 
analyst network social	Social network analysts	Social network analysts	3	3,9714236158	18,2373221865	33,8763389436	2,0	20,0	 
study urban	urban studies	urban studies	2	4,72091812914	22,7771253395	148,542288334	2,0	8,0	 
analysis network social	social network analysis	social network analysis|&|Social network analysis	3	49,6427951974	121,727661068	200,399910943	17,0	62,0	 
network power	power network	power network	2	4,72091812914	22,7771253395	447,758571561	2,0	3,0	 
city world	world cities	world cities|&|world city|&|cities around the world	2	4,72091812914	20,8629577599	313,236168292	4,0	17,0	 
building component trust	trust building components	trust building components	3	3,9714236158	20,9901032686	746,633326395	1,0	2,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	36,474644373	295,020472292	2,0	5,0	 
application field	applications of the field	applications of the field|&|applications in the field	4	4,72091812914	22,7771253395	116,89621974	2,0	13,0	 
more research scholar	more research from more scholars	more research from more scholars	5	3,9714236158	18,2373221865	176,580122625	2,0	22,0	 
