stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
estimate parameter	parameter estimates	parameter estimates	2	4,72091812914	20,802354641	423,802108766	2,0	16,0	 
hierarchy network road	hierarchy of the road network	hierarchy of the road network	5	3,9714236158	16,576066733	272,543132807	2,0	42,0	 
land planning transport use	land use and transport planning	land use and transport planning	5	3,9714236158	16,576066733	220,32134905	2,0	13,0	 
land model use	land use model	land use model|&|land use models	3	19,857118079	61,0650597257	298,546151473	6,0	53,0	 
interaction transport	transport interaction	transport interaction|&|transport interactions	2	4,72091812914	18,8881870614	353,055486275	13,0	117,0	 
land planning use	land use planning	land use planning	3	13,8999826553	42,745541808	300,905487474	6,0	62,0	 
model type	type of model	type of model|&|type model	3	7,86819688189	31,480311769	205,220442905	3,0	53,0	 
policy public transport	public transport policy	public transport policy	3	3,9714236158	16,576066733	272,543132807	2,0	42,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	4,72091812914	20,802354641	396,151768416	2,0	12,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	22,4486895409	261,120751866	3,0	19,0	 
computer interrelationship model review	review of computer models of the interrelationships	review of computer models of the interrelationships	7	7,94284723159	33,1521334659	227,602482613	2,0	43,0	 
accessibility issue	accessibility issues	accessibility issues	2	7,86819688189	40,1244095531	1649,00060569	1,0	2,0	 
different environment world	different environments around the world	different environments around the world	5	3,9714236158	16,576066733	543,116237858	2,0	21,0	 
approach weakness	weaknesses of each approach	weaknesses of each approach	4	6,29455750551	27,7364728547	227,602482613	2,0	43,0	 
interaction model transport	transport interaction model	transport interaction model|&|transport interaction models	3	13,8999826553	45,2798082851	282,195907737	6,0	62,0	 
issue special	special issue	special issue	2	6,29455750551	25,1842494152	334,767587175	3,0	22,0	 
datum set	data sets	data sets|&|data set	2	6,29455750551	23,3734180669	413,405445412	4,0	24,0	 
complementary land use	complementary land uses	complementary land uses	3	3,9714236158	16,576066733	549,471302181	2,0	11,0	 
case city many study world	many case studies around the world of cities	many case studies around the world of cities	8	3,9714236158	16,576066733	543,116237858	2,0	21,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	18,8881870614	326,46077906	3,0	12,0	 
instrument policy transportation	transportation policies and the instruments	transportation policies and the instruments	5	3,9714236158	16,576066733	272,543132807	2,0	42,0	 
consequent demand effect travel	consequent effects on travel demand	consequent effects on travel demand	5	7,94284723159	33,1521334659	227,602482613	2,0	43,0	 
model travel	travel model	travel model	2	4,72091812914	24,0746457319	297,559293734	1,0	9,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	27,7364728547	318,716193735	2,0	13,0	 
city consequent	cities and the consequent	cities and the consequent	4	6,29455750551	27,7364728547	227,602482613	2,0	43,0	 
density location	location and density	location and density|&|density and location	3	4,72091812914	18,8881870614	261,696459203	3,0	47,0	 
integrated model	integrated models	integrated models	2	4,72091812914	20,802354641	259,746538706	2,0	15,0	 
dynamics land use	land use dynamics	land use dynamics|&|dynamics of land use	3	3,9714236158	16,576066733	221,004074328	2,0	20,0	 
interaction transport use	use transport interaction	use transport interaction	3	3,9714236158	19,3288478151	198,124084568	2,0	23,0	 
planning transport	transport planning	transport planning	2	6,29455750551	25,1842494152	304,214103621	4,0	27,0	 
computing time	computing times	computing times	2	4,72091812914	20,802354641	375,345821712	2,0	17,0	 
model new	new models	new models	2	4,72091812914	18,8881870614	366,488554354	3,0	23,0	 
major model type	major types of model	major types of model	4	7,94284723159	33,1521334659	227,602482613	2,0	43,0	 
change land use	land use change	land use change|&|land use changes|&|changes in land use|&|changes of land use|&|change in land use	3	99,2855903949	163,633208696	200,768261539	26,0	247,0	 
ecosystem service	ecosystem services	ecosystem services	2	6,29455750551	25,1842494152	212,074871291	3,0	26,0	 
old people	older people	older people	2	6,29455750551	27,7364728547	823,501211387	2,0	3,0	 
development urban	urban development	urban development	2	7,86819688189	31,480311769	208,246127218	3,0	52,0	 
model parameter	model parameters	model parameters|&|parameters of this model	2	4,72091812914	18,8881870614	415,720954998	3,0	24,0	 
change cost effect term transport	term effects of changes in transport costs	term effects of changes in transport costs	7	7,94284723159	33,1521334659	227,602482613	2,0	43,0	 
change climate	climate change	climate change|&|Climate change	2	17,3100331402	54,589931849	255,446045425	9,0	47,0	 
form urban	urban form	urban form	2	7,86819688189	29,2167725836	329,883799925	4,0	25,0	 
maker policy	policy makers	policy makers	2	4,72091812914	18,8881870614	290,114896281	3,0	28,0	 
nature relationship	nature of this relationship	nature of this relationship	4	6,29455750551	27,7364728547	227,602482613	2,0	43,0	 
growth population	population growth	population growth	2	4,72091812914	18,8881870614	358,790188411	3,0	18,0	 
change land-use pattern spatial	spatial pattern of land-use change	spatial pattern of land-use change	5	3,9714236158	19,3288478151	843,302942625	1,0	3,0	 
land type use	land use types	land use types|&|types of land use	3	11,9142708474	44,8973790817	206,03986538	3,0	26,0	 
example operational term	terms of operational examples	terms of operational examples	4	7,94284723159	33,1521334659	227,602482613	2,0	43,0	 
example operational strength	operational examples and the strengths	operational examples and the strengths	5	7,94284723159	33,1521334659	227,602482613	2,0	43,0	 
achievement level various	various levels of achievement	various levels of achievement	4	3,9714236158	16,576066733	543,116237858	2,0	21,0	 
carbon sink	carbon sink	carbon sink|&|carbon sinks	2	7,86819688189	27,4610351889	211,435293042	5,0	41,0	 
health outcome	health outcomes	health outcomes	2	4,72091812914	20,802354641	520,276119271	2,0	10,0	 
change cover	cover change	cover change	2	4,72091812914	18,8881870614	261,765783142	5,0	45,0	 
interaction land-use transport	land-use transport interaction	land-use transport interaction	3	7,94284723159	29,9315860545	274,0070492	3,0	25,0	 
interrelationship land use	interrelationships between land use	interrelationships between land use	4	7,94284723159	33,1521334659	245,219099308	2,0	43,0	 
growth rapid urban	rapid urban growth	rapid urban growth	3	3,9714236158	16,576066733	272,543132807	2,0	42,0	 
change cover land use	land use and land cover change	land use and land cover change|&|land cover and land use change	6	7,94284723159	27,6465713017	199,246805242	4,0	32,0	 
interaction land use	land use interaction	land use interaction|&|interaction between land use	3	3,9714236158	16,576066733	469,082020427	2,0	7,0	 
choice mode	mode choice	mode choice	2	7,86819688189	34,6705910684	590,078525561	2,0	11,0	 
environmental management	environmental management	environmental management	2	4,72091812914	18,8881870614	243,850038671	3,0	49,0	 
land transport use	land use and transport	land use and transport|&|land use transport|&|transport with land use|&|transport and land use|&|land use on transport	4	25,8142535027	68,9177985562	256,813203987	10,0	120,0	 
land urban use	urban land use	urban land use	3	3,9714236158	16,576066733	223,312720117	2,0	14,0	 
change end price	changes of prices at the end	changes of prices at the end	6	3,9714236158	19,3288478151	198,42871587	1,0	6,0	 
land transportation use	transportation and land use	transportation and land use|&|land use and transportation	4	3,9714236158	16,576066733	729,804020633	2,0	6,0	 
model simulation	simulation models	simulation models|&|simulation model	2	7,86819688189	29,2167725836	288,540746964	4,0	33,0	 
decision maker	decision makers	decision makers	2	4,72091812914	18,8881870614	255,010575773	3,0	23,0	 
system transport	transport system	transport system|&|transport systems	2	7,86819688189	29,2167725836	259,915944923	4,0	32,0	 
land model use-transport	land use-transport model	land use-transport model	3	7,94284723159	33,1521334659	407,956342192	2,0	6,0	 
Land use	Land use	Land use	2	25,1782300221	61,9513180836	270,172370406	23,0	176,0	 
mathematical programming	mathematical programming	mathematical programming	2	6,29455750551	27,7364728547	245,219099308	2,0	43,0	 
planning transportation	transportation planning	transportation planning	2	4,72091812914	20,802354641	212,736134433	2,0	27,0	 
aspect important	important aspects	important aspects|&|important aspect	2	4,72091812914	18,8881870614	361,392402897	3,0	21,0	 
land-use policy	land-use policy	land-use policy|&|land-use policies	2	15,7363937638	58,4335451672	390,154038802	4,0	21,0	 
policy transport	transport policy	transport policy|&|transport policies	2	18,8836725165	57,0310898371	205,285830654	10,0	114,0	 
criterion set	set of criteria	set of criteria	3	6,29455750551	27,7364728547	245,219099308	2,0	43,0	 
food production	food production	food production	2	4,72091812914	18,8881870614	196,269077879	3,0	22,0	 
focused structure urban	focused urban structure	focused urban structure	3	3,9714236158	16,576066733	543,116237858	2,0	21,0	 
development economic policy public	economic development policy and public	economic development policy and public	5	3,9714236158	16,576066733	272,543132807	2,0	42,0	 
land-use planning	land-use planning	land-use planning	2	4,72091812914	18,8881870614	304,013956381	3,0	14,0	 
ecosystem interaction	ecosystem interactions	ecosystem interactions	2	4,72091812914	20,802354641	212,920497813	2,0	17,0	 
accessibility benefit	accessibility benefits	accessibility benefits	2	12,589115011	50,3684988304	362,30170677	3,0	30,0	 
aggregate individual interaction spatial	aggregate spatial interaction and individual	aggregate spatial interaction and individual	5	7,94284723159	33,1521334659	245,219099308	2,0	43,0	 
Land change use	Land use change	Land use change|&|Land use changes	3	13,8999826553	40,6028500321	257,336644905	7,0	64,0	 
integration land use	integration of land use	integration of land use	4	3,9714236158	16,576066733	272,543132807	2,0	42,0	 
growth urban	urban growth	urban growth	2	7,86819688189	31,480311769	241,514089399	3,0	21,0	 
city cost transport	transport costs on cities	transport costs on cities	4	7,94284723159	33,1521334659	245,219099308	2,0	43,0	 
dioxide emission	dioxide emissions	dioxide emissions	2	4,72091812914	20,802354641	399,711531764	2,0	12,0	 
interaction model	interaction model	interaction model|&|interaction models	2	4,72091812914	18,8881870614	265,428673703	8,0	84,0	 
intensity land use	land use intensity	land use intensity	3	5,95713542369	24,8641000994	268,854467107	2,0	11,0	 
land-use transportation	land-use transportation	land-use transportation	2	4,72091812914	20,802354641	439,767923408	2,0	15,0	 
development land	land development	land development|&|land developments	2	6,29455750551	25,1842494152	276,949503012	3,0	18,0	 
ecosystem terrestrial	terrestrial ecosystems	terrestrial ecosystems	2	9,44183625827	37,7763741228	287,241722442	3,0	24,0	 
fit model	model fit	model fit	2	4,72091812914	18,8881870614	445,103470804	3,0	27,0	 
activity location	activity location	activity location|&|location of activities|&|location of the activities	2	6,29455750551	25,1842494152	259,273271366	3,0	23,0	 
change land model use	land use change models	land use change models	4	7,94284723159	29,9315860545	282,903552275	3,0	30,0	 
model system	model system	model system	2	9,44183625827	35,0601271003	206,284828733	4,0	32,0	 
empirical evidence term	terms of empirical evidence	terms of empirical evidence	4	7,94284723159	33,1521334659	227,602482613	2,0	43,0	 
change model	change models	change models	2	4,72091812914	20,802354641	325,530675877	4,0	38,0	 
current state	current state	current state	2	6,29455750551	25,1842494152	239,258831798	3,0	22,0	 
impact transport	impact of transport	impact of transport	3	4,72091812914	20,802354641	207,786922665	2,0	18,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	41,604709282	325,060055158	2,0	11,0	 
