stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
aorta human model	model human aorta	model human aorta	3	11,9142708474	58,4396121358	412,034369456	3,0	18,0	 
angle phase	phase angle	phase angle	2	7,86819688189	38,1600774031	225,424300982	4,0	28,0	 
blood flow	blood flow	blood flow	2	45,635541915	167,539889449	492,632639705	15,0	85,0	 
flow near-wall	near-wall flow	near-wall flow	2	7,86819688189	40,4236165885	246,331951436	3,0	29,0	 
heat transfer	heat transfer	heat transfer|&|Heat transfer	2	147,92210138	335,179107263	213,822955124	75,0	737,0	 
flow velocity	flow velocity	flow velocity|&|flow velocities|&|velocity of flow	2	15,7363937638	61,9010430473	424,749429552	18,0	130,0	 
friction velocity	friction velocity	friction velocity	2	12,589115011	52,3300142693	274,817119844	17,0	187,0	 
drop pressure	pressure drop	pressure drop	2	39,3409844095	138,801211122	196,566329332	16,0	133,0	 
field flow turbulent	turbulent flow field	turbulent flow field|&|turbulent flow fields	3	9,92855903949	43,6279144154	221,064384932	10,0	112,0	 
flow visualization	flow visualization	flow visualization	2	11,0154756347	48,9577173453	867,14278657	7,0	34,0	 
channel flow	channel flow	channel flow|&|channel flows|&|flow in the channel	2	130,612068239	286,452770496	241,54775042	105,0	940,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	15,8856944632	64,4595679184	259,299270041	8,0	68,0	 
flow laminar	laminar flow	laminar flow	2	23,6045906457	86,6585635082	257,749940078	13,0	80,0	 
flow physics	flow physics	flow physics|&|physics of the flow	2	7,86819688189	38,1600774031	235,874688325	4,0	26,0	 
jet wall	wall jet	wall jet|&|jet wall	2	9,44183625827	45,7920928837	211,307258814	4,0	29,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	64,1807716745	311,370972379	4,0	23,0	 
blood flow pulsatile	pulsatile blood flow	pulsatile blood flow	3	9,92855903949	48,6996767799	308,698822407	3,0	22,0	 
heat surface transfer	surface heat transfer	surface heat transfer	3	7,94284723159	38,9597414239	202,971134144	3,0	23,0	 
numerical simulation	numerical simulations	numerical simulations|&|numerical simulation	2	12,589115011	52,3300142693	203,913959174	10,0	70,0	 
parameter shear	shear parameter	shear parameter	2	15,7363937638	87,2277917757	297,241471939	2,0	22,0	 
channel plane	plane channel	plane channel	2	7,86819688189	36,4043400084	201,183646853	10,0	114,0	 
channel flow turbulent	turbulent channel flow	turbulent channel flow|&|turbulent flow in a channel	3	119,142708474	275,784675596	222,229634157	50,0	477,0	 
Direct channel flow numerical simulation turbulent	Direct numerical simulation of turbulent channel flow	Direct numerical simulation of turbulent channel flow|&|Direct numerical simulation of the turbulent channel flow|&|Direct numerical simulation of a turbulent channel flow	7	11,9142708474	50,1812688895	221,057321367	6,0	44,0	 
flux heat turbulent	turbulent heat fluxes	turbulent heat fluxes|&|turbulent heat flux	3	21,8428298869	85,7152023941	224,407572917	8,0	115,0	 
density function probability	probability density functions	probability density functions|&|Probability density functions	3	9,92855903949	43,6279144154	269,290347385	5,0	56,0	 
diameter pipe	pipe diameter	pipe diameter	2	9,44183625827	41,9637577245	208,430559045	6,0	45,0	 
flat plate	flat plate	flat plate	2	28,3255087748	106,257526628	241,454794435	12,0	130,0	 
annulus concentric	concentric annulus	concentric annulus	2	7,86819688189	38,1600774031	264,716840878	4,0	25,0	 
flow separation	flow separation	flow separation	2	14,1627543874	57,203133848	266,578993729	9,0	99,0	 
boundary flow layer	boundary layer flow	boundary layer flow	3	27,7999653106	109,092075774	346,241777253	11,0	101,0	 
flow fluid	fluid flow	fluid flow	2	9,44183625827	41,9637577245	236,377565608	6,0	47,0	 
flow uniform	uniform flow	uniform flow	2	17,3100331402	74,2652024519	303,607443399	7,0	50,0	 
function wall	wall function	wall function	2	7,86819688189	40,4236165885	228,69725182	3,0	33,0	 
flow study	flow studies	flow studies	2	11,0154756347	53,4241083643	205,94470339	4,0	21,0	 
boundary condition inlet	inlet boundary conditions	inlet boundary conditions	3	7,94284723159	36,6747266711	200,475376014	4,0	21,0	 
flow shear	shear flow	shear flow|&|shear flows|&|flow in the shear	2	75,5346900662	224,950745772	276,203913922	30,0	191,0	 
channel flow plane	plane channel flow	plane channel flow	3	9,92855903949	48,6996767799	205,316083344	4,0	45,0	 
element finite method	finite element method	finite element method	3	13,8999826553	64,1807716745	217,393739959	4,0	30,0	 
force lift	lift force	lift force|&|lift forces	2	25,1782300221	104,660028539	251,89977978	10,0	82,0	 
coefficient friction skin	skin friction coefficient	skin friction coefficient	3	7,94284723159	38,9597414239	267,450567909	3,0	37,0	 
channel flow heat transfer turbulent	turbulent heat transfer in a channel flow	turbulent heat transfer in a channel flow|&|turbulent heat transfer in channel flow|&|turbulent channel flow with heat transfer|&|heat transfer of turbulent channel flow|&|heat transfer in a turbulent channel flow	7	11,9142708474	50,1812688895	274,817987551	9,0	120,0	 
development flow	flow development	flow development|&|development of the flow	2	94,4183625827	245,357643517	434,508084602	40,0	172,0	 
flow pipe turbulent	turbulent pipe flow	turbulent pipe flow	3	17,8714062711	75,2719033343	224,048616737	8,0	89,0	 
present result	present results	present results	2	9,44183625827	41,9637577245	239,362202948	6,0	53,0	 
channel friction half velocity width	friction velocity and the channel half width	friction velocity and the channel half width	7	11,9142708474	50,1812688895	323,619947004	6,0	62,0	 
shear stress wall	wall shear stress	wall shear stress|&|wall shear stresses	3	129,071267513	331,665997635	346,914978773	34,0	341,0	 
aorta root	root of the aorta	root of the aorta	4	7,86819688189	43,6138958879	340,282594242	2,0	14,0	 
shear wall	wall shear	wall shear	2	11,0154756347	48,9577173453	356,782751859	38,0	366,0	 
heat transfer turbulent	turbulent heat transfer	turbulent heat transfer	3	25,8142535027	93,0791393036	274,409367966	16,0	201,0	 
entrance flow	entrance flow	entrance flow|&|flows near the entrance|&|entrance flows|&|flow entrance|&|flow near the entrance	2	15,7363937638	67,5138204108	288,376426622	7,0	46,0	 
convection velocity	convection velocity	convection velocity	2	7,86819688189	40,4236165885	198,033473824	3,0	24,0	 
component velocity	velocity components	velocity components|&|velocity component|&|components of velocity|&|components of the velocity	2	31,4727875276	109,009761734	221,779671148	16,0	117,0	 
particle tracking	particle tracking	particle tracking	2	7,86819688189	36,4043400084	193,915904213	5,0	35,0	 
combustion model	combustion model	combustion model	2	11,0154756347	56,593063224	201,319178679	3,0	28,0	 
inner wall	inner wall	inner wall	2	15,7363937638	72,8086800169	441,307588646	5,0	53,0	 
energy equation momentum	momentum and energy equations	momentum and energy equations	4	9,92855903949	43,6279144154	227,90780853	5,0	48,0	 
length scale	length scale	length scale|&|length scales	2	11,0154756347	50,9660760118	228,445848111	5,0	47,0	 
region separation	separation region	separation region|&|region of separation	2	7,86819688189	36,4043400084	271,618152365	5,0	56,0	 
layer roughness	roughness layer	roughness layer	2	11,0154756347	61,059454243	248,081366405	2,0	17,0	 
flux heat	heat flux	heat flux|&|heat fluxes	2	25,1782300221	87,2078093873	195,831757127	28,0	346,0	 
method numerical	numerical method	numerical method|&|numerical methods	2	7,86819688189	36,4043400084	224,895262771	5,0	47,0	 
field flow heat transfer turbulent	turbulent flow field and the heat transfer	turbulent flow field and the heat transfer|&|turbulent flow field and heat transfer	7	7,94284723159	38,9597414239	294,077816112	3,0	36,0	 
channel flow open	open channel flow	open channel flow|&|flow in an open channel	3	15,8856944632	69,8046630647	216,796773891	5,0	33,0	 
flow regime	flow regimes	flow regimes|&|flow regime	2	17,3100331402	69,9149413697	232,804089896	9,0	70,0	 
section test	test section	test section	2	7,86819688189	38,1600774031	312,283711723	4,0	40,0	 
eddy simulation	eddy simulation	eddy simulation	2	11,0154756347	53,4241083643	288,723707507	33,0	337,0	 
entrance region	entrance region	entrance region	2	28,3255087748	106,257526628	319,268087485	14,0	97,0	 
eddy large simulation	large eddy simulation	large eddy simulation|&|Large eddy simulation	3	83,3998959317	219,869313703	295,436741468	29,0	293,0	 
heat local transfer	local heat transfer	local heat transfer	3	7,94284723159	38,9597414239	217,002709493	3,0	28,0	 
distribution shear stress	shear stress distribution	shear stress distribution|&|distribution of shear stress|&|distribution for shear stress	3	13,8999826553	61,0790801816	193,183697703	5,0	43,0	 
component shear stress	shear stress component	shear stress component	3	7,94284723159	38,9597414239	203,617469777	3,0	26,0	 
entrance length	entrance length	entrance length	2	29,8991481512	120,762171457	306,372162389	9,0	73,0	 
sediment transport	sediment transport	sediment transport	2	11,0154756347	53,4241083643	233,356800691	4,0	35,0	 
core vortex	vortex core	vortex core	2	7,86819688189	40,4236165885	291,628613557	3,0	13,0	 
flow pipe	pipe flow	pipe flow|&|pipe flows	2	40,9146237858	144,353259566	251,048159173	20,0	200,0	 
profile velocity	velocity profiles	velocity profiles|&|velocity profile	2	72,3874113134	192,021312881	192,976254726	43,0	361,0	 
inlet velocity	inlet velocity	inlet velocity|&|velocity inlet	2	7,86819688189	40,4236165885	216,723262785	3,0	21,0	 
flow measurement	flow measurement	flow measurement|&|flow measurements	2	7,86819688189	36,4043400084	410,54472235	5,0	22,0	 
Direct numerical simulation	Direct numerical simulation	Direct numerical simulation|&|Direct numerical simulations	3	69,4999132764	172,169445604	203,516666553	42,0	393,0	 
flow technique visualization	flow visualization technique	flow visualization technique|&|technique of flow visualization	3	7,94284723159	36,6747266711	836,804969478	4,0	19,0	 
gradient pressure	pressure gradient	pressure gradient|&|pressure gradients	2	29,8991481512	105,488920452	196,632676152	18,0	150,0	 
blood flow velocity	blood flow velocity	blood flow velocity|&|velocity of blood flow	3	11,9142708474	52,3534972985	516,293257385	5,0	33,0	 
duct square	square duct	square duct	2	14,1627543874	60,7624383697	244,675851786	7,0	65,0	 
cross section	cross section	cross section	2	12,589115011	54,0110563286	260,864592111	7,0	63,0	 
flow pattern	flow pattern	flow pattern|&|flow patterns|&|pattern of flow	2	40,9146237858	147,176076947	232,547322373	16,0	113,0	 
development length	development length	development length	2	9,44183625827	45,7920928837	347,292391344	4,0	31,0	 
Large-eddy simulation	Large-eddy simulation	Large-eddy simulation|&|Large-eddy simulations	2	17,3100331402	68,091147352	200,935306252	11,0	105,0	 
boundary layer	boundary layer	boundary layer|&|boundary layers	2	127,464789487	296,251783983	246,099885372	65,0	589,0	 
direct numerical result simulation	results of direct numerical simulation	results of direct numerical simulation|&|direct numerical simulation results	5	7,94284723159	36,6747266711	234,667377583	4,0	35,0	 
flow secondary	secondary flow	secondary flow	2	14,1627543874	60,7624383697	193,844334812	7,0	60,0	 
bubble separation	separation bubble	separation bubble	2	11,0154756347	50,9660760118	232,54523521	6,0	67,0	 
shear stress	shear stress	shear stress|&|shear stresses	2	108,58111697	268,739148632	272,060420909	72,0	677,0	 
large-eddy simulation	large-eddy simulation	large-eddy simulation|&|large-eddy simulations	2	25,1782300221	88,8327751178	226,544918024	15,0	163,0	 
energy equation	energy equations	energy equations|&|energy equation	2	12,589115011	54,0110563286	215,087854665	12,0	131,0	 
distribution pressure	pressure distribution	pressure distribution	2	7,86819688189	36,4043400084	192,089661188	5,0	53,0	 
leakage tip vortex	tip leakage vortex	tip leakage vortex	3	7,94284723159	42,1802888353	286,908590606	2,0	14,0	 
conditioner flow	flow conditioner	flow conditioner|&|flow conditioners	2	17,3100331402	88,9319564948	262,319285591	3,0	24,0	 
bundle tube	tube bundle	tube bundle	2	9,44183625827	48,5083399062	221,309859956	3,0	33,0	 
gradient temperature	temperature gradients	temperature gradients|&|temperature gradient	2	9,44183625827	43,6852080101	197,368345435	5,0	56,0	 
layer shear	shear layer	shear layer|&|shear layers	2	47,2091812914	152,980218233	214,157918344	24,0	223,0	 
