stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
advance recent	recent advances	recent advances	2	4,72091812914	23,3367364032	395,334014857	3,0	23,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	51,2834300811	876,687125771	4,0	10,0	 
environment urban	urban environments	urban environments|&|urban environment	2	12,589115011	53,5051874995	405,285271364	6,0	10,0	 
activity urban	urban activities	urban activities	2	6,29455750551	31,1156485376	264,950964649	3,0	24,0	 
result simulation	simulation results	simulation results|&|results from simulation	2	9,44183625827	41,8503409102	353,50110157	5,0	27,0	 
approach modeling	modeling approach	modeling approach	2	4,72091812914	23,3367364032	235,384690959	3,0	29,0	 
dynamics urban	urban dynamics	urban dynamics	2	17,3100331402	64,7272243356	252,574709629	10,0	65,0	 
analysis network	network analysis	network analysis	2	14,1627543874	60,1933359369	479,32643662	6,0	22,0	 
environmental impact	environmental impacts	environmental impacts	2	7,86819688189	34,8752840919	241,323641018	5,0	42,0	 
assessment development residential sustainability urban	sustainability assessment of urban residential development	sustainability assessment of urban residential development	6	5,95713542369	30,4775443793	282,080715324	2,0	22,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	34,6200662803	113,182891875	542,496824558	30,0	184,0	 
information land system urban	urban land information system	urban land information system	4	5,95713542369	30,4775443793	523,776234172	2,0	9,0	 
network planning	network planning	network planning	2	6,29455750551	33,667871977	278,214576597	2,0	16,0	 
3D visualization	3D visualization	3D visualization	2	6,29455750551	31,1156485376	364,852554969	3,0	18,0	 
circulation general model	general circulation model	general circulation model	3	7,94284723159	35,1311636749	340,204673756	4,0	41,0	 
development system	system development	system development|&|system under development	2	4,72091812914	25,2509039828	290,949404837	4,0	26,0	 
development residential	residential development	residential development	2	6,29455750551	31,1156485376	272,478063326	3,0	31,0	 
resource water	water resources	water resources	2	6,29455750551	31,1156485376	381,622536042	3,0	9,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	5,95713542369	30,4775443793	630,052685763	2,0	13,0	 
host plant	host plant	host plant|&|plant host	2	6,29455750551	31,1156485376	2387,51516127	3,0	3,0	 
decision spatial support system	spatial decision support system	spatial decision support system	4	5,95713542369	28,0621338207	482,006150944	3,0	19,0	 
time travel	travel time	travel time	2	6,29455750551	33,667871977	629,855279148	2,0	9,0	 
system transportation	transportation system	transportation system	2	9,44183625827	43,9572257838	234,560132781	4,0	21,0	 
land scheme surface	land surface scheme	land surface scheme	3	5,95713542369	30,4775443793	349,353623074	3,0	38,0	 
system urban	urban system	urban system|&|urban systems	2	18,8836725165	67,1686168858	347,205165235	12,0	77,0	 
Land use	Land use	Land use	2	4,72091812914	23,3367364032	267,005411001	3,0	24,0	 
decision support	decision support	decision support|&|Decision support	2	7,86819688189	34,8752840919	394,002856128	11,0	66,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	31,1156485376	627,835566396	3,0	5,0	 
land-use pattern	land-use patterns	land-use patterns	2	6,29455750551	33,667871977	243,896494458	2,0	13,0	 
condition present-day	present-day conditions	present-day conditions	2	4,72091812914	23,3367364032	523,121992258	3,0	25,0	 
area station	station area	station area	2	6,29455750551	33,667871977	450,959673839	2,0	12,0	 
development strategy	development strategies	development strategies	2	4,72091812914	23,3367364032	376,836254676	3,0	22,0	 
model optimization	optimization model	optimization model|&|model optimization	2	7,86819688189	34,8752840919	300,338423432	5,0	25,0	 
analysis method	analysis method	analysis method|&|analysis methods|&|methods of analysis	2	11,0154756347	46,8170390621	318,469852905	6,0	21,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	58,0101377199	744,694467355	7,0	15,0	 
application model	model application	model application|&|application of the model	2	6,29455750551	29,3048171892	292,859795796	4,0	22,0	 
land-use planning	land-use planning	land-use planning	2	7,86819688189	38,894560672	286,146316632	3,0	10,0	 
information technology	information technology	information technology|&|information technologies	2	17,3100331402	70,9012794354	876,033433629	7,0	25,0	 
allocation land use	land use allocation	land use allocation	3	5,95713542369	30,4775443793	249,922068192	2,0	19,0	 
design network problem	network design problem	network design problem	3	11,9142708474	56,1242676415	929,108605814	3,0	12,0	 
allocation model	allocation model	allocation model	2	4,72091812914	25,2509039828	228,850570568	2,0	19,0	 
fixation nitrogen	nitrogen fixation	nitrogen fixation	2	7,86819688189	38,894560672	2311,28611653	3,0	2,0	 
model programming	programming model	programming model	2	6,29455750551	31,1156485376	453,677364349	4,0	20,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models	3	57,585642429	164,974177816	624,53000258	19,0	118,0	 
climate model	climate model	climate model	2	4,72091812914	23,3367364032	256,361750065	4,0	28,0	 
support system	support system	support system|&|support systems	2	11,0154756347	46,8170390621	446,81914667	9,0	52,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	30,4775443793	523,176198859	2,0	5,0	 
passenger transportation	passenger transportation	passenger transportation	2	4,72091812914	25,2509039828	426,384056736	2,0	7,0	 
demand travel	travel demand	travel demand	2	6,29455750551	33,667871977	511,520067163	2,0	14,0	 
network traffic	traffic network	traffic network	2	7,86819688189	38,894560672	460,751779122	3,0	15,0	 
decision making	decision making	decision making	2	6,29455750551	29,3048171892	252,602686821	4,0	12,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems	3	27,7999653106	94,8366026094	305,141934712	11,0	63,0	 
policy variable	policy variables	policy variables	2	6,29455750551	29,3048171892	290,108803338	4,0	20,0	 
generation new	new generation	new generation	2	4,72091812914	23,3367364032	256,161575325	3,0	16,0	 
land surface	land surface	land surface	2	6,29455750551	31,1156485376	431,276096864	5,0	64,0	 
consumption energy	energy consumption	energy consumption	2	4,72091812914	23,3367364032	254,984708047	3,0	15,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	42,0848399713	470,429992895	2,0	8,0	 
ice sea	sea ice	sea ice	2	7,86819688189	34,8752840919	412,373276282	5,0	52,0	 
land new scheme surface	new land surface scheme	new land surface scheme	4	5,95713542369	30,4775443793	370,397767914	2,0	24,0	 
decision maker planner	planners and decision makers	planners and decision makers|&|decision makers and planners	4	5,95713542369	28,0621338207	361,474350784	3,0	25,0	 
earth model system	earth system model	earth system model|&|Earth system model	3	15,8856944632	66,7175370722	504,059353506	5,0	47,0	 
environment modeling	modeling environment	modeling environment|&|environment modeling	2	4,72091812914	25,2509039828	229,893050679	2,0	8,0	 
development economic	economic development	economic development	2	6,29455750551	31,1156485376	305,874823517	3,0	10,0	 
model ocean	ocean model	ocean model	2	6,29455750551	29,3048171892	458,24257181	4,0	12,0	 
framework model	model frameworks	model frameworks|&|model framework|&|framework model|&|model in the framework	2	7,86819688189	34,8752840919	290,642763822	5,0	41,0	 
latitude low	low latitudes	low latitudes	2	4,72091812914	25,2509039828	416,23728925	2,0	20,0	 
development sustainable urban	sustainable urban development	sustainable urban development|&|urban sustainable development	3	7,94284723159	37,4161784277	361,267296796	3,0	8,0	 
modeling process	modeling process	modeling process	2	6,29455750551	29,3048171892	227,664443793	4,0	17,0	 
land value	land values	land values	2	6,29455750551	33,667871977	651,56894193	2,0	6,0	 
model network	network model	network model	2	4,72091812914	23,3367364032	931,624676431	3,0	10,0	 
climate model system	climate system model	climate system model|&|system climate model	3	11,9142708474	50,0381528042	475,505548549	5,0	55,0	 
area sensitive	sensitive areas	sensitive areas	2	6,29455750551	33,667871977	232,653768222	2,0	16,0	 
dynamic model system	system dynamic model	system dynamic model	3	11,9142708474	50,0381528042	368,418248838	5,0	24,0	 
supply water	water supply	water supply|&|supply water	2	7,86819688189	42,0848399713	281,765944212	2,0	13,0	 
new version	new version	new version	2	7,86819688189	36,6310214865	324,599558046	4,0	27,0	 
economic growth	economic growth	economic growth	2	11,0154756347	51,2834300811	485,452556967	4,0	13,0	 
model urban	urban models	urban models|&|urban model	2	11,0154756347	45,1189960044	271,625468811	7,0	22,0	 
analysis policy	policy analysis	policy analysis	2	12,589115011	55,800454547	367,006872939	5,0	13,0	 
climate simulation	climate simulation	climate simulation|&|climate simulations	2	6,29455750551	31,1156485376	294,886867652	3,0	30,0	 
green space	green space	green space	2	7,86819688189	42,0848399713	263,910592509	2,0	9,0	 
development sustainable	sustainable development	sustainable development	2	17,3100331402	68,5898466038	335,093993647	8,0	51,0	 
enterprise information	enterprise information	enterprise information	2	7,86819688189	42,0848399713	376,143802211	2,0	11,0	 
datum empirical	empirical data	empirical data	2	4,72091812914	23,3367364032	257,569285048	3,0	18,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	30,4775443793	719,942968424	2,0	7,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	22,0309512693	87,2961684049	298,255975182	8,0	56,0	 
decision model support	decision support model	decision support model	3	9,92855903949	50,7959072989	612,731868999	2,0	7,0	 
network road	road network	road network|&|Road network	2	14,1627543874	70,0102092095	425,99070939	3,0	18,0	 
carbon cycle	carbon cycle	carbon cycle	2	9,44183625827	46,6734728064	496,456250128	4,0	27,0	 
information system	information system	information system|&|information systems	2	50,3564600441	161,576819562	329,714776952	32,0	151,0	 
feedback loop	feedback loops	feedback loops|&|feedback loop	2	7,86819688189	38,894560672	243,168506491	4,0	27,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	41,8503409102	1031,8419823	5,0	11,0	 
model system	system model	system model|&|model system|&|system models|&|model systems|&|system of models	2	44,0619025386	134,218823885	616,55700844	29,0	145,0	 
land structure	land structure	land structure	2	6,29455750551	33,667871977	523,776234172	2,0	9,0	 
modeling urban	urban modeling	urban modeling	2	15,7363937638	60,5009257757	242,241131052	11,0	46,0	 
planning support system	planning support system	planning support system	3	5,95713542369	30,4775443793	247,69861889	2,0	17,0	 
surface temperature	surface temperature	surface temperature|&|surface temperatures	2	9,44183625827	43,9572257838	238,813214448	4,0	26,0	 
growth model	growth model	growth model|&|growth models	2	11,0154756347	46,8170390621	300,120130642	15,0	143,0	 
modeling network	network modeling	network modeling	2	7,86819688189	38,894560672	740,840641422	3,0	6,0	 
growth model urban	urban growth model	urban growth model|&|model of urban growth	3	23,8285416948	81,2885165223	272,542937663	11,0	124,0	 
model surface	surface model	surface model	2	6,29455750551	33,667871977	242,034926452	2,0	15,0	 
