stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
datum land-use	land-use data	land-use data|&|Land-use data	2	6,29455750551	30,5903847831	477,906030606	5,0	103,0	 
estimate parameter	parameter estimates	parameter estimates	2	4,72091812914	22,9427885874	780,199045098	2,0	10,0	 
health human	human health	human health	2	4,72091812914	21,0286210078	343,318616044	3,0	21,0	 
methodology systematic	systematic methodology	systematic methodology	2	6,29455750551	26,2273299953	465,126018865	4,0	99,0	 
change land	land change	land change|&|changes in land|&|land changes	2	18,8836725165	61,3790558753	307,779952907	10,0	53,0	 
ecosystem service	ecosystem services	ecosystem services	2	9,44183625827	37,2341101194	345,421263196	5,0	38,0	 
land-use relation	land-use relation	land-use relation	2	6,29455750551	26,2273299953	465,126018865	4,0	99,0	 
interaction transport	transport interaction	transport interaction|&|transport interactions	2	4,72091812914	21,0286210078	823,949380588	13,0	101,0	 
model type	type of model	type of model|&|type model	3	7,86819688189	35,0477016796	308,105050469	3,0	50,0	 
car ownership	car ownership	car ownership	2	6,29455750551	28,0381613437	526,886176629	3,0	20,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	7,86819688189	35,0477016796	427,393541302	3,0	21,0	 
classification system	classification system	classification system	2	11,0154756347	45,8978274918	465,126018865	4,0	99,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	25,1496164655	421,999348865	3,0	16,0	 
computer interrelationship model review	review of computer models of the interrelationships	review of computer models of the interrelationships	7	7,94284723159	36,7533693654	350,301514159	2,0	39,0	 
arable land	arable land	arable land	2	6,29455750551	26,2273299953	378,557972865	4,0	27,0	 
need user	user needs	user needs	2	6,29455750551	26,2273299953	465,126018865	4,0	99,0	 
approach weakness	weaknesses of each approach	weaknesses of each approach|&|weaknesses of this approach	4	7,86819688189	35,0477016796	327,502975759	3,0	50,0	 
conversion grassland	grassland conversion	grassland conversion|&|conversion of grassland	2	6,29455750551	28,0381613437	638,287489175	3,0	15,0	 
interaction model transport	transport interaction model	transport interaction model|&|transport interaction models	3	13,8999826553	51,5819711092	618,006364018	6,0	52,0	 
issue special	special issue	special issue	2	6,29455750551	28,0381613437	318,706029878	3,0	26,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	45,8855771747	429,364916455	2,0	11,0	 
cover land product	land cover product	land cover product	3	7,94284723159	31,2478072012	404,650360071	4,0	87,0	 
datum flexible land-use	flexible land-use data	flexible land-use data	3	5,95713542369	25,1496164655	403,650041218	3,0	83,0	 
land survey	land survey	land survey	2	6,29455750551	30,5903847831	315,159133141	2,0	16,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	21,0286210078	461,180347893	3,0	16,0	 
consequent demand effect travel	consequent effects on travel demand	consequent effects on travel demand	5	7,94284723159	36,7533693654	350,301514159	2,0	39,0	 
city consequent	cities and the consequent	cities and the consequent	4	6,29455750551	30,5903847831	307,982253771	2,0	39,0	 
class land-use	land-use classes	land-use classes	2	9,44183625827	42,0572420155	403,650041218	3,0	83,0	 
land strategy use	land use strategies	land use strategies|&|land use and strategies	3	5,95713542369	27,565027024	475,68989122	2,0	13,0	 
time travel	travel time	travel time	2	4,72091812914	22,9427885874	972,169899998	2,0	13,0	 
planning transport	transport planning	transport planning	2	6,29455750551	28,0381613437	402,942460468	4,0	25,0	 
computing time	computing times	computing times	2	4,72091812914	22,9427885874	575,702328084	2,0	10,0	 
decision rule set	set of decision rules	set of decision rules	4	5,95713542369	25,1496164655	403,650041218	3,0	83,0	 
major model type	major types of model	major types of model	4	7,94284723159	36,7533693654	307,982253771	2,0	39,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change|&|Land-use and land-cover change	4	19,857118079	67,0071612231	393,004962598	7,0	61,0	 
old people	older people	older people	2	6,29455750551	30,5903847831	1463,00068259	2,0	4,0	 
cover land land-use	land cover and land-use	land cover and land-use	4	7,94284723159	31,2478072012	465,126018865	4,0	99,0	 
change environmental study	environmental change studies	environmental change studies	3	7,94284723159	31,2478072012	465,126018865	4,0	99,0	 
change cost effect term transport	term effects of changes in transport costs	term effects of changes in transport costs	7	7,94284723159	36,7533693654	307,982253771	2,0	39,0	 
ecosystem response	ecosystem responses	ecosystem responses	2	11,0154756347	49,0667823514	358,935077559	3,0	19,0	 
nature relationship	nature of this relationship	nature of this relationship	4	6,29455750551	30,5903847831	350,301514159	2,0	39,0	 
change driver	drivers of change	drivers of change|&|drivers for change	3	4,72091812914	21,0286210078	308,381323035	3,0	16,0	 
example operational term	terms of operational examples	terms of operational examples	4	7,94284723159	36,7533693654	307,982253771	2,0	39,0	 
example operational strength	operational examples and the strengths	operational examples and the strengths	5	7,94284723159	36,7533693654	350,301514159	2,0	39,0	 
activity land-use	land-use activities	land-use activities	2	4,72091812914	21,0286210078	741,711006994	3,0	14,0	 
pattern spatial	spatial pattern	spatial pattern	2	7,86819688189	35,0477016796	466,120021988	3,0	12,0	 
decision land use	land use decisions	land use decisions	3	5,95713542369	25,1496164655	320,155784829	3,0	24,0	 
cumulative effect	cumulative effects	cumulative effects	2	7,86819688189	38,2379809789	446,523162878	2,0	5,0	 
interaction land-use transport	land-use transport interaction	land-use transport interaction	3	7,94284723159	33,5328219539	667,539104324	3,0	24,0	 
interrelationship land use	interrelationships between land use	interrelationships between land use	4	7,94284723159	36,7533693654	350,301514159	2,0	39,0	 
comprehensive review	comprehensive review	comprehensive review	2	7,86819688189	31,0284250995	458,941204858	5,0	102,0	 
choice mode	mode choice	mode choice	2	7,86819688189	38,2379809789	464,100523809	2,0	15,0	 
land transport use	land use and transport	land use and transport|&|land use transport|&|transport with land use|&|transport and land use|&|land use on transport	4	25,8142535027	80,6218152295	322,765495172	10,0	108,0	 
field survey	field survey	field survey	2	6,29455750551	26,2273299953	465,126018865	4,0	99,0	 
