stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
advance recent	recent advances	recent advances	2	4,72091812914	23,0272987357	404,281799405	3,0	23,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	50,5614088571	832,020521435	4,0	10,0	 
environment urban	urban environments	urban environments|&|urban environment	2	12,589115011	52,6800203863	472,743414013	6,0	10,0	 
activity urban	urban activities	urban activities	2	6,29455750551	30,703064981	317,329735465	3,0	26,0	 
result simulation	simulation results	simulation results|&|results from simulation	2	7,86819688189	36,1152920408	414,811625556	4,0	21,0	 
rule transition	transition rules	transition rules	2	7,86819688189	36,1152920408	234,7322042	4,0	40,0	 
approach modeling	modeling approach	modeling approach	2	4,72091812914	23,0272987357	233,997617361	3,0	29,0	 
information model system	information system model	information system model	3	5,95713542369	30,0870775168	231,695232267	2,0	13,0	 
analysis network	network analysis	network analysis	2	14,1627543874	59,2650229346	542,383862674	6,0	22,0	 
environmental impact	environmental impacts	environmental impacts	2	7,86819688189	34,3595546461	247,214005391	5,0	42,0	 
assessment development residential sustainability urban	sustainability assessment of urban residential development	sustainability assessment of urban residential development	6	5,95713542369	30,0870775168	339,155489382	2,0	24,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	26,7518693984	93,4020604727	354,174411672	16,0	127,0	 
dynamics urban	urban dynamics	urban dynamics	2	17,3100331402	63,592619555	253,619832255	10,0	65,0	 
information land system urban	urban land information system	urban land information system	4	5,95713542369	30,0870775168	519,88357032	2,0	9,0	 
network planning	network planning	network planning	2	6,29455750551	33,2552884204	277,845040029	2,0	16,0	 
3D visualization	3D visualization	3D visualization	2	6,29455750551	30,703064981	617,641528696	3,0	18,0	 
circulation general model	general circulation model	general circulation model	3	7,94284723159	34,6105411915	304,69986911	4,0	43,0	 
development system	system development	system development|&|system under development	2	4,72091812914	24,9414663153	294,925873539	4,0	26,0	 
development residential	residential development	residential development	2	6,29455750551	30,703064981	308,943533931	3,0	33,0	 
resource water	water resources	water resources	2	6,29455750551	30,703064981	604,157006022	3,0	9,0	 
bi-level model programming	bi-level programming model	bi-level programming model	3	5,95713542369	30,0870775168	558,146247779	2,0	13,0	 
host plant	host plant	host plant|&|plant host	2	6,29455750551	30,703064981	2361,7901445	3,0	3,0	 
decision spatial support system	spatial decision support system	spatial decision support system	4	5,95713542369	27,6716669582	497,868195857	3,0	19,0	 
time travel	travel time	travel time	2	6,29455750551	33,2552884204	528,260464555	2,0	9,0	 
demand travel	travel demand	travel demand	2	6,29455750551	33,2552884204	591,355012375	2,0	14,0	 
land scheme surface	land surface scheme	land surface scheme	3	5,95713542369	30,0870775168	313,43196499	3,0	39,0	 
system urban	urban system	urban system|&|urban systems	2	18,8836725165	65,930866216	328,942609898	12,0	80,0	 
Land use	Land use	Land use	2	4,72091812914	23,0272987357	272,367556818	3,0	24,0	 
decision support	decision support	decision support|&|Decision support	2	14,1627543874	59,2650229346	480,481910492	10,0	54,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	30,703064981	621,785798339	3,0	5,0	 
condition present-day	present-day conditions	present-day conditions	2	4,72091812914	23,0272987357	500,425064061	3,0	25,0	 
area station	station area	station area	2	6,29455750551	33,2552884204	450,15024638	2,0	12,0	 
development strategy	development strategies	development strategies	2	4,72091812914	23,0272987357	373,844807906	3,0	22,0	 
model optimization	optimization model	optimization model|&|model optimization	2	7,86819688189	34,3595546461	283,320223539	5,0	24,0	 
analysis method	analysis method	analysis method|&|analysis methods|&|methods of analysis	2	11,0154756347	46,095017838	312,829976814	6,0	21,0	 
method modeling	modeling methods	modeling methods	2	7,86819688189	34,3595546461	489,192313545	5,0	10,0	 
