stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks	2	4,72091812914	21,4296947391	548,868477818	3,0	13,0	 
network security	network security	network security	2	4,72091812914	23,3438623187	403,002469136	2,0	1,0	 
environment urban	urban environments	urban environments	2	6,29455750551	26,7620949704	915,055243522	4,0	10,0	 
network street	street network	street network|&|street networks	2	7,86819688189	38,9064371978	785,806922307	2,0	6,0	 
network system urban	urban network system	urban network system	3	3,9714236158	18,7140838167	287,029437737	2,0	10,0	 
analysis network	network analysis	network analysis|&|Network analysis|&|analysis network	2	23,6045906457	74,4255627868	635,032121111	13,0	40,0	 
land planning use	land use planning	land use planning	3	9,92855903949	46,7852095416	199,800355767	2,0	11,0	 
range statistical technique	range of statistical techniques	range of statistical techniques	4	3,9714236158	18,7140838167	208,489824895	2,0	30,0	 
equity health	health equity	health equity	2	4,72091812914	23,3438623187	1888,0005291	2,0	1,0	 
city large	large cities	large cities	2	4,72091812914	21,4296947391	191,076905551	3,0	13,0	 
city network world	world city network	world city network|&|world city networks	3	109,214149434	208,470685399	155,632655444	34,0	258,0	 
network planning	network planning	network planning	2	11,0154756347	54,4690120769	279,117178514	2,0	5,0	 
choice route	route choices	route choices|&|route choice	2	6,29455750551	26,7620949704	327,812587844	4,0	13,0	 
business firm service	business service firms	business service firms	3	3,9714236158	18,7140838167	187,804648892	2,0	18,0	 
business service	business service	business service|&|business services|&|services business	2	6,29455750551	26,7620949704	151,486087408	6,0	38,0	 
gene network	gene network	gene network	2	4,72091812914	23,3438623187	1415,50070547	2,0	2,0	 
public transport urban	urban public transport	urban public transport|&|public transport and the urban	3	3,9714236158	18,7140838167	277,301678229	2,0	14,0	 
network road transportation urban	urban road transportation network	urban road transportation network	4	3,9714236158	21,4668648988	236,38537394	1,0	4,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	7,86819688189	31,6968813184	182,207622602	5,0	38,0	 
study urban	urban studies	urban studies	2	6,29455750551	28,5729263188	128,44122785	3,0	15,0	 
connectivity global loss	loss of global connectivity	loss of global connectivity	4	3,9714236158	18,7140838167	208,489824895	2,0	30,0	 
critical role	critical role	critical role|&|critical roles	2	6,29455750551	26,7620949704	180,908212252	4,0	28,0	 
analysis tool	analysis tools	analysis tools	2	4,72091812914	23,3438623187	494,549991983	2,0	5,0	 
