stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks	2	4,72091812914	22,8091316867	210,660579791	3,0	17,0	 
network security	network security	network security	2	4,72091812914	24,7232992663	1141,10134986	2,0	4,0	 
dynamic flow network urban	dynamic urban network flows	dynamic urban network flows	4	5,95713542369	33,940952975	240,004132231	1,0	2,0	 
flow traffic	traffic flow	traffic flow|&|flow of traffic	2	7,86819688189	35,7516802924	552,970675696	4,0	9,0	 
environment urban	urban environments	urban environments	2	6,29455750551	28,6013442339	662,401371507	4,0	10,0	 
polycentric region urban	polycentric urban region	polycentric urban region	3	3,9714236158	19,8745209012	200,700157737	2,0	6,0	 
network street	street network	street network|&|street networks	2	7,86819688189	41,2054987771	648,8330906	2,0	7,0	 
network site	network sites	network sites	2	6,29455750551	32,9643990217	204,667693404	2,0	8,0	 
network traffic urban	urban traffic networks	urban traffic networks|&|traffic in urban networks	3	5,95713542369	29,8117813518	337,900162004	2,0	7,0	 
network user	network users	network users	2	4,72091812914	24,7232992663	613,260132822	2,0	5,0	 
communication network	communication network	communication network	2	4,72091812914	22,8091316867	389,869716647	3,0	4,0	 
analysis network	network analysis	network analysis|&|analysis network	2	31,4727875276	103,57877844	371,910322545	24,0	111,0	 
anything datum network social	anything about social network data	anything about social network data	5	5,95713542369	27,3963707932	350,430960342	3,0	37,0	 
city large	large cities	large cities	2	4,72091812914	22,8091316867	248,472016293	3,0	10,0	 
concept familiar method more	concepts of more familiar methods	concepts of more familiar methods	5	5,95713542369	27,3963707932	350,430960342	3,0	37,0	 
language specialized	specialized language	specialized language	2	4,72091812914	22,8091316867	350,430960342	3,0	37,0	 
network planning	network planning	network planning	2	6,29455750551	28,6013442339	1155,4873783	4,0	12,0	 
choice route	route choices	route choices|&|route choice	2	6,29455750551	28,6013442339	409,603512297	4,0	14,0	 
algorithm network	network algorithms	network algorithms	2	4,72091812914	24,7232992663	316,765054796	2,0	7,0	 
researcher statistical	researchers and statistical	researchers and statistical	3	4,72091812914	22,8091316867	350,430960342	3,0	37,0	 
analysis effect outcome strong	stronger effect on the analysis outcomes	stronger effect on the analysis outcomes	6	3,9714236158	19,8745209012	305,082063404	2,0	21,0	 
network wireless	wireless network	wireless network|&|wireless networks	2	6,29455750551	30,4121755822	843,004820937	3,0	2,0	 
due information overabundance	overabundance of information due	overabundance of information due	4	3,9714236158	19,8745209012	396,75	2,0	22,0	 
pattern traffic	traffic patterns	traffic patterns	2	6,29455750551	28,6013442339	419,515482138	4,0	19,0	 
gene network	gene network	gene network	2	4,72091812914	24,7232992663	1448,00309917	2,0	2,0	 
network road transportation urban	urban road transportation network	urban road transportation network	4	3,9714236158	22,6273019833	263,367360291	1,0	3,0	 
reader research scholarly	Readers of scholarly research	Readers of scholarly research	4	3,9714236158	19,8745209012	396,75	2,0	22,0	 
system transportation	transportation system	transportation system	2	4,72091812914	22,8091316867	408,161022153	3,0	17,0	 
measurement network	network measurement	network measurement	2	4,72091812914	22,8091316867	354,399831058	3,0	15,0	 
time travel	travel time	travel time	2	7,86819688189	41,2054987771	260,814527797	2,0	11,0	 
analysis network social	social network analysis	social network analysis	3	27,7999653106	91,729708481	426,613891202	12,0	47,0	 
capacity network	network capacity	network capacity	2	6,29455750551	32,9643990217	718,761332963	2,0	8,0	 
building component trust	trust building components	trust building components	3	3,9714236158	22,6273019833	385,202582645	1,0	3,0	 
same segment street	same street segment	same street segment	3	3,9714236158	19,8745209012	305,082063404	2,0	21,0	 
more research scholar	more research from more scholars	more research from more scholars	5	3,9714236158	19,8745209012	396,75	2,0	22,0	 
accessibility different result	different accessibility results	different accessibility results	3	3,9714236158	19,8745209012	305,082063404	2,0	21,0	 
evolution network	network evolution	network evolution	2	4,72091812914	22,8091316867	527,930834317	3,0	4,0	 
fraction vehicle	fraction of vehicles	fraction of vehicles	3	4,72091812914	27,9955903572	549,150088548	1,0	3,0	 
building security	security building	security building	2	4,72091812914	27,9955903572	385,202582645	1,0	3,0	 
replaced-dns undirected vertices	vertices of an undirected replaced-dns	vertices of an undirected replaced-dns	5	3,9714236158	19,8745209012	641,33953168	2,0	6,0	 
network performance	network performance	network performance|&|performance network	2	12,589115011	52,0982415889	364,049875998	6,0	21,0	 
combinatorial concept important optimization	important concept in combinatorial optimization	important concept in combinatorial optimization	5	3,9714236158	19,8745209012	641,33953168	2,0	6,0	 
network other spatial	other spatial networks	other spatial networks	3	3,9714236158	19,8745209012	353,838265265	2,0	21,0	 
green network planning urban	green urban network planning	green urban network planning|&|urban green network planning	4	3,9714236158	19,8745209012	752,097387839	2,0	7,0	 
design network problem	network design problem	network design problem	3	3,9714236158	19,8745209012	454,262218441	2,0	8,0	 
network research	research network	research network|&|network research	2	4,72091812914	22,8091316867	207,361671985	4,0	10,0	 
network structure	network structure	network structure|&|network structures|&|structure networks	2	36,1937056567	116,618487523	314,122421096	15,0	58,0	 
management network	network management	network management	2	9,44183625827	42,9020163508	532,987638725	4,0	10,0	 
law power	power law	power law	2	4,72091812914	24,7232992663	400,655730028	2,0	4,0	 
economy network	network economy	network economy	2	6,29455750551	32,9643990217	350,952272727	2,0	5,0	 
network such	networks such	networks such|&|such networks	2	4,72091812914	24,7232992663	350,6834403	2,0	5,0	 
