stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	17,3100331402	71,3401852205	327,990122351	6,0	34,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	98,4910560483	1238,77646103	3,0	8,0	 
environment urban	urban environment	urban environment|&|urban environments	2	25,1782300221	84,2999892822	281,502583696	13,0	73,0	 
land vacant	vacant land	vacant land	2	6,29455750551	32,857163762	400,194959711	2,0	11,0	 
metropolitan region	metropolitan region	metropolitan region|&|metropolitan regions	2	9,44183625827	38,9128283021	296,792916756	6,0	38,0	 
city structure	city structure	city structure|&|structure of cities|&|structure of a city	2	11,0154756347	47,4066583523	323,234712338	5,0	20,0	 
center city	city center	city center	2	7,86819688189	33,8618988231	375,173364158	5,0	25,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	24,6428728215	260,087585898	2,0	9,0	 
heat island	heat islands	heat islands|&|heat island	2	6,29455750551	30,3049403225	297,895863925	3,0	20,0	 
sprawl urban	urban sprawl	urban sprawl	2	6,29455750551	28,4941089742	269,861619043	4,0	16,0	 
development future	future development	future development	2	6,29455750551	28,4941089742	439,599170874	4,0	21,0	 
land structure urban use	urban land use structure	urban land use structure|&|structure of urban land use	4	23,8285416948	118,841177911	365,02550155	2,0	11,0	 
spatial variation	spatial variation	spatial variation	2	4,72091812914	24,6428728215	435,811019483	2,0	11,0	 
dynamics system	system dynamics	system dynamics	2	9,44183625827	49,285745643	289,294531933	2,0	15,0	 
public space	public space	public space|&|public spaces	2	6,29455750551	30,3049403225	502,85460726	3,0	13,0	 
ecological land urban	urban ecological land	urban ecological land	3	5,95713542369	29,7102944778	258,935304782	2,0	20,0	 
gravity model	gravity model	gravity model	2	4,72091812914	24,6428728215	367,303487558	2,0	11,0	 
green space urban	urban green spaces	urban green spaces	3	7,94284723159	36,393178559	259,35057681	3,0	28,0	 
behaviour travel	travel behaviour	travel behaviour	2	11,0154756347	49,8646907048	304,308450046	4,0	28,0	 
population size	population size	population size	2	7,86819688189	37,8811754032	500,642980668	3,0	16,0	 
area rural	rural areas	rural areas	2	4,72091812914	22,7287052419	367,252142203	3,0	13,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	117,156996666	227,615352978	535,940247103	47,0	216,0	 
density housing	housing density	housing density	2	6,29455750551	30,3049403225	372,689787176	3,0	24,0	 
space syntax	space syntax	space syntax	2	11,0154756347	57,5000365835	298,478983984	2,0	7,0	 
city model	city model	city model	2	7,86819688189	33,8618988231	665,373299663	5,0	26,0	 
forest urban	urban forests	urban forests	2	6,29455750551	30,3049403225	395,268112547	3,0	29,0	 
bird community	bird communities	bird communities|&|bird community	2	11,0154756347	57,5000365835	483,786316422	2,0	11,0	 
demand elasticity housing price	price elasticity of demand for housing	price elasticity of demand for housing	6	5,95713542369	29,7102944778	559,247665317	2,0	13,0	 
category land-use	land-use categories	land-use categories	2	6,29455750551	30,3049403225	269,479797636	3,0	16,0	 
system transportation	transportation system	transportation system	2	9,44183625827	42,7411634613	395,577443043	4,0	17,0	 
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	24,6428728215	415,813877016	2,0	16,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	41,0714547025	1389,65790538	2,0	11,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	48,7828206677	139,936301663	274,116082065	21,0	130,0	 
system urban	urban system	urban system	2	14,1627543874	56,1860442361	374,372393691	7,0	24,0	 
analysis theoretical	theoretical analysis	theoretical analysis	2	6,29455750551	30,3049403225	336,679706999	3,0	14,0	 
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	40,9146237858	121,460807481	275,116581838	23,0	160,0	 
rail transit	rail transit	rail transit	2	7,86819688189	46,5252731873	371,874911314	1,0	6,0	 
land price urban	urban land price	urban land price	3	9,92855903949	49,5171574631	551,794163621	2,0	12,0	 
density distribution	density distribution	density distribution	2	4,72091812914	22,7287052419	452,533591834	3,0	8,0	 
agglomeration economy	agglomeration economies	agglomeration economies	2	9,44183625827	40,6342785877	517,393247744	5,0	22,0	 
road traffic	road traffic	road traffic	2	4,72091812914	24,6428728215	687,494605453	2,0	11,0	 
ecosystem service	ecosystem services	ecosystem services	2	37,7673450331	155,651313208	472,100901867	6,0	42,0	 
