stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
error identification topology	topology error identification	topology error identification	3	7,94284723159	38,7798956901	408,226344053	2,0	15,0	 
feature simple structure	features of a simple structure	features of a simple structure	5	3,9714236158	19,3899478451	211,507458531	2,0	37,0	 
architectural object virtual	virtual architectural objects	virtual architectural objects	3	3,9714236158	19,3899478451	309,748695869	2,0	12,0	 
control scheme stability	stability control scheme	stability control scheme	3	5,95713542369	29,0849217676	413,606728003	2,0	15,0	 
information technology	information technology	information technology	2	6,29455750551	27,833314111	347,004669794	4,0	25,0	 
control stability system	system stability control	system stability control|&|stability control system	3	5,95713542369	29,0849217676	208,378719467	2,0	15,0	 
control problem stability	stability and control problems	stability and control problems	4	3,9714236158	19,3899478451	200,454266734	2,0	12,0	 
problem stability	stability problems	stability problems|&|stability problem	2	11,0154756347	44,2419086753	197,750466912	8,0	59,0	 
current transformer	current transformers	current transformers	2	4,72091812914	24,1472766741	392,243308748	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	47,6570833896	139,942971899	229,70466767	15,0	121,0	 
international standard	international standards	international standards	2	4,72091812914	22,2331090945	319,493722776	3,0	13,0	 
management network	network management	network management	2	9,44183625827	44,4662181891	651,656123473	3,0	8,0	 
energy flywheel storage	flywheel energy storage	flywheel energy storage	3	11,9142708474	58,1698435352	338,543316416	2,0	23,0	 
control system	control system	control system|&|system control|&|control systems	2	23,6045906457	88,0134724621	234,247226879	11,0	80,0	 
city system world	world city system	world city system	3	9,92855903949	41,5929169074	548,029845098	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	21,8428298869	73,7914064334	200,34126735	9,0	38,0	 
area power system	area power system	area power system	3	7,94284723159	35,5593482787	272,630064616	3,0	22,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	32,1963688989	632,649821331	2,0	12,0	 
converter power	power converter	power converter	2	7,86819688189	40,2454611236	247,131977805	2,0	21,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	29,7856771185	100,624645136	223,078472196	10,0	93,0	 
environment network system	system network environment	system network environment	3	5,95713542369	29,0849217676	446,029164359	2,0	7,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	26,669511209	6580,08382393	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	22,2331090945	6580,08382393	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	17,8714062711	67,6210187576	390,254339069	8,0	50,0	 
structure system	system structure	system structure|&|structure system	2	9,44183625827	41,7499711666	192,107466219	4,0	27,0	 
dynamic response system	dynamic response of the system	dynamic response of the system|&|dynamic system response	5	5,95713542369	26,669511209	242,87864137	3,0	29,0	 
national power system	national power system	national power system	3	3,9714236158	19,3899478451	195,116362977	2,0	15,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	38,7798956901	301,485242009	2,0	8,0	 
network transmission	transmission network	transmission network	2	4,72091812914	24,1472766741	191,469755634	2,0	26,0	 
center control energy	energy control center	energy control center	3	3,9714236158	19,3899478451	213,435388091	2,0	19,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	36,5594236867	218,397692545	2,0	17,0	 
system transmission	transmission system	transmission system	2	4,72091812914	22,2331090945	334,967840844	3,0	20,0	 
power stability system voltage	power system voltage stability	power system voltage stability|&|voltage stability of power system|&|voltage stability of a power system	4	21,8428298869	82,6479118148	227,009767576	6,0	75,0	 
stability system	system stability	system stability	2	11,0154756347	44,2419086753	212,646775064	23,0	204,0	 
Power stabilizer system	Power system stabilizers	Power system stabilizers|&|Power system stabilizer	3	7,94284723159	33,2743335259	201,783766244	4,0	53,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	22,2331090945	203,985933908	12,0	119,0	 
energy storage	energy storage	energy storage	2	9,44183625827	39,643086293	257,081398753	7,0	71,0	 
simulation system	system simulation	system simulation	2	4,72091812914	22,2331090945	388,169441156	5,0	29,0	 
machine synchronous	synchronous machine	synchronous machine	2	4,72091812914	22,2331090945	221,873702369	3,0	26,0	 
management system	management system	management system	2	15,7363937638	66,0718104883	270,087015657	5,0	29,0	 
power simulation system	power system simulation	power system simulation	3	9,92855903949	41,5929169074	369,997735412	4,0	25,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	38,7798956901	212,655740261	2,0	15,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	29,0849217676	257,483465205	2,0	12,0	 
network power system	power system network	power system network|&|power system networks|&|system network power|&|system in power network	3	85,3856077396	208,342592743	206,575250824	25,0	174,0	 
dynamic power system	power system dynamic	power system dynamic	3	13,8999826553	58,2300836704	261,31845374	4,0	33,0	 
monitoring power system	power system monitoring	power system monitoring	3	3,9714236158	19,3899478451	378,715569036	2,0	9,0	 
information network system	information system network	information system network|&|system information network|&|Information system network	3	7,94284723159	35,5593482787	694,070025313	4,0	14,0	 
energy storage system	energy storage system	energy storage system	3	7,94284723159	35,5593482787	261,243151145	3,0	33,0	 
analysis result	results from an analysis	results from an analysis|&|analysis results|&|results of analysis	4	4,72091812914	22,2331090945	198,639249672	3,0	33,0	 
Power network system	Power system network	Power system network	3	5,95713542369	26,669511209	204,285538924	3,0	29,0	 
electronic power	power electronic	power electronic	2	4,72091812914	22,2331090945	218,549886373	3,0	27,0	 
stability study transient	transient stability studies	transient stability studies	3	5,95713542369	26,669511209	189,861858837	3,0	33,0	 
performance system	system performance	system performance	2	4,72091812914	24,1472766741	224,837184055	2,0	21,0	 
control power system	power system control	power system control	3	5,95713542369	26,669511209	205,999571211	3,0	22,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	22,2331090945	828,554823003	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	29,0849217676	448,168780167	2,0	13,0	 
region stability voltage	voltage stability region	voltage stability region	3	5,95713542369	29,0849217676	208,592726105	2,0	21,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	33,046426904	104,725559217	227,56645931	19,0	164,0	 
datum model	data model	data model|&|model data	2	6,29455750551	32,1963688989	309,857634457	2,0	5,0	 
information theory	information theory	information theory	2	11,0154756347	51,8772545539	203,91253597	3,0	18,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	44,4491853483	480,676174532	3,0	30,0	 
effectiveness robustness	effectiveness and robustness	effectiveness and robustness|&|robustness and effectiveness	3	6,29455750551	27,833314111	193,303084682	4,0	58,0	 
