stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks	2	3,14727875276	15,2167025693	327,362366888	2,0	7,0	 
access control	access control	access control	2	4,72091812914	26,0973449448	2248,00044444	1,0	1,0	 
good tool	better tools	better tools	2	3,14727875276	15,2167025693	162,911676768	2,0	22,0	 
cell determination fate	cell fate determination	cell fate determination	3	3,9714236158	21,0304226364	681,513333333	1,0	3,0	 
network site	network sites	network sites	2	6,29455750551	30,4334051386	83,6575404917	2,0	8,0	 
actor network	actors network	actors network|&|network actors	2	3,14727875276	15,2167025693	26,5161237693	2,0	1,0	 
people young	young people	young people	2	3,14727875276	17,3982299632	248,004	1,0	1,0	 
reading substitute	substitute for reading	substitute for reading	3	3,14727875276	15,2167025693	162,911676768	2,0	22,0	 
analysis network	network analysis	network analysis|&|Network analysis|&|analysis network	2	22,0309512693	73,3806621516	225,146418653	25,0	83,0	 
equity health	health equity	health equity	2	4,72091812914	22,825053854	560,501777778	2,0	1,0	 
density road	road density	road density	2	3,14727875276	17,3982299632	269,229396825	1,0	2,0	 
ecological network	ecological network	ecological network	2	3,14727875276	17,3982299632	395,545818182	1,0	3,0	 
anything datum network social	anything about social network data	anything about social network data	5	7,94284723159	31,0497209443	77,3605673727	4,0	51,0	 
measure network	network measures	network measures	2	4,72091812914	22,825053854	309,468698011	2,0	8,0	 
concept familiar method more	concepts of more familiar methods	concepts of more familiar methods	5	7,94284723159	31,0497209443	77,3605673727	4,0	51,0	 
language specialized	specialized language	specialized language	2	6,29455750551	26,0703503508	77,3605673727	4,0	51,0	 
network profile social	social network profiles	social network profiles|&|social network profile	3	5,95713542369	27,4164623314	279,253555556	2,0	1,0	 
network planning	network planning	network planning	2	11,0154756347	53,2584589926	395,545818182	2,0	3,0	 
choice route	route choices	route choices|&|route choice	2	4,72091812914	20,9108862744	553,976666667	3,0	10,0	 
social ty	social ties	social ties	2	3,14727875276	15,2167025693	206,316384507	2,0	6,0	 
business firm service	business service firms	business service firms	3	3,9714236158	18,2776415543	282,73735602	2,0	11,0	 
researcher statistical	researchers and statistical	researchers and statistical	3	6,29455750551	26,0703503508	77,3605673727	4,0	51,0	 
due information overabundance	overabundance of information due	overabundance of information due	4	3,9714236158	18,2776415543	162,911676768	2,0	22,0	 
gene network	gene network	gene network	2	4,72091812914	22,825053854	1683,50266667	2,0	2,0	 
network road transportation urban	urban road transportation network	urban road transportation network	4	3,9714236158	21,0304226364	233,858888889	1,0	5,0	 
reader research scholarly	Readers of scholarly research	Readers of scholarly research	4	3,9714236158	18,2776415543	162,911676768	2,0	22,0	 
analyst network social	Social network analysts	Social network analysts	3	3,9714236158	18,2776415543	38,4440360653	2,0	21,0	 
study urban	urban studies	urban studies	2	4,72091812914	22,825053854	208,622308378	2,0	6,0	 
analysis network social	social network analysis	social network analysis|&|Social network analysis	3	53,6142188132	128,945681712	185,464921897	18,0	68,0	 
city world	world cities	world cities|&|cities around the world	2	4,72091812914	20,9108862744	324,408872252	3,0	9,0	 
building component trust	trust building components	trust building components	3	3,9714236158	21,0304226364	719,222285714	1,0	2,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	36,5552831085	310,812222222	2,0	4,0	 
application field	applications of the field	applications of the field|&|applications in the field	4	4,72091812914	22,825053854	108,97267941	2,0	13,0	 
more research scholar	more research from more scholars	more research from more scholars	5	3,9714236158	18,2776415543	162,911676768	2,0	22,0	 
building security	security building	security building	2	4,72091812914	26,0973449448	719,222285714	1,0	2,0	 
organ pineal	pineal organ	pineal organ	2	6,29455750551	34,7964599265	1123,00088889	1,0	1,0	 
combinatorial concept important optimization	important concept in combinatorial optimization	important concept in combinatorial optimization	5	3,9714236158	18,2776415543	738,048	2,0	6,0	 
city more sum	cities more than the sum	cities more than the sum	5	3,9714236158	21,0304226364	333,513333333	1,0	2,0	 
exchange knowledge	knowledge exchange	knowledge exchange|&|exchange of knowledge	2	6,29455750551	30,4334051386	295,016252101	2,0	6,0	 
algorithm analysis network	network analysis algorithms	network analysis algorithms	3	3,9714236158	21,0304226364	67,8569849144	1,0	3,0	 
land management	land management	land management	2	4,72091812914	20,9108862744	416,169076701	3,0	11,0	 
computer network	computer networks	computer networks	2	6,29455750551	30,4334051386	241,92413904	2,0	5,0	 
network structure	network structures	network structures|&|network structure|&|structure networks	2	12,589115011	45,0956331853	200,434066851	7,0	27,0	 
community local	local communities	local communities	2	3,14727875276	15,2167025693	1128,60300422	2,0	3,0	 
network such	networks such	networks such|&|such networks	2	4,72091812914	22,825053854	202,014143135	2,0	6,0	 
analysis approach network social	social network analysis approach	social network analysis approach	4	3,9714236158	18,2776415543	161,384021903	2,0	9,0	 
capital social	social capital	social capital	2	14,1627543874	58,6582882894	180,98901489	4,0	12,0	 
network online social	online social networks	online social networks	3	9,92855903949	38,8121511804	309,420578131	4,0	9,0	 
array conventional datum rectangular	conventional rectangular data array	conventional rectangular data array	4	7,94284723159	31,0497209443	77,3605673727	4,0	51,0	 
facility issue school	school facility issues	school facility issues	3	3,9714236158	21,0304226364	933,504444444	1,0	2,0	 
network social user	social network users	social network users	3	3,9714236158	21,0304226364	2248,00044444	1,0	1,0	 
