stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
excitation system	excitation system	excitation system	2	11,0154756347	42,5354536464	199,700946579	5,0	33,0	 
city system	city system	city system	2	31,4727875276	96,714916584	416,455579588	16,0	63,0	 
information power system	power system information	power system information	3	3,9714236158	18,0506412797	271,973449257	2,0	12,0	 
calculation result	calculation results	calculation results	2	4,72091812914	20,6410460823	278,168897733	3,0	12,0	 
bulk power system	bulk power system	bulk power system	3	3,9714236158	20,8034223618	224,37131019	1,0	6,0	 
energy storage	energy storage	energy storage	2	17,3100331402	75,6838356349	136,360145248	3,0	21,0	 
grid power	power grid	power grid	2	4,72091812914	20,6410460823	186,073264486	3,0	14,0	 
distribution power	power distribution	power distribution|&|distribution of power	2	4,72091812914	20,6410460823	162,045063719	3,0	22,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	20,6410460823	180,66969658	3,0	21,0	 
agent negotiation process	negotiation process between agents	negotiation process between agents	4	3,9714236158	18,0506412797	246,186104668	2,0	14,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	34,6200662803	93,4144961879	253,792383532	47,0	188,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	20,8034223618	346,401389874	1,0	5,0	 
network power quality	network power quality	network power quality|&|power quality in a network	3	5,95713542369	27,0759619196	241,509849497	2,0	13,0	 
Power quality	Power quality	Power quality	2	4,72091812914	22,5552136619	188,210009201	2,0	8,0	 
area network	area network	area network	2	17,3100331402	82,7024500935	249,635903805	2,0	9,0	 
city world	world city	world city	2	4,72091812914	22,5552136619	303,272216167	6,0	39,0	 
design system	system design	system design	2	4,72091812914	22,5552136619	203,716322748	2,0	12,0	 
real world	real world	real world	2	4,72091812914	20,6410460823	477,416821831	3,0	15,0	 
network planning	network planning	network planning	2	7,86819688189	34,4017434704	232,352068654	4,0	16,0	 
power quality	power quality	power quality	2	9,44183625827	36,4589602684	295,695123903	6,0	33,0	 
system world	world system	world system|&|system world	2	7,86819688189	34,4017434704	156,666300251	4,0	40,0	 
protection relay	relay protection	relay protection	2	4,72091812914	22,5552136619	128,07178233	2,0	6,0	 
response system	system response	system response|&|system responses	2	9,44183625827	38,565845142	144,5078041	4,0	28,0	 
frequency power system	power system frequency	power system frequency|&|frequency power system	3	3,9714236158	18,0506412797	168,659962588	2,0	13,0	 
economy world	world economy	world economy	2	4,72091812914	22,5552136619	156,088347602	2,0	6,0	 
inverse network neural system	neural network inverse system	neural network inverse system	4	5,95713542369	31,2051335427	125,939401245	1,0	8,0	 
network topology	network topology	network topology	2	4,72091812914	20,6410460823	267,159923911	5,0	25,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	30,3824668903	160,344065213	5,0	35,0	 
expert system	expert system	expert system	2	4,72091812914	20,6410460823	156,400424083	3,0	18,0	 
distribution network system	distribution system network	distribution system network|&|system in the distribution network	3	3,9714236158	18,0506412797	176,756584181	2,0	13,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	20,6410460823	205,980606551	3,0	18,0	 
configuration network	network configuration	network configuration	2	4,72091812914	22,5552136619	172,370515089	2,0	6,0	 
relay system	relay systems	relay systems	2	4,72091812914	20,6410460823	372,435169029	3,0	9,0	 
city international role system	role of cities in the international system	role of cities in the international system	7	3,9714236158	18,0506412797	254,198839072	2,0	22,0	 
methodology new	new methodology	new methodology	2	4,72091812914	22,5552136619	150,881369142	2,0	6,0	 
stability study transient	transient stability studies	transient stability studies	3	3,9714236158	18,0506412797	133,176106217	2,0	10,0	 
network power	power network	power network|&|network power	2	14,1627543874	57,848767713	130,268853385	5,0	34,0	 
dynamic power system	power system dynamic	power system dynamic	3	5,95713542369	27,0759619196	160,276933611	3,0	14,0	 
logic power stabilizer system	logic power system stabilizer	logic power system stabilizer	4	3,9714236158	18,0506412797	325,195373955	2,0	8,0	 
communication network system	communication network system	communication network system|&|system communication network	3	3,9714236158	18,0506412797	180,030720678	2,0	16,0	 
plant power	power plant	power plant|&|power plants	2	9,44183625827	41,2820921645	121,467721685	3,0	20,0	 
city size	city size	city size	2	6,29455750551	30,0736182158	266,089084365	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	36,1012825594	172,937355065	2,0	15,0	 
modern power system	modern power systems	modern power systems	3	5,95713542369	24,660551361	201,047323278	3,0	16,0	 
information technology	information technology	information technology	2	4,72091812914	20,6410460823	335,041884792	3,0	13,0	 
assessment risk	risk assessment	risk assessment	2	6,29455750551	34,4366730036	152,976111924	1,0	11,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics	3	5,95713542369	27,0759619196	250,113010637	3,0	12,0	 
data model	data model	data model|&|model data	2	6,29455750551	30,0736182158	209,337397564	2,0	5,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	29,7856771185	94,0880933663	302,303451724	9,0	46,0	 
international standard	international standards	international standards	2	4,72091812914	20,6410460823	240,926440071	3,0	12,0	 
network structure	network structure	network structure	2	7,86819688189	34,4017434704	141,236901544	3,0	16,0	 
management network	network management	network management	2	9,44183625827	41,2820921645	258,253438736	3,0	8,0	 
data transmission	data transmission	data transmission	2	4,72091812914	22,5552136619	162,63635489	2,0	11,0	 
effector function	effector function	effector function	2	4,72091812914	25,8275047527	377,48993382	1,0	3,0	 
communication network	communication network	communication network|&|network communication	2	4,72091812914	22,5552136619	179,766041781	3,0	23,0	 
control system	control system	control system|&|control systems|&|system control	2	17,3100331402	63,6854349684	166,111930275	7,0	41,0	 
analysis dynamic power system	power system dynamic analysis	power system dynamic analysis|&|dynamic analysis in power system	4	7,94284723159	41,6068447236	132,510026519	1,0	6,0	 
city system world	world city system	world city system	3	9,92855903949	38,244650494	286,50385459	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	17,8714062711	58,8392497873	210,329503269	7,0	29,0	 
electric power system	electric power system	electric power system	3	7,94284723159	30,5957203952	143,197223792	4,0	24,0	 
area power system	area power system	area power system	3	5,95713542369	27,0759619196	261,96468862	2,0	9,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	30,0736182158	460,446033882	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	30,0736182158	144,955249408	2,0	14,0	 
operation power system	power system operation	power system operation|&|power system operations	3	23,8285416948	78,4523330498	127,368734749	7,0	65,0	 
environment network system	system network environment	system network environment	3	5,95713542369	27,0759619196	172,118251712	2,0	8,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	24,660551361	2301,69090116	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	20,6410460823	2301,69090116	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	7,94284723159	32,880735148	138,270200953	3,0	20,0	 
protective relay	protective relays	protective relays|&|Protective Relays	2	4,72091812914	22,5552136619	460,527370713	2,0	4,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	34,4017434704	144,642004587	3,0	16,0	 
integration platform	integration platform	integration platform	2	4,72091812914	25,8275047527	146,631497541	1,0	8,0	 
forecasting load short term	short term load forecasting	short term load forecasting	4	3,9714236158	18,0506412797	282,805516549	2,0	10,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	36,1012825594	249,001723072	2,0	9,0	 
system transmission	transmission system	transmission system	2	4,72091812914	20,6410460823	201,739908417	3,0	17,0	 
Power stabilizer system	Power system stabilizer	Power system stabilizer	3	3,9714236158	18,0506412797	127,807041766	2,0	13,0	 
configuration system	system configuration	system configuration	2	4,72091812914	22,5552136619	136,251021766	2,0	14,0	 
enterprise large multinational	largest multinational enterprises	largest multinational enterprises	3	3,9714236158	18,0506412797	254,198839072	2,0	22,0	 
management system	management system	management system	2	15,7363937638	60,7649337806	164,87502654	5,0	27,0	 
planning power system	power system planning	power system planning	3	13,8999826553	50,4408191987	183,339849534	5,0	24,0	 
power simulation system	power system simulation	power system simulation	3	5,95713542369	27,0759619196	186,360381111	2,0	10,0	 
