stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
air-water flow	air-water flow	air-water flow	2	4,72091812914	24,1472766741	373,813480558	2,0	15,0	 
blood flow	blood flow	blood flow	2	31,4727875276	110,328347037	475,841814085	11,0	59,0	 
flow mean	mean flow	mean flow	2	6,29455750551	27,833314111	219,73082357	4,0	36,0	 
numerical solution	Numerical solutions	Numerical solutions|&|numerical solutions	2	7,86819688189	34,7916426388	249,804736914	4,0	22,0	 
heat transfer	heat transfer	heat transfer|&|Heat transfer	2	64,5192144315	181,451799852	288,209816259	25,0	202,0	 
flow velocity	flow velocity	flow velocity|&|flow velocities|&|velocity of flow	2	11,0154756347	42,5438656176	274,633115955	11,0	116,0	 
bulk velocity	bulk velocity	bulk velocity	2	6,29455750551	27,833314111	335,848897984	4,0	34,0	 
drop pressure	pressure drop	pressure drop	2	33,046426904	112,695103499	227,096614046	11,0	85,0	 
entrance region tube	entrance region of a tube	entrance region of a tube|&|tube entrance region	5	5,95713542369	29,0849217676	266,322046679	2,0	15,0	 
dispersion pollutant	pollutant dispersion	pollutant dispersion|&|dispersion of a pollutant	2	7,86819688189	40,2454611236	714,288997131	2,0	8,0	 
flow visualization	flow visualization	flow visualization	2	9,44183625827	39,643086293	512,147914542	6,0	33,0	 
field turbulence	turbulence field	turbulence field	2	4,72091812914	22,2331090945	246,797577477	3,0	47,0	 
energy kinetic turbulent	turbulent kinetic energy	turbulent kinetic energy	3	7,94284723159	35,5593482787	246,501213427	3,0	16,0	 
regeneration urban	urban regeneration	urban regeneration	2	4,72091812914	22,2331090945	3844,64936445	3,0	7,0	 
flow linear shear	linear shear flow	linear shear flow	3	13,8999826553	58,2300836704	314,206371437	4,0	26,0	 
heavy particle	heavy particles	heavy particles	2	4,72091812914	22,2331090945	265,184968889	3,0	28,0	 
head nerve optic	optic nerve head	optic nerve head	3	5,95713542369	29,0849217676	654,569432917	2,0	10,0	 
equation transport	transport equation	transport equation	2	4,72091812914	22,2331090945	222,238865026	3,0	21,0	 
bubble laminar separation	laminar separation bubble	laminar separation bubble	3	5,95713542369	26,669511209	373,680418232	3,0	25,0	 
