stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
change environmental global	global environmental change	global environmental change	3	3,9714236158	17,431358126	229,306286533	2,0	23,0	 
change land	land change	land change|&|changes in land|&|land changes	2	15,7363937638	50,9149201606	297,29553887	8,0	47,0	 
estimate parameter	parameter estimates	parameter estimates	2	4,72091812914	21,8190582299	283,558353726	2,0	16,0	 
length trip	trip lengths	trip lengths	2	4,72091812914	25,0913493208	402,170745597	1,0	5,0	 
function land	land functions	land functions	2	4,72091812914	25,0913493208	232,323891005	1,0	6,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	4,72091812914	19,9048906503	420,65001621	5,0	33,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change	4	5,95713542369	26,147037189	396,116543283	2,0	20,0	 
land model use	land use models	land use models|&|land use model	3	23,8285416948	74,7366341277	315,577733958	7,0	66,0	 
approach modeling	modeling approach	modeling approach|&|modeling approaches	2	4,72091812914	19,9048906503	233,007806955	3,0	22,0	 
environmental sustainability	environmental sustainability	environmental sustainability	2	4,72091812914	21,8190582299	394,350901244	2,0	8,0	 
interaction transport	transport interaction	transport interaction|&|transport interactions	2	4,72091812914	19,9048906503	382,798661597	13,0	119,0	 
cultivated land	cultivated land	cultivated land	2	7,86819688189	33,1748177505	359,617086103	3,0	17,0	 
model type	type of model	type of model|&|type model	3	9,44183625827	37,0935342781	222,219214824	4,0	67,0	 
policy public transport	public transport policy	public transport policy	3	3,9714236158	17,431358126	221,367392106	2,0	42,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	4,72091812914	21,8190582299	341,38333422	2,0	14,0	 
dynamics system	system dynamics	system dynamics	2	4,72091812914	19,9048906503	251,792328336	3,0	23,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	23,7316266305	279,285298591	3,0	18,0	 
computer interrelationship model review	review of computer models of the interrelationships	review of computer models of the interrelationships	7	7,94284723159	34,862716252	286,674104939	2,0	43,0	 
innovative land public use	Innovative land use and public	Innovative land use and public	5	3,9714236158	17,431358126	221,367392106	2,0	42,0	 
accessibility issue	accessibility issues	accessibility issues	2	7,86819688189	41,8189155346	1020,6676445	1,0	3,0	 
different environment world	different environments around the world	different environments around the world	5	3,9714236158	17,431358126	464,623445349	2,0	21,0	 
approach weakness	weaknesses of each approach	weaknesses of each approach	4	6,29455750551	29,0920776399	286,674104939	2,0	43,0	 
Integrated analysis ecosystem interaction	Integrated analysis of ecosystem interactions	Integrated analysis of ecosystem interactions	5	3,9714236158	17,431358126	343,155545816	2,0	11,0	 
interaction model transport	transport interaction model	transport interaction model|&|transport interaction models	3	13,8999826553	48,2733281608	318,216764962	6,0	63,0	 
issue special	special issue	special issue	2	6,29455750551	26,5398542004	262,169104235	3,0	23,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	43,6381164598	247,899336557	2,0	13,0	 
case city many study world	many case studies around the world of cities	many case studies around the world of cities	8	3,9714236158	17,431358126	571,970038408	2,0	21,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	19,9048906503	316,796258332	3,0	13,0	 
consequent demand effect travel	consequent effects on travel demand	consequent effects on travel demand	5	7,94284723159	34,862716252	286,674104939	2,0	43,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	29,0920776399	230,826923201	2,0	14,0	 
city consequent	cities and the consequent	cities and the consequent	4	6,29455750551	29,0920776399	286,674104939	2,0	43,0	 
density location	location and density	location and density|&|density and location	3	4,72091812914	19,9048906503	225,739376399	3,0	47,0	 
land strategy use	land use strategies	land use strategies|&|land use and strategies	3	5,95713542369	26,147037189	388,382881725	2,0	10,0	 
development policy	policy development	policy development|&|development policy|&|development policies	2	4,72091812914	19,9048906503	235,644534118	5,0	65,0	 
change cover land	land cover change	land cover change|&|changes in land cover	3	9,92855903949	34,4809486863	234,594464842	8,0	85,0	 
planning transport	transport planning	transport planning	2	6,29455750551	26,5398542004	257,547255963	4,0	27,0	 
computing time	computing times	computing times	2	4,72091812914	21,8190582299	272,233263402	2,0	17,0	 
model new	new models	new models	2	4,72091812914	19,9048906503	247,477628067	3,0	24,0	 
change technological	technological changes	technological changes	2	9,44183625827	37,0935342781	231,387922739	4,0	59,0	 
major model type	major types of model	major types of model	4	7,94284723159	34,862716252	286,674104939	2,0	43,0	 
ecosystem service	ecosystem services	ecosystem services|&|ecosystem service	2	20,4573118929	72,074598091	251,85882628	6,0	47,0	 
carbon indirect leakage	carbon leakage and indirect	carbon leakage and indirect|&|Carbon leakage and indirect	4	3,9714236158	20,1841392081	405,689907413	1,0	5,0	 
old people	older people	older people	2	6,29455750551	29,0920776399	765,001303781	2,0	4,0	 
development urban	urban development	urban development	2	11,0154756347	40,8177576386	244,129454348	5,0	62,0	 
model parameter	model parameters	model parameters|&|Parameters of all models|&|parameters of this model	2	6,29455750551	24,7290228521	485,043647911	4,0	31,0	 
change cost effect term transport	term effects of changes in transport costs	term effects of changes in transport costs	7	7,94284723159	34,862716252	286,674104939	2,0	43,0	 
change climate	climate change	climate change|&|climate changes|&|changes in climate	2	23,6045906457	73,5921598993	280,38078683	11,0	72,0	 
ecosystem response	ecosystem responses	ecosystem responses	2	11,0154756347	46,4447448507	344,207919296	3,0	18,0	 
