stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	17,3100331402	68,361733388	287,516362343	6,0	33,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	94,971067519	1078,0234375	3,0	11,0	 
environment urban	urban environment	urban environment|&|urban environments	2	22,0309512693	73,6520941428	294,811143623	11,0	60,0	 
city structure	city structure	city structure|&|structure of a city|&|structure of cities	2	12,589115011	49,7176242822	318,161868247	6,0	30,0	 
center city	city center	city center	2	6,29455750551	27,4110355806	546,431808231	4,0	26,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	23,8305677763	317,959814496	2,0	10,0	 
heat island	heat islands	heat islands|&|heat island	2	6,29455750551	29,2218669289	580,86970708	3,0	21,0	 
spatial variation	spatial variation	spatial variation	2	4,72091812914	23,8305677763	389,258842332	2,0	12,0	 
metric spatial	spatial metrics	spatial metrics	2	9,44183625827	47,6611355526	274,282292407	2,0	16,0	 
public space	public spaces	public spaces|&|public space	2	6,29455750551	29,2218669289	303,865024139	3,0	14,0	 
gravity model	gravity model	gravity model	2	4,72091812914	23,8305677763	377,230333967	2,0	12,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	97,299878587	195,759609321	447,803757961	35,0	180,0	 
expansion land urban	urban land expansion	urban land expansion	3	7,94284723159	35,0264921003	295,790292178	3,0	20,0	 
enforcement law	law enforcement	law enforcement	2	4,72091812914	23,8305677763	553,913216991	2,0	10,0	 
population size	population size	population size	2	7,86819688189	36,5273336611	433,215153093	3,0	17,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	21,9164001967	494,092487462	3,0	12,0	 
density housing	housing density	housing density	2	6,29455750551	29,2218669289	366,039863682	3,0	27,0	 
forest urban	urban forests	urban forests	2	4,72091812914	23,8305677763	461,394213468	2,0	17,0	 
bird community	bird communities	bird communities|&|bird community	2	12,589115011	63,5481807368	420,183547104	3,0	33,0	 
demand elasticity housing price	price elasticity of demand for housing	price elasticity of demand for housing	6	5,95713542369	28,6852796338	599,155329409	2,0	13,0	 
system transportation	transportation system	transportation system	2	9,44183625827	41,1165533708	418,051676508	4,0	19,0	 
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	23,8305677763	366,092163507	2,0	15,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	39,7176129605	1090,08067784	2,0	12,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	42,4882631622	116,642268602	283,26038129	20,0	132,0	 
system urban	urban system	urban system	2	11,0154756347	45,5112799134	370,058865517	5,0	19,0	 
analysis theoretical	theoretical analysis	theoretical analysis	2	4,72091812914	23,8305677763	322,93360918	2,0	11,0	 
bird community structure	bird community structure	bird community structure|&|structure of the bird community	3	5,95713542369	28,6852796338	445,133291537	2,0	26,0	 
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	40,9146237858	112,32218458	347,025759648	22,0	161,0	 
form functional	functional form	functional form	2	4,72091812914	21,9164001967	273,999127001	3,0	17,0	 
master plan	master plan	master plan	2	6,29455750551	31,7740903684	341,645732386	2,0	8,0	 
city model	city model	city model	2	6,29455750551	27,4110355806	593,604559785	4,0	23,0	 
change climate	climate change	climate change	2	7,86819688189	39,7176129605	676,472917609	2,0	3,0	 
form urban	urban form	urban form	2	17,3100331402	68,361733388	349,397322763	6,0	39,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	21,9164001967	470,210842512	3,0	16,0	 
cost transportation	transportation costs	transportation costs	2	4,72091812914	21,9164001967	362,71448819	3,0	19,0	 
land price	land price	land price|&|land prices|&|price of land	2	28,3255087748	97,3952589465	422,261314889	10,0	61,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|analysis model|&|model analysis	3	7,86819688189	34,2637944757	319,941862557	4,0	21,0	 
area green	green areas	green areas	2	6,29455750551	29,2218669289	344,865157637	3,0	28,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	55,6046581447	418,023295455	2,0	8,0	 
demand land	land demand	land demand|&|demand for land	2	6,29455750551	29,2218669289	453,8291999	3,0	24,0	 
land market urban	urban land market	urban land market|&|urban land markets	3	19,857118079	73,8023248403	368,874546228	6,0	41,0	 
community urban	urban communities	urban communities	2	4,72091812914	23,8305677763	330,861652567	2,0	11,0	 
structure urban	urban structure	urban structure|&|Urban structure|&|urban structures	2	88,1238050772	190,126707764	309,429924031	42,0	262,0	 
model simulation	simulation model	simulation model	2	4,72091812914	23,8305677763	318,572066259	2,0	9,0	 
spatial urban	urban spatial	urban spatial	2	7,86819688189	32,508057081	404,638588181	5,0	32,0	 
image processing	image processing	image processing	2	4,72091812914	23,8305677763	334,243813301	2,0	18,0	 
article full	Full article	Full article	2	9,44183625827	37,2882182116	878,679250541	6,0	20,0	 
housing market	housing markets	housing markets|&|housing market	2	6,29455750551	27,4110355806	463,58278642	4,0	21,0	 
space urban	urban space	urban space	2	6,29455750551	29,2218669289	485,597034357	3,0	16,0	 
area suburban	suburban areas	suburban areas	2	4,72091812914	21,9164001967	397,099799754	3,0	15,0	 
heat wave	heat waves	heat waves	2	4,72091812914	23,8305677763	480,655008157	2,0	11,0	 
emission factor	emission factors	emission factors	2	4,72091812914	21,9164001967	901,36192439	3,0	18,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	34,2637944757	1420,96117007	4,0	9,0	 
consumption energy	energy consumption	energy consumption	2	6,29455750551	31,7740903684	310,015561006	2,0	14,0	 
income tax	income tax	income tax	2	6,29455750551	36,1371451562	395,498664757	1,0	10,0	 
core urban	urban core	urban core	2	6,29455750551	29,2218669289	290,010773678	3,0	24,0	 
agricultural land value	value of agricultural land	value of agricultural land|&|agricultural land value	4	7,94284723159	32,7414773476	411,172748297	4,0	30,0	 
expansion urban	urban expansion	urban expansion	2	18,8836725165	71,6655054672	407,83902306	7,0	50,0	 
richness species	species richness	species richness	2	15,7363937638	65,0161141621	491,463878991	6,0	55,0	 
trafficking wildlife	wildlife trafficking	wildlife trafficking	2	4,72091812914	23,8305677763	785,622017045	2,0	10,0	 
change land-use	land-use change	land-use change	2	4,72091812914	21,9164001967	302,539463647	3,0	25,0	 
road traffic	road traffic	road traffic	2	4,72091812914	23,8305677763	667,959705804	2,0	13,0	 
forest structure urban	urban forest structure	urban forest structure|&|urban forest structures	3	9,92855903949	47,8087993897	454,213292241	2,0	12,0	 
cover vegetation	vegetation cover	vegetation cover	2	6,29455750551	31,7740903684	322,557982347	2,0	17,0	 
planning urban	urban planning	urban planning	2	12,589115011	47,7770036448	343,584046445	7,0	47,0	 
land value	land value	land value|&|land values	2	15,7363937638	65,0161141621	545,472533742	6,0	33,0	 
housing price	housing price	housing price	2	4,72091812914	23,8305677763	417,618268664	2,0	13,0	 
land price spatial urban	urban land price on land spatial	urban land price on land spatial|&|urban land price and land spatial	6	7,94284723159	43,752601676	508,595594766	1,0	8,0	 
density population	population density	population density|&|Population density	2	18,8836725165	71,6655054672	354,101366775	8,0	38,0	 
height information	height information	height information	2	4,72091812914	23,8305677763	263,077099122	2,0	18,0	 
growth structure urban	growth of urban structure	growth of urban structure|&|urban structure and growth|&|urban structure through the growth	4	5,95713542369	26,2698690752	512,556093531	3,0	15,0	 
infrastructure transport	transport infrastructure	transport infrastructure	2	4,72091812914	21,9164001967	520,446091108	3,0	9,0	 
open space	open space	open space	2	7,86819688189	39,7176129605	406,720359848	2,0	4,0	 
economic growth	economic growth	economic growth	2	14,1627543874	58,5145027459	305,057661797	5,0	38,0	 
automata cellular	cellular automata	cellular automata	2	4,72091812914	21,9164001967	349,945555121	3,0	21,0	 
plant species	plant species	plant species	2	11,0154756347	51,1382671256	292,532412289	3,0	25,0	 
growth urban	urban growth	urban growth	2	22,0309512693	71,7351507365	290,430290486	12,0	81,0	 
form spatial	spatial form	spatial form	2	4,72091812914	21,9164001967	396,140252447	3,0	22,0	 
development rapid	rapid development	rapid development	2	4,72091812914	21,9164001967	705,842724311	3,0	15,0	 
green space	green space	green space|&|green spaces	2	20,4573118929	80,7911394586	308,395230282	6,0	51,0	 
land management	land management	land management	2	6,29455750551	29,2218669289	264,051391521	3,0	17,0	 
aerial photograph	aerial photographs	aerial photographs	2	4,72091812914	21,9164001967	400,642440514	3,0	18,0	 
system transit	transit system	transit system	2	6,29455750551	29,2218669289	586,07197184	3,0	10,0	 
structure type urban	urban structure types	urban structure types	3	11,9142708474	46,4536233132	548,691401292	5,0	35,0	 
land policy	land policy	land policy	2	6,29455750551	31,7740903684	399,668897065	2,0	15,0	 
optimization structure traffic	traffic structure optimization	traffic structure optimization	3	5,95713542369	28,6852796338	1477,20201623	2,0	12,0	 
policy transportation	transportation policies	transportation policies	2	6,29455750551	31,7740903684	384,225966722	2,0	17,0	 
metropolitan spatial structure	metropolitan spatial structure	metropolitan spatial structure	3	5,95713542369	26,2698690752	718,124567345	3,0	15,0	 
agglomeration economy	agglomeration economies	agglomeration economies	2	12,589115011	49,7176242822	573,961352297	6,0	28,0	 
air quality	air quality	air quality	2	7,86819688189	39,7176129605	652,111439684	2,0	11,0	 
model regression	regression model	regression model	2	6,29455750551	27,4110355806	562,976420942	4,0	23,0	 
model surface	surface model	surface model	2	4,72091812914	21,9164001967	312,402802695	3,0	28,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	29,2218669289	321,65422057	3,0	12,0	 
distribution spatial	spatial distribution	spatial distribution	2	7,86819688189	32,508057081	379,82159516	5,0	37,0	 
image satellite	satellite images	satellite images	2	9,44183625827	37,2882182116	319,21643186	6,0	42,0	 
air temperature	air temperature	air temperature	2	4,72091812914	23,8305677763	506,171413716	2,0	16,0	 
Chinese city	Chinese cities	Chinese cities	2	11,0154756347	47,969312266	274,323715789	4,0	24,0	 
rate tax	tax rate	tax rate	2	7,86819688189	39,7176129605	347,109261957	2,0	14,0	 
function land value	land value function	land value function|&|land value functions	3	11,9142708474	57,3705592677	599,155329409	2,0	13,0	 
geographic information system	geographic information systems	geographic information systems|&|geographic information system	3	5,95713542369	26,2698690752	289,739536171	3,0	22,0	 
