stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
biodiversity change major	major changes in biodiversity	major changes in biodiversity	4	3,9714236158	17,5294229508	548,561949397	2,0	26,0	 
change land	land change	land change|&|changes in land|&|land changes	2	15,7363937638	51,3034928354	293,276821472	8,0	46,0	 
estimate parameter	parameter estimates	parameter estimates	2	4,72091812914	21,9356300324	297,774726266	2,0	16,0	 
length trip	trip lengths	trip lengths	2	4,72091812914	25,2079211232	421,323897535	1,0	5,0	 
function land	land functions	land functions	2	4,72091812914	25,2079211232	243,554822845	1,0	6,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	6,29455750551	24,884451922	372,571328366	6,0	46,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change	4	5,95713542369	26,2941344262	274,597197264	2,0	21,0	 
land model use	land use models	land use models|&|land use model	3	27,7999653106	84,1670255062	300,538389496	8,0	80,0	 
environmental sustainability	environmental sustainability	environmental sustainability	2	4,72091812914	21,9356300324	413,435744491	2,0	8,0	 
interaction transport	transport interaction	transport interaction|&|transport interactions	2	4,72091812914	20,0214624528	400,188731053	13,0	119,0	 
cultivated land	cultivated land	cultivated land	2	7,86819688189	33,3691040879	377,89062431	3,0	17,0	 
policy public transport	public transport policy	public transport policy	3	3,9714236158	17,5294229508	234,070835151	2,0	42,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	4,72091812914	21,9356300324	356,346055238	2,0	14,0	 
dynamics system	system dynamics	system dynamics	2	4,72091812914	20,0214624528	264,977948191	3,0	23,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	23,8787238676	289,778662382	3,0	18,0	 
diversity level life	diversity of life at all levels	diversity of life at all levels	6	3,9714236158	17,5294229508	476,462013302	2,0	26,0	 
computer interrelationship model review	review of computer models of the interrelationships	review of computer models of the interrelationships	7	7,94284723159	35,0588459016	302,053358534	2,0	43,0	 
accessibility issue	accessibility issues	accessibility issues	2	7,86819688189	42,013201872	1069,00093371	1,0	3,0	 
different environment world	different environments around the world	different environments around the world	5	3,9714236158	17,5294229508	374,816519406	2,0	21,0	 
approach weakness	weaknesses of each approach	weaknesses of each approach	4	6,29455750551	29,2475067098	302,053358534	2,0	43,0	 
Integrated analysis ecosystem interaction	Integrated analysis of ecosystem interactions	Integrated analysis of ecosystem interactions	5	3,9714236158	17,5294229508	359,691461063	2,0	11,0	 
interaction model transport	transport interaction model	transport interaction model|&|transport interaction models	3	13,8999826553	48,6165550476	323,896538182	6,0	63,0	 
issue special	special issue	special issue	2	6,29455750551	26,6952832703	272,718443999	3,0	23,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	43,8712600647	260,200989846	2,0	13,0	 
complementary land use	complementary land uses	complementary land uses	3	3,9714236158	17,5294229508	396,363951947	2,0	14,0	 
case city many study world	many case studies around the world of cities	many case studies around the world of cities	8	3,9714236158	17,5294229508	487,422261703	2,0	21,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	20,0214624528	330,628321276	3,0	13,0	 
consequent demand effect travel	consequent effects on travel demand	consequent effects on travel demand	5	7,94284723159	35,0588459016	302,053358534	2,0	43,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	29,2475067098	242,341775158	2,0	14,0	 
city consequent	cities and the consequent	cities and the consequent	4	6,29455750551	29,2475067098	302,053358534	2,0	43,0	 
density location	location and density	location and density|&|density and location	3	4,72091812914	20,0214624528	238,881683513	3,0	47,0	 
