stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
complex network	complex networks	complex networks	2	3,14727875276	14,6428858075	336,559172585	2,0	7,0	 
access control	access control	access control	2	4,72091812914	25,236619802	1634,00061125	1,0	1,0	 
good tool	better tools	better tools	2	3,14727875276	14,6428858075	107,981551456	2,0	22,0	 
experimental music scene	experimental music scene	experimental music scene	3	3,9714236158	20,3063465	1634,00061125	1,0	1,0	 
attractive publication	attractive publication	attractive publication	2	3,14727875276	14,6428858075	147,560173866	2,0	18,0	 
reading substitute	substitute for reading	substitute for reading	3	3,14727875276	14,6428858075	107,981551456	2,0	22,0	 
analysis network	network analysis	network analysis|&|Network analysis|&|analysis network	2	23,6045906457	71,8315204633	283,731763241	15,0	42,0	 
determination fate	fate determination	fate determination	2	3,14727875276	16,8244132014	493,907226297	1,0	3,0	 
equity health	health equity	health equity	2	4,72091812914	21,9643287112	325,203056235	2,0	1,0	 
anything datum network social	anything about social network data	anything about social network data	5	5,95713542369	23,9149375683	78,4578270937	3,0	34,0	 
measure network	network measures	network measures	2	4,72091812914	21,9643287112	219,653461515	2,0	7,0	 
demand space use	demand for space use	demand for space use	4	3,9714236158	20,3063465	197,499729781	1,0	5,0	 
concept familiar method more	concepts of more familiar methods	concepts of more familiar methods	5	5,95713542369	23,9149375683	78,4578270937	3,0	34,0	 
language specialized	specialized language	specialized language	2	4,72091812914	20,0501611316	78,4578270937	3,0	34,0	 
network planning	network planning	network planning	2	11,0154756347	51,2501003261	144,754167593	2,0	2,0	 
choice route	route choices	route choices|&|route choice	2	4,72091812914	20,0501611316	267,115258535	3,0	9,0	 
control development	development control	development control|&|control of development	2	4,72091812914	21,9643287112	1634,00061125	2,0	1,0	 
Polycentric region urban	Polycentric urban regions	Polycentric urban regions	3	3,9714236158	20,3063465	227,787449063	1,0	2,0	 
business firm service	business service firms	business service firms	3	3,9714236158	17,553565418	231,713949151	2,0	9,0	 
algorithm network	network algorithms	network algorithms	2	3,14727875276	16,8244132014	168,951807545	1,0	4,0	 
researcher statistical	researchers and statistical	researchers and statistical	3	4,72091812914	20,0501611316	78,4578270937	3,0	34,0	 
gene regulatory	gene regulatory	gene regulatory|&|regulatory genes	2	3,14727875276	14,6428858075	810,019559902	2,0	4,0	 
flower morphogenesis	flower morphogenesis	flower morphogenesis	2	4,72091812914	25,236619802	405,009779951	1,0	2,0	 
area network	area network	area network	2	3,14727875276	16,8244132014	1634,00061125	1,0	1,0	 
city more network	more network cities	more network cities|&|network of cities more	3	3,9714236158	17,553565418	313,627885668	2,0	5,0	 
due information overabundance	overabundance of information due	overabundance of information due	4	3,9714236158	17,553565418	107,981551456	2,0	22,0	 
gene network	gene network	gene network	2	4,72091812914	21,9643287112	405,009779951	2,0	2,0	 
