stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
option policy	policy options	policy options	2	6,29455750551	28,5372225503	230,566508258	4,0	32,0	 
result simulation	simulation results	simulation results|&|simulations results|&|results of simulations	2	6,29455750551	28,5372225503	270,933433936	4,0	19,0	 
sprawl urban	urban sprawl	urban sprawl	2	18,8836725165	68,3087335403	245,385123508	10,0	50,0	 
center urban	urban centers	urban centers	2	4,72091812914	24,6752080036	364,419742184	2,0	5,0	 
path planning	path planning	path planning	2	6,29455750551	32,9002773381	298,452550015	2,0	6,0	 
analysis network	network analysis	network analysis	2	4,72091812914	22,761040424	252,123099416	3,0	16,0	 
land planning use	land use planning	land use planning	3	13,8999826553	56,6828009009	195,517582005	6,0	37,0	 
efficiency energy	energy efficiency	energy efficiency	2	4,72091812914	24,6752080036	386,497867587	2,0	10,0	 
freight transportation	freight transportation	freight transportation	2	6,29455750551	28,5372225503	327,125524413	5,0	24,0	 
information transportation	transportation information	transportation information	2	4,72091812914	22,761040424	366,913185471	3,0	13,0	 
network planning	network planning	network planning	2	6,29455750551	32,9002773381	366,762519063	2,0	9,0	 
carbon tax	carbon tax	carbon tax	2	6,29455750551	32,9002773381	250,483346217	2,0	5,0	 
agriculture urban	urban agriculture	urban agriculture|&|agriculture and urban	2	4,72091812914	24,6752080036	206,851901849	2,0	13,0	 
emission vehicle	vehicle emissions	vehicle emissions	2	4,72091812914	22,761040424	255,267289204	3,0	21,0	 
algorithm solution	solution algorithm	solution algorithm	2	6,29455750551	30,3480538987	198,171113464	3,0	25,0	 
algorithm genetic	genetic algorithm	genetic algorithm	2	4,72091812914	22,761040424	271,226024364	3,0	27,0	 
equilibrium user	user equilibrium	user equilibrium	2	7,86819688189	46,5791651574	282,406032722	3,0	27,0	 
sustainable system transportation	sustainable transportation system	sustainable transportation system	3	7,94284723159	36,4475818349	292,110517591	3,0	20,0	 
length path	path length	path length	2	6,29455750551	32,9002773381	354,753275081	2,0	8,0	 
time travel	travel time	travel time|&|travel times	2	28,3255087748	102,46310031	313,289644234	11,0	71,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	204,573118929	347,8604425	275,723666096	90,0	408,0	 
land-use map	land-use map	land-use map	2	6,29455750551	30,3480538987	204,647668117	3,0	21,0	 
network sensor wireless	wireless sensor network	wireless sensor network|&|wireless sensor networks	3	13,8999826553	59,7844923938	720,074010215	4,0	16,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	118,022953228	254,779532024	316,482446421	56,0	260,0	 
land market	land markets	land markets|&|land market	2	7,86819688189	37,9350673733	361,992717647	5,0	38,0	 
central role	central role	central role	2	4,72091812914	22,761040424	196,444605996	3,0	20,0	 
change land use	land use change	land use change|&|land use changes|&|changes in land use	3	35,7428125422	120,980744006	254,542125211	14,0	107,0	 
capacity network	network capacity	network capacity	2	12,589115011	60,6961077973	233,622294052	3,0	27,0	 
co-integration relationship	co-integration relationship	co-integration relationship	2	4,72091812914	27,9474990945	260,360836826	1,0	8,0	 
model optimization	optimization model	optimization model	2	11,0154756347	47,4821071105	222,639511742	5,0	38,0	 
mode transport	transport modes	transport modes|&|transport mode	2	7,86819688189	35,6715281879	256,853417097	4,0	28,0	 
analysis system transportation	transportation system analysis	transportation system analysis	3	5,95713542369	29,7510969348	243,166696899	2,0	7,0	 
poor urban	urban poor	urban poor	2	6,29455750551	32,9002773381	229,640950503	2,0	11,0	 
life urban	urban life	urban life	2	6,29455750551	32,9002773381	455,846676364	2,0	9,0	 
maker policy	policy makers	policy makers	2	7,86819688189	33,9157907932	214,887341054	7,0	56,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	22,761040424	200,675666936	3,0	18,0	 
measure performance	performance measures	performance measures|&|measures of performance	2	6,29455750551	30,3480538987	207,767535764	3,0	30,0	 
energy transportation	transportation energy	transportation energy	2	6,29455750551	30,3480538987	356,845646679	3,0	18,0	 
design network problem	network design problem	network design problem	3	11,9142708474	51,2438506233	363,304458838	4,0	33,0	 
