stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
analysis function stability transient	function for transient stability analysis	function for transient stability analysis|&|function of transient stability analysis	5	3,9714236158	22,2768610478	195,512409258	1,0	8,0	 
excitation system	excitation system	excitation system|&|excitation systems	2	18,8836725165	66,8347913664	204,449985091	10,0	101,0	 
city system	city system	city system	2	31,4727875276	108,391641906	638,181462267	16,0	62,0	 
control method	control methods	control methods|&|control method	2	9,44183625827	42,0688627385	229,92552202	4,0	31,0	 
energy storage	energy storage	energy storage	2	12,589115011	50,9873701058	260,367660506	8,0	77,0	 
generation system	generation systems	generation systems|&|generation system	2	7,86819688189	33,3016482208	191,703500026	5,0	44,0	 
configuration network	network configuration	network configuration	2	4,72091812914	24,3067224601	224,466995421	2,0	6,0	 
distribution power	power distribution	power distribution|&|distribution of power|&|distribution power	2	6,29455750551	28,0459084924	209,487998578	4,0	34,0	 
power system voltage	power system voltage	power system voltage	3	3,9714236158	19,5240799657	191,072116208	7,0	78,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	22,3925548805	307,919564716	3,0	20,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	33,046426904	101,428944313	447,174257932	51,0	265,0	 
Power quality	Power quality	Power quality	2	6,29455750551	29,8567398407	266,486846007	3,0	16,0	 
excitation generator	generator excitation	generator excitation	2	4,72091812914	24,3067224601	192,955305177	2,0	16,0	 
city world	world city	world city	2	4,72091812914	24,3067224601	599,036293386	6,0	39,0	 
design system	system design	system design	2	6,29455750551	29,8567398407	215,04899884	3,0	18,0	 
real world	real world	real world	2	4,72091812914	22,3925548805	412,160253437	3,0	16,0	 
power stability system	power system stability	power system stability|&|stability of power system|&|stability in power system	3	47,6570833896	129,57564468	228,591713497	25,0	224,0	 
power quality	power quality	power quality	2	9,44183625827	38,2405275793	316,207922341	7,0	51,0	 
system world	world system	world system|&|system world	2	7,86819688189	37,3209248009	358,9716577	4,0	42,0	 
protection relay	relay protection	relay protection	2	4,72091812914	24,3067224601	228,783122232	2,0	7,0	 
economy world	world economy	world economy	2	4,72091812914	24,3067224601	252,38558003	2,0	6,0	 
network topology	network topology	network topology	2	7,86819688189	35,0573856154	251,951124041	6,0	30,0	 
assessment datum dose-response hazard identification	hazard identification and dose-response assessment data	hazard identification and dose-response assessment data	6	3,9714236158	19,5240799657	5003,20319285	2,0	4,0	 
analysis stability	stability analysis	stability analysis	2	7,86819688189	33,3016482208	200,409416374	15,0	130,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	22,3925548805	231,409985759	3,0	18,0	 
control signal supplementary	supplementary control signal	supplementary control signal|&|supplementary control signals	3	5,95713542369	26,8707093899	206,581839349	3,0	44,0	 
flow power program	power flow program	power flow program	3	5,95713542369	29,2861199485	214,176063423	2,0	17,0	 
power security system	power system security	power system security	3	5,95713542369	29,2861199485	250,73374982	2,0	19,0	 
communication service	communication services	communication services	2	6,29455750551	32,4089632802	194,537987377	2,0	16,0	 
design energy flywheel storage	flywheel energy storage design	flywheel energy storage design|&|design of flywheel energy storage	4	3,9714236158	19,5240799657	254,439286878	2,0	23,0	 
indices stability	stability indices	stability indices	2	6,29455750551	32,4089632802	206,634849127	2,0	9,0	 
power quality system	system power quality	system power quality|&|system for power quality	3	3,9714236158	19,5240799657	254,439286878	2,0	23,0	 
network neural	neural network	neural network|&|neural networks	2	22,0309512693	73,9572059277	194,482292562	12,0	90,0	 
network power	power network	power network|&|network power	2	15,7363937638	66,6032964416	261,825081165	7,0	59,0	 
bulk power system	bulk power system	bulk power system	3	7,94284723159	39,0481599313	448,854840109	2,0	12,0	 
phenomenon power stability system	power system stability phenomena	power system stability phenomena	4	3,9714236158	19,5240799657	196,111232553	2,0	15,0	 
plant power	power plant	power plant|&|power plants	2	12,589115011	53,2826371532	258,240750507	5,0	43,0	 
action control	control actions	control actions	2	6,29455750551	29,8567398407	192,412510982	3,0	13,0	 
city size	city size	city size	2	6,29455750551	32,4089632802	480,815096647	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	39,0481599313	436,038896474	2,0	15,0	 
feature simple structure	features of a simple structure	features of a simple structure	5	3,9714236158	19,5240799657	225,918464173	2,0	37,0	 
architectural object virtual	virtual architectural objects	virtual architectural objects	3	3,9714236158	19,5240799657	328,862928312	2,0	12,0	 
control scheme stability	stability control scheme	stability control scheme	3	5,95713542369	29,2861199485	217,257742273	2,0	14,0	 
information technology	information technology	information technology	2	6,29455750551	28,0459084924	243,035292914	4,0	25,0	 
control problem stability	stability and control problems	stability and control problems	4	3,9714236158	19,5240799657	210,325368257	2,0	12,0	 
harmonic system	system harmonic	system harmonic|&|system harmonics	2	6,29455750551	32,4089632802	194,323753402	3,0	14,0	 
current transformer	current transformers	current transformers	2	4,72091812914	24,3067224601	417,586854215	2,0	3,0	 
control power stability system	power system stability control	power system stability control	4	7,94284723159	39,0481599313	231,269058997	2,0	13,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	47,6570833896	141,552557346	241,637731311	15,0	123,0	 
international standard	international standards	international standards	2	4,72091812914	22,3925548805	338,568872913	3,0	13,0	 
management network	network management	network management	2	9,44183625827	44,7851097611	299,815992278	3,0	8,0	 
energy flywheel storage	flywheel energy storage	flywheel energy storage	3	11,9142708474	58,572239897	345,211190932	2,0	23,0	 
control system	control system	control system|&|system control|&|control systems	2	26,7518693984	94,6826211024	252,335594824	13,0	93,0	 
city system world	world city system	world city system	3	9,92855903949	41,9282472089	569,638740955	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	21,8428298869	74,5291330967	203,19605335	9,0	38,0	 
area power system	area power system	area power system	3	7,94284723159	35,8276125199	289,24977725	3,0	22,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	32,4089632802	672,874422565	2,0	12,0	 
converter power	power converter	power converter	2	7,86819688189	40,5112041002	244,774900193	2,0	21,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	31,7713889264	105,058561857	238,384789953	11,0	107,0	 
environment network system	system network environment	system network environment	3	5,95713542369	29,2861199485	558,474471771	2,0	7,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	26,8707093899	7005,68359195	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	22,3925548805	7005,68359195	3,0	5,0	 
assessment stability voltage	voltage stability assessment	voltage stability assessment	3	5,95713542369	29,2861199485	193,808919839	3,0	43,0	 
analysis power system	power system analysis	power system analysis	3	19,857118079	72,744137638	369,602332258	9,0	58,0	 
structure system	system structure	system structure|&|structure system	2	9,44183625827	42,0688627385	220,022105436	4,0	27,0	 
dynamic response system	dynamic response of the system	dynamic response of the system|&|dynamic system response	5	5,95713542369	26,8707093899	233,395629346	3,0	29,0	 
effectiveness robustness	effectiveness and robustness	effectiveness and robustness|&|robustness and effectiveness	3	6,29455750551	28,0459084924	194,861581954	4,0	58,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	39,0481599313	321,464729329	2,0	8,0	 
system transmission	transmission system	transmission system	2	4,72091812914	22,3925548805	316,63114174	3,0	20,0	 
index stability voltage	voltage stability index	voltage stability index	3	5,95713542369	26,8707093899	212,98267058	3,0	19,0	 
power stability system voltage	power system voltage stability	power system voltage stability|&|voltage stability of power system|&|voltage stability of a power system	4	21,8428298869	83,3856384782	201,603867884	6,0	77,0	 
stability system	system stability	system stability	2	14,1627543874	55,177593152	244,637389738	26,0	222,0	 
Power stabilizer system	Power system stabilizers	Power system stabilizers|&|Power system stabilizer	3	7,94284723159	33,5425977671	215,591470477	4,0	53,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	22,3925548805	214,839753914	13,0	133,0	 
configuration system	system configuration	system configuration	2	6,29455750551	29,8567398407	205,014359287	3,0	21,0	 
simulation system	system simulation	system simulation	2	4,72091812914	22,3925548805	437,658796348	5,0	28,0	 
machine synchronous	synchronous machine	synchronous machine	2	4,72091812914	22,3925548805	234,601974031	3,0	26,0	 
planning power system	power system planning	power system planning	3	19,857118079	75,8051258893	193,005097176	6,0	40,0	 
power simulation system	power system simulation	power system simulation	3	9,92855903949	41,9282472089	420,804956196	4,0	24,0	 
