stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	15,7363937638	63,0214994119	389,621309821	7,0	39,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	96,1078772959	1080,80519591	3,0	11,0	 
environment urban	urban environment	urban environment|&|urban environments	2	22,0309512693	74,8763508256	284,641943633	11,0	60,0	 
city structure	city structure	city structure|&|structure of a city|&|structure of cities	2	12,589115011	50,4171995295	339,691985096	6,0	28,0	 
center city	city center	city center	2	7,86819688189	32,9452916106	584,25742986	5,0	31,0	 
result simulation	simulation results	simulation results	2	4,72091812914	22,1787409144	282,957818232	3,0	17,0	 
heat island	heat islands	heat islands|&|heat island	2	6,29455750551	29,5716545526	585,462736645	3,0	21,0	 
spatial variation	spatial variation	spatial variation	2	4,72091812914	24,092908494	429,128033346	2,0	11,0	 
metric spatial	spatial metrics	spatial metrics	2	9,44183625827	48,1858169881	273,887439631	2,0	16,0	 
public space	public spaces	public spaces|&|public space	2	6,29455750551	29,5716545526	336,859251885	3,0	13,0	 
gravity model	gravity model	gravity model	2	4,72091812914	24,092908494	376,057552925	2,0	12,0	 
green space urban	urban green space	urban green space|&|urban green spaces	3	19,857118079	74,9057819363	285,423724898	6,0	53,0	 
expansion land urban	urban land expansion	urban land expansion	3	7,94284723159	35,4678749387	302,088498855	3,0	20,0	 
enforcement law	law enforcement	law enforcement	2	4,72091812914	24,092908494	555,228391009	2,0	10,0	 
population size	population size	population size	2	7,86819688189	36,9645681907	440,70453316	3,0	16,0	 
development process	development process	development process|&|processes of development|&|development processes	2	6,29455750551	29,5716545526	267,047141153	3,0	15,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	99,2855903949	202,308019798	453,946882988	36,0	179,0	 
density housing	housing density	housing density	2	6,29455750551	29,5716545526	318,230638215	3,0	26,0	 
city model	city model	city model	2	6,29455750551	27,7608232042	590,92430246	4,0	22,0	 
forest urban	urban forests	urban forests	2	4,72091812914	24,092908494	401,695956598	2,0	20,0	 
land space	land space	land space|&|space land	2	4,72091812914	24,092908494	361,474710603	2,0	19,0	 
bird community	bird communities	bird communities|&|bird community	2	12,589115011	64,2477559841	423,266577174	3,0	33,0	 
demand elasticity housing price	price elasticity of demand for housing	price elasticity of demand for housing	6	5,95713542369	29,0163167626	598,015567981	2,0	13,0	 
system transportation	transportation system	transportation system	2	9,44183625827	41,6412348063	344,981264463	4,0	18,0	 
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	24,092908494	319,314458989	2,0	16,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	40,1548474901	1301,97465309	2,0	11,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	42,4882631622	119,003335062	284,548929663	20,0	128,0	 
system urban	urban system	urban system	2	11,0154756347	46,1234082549	304,833404066	5,0	20,0	 
bird community structure	bird community structure	bird community structure|&|structure of the bird community	3	5,95713542369	29,0163167626	450,328748105	2,0	26,0	 
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	40,9146237858	114,595804134	299,19274408	22,0	158,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	24,092908494	321,352737488	2,0	10,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	29,5716545526	317,098426999	3,0	12,0	 
master plan	master plan	master plan	2	6,29455750551	32,123877992	347,765206414	2,0	8,0	 
activity economic	economic activity	economic activity	2	7,86819688189	34,7010290053	277,698352017	6,0	52,0	 
land urban value	urban land value	urban land value|&|value of urban land	3	5,95713542369	26,600906204	366,820628146	3,0	20,0	 
change climate	climate change	climate change	2	7,86819688189	40,1548474901	559,955173656	2,0	3,0	 
form urban	urban form	urban form	2	18,8836725165	72,7148683382	315,499858054	7,0	41,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	22,1787409144	354,734921226	3,0	14,0	 
cost transportation	transportation costs	transportation costs	2	4,72091812914	22,1787409144	322,043009959	3,0	20,0	 
land price	land price	land price|&|land prices|&|price of land	2	28,3255087748	98,969303253	377,674710499	10,0	62,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|analysis model|&|model analysis	3	7,86819688189	34,7010290053	321,329484895	4,0	21,0	 
area green	green areas	green areas	2	6,29455750551	29,5716545526	349,504947916	3,0	28,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	56,2167864861	419,107326953	2,0	8,0	 
economics urban	urban economics	urban economics	2	4,72091812914	22,1787409144	410,165306863	3,0	11,0	 
demand land	land demand	land demand|&|demand for land	2	6,29455750551	29,5716545526	376,876299452	3,0	25,0	 
land market urban	urban land market	urban land market|&|urban land markets	3	19,857118079	74,9057819363	343,463932364	6,0	42,0	 
structure urban	urban structure	urban structure|&|Urban structure|&|urban structures	2	88,1238050772	195,023734495	329,363712952	42,0	253,0	 
entropy information	information entropy	information entropy	2	12,589115011	72,9738655597	294,050371975	1,0	5,0	 
spatial urban	urban spatial	urban spatial	2	11,0154756347	42,4170065306	491,881556164	7,0	42,0	 
