stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	15,7363937638	63,3223956493	407,656430841	7,0	38,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	96,4990424045	701,012729844	3,0	10,0	 
environment urban	urban environment	urban environment|&|urban environments	2	22,0309512693	75,297605558	297,336436325	11,0	61,0	 
city structure	city structure	city structure|&|structure of a city|&|structure of cities	2	12,589115011	50,6579165194	356,17179569	6,0	27,0	 
center city	city center	city center	2	7,86819688189	33,0957397293	622,54191451	5,0	30,0	 
result simulation	simulation results	simulation results	2	4,72091812914	22,2690097856	281,449041902	3,0	17,0	 
heat island	heat islands	heat islands|&|heat island	2	6,29455750551	29,6920130475	587,276751353	3,0	21,0	 
public space	public spaces	public spaces|&|public space	2	6,29455750551	29,6920130475	472,480214768	3,0	13,0	 
ecological land urban	urban ecological land	urban ecological land	3	5,95713542369	29,130223396	346,629001097	2,0	20,0	 
gravity model	gravity model	gravity model	2	4,72091812914	24,1831773652	350,180321576	2,0	12,0	 
green space urban	urban green space	urban green space|&|urban green spaces	3	21,8428298869	79,4469307091	280,836542271	7,0	65,0	 
enforcement law	law enforcement	law enforcement	2	4,72091812914	24,1831773652	513,43776816	2,0	9,0	 
population size	population size	population size	2	7,86819688189	37,1150163094	452,177744765	3,0	16,0	 
development process	development process	development process|&|processes of development|&|development processes	2	6,29455750551	29,6920130475	266,835866299	3,0	15,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	99,2855903949	204,206463687	436,925603259	36,0	179,0	 
density housing	housing density	housing density	2	6,29455750551	29,6920130475	366,032790925	3,0	26,0	 
energy use	energy use	energy use	2	7,86819688189	40,3052956087	297,664990865	2,0	18,0	 
city model	city model	city model	2	6,29455750551	27,8811816992	592,186282184	4,0	22,0	 
forest urban	urban forests	urban forests	2	6,29455750551	29,6920130475	354,408416425	3,0	32,0	 
land space	land space	land space|&|space land	2	4,72091812914	24,1831773652	332,508205554	2,0	19,0	 
bird community	bird communities	bird communities|&|bird community	2	12,589115011	64,488472974	365,58078157	3,0	30,0	 
demand elasticity housing price	price elasticity of demand for housing	price elasticity of demand for housing	6	5,95713542369	29,130223396	599,497465837	2,0	13,0	 
system transportation	transportation system	transportation system	2	9,44183625827	41,8217725488	321,620699464	4,0	19,0	 
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	24,1831773652	346,541400229	2,0	15,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	40,3052956087	1302,51570086	2,0	11,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	42,4882631622	119,815754903	296,599664555	20,0	128,0	 
system urban	urban system	urban system	2	11,0154756347	46,334035621	308,651452165	5,0	21,0	 
analysis theoretical	theoretical analysis	theoretical analysis	2	6,29455750551	29,6920130475	276,298340705	3,0	14,0	 
bird community structure	bird community structure	bird community structure|&|structure of the bird community	3	5,95713542369	29,130223396	447,580476175	2,0	24,0	 
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	42,4882631622	117,742745568	303,876969668	23,0	171,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	24,1831773652	322,581010885	2,0	10,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	29,6920130475	314,359307014	3,0	12,0	 
development sustainable urban	urban sustainable development	urban sustainable development|&|sustainable urban development	3	7,94284723159	33,3347356971	287,928587181	4,0	42,0	 
master plan	master plan	master plan	2	6,29455750551	32,244236487	291,764404348	2,0	8,0	 
activity economic	economic activity	economic activity	2	7,86819688189	34,851477124	280,428186749	6,0	52,0	 
ecosystem service	ecosystem services	ecosystem services	2	37,7673450331	151,973749558	436,629817412	6,0	46,0	 
land urban value	urban land value	urban land value|&|value of urban land	3	5,95713542369	26,7148128374	338,391343848	3,0	21,0	 
change climate	climate change	climate change	2	7,86819688189	40,3052956087	558,93055769	2,0	3,0	 
form urban	urban form	urban form	2	18,8836725165	73,0759438231	361,894299606	7,0	40,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	22,2690097856	358,174778786	3,0	15,0	 
cost transportation	transportation costs	transportation costs	2	4,72091812914	22,2690097856	343,462689856	3,0	19,0	 
land price	land price	land price|&|land prices|&|price of land	2	28,3255087748	99,5109164803	384,445299848	10,0	61,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|analysis model|&|model analysis	3	7,86819688189	34,851477124	321,789598451	4,0	21,0	 
area green	green areas	green areas	2	6,29455750551	29,6920130475	333,218344191	3,0	26,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	56,4274138522	429,64832769	2,0	8,0	 
demand land	land demand	land demand|&|demand for land	2	6,29455750551	29,6920130475	348,876436854	3,0	26,0	 
land market urban	urban land market	urban land market|&|urban land markets	3	19,857118079	75,2854707141	313,226129442	6,0	43,0	 
ecological land	ecological land	ecological land	2	7,86819688189	37,1150163094	339,562458213	3,0	21,0	 
structure urban	urban structure	urban structure|&|Urban structure|&|urban structures	2	88,1238050772	196,708753424	333,48958875	42,0	252,0	 
entropy information	information entropy	information entropy	2	12,589115011	73,2145825496	319,515052809	1,0	6,0	 
spatial urban	urban spatial	urban spatial	2	11,0154756347	42,6276338968	531,383440801	7,0	40,0	 
image processing	image processing	image processing	2	4,72091812914	24,1831773652	334,586518636	2,0	18,0	 
article full	Full article	Full article	2	9,44183625827	37,9934373896	738,882407044	6,0	18,0	 
housing market	housing market	housing market|&|housing markets	2	22,0309512693	79,7185718709	510,744564312	9,0	38,0	 
space urban	urban space	urban space	2	6,29455750551	29,6920130475	518,303677288	3,0	15,0	 
area suburban	suburban areas	suburban areas	2	4,72091812914	22,2690097856	372,151826392	3,0	16,0	 
heat wave	heat waves	heat waves	2	4,72091812914	24,1831773652	485,444982622	2,0	11,0	 
emission factor	emission factors	emission factors	2	4,72091812914	22,2690097856	1051,85955006	3,0	17,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	34,851477124	356,2924857	4,0	9,0	 
consumption energy	energy consumption	energy consumption	2	6,29455750551	32,244236487	352,608989457	2,0	14,0	 
income tax	income tax	income tax	2	6,29455750551	36,6072912748	355,107293033	1,0	10,0	 
core urban	urban core	urban core	2	6,29455750551	29,6920130475	319,718771107	3,0	22,0	 
agricultural land value	value of agricultural land	value of agricultural land|&|agricultural land value	4	7,94284723159	33,3347356971	412,455328761	4,0	30,0	 
expansion urban	urban expansion	urban expansion	2	18,8836725165	73,0759438231	334,877439957	7,0	51,0	 
function land rent	land rent function	land rent function	3	7,94284723159	38,8402978613	292,025005933	2,0	14,0	 
richness species	species richness	species richness	2	15,7363937638	66,1914794586	485,480437701	6,0	52,0	 
development economic	economic development	economic development	2	6,29455750551	27,8811816992	331,960535557	4,0	26,0	 
open space	open space	open space	2	7,86819688189	40,3052956087	408,579563591	2,0	4,0	 
change land-use	land-use change	land-use change	2	4,72091812914	22,2690097856	275,894351855	3,0	25,0	 
road traffic	road traffic	road traffic	2	4,72091812914	24,1831773652	743,724618439	2,0	12,0	 
forest structure urban	urban forest structure	urban forest structure|&|urban forest structures	3	9,92855903949	48,5503723266	448,056059018	2,0	14,0	 
planning urban	urban planning	urban planning	2	15,7363937638	56,9418370506	354,123880918	9,0	57,0	 
land value	land value	land value|&|land values	2	22,0309512693	85,2552677936	583,03208435	8,0	39,0	 
city monocentric	monocentric city	monocentric city	2	4,72091812914	22,2690097856	569,921001737	3,0	19,0	 
housing price	housing price	housing price	2	4,72091812914	24,1831773652	362,114436252	2,0	14,0	 
land price spatial urban	urban land price on land spatial	urban land price on land spatial|&|urban land price and land spatial	6	7,94284723159	44,3458600255	468,277694084	1,0	8,0	 
growth structure urban	growth of urban structure	growth of urban structure|&|urban structure and growth|&|urban structure through the growth	4	5,95713542369	26,7148128374	518,625092128	3,0	15,0	 
infrastructure transport	transport infrastructure	transport infrastructure	2	4,72091812914	22,2690097856	507,759959205	3,0	9,0	 
land tenure	land tenure	land tenure	2	6,29455750551	32,244236487	294,839253876	2,0	19,0	 
trafficking wildlife	wildlife trafficking	wildlife trafficking	2	4,72091812914	24,1831773652	969,598068696	2,0	9,0	 
economic growth	economic growth	economic growth	2	14,1627543874	59,5723315128	346,231754901	5,0	36,0	 
automata cellular	cellular automata	cellular automata	2	4,72091812914	22,2690097856	281,352955041	3,0	22,0	 
plant species	plant species	plant species	2	11,0154756347	51,9610228332	320,073847588	3,0	23,0	 
form spatial	spatial form	spatial form	2	4,72091812914	22,2690097856	529,402878154	3,0	21,0	 
air quality	air quality	air quality	2	7,86819688189	40,3052956087	694,496840352	2,0	11,0	 
system transit	transit system	transit system	2	6,29455750551	29,6920130475	473,684301025	3,0	9,0	 
structure type urban	urban structure types	urban structure types	3	11,9142708474	47,3435108374	526,687554364	5,0	35,0	 
land policy	land policy	land policy	2	6,29455750551	32,244236487	338,61100451	2,0	16,0	 
