stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
excitation system	excitation system	excitation system	2	7,86819688189	31,9249609656	203,901771016	4,0	26,0	 
city system	city system	city system	2	31,4727875276	95,8619433065	418,707223641	16,0	62,0	 
information power system	power system information	power system information	3	3,9714236158	17,9430080358	265,397388683	2,0	12,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	7,86819688189	34,1885001511	122,966603935	3,0	23,0	 
calculation result	calculation results	calculation results	2	4,72091812914	20,5131000906	272,875509476	3,0	12,0	 
bulk power system	bulk power system	bulk power system	3	3,9714236158	20,6957891179	218,209475144	1,0	6,0	 
energy storage	energy storage	energy storage	2	17,3100331402	75,2147003323	140,720928968	3,0	21,0	 
grid power	power grid	power grid	2	4,72091812914	20,5131000906	183,320496442	3,0	14,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	20,5131000906	178,203940195	3,0	23,0	 
inverse network neural system	neural network inverse system	neural network inverse system	4	5,95713542369	31,0436836768	116,279625734	1,0	9,0	 
agent negotiation process	negotiation process between agents	negotiation process between agents	4	3,9714236158	17,9430080358	239,715368878	2,0	14,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	34,6200662803	92,4762255827	234,394034226	46,0	189,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	20,6957891179	337,932779402	1,0	5,0	 
network power quality	network power quality	network power quality|&|power quality in a network	3	5,95713542369	26,9145120536	267,695465895	2,0	13,0	 
Power quality	Power quality	Power quality	2	4,72091812914	22,4272676702	196,156803233	2,0	8,0	 
area network	area network	area network	2	17,3100331402	82,2333147909	243,4426518	2,0	9,0	 
city world	world city	world city	2	4,72091812914	22,4272676702	312,372986093	6,0	38,0	 
design system	system design	system design	2	4,72091812914	22,4272676702	285,836531429	2,0	12,0	 
real world	real world	real world	2	4,72091812914	20,5131000906	466,732744823	3,0	15,0	 
design network system	system network design	system network design	3	3,9714236158	17,9430080358	351,346655376	2,0	4,0	 
network planning	network planning	network planning	2	7,86819688189	34,1885001511	226,374542899	4,0	16,0	 
power quality	power quality	power quality	2	9,44183625827	36,2030682851	302,430040027	6,0	33,0	 
system world	world system	world system|&|system world	2	7,86819688189	34,1885001511	157,365529288	4,0	40,0	 
protection relay	relay protection	relay protection	2	4,72091812914	22,4272676702	130,336785259	2,0	6,0	 
response system	system response	system response|&|system responses	2	9,44183625827	38,3099531587	142,217906205	4,0	28,0	 
frequency power system	power system frequency	power system frequency|&|frequency power system	3	3,9714236158	17,9430080358	149,030171647	2,0	13,0	 
economy world	world economy	world economy	2	4,72091812914	22,4272676702	153,266532837	2,0	6,0	 
assignment mode-split model	mode-split assignment model	mode-split assignment model|&|mode-split assignment models	3	3,9714236158	20,6957891179	339,084589564	1,0	3,0	 
network topology	network topology	network topology	2	4,72091812914	20,5131000906	260,01438295	5,0	25,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	30,1692235709	151,036109476	5,0	36,0	 
expert system	expert system	expert system	2	4,72091812914	20,5131000906	155,6087232	3,0	18,0	 
distribution network system	distribution system network	distribution system network|&|system in the distribution network	3	3,9714236158	17,9430080358	180,837774815	2,0	13,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	20,5131000906	202,115252043	3,0	17,0	 
configuration network	network configuration	network configuration	2	4,72091812914	22,4272676702	167,761171088	2,0	6,0	 
relay system	relay systems	relay systems	2	4,72091812914	20,5131000906	363,396290381	3,0	9,0	 
city international role system	role of cities in the international system	role of cities in the international system	7	3,9714236158	17,9430080358	264,819998671	2,0	21,0	 
network neural	neural network	neural network|&|neural networks	2	15,7363937638	52,9422849617	125,230192582	8,0	55,0	 
network power	power network	power network|&|network power	2	14,1627543874	57,4649297381	139,168226349	5,0	34,0	 
dynamic power system	power system dynamic	power system dynamic	3	5,95713542369	26,9145120536	188,676221641	3,0	14,0	 
logic power stabilizer system	logic power system stabilizer	logic power system stabilizer	4	3,9714236158	17,9430080358	237,347092668	2,0	10,0	 
plant power	power plant	power plant|&|power plants	2	9,44183625827	41,0262001813	114,918736076	3,0	19,0	 
city size	city size	city size	2	6,29455750551	29,9030235603	260,616743114	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	35,8860160715	168,595593362	2,0	15,0	 
modern power system	modern power systems	modern power systems	3	5,95713542369	24,499101495	195,851256686	3,0	16,0	 
information technology	information technology	information technology	2	4,72091812914	20,5131000906	326,889350068	3,0	13,0	 
assessment risk	risk assessment	risk assessment	2	6,29455750551	34,2660783481	149,06776006	1,0	11,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics	3	5,95713542369	26,9145120536	249,261499267	3,0	12,0	 
bus system	bus system	bus system	2	4,72091812914	20,5131000906	127,753536828	3,0	24,0	 
data model	data model	data model|&|model data	2	6,29455750551	29,9030235603	207,021648908	2,0	5,0	 
flow power	power flow	power flow	2	7,86819688189	34,1885001511	126,482245728	4,0	26,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	27,7999653106	90,7742891837	309,428228671	8,0	47,0	 
international standard	international standards	international standards	2	4,72091812914	20,5131000906	249,542329407	3,0	12,0	 
network structure	network structure	network structure	2	7,86819688189	34,1885001511	137,455955915	3,0	16,0	 
management network	network management	network management	2	9,44183625827	41,0262001813	251,159074085	3,0	8,0	 
effector function	effector function	effector function	2	4,72091812914	25,6995587611	367,647646937	1,0	3,0	 
communication network	communication network	communication network|&|network communication	2	4,72091812914	22,4272676702	177,295841647	3,0	23,0	 
control system	control system	control system|&|control systems|&|system control	2	15,7363937638	60,3384471419	153,590577303	5,0	29,0	 
analysis dynamic power system	power system dynamic analysis	power system dynamic analysis|&|dynamic analysis in power system	4	7,94284723159	41,3915782357	137,275440256	1,0	6,0	 
city system world	world city system	world city system	3	9,92855903949	37,9755673841	296,453542568	4,0	35,0	 
