stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
analysis function stability transient	function for transient stability analysis	function for transient stability analysis|&|function of transient stability analysis	5	3,9714236158	22,1879448647	192,823679872	1,0	8,0	 
excitation system	excitation system	excitation system|&|excitation systems	2	18,8836725165	66,4120049189	196,407693995	10,0	102,0	 
city system	city system	city system	2	31,4727875276	107,686997827	623,716183944	16,0	62,0	 
control method	control methods	control methods|&|control method	2	9,44183625827	41,8574695148	252,768134333	4,0	30,0	 
energy storage	energy storage	energy storage	2	9,44183625827	39,7505846412	259,485959778	7,0	71,0	 
generation system	generation systems	generation systems|&|generation system	2	7,86819688189	33,125487201	193,877384212	5,0	44,0	 
configuration network	network configuration	network configuration	2	4,72091812914	24,2010258482	263,43614626	2,0	5,0	 
distribution power	power distribution	power distribution|&|distribution of power|&|distribution power	2	6,29455750551	27,9049796765	202,160249146	4,0	35,0	 
power system voltage	power system voltage	power system voltage	3	3,9714236158	19,4351637826	216,825738316	7,0	78,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	22,2868582686	317,915168788	3,0	20,0	 
issue stability	stability issues	stability issues	2	4,72091812914	24,2010258482	228,559617011	2,0	15,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	33,046426904	100,68906803	437,035777799	51,0	264,0	 
network power quality	network power quality	network power quality|&|power quality in a network	3	5,95713542369	29,1527456739	192,727368103	2,0	16,0	 
Power quality	Power quality	Power quality	2	6,29455750551	29,7158110249	245,543592625	3,0	15,0	 
city world	world city	world city	2	4,72091812914	24,2010258482	585,481431616	6,0	39,0	 
design system	system design	system design	2	6,29455750551	29,7158110249	198,266879521	3,0	19,0	 
real world	real world	real world	2	4,72091812914	22,2868582686	404,294523298	3,0	16,0	 
power stability system	power system stability	power system stability|&|stability of power system|&|stability in power system	3	49,6427951974	133,863177587	218,032531736	23,0	216,0	 
power quality	power quality	power quality	2	9,44183625827	38,0291343556	319,376795572	7,0	52,0	 
system world	world system	world system|&|system world	2	7,86819688189	37,1447637811	355,242554937	4,0	42,0	 
protection relay	relay protection	relay protection	2	4,72091812914	24,2010258482	221,754243456	2,0	7,0	 
economy world	world economy	world economy	2	4,72091812914	24,2010258482	249,058026613	2,0	6,0	 
network topology	network topology	network topology	2	7,86819688189	34,8812245956	236,513750549	6,0	31,0	 
assessment datum dose-response hazard identification	hazard identification and dose-response assessment data	hazard identification and dose-response assessment data	6	3,9714236158	19,4351637826	4897,60326158	2,0	4,0	 
analysis stability	stability analysis	stability analysis	2	7,86819688189	33,125487201	199,090348932	15,0	129,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	22,2868582686	232,477519206	3,0	18,0	 
control signal supplementary	supplementary control signal	supplementary control signal|&|supplementary control signals	3	5,95713542369	26,7373351153	201,090726783	3,0	44,0	 
flow power program	power flow program	power flow program	3	5,95713542369	29,1527456739	193,571682745	2,0	16,0	 
power security system	power system security	power system security	3	5,95713542369	29,1527456739	232,212982286	2,0	19,0	 
communication service	communication services	communication services	2	6,29455750551	32,2680344643	192,642227844	2,0	16,0	 
design energy flywheel storage	flywheel energy storage design	flywheel energy storage design|&|design of flywheel energy storage	4	3,9714236158	19,4351637826	249,579853814	2,0	23,0	 
indices stability	stability indices	stability indices	2	6,29455750551	32,2680344643	204,073704461	2,0	9,0	 
power quality system	system power quality	system power quality|&|system for power quality	3	3,9714236158	19,4351637826	249,579853814	2,0	23,0	 
network neural	neural network	neural network|&|neural networks	2	18,8836725165	66,4120049189	216,814859422	10,0	75,0	 
network power	power network	power network|&|network power	2	15,7363937638	66,2509744019	249,98220728	7,0	60,0	 
bulk power system	bulk power system	bulk power system	3	7,94284723159	38,8703275652	439,738168895	2,0	12,0	 
phenomenon power stability system	power system stability phenomena	power system stability phenomena	4	3,9714236158	19,4351637826	196,790782817	2,0	15,0	 
plant power	power plant	power plant|&|power plants	2	12,589115011	53,0007795215	252,783702803	5,0	43,0	 
control stability	stability control	stability control|&|stability controls	2	6,29455750551	29,7158110249	265,679453517	4,0	28,0	 
city size	city size	city size	2	6,29455750551	32,2680344643	470,557533864	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	38,8703275652	425,909508076	2,0	15,0	 
feature simple structure	features of a simple structure	features of a simple structure	5	3,9714236158	19,4351637826	219,788484267	2,0	37,0	 
architectural object virtual	virtual architectural objects	virtual architectural objects	3	3,9714236158	19,4351637826	323,211546849	2,0	12,0	 
control scheme stability	stability control scheme	stability control scheme	3	5,95713542369	29,1527456739	430,327619169	2,0	15,0	 
information technology	information technology	information technology	2	6,29455750551	27,9049796765	361,652399136	4,0	25,0	 
control stability system	system stability control	system stability control|&|stability control system	3	5,95713542369	29,1527456739	216,282606122	2,0	15,0	 
control problem stability	stability and control problems	stability and control problems	4	3,9714236158	19,4351637826	205,639552831	2,0	12,0	 
collapse voltage	voltage collapse	voltage collapse	2	6,29455750551	29,7158110249	193,658110634	3,0	35,0	 
problem stability	stability problems	stability problems|&|stability problem	2	11,0154756347	44,3673234148	193,989710406	8,0	60,0	 
current transformer	current transformers	current transformers	2	4,72091812914	24,2010258482	408,80363666	2,0	3,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	47,6570833896	140,485563149	234,114963571	15,0	123,0	 
international standard	international standards	international standards	2	4,72091812914	22,2868582686	332,86410176	3,0	13,0	 
management network	network management	network management	2	9,44183625827	44,5737165373	679,688971329	3,0	8,0	 
energy flywheel storage	flywheel energy storage	flywheel energy storage	3	11,9142708474	58,3054913479	338,356447548	2,0	23,0	 
