stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
excitation system	excitation system	excitation system	2	11,0154756347	40,7602354419	145,533386425	6,0	57,0	 
city system	city system	city system	2	31,4727875276	97,3810321897	478,585182633	16,0	63,0	 
information power system	power system information	power system information	3	3,9714236158	18,1346957107	307,353280719	2,0	12,0	 
calculation result	calculation results	calculation results	2	4,72091812914	20,7409634231	188,288501041	3,0	12,0	 
bulk power system	bulk power system	bulk power system	3	3,9714236158	20,8874767928	243,603388701	1,0	6,0	 
energy storage	energy storage	energy storage	2	17,3100331402	76,0501992181	138,354888585	3,0	21,0	 
result simulation	simulation results	simulation results|&|Simulation results	2	12,589115011	44,6425055819	150,61128769	7,0	48,0	 
distribution power	power distribution	power distribution|&|distribution of power	2	4,72091812914	20,7409634231	174,899341427	3,0	22,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	20,7409634231	158,757347235	3,0	19,0	 
agent negotiation process	negotiation process between agents	negotiation process between agents	4	3,9714236158	18,1346957107	279,381753986	2,0	14,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	34,6200662803	94,1472233542	296,678937751	47,0	189,0	 
bus infinite machine power single system	single machine infinite bus power system	single machine infinite bus power system	6	3,9714236158	18,1346957107	163,218407582	2,0	33,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	20,8874767928	390,513325083	1,0	5,0	 
network power quality	network power quality	network power quality|&|power quality in a network	3	5,95713542369	27,202043566	173,804814858	2,0	13,0	 
Power quality	Power quality	Power quality	2	4,72091812914	22,6551310027	213,663446571	2,0	8,0	 
area network	area network	area network	2	17,3100331402	83,0688136766	282,157476742	2,0	9,0	 
city world	world city	world city	2	4,72091812914	22,6551310027	349,538783724	6,0	39,0	 
network observability	network observability	network observability	2	6,29455750551	30,2068413369	135,288042841	2,0	12,0	 
real world	real world	real world	2	4,72091812914	20,7409634231	529,885103498	3,0	15,0	 
network planning	network planning	network planning	2	7,86819688189	34,5682723719	264,012470228	4,0	16,0	 
power quality	power quality	power quality	2	9,44183625827	36,6587949501	301,255794553	6,0	33,0	 
system world	world system	world system|&|system world	2	7,86819688189	34,5682723719	180,3369888	4,0	40,0	 
protection relay	relay protection	relay protection	2	4,72091812914	22,6551310027	135,111156587	2,0	6,0	 
response system	system response	system response|&|system responses	2	9,44183625827	38,7656798237	135,46180529	4,0	27,0	 
economy world	world economy	world economy	2	4,72091812914	22,6551310027	176,863953623	2,0	6,0	 
network topology	network topology	network topology	2	4,72091812914	20,7409634231	304,227505993	5,0	25,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	30,5489957917	139,702344094	5,0	34,0	 
expert system	expert system	expert system	2	4,72091812914	20,7409634231	180,891898563	3,0	18,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	20,7409634231	226,009895825	3,0	18,0	 
control signal supplementary	supplementary control signal	supplementary control signal|&|supplementary control signals	3	3,9714236158	18,1346957107	163,218407582	2,0	33,0	 
configuration network	network configuration	network configuration	2	4,72091812914	22,6551310027	194,33189587	2,0	6,0	 
relay system	relay systems	relay systems	2	4,72091812914	20,7409634231	422,566844568	3,0	9,0	 
methodology new	new methodology	new methodology	2	4,72091812914	22,6551310027	179,095753688	2,0	6,0	 
network neural	neural network	neural network|&|neural networks	2	15,7363937638	53,7018294033	139,095793836	8,0	51,0	 
grid power	power grid	power grid	2	11,0154756347	45,226626461	219,234979912	4,0	17,0	 
network power	power network	power network|&|network power	2	14,1627543874	58,1485197355	146,892601872	5,0	34,0	 
dynamic power system	power system dynamic	power system dynamic	3	5,95713542369	27,202043566	183,046781325	3,0	14,0	 
logic power stabilizer system	logic power system stabilizer	logic power system stabilizer	4	3,9714236158	18,1346957107	347,155289624	2,0	8,0	 
communication network system	communication network system	communication network system|&|system communication network	3	3,9714236158	18,1346957107	205,186209366	2,0	16,0	 
plant power	power plant	power plant|&|power plants	2	9,44183625827	41,4819268462	139,782825171	3,0	20,0	 
city size	city size	city size	2	6,29455750551	30,2068413369	300,065779718	2,0	4,0	 
error identification topology	topology error identification	topology error identification	3	7,94284723159	36,2693914214	196,344971482	2,0	15,0	 
modern power system	modern power systems	modern power systems	3	5,95713542369	24,7866330075	230,080729653	3,0	16,0	 
information technology	information technology	information technology	2	4,72091812914	20,7409634231	378,544076526	3,0	13,0	 
assessment risk	risk assessment	risk assessment	2	6,29455750551	34,5698961248	174,142464179	1,0	11,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics	3	5,95713542369	27,202043566	280,819657748	3,0	12,0	 
data model	data model	data model|&|model data	2	6,29455750551	30,2068413369	348,267932403	2,0	6,0	 
flow power	power flow	power flow	2	7,86819688189	34,5682723719	132,739568396	4,0	26,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	31,7713889264	93,9434878168	215,196288717	11,0	74,0	 
international standard	international standards	international standards	2	4,72091812914	20,7409634231	273,063800214	3,0	12,0	 
network structure	network structure	network structure	2	7,86819688189	34,5682723719	161,514173825	3,0	16,0	 
management network	network management	network management	2	9,44183625827	41,4819268462	292,171361085	3,0	8,0	 
data transmission	data transmission	data transmission	2	4,72091812914	22,6551310027	188,734908081	2,0	11,0	 
effector function	effector function	effector function	2	4,72091812914	25,9274220936	422,426695112	1,0	4,0	 
communication network	communication network	communication network|&|network communication	2	4,72091812914	22,6551310027	206,135683513	3,0	23,0	 
control system	control system	control system|&|control systems|&|system control	2	17,3100331402	64,0517985516	187,780359648	7,0	41,0	 
analysis dynamic power system	power system dynamic analysis	power system dynamic analysis|&|dynamic analysis in power system	4	7,94284723159	41,7749535856	151,187579652	1,0	6,0	 
city system world	world city system	world city system	3	9,92855903949	38,4547865715	330,047616094	4,0	36,0	 
artificial network neural	artificial neural network	artificial neural network	3	19,857118079	63,1456677325	202,308461864	8,0	31,0	 
electric power system	electric power system	electric power system	3	7,94284723159	30,7638292572	155,528166308	4,0	24,0	 
area power system	area power system	area power system	3	5,95713542369	27,202043566	295,794551013	2,0	9,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	30,2068413369	520,184373968	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	30,2068413369	165,519112436	2,0	14,0	 
operation power system	power system operation	power system operation|&|power system operations	3	23,8285416948	78,9566596357	139,58806553	7,0	65,0	 
environment network system	system network environment	system network environment	3	5,95713542369	27,202043566	194,769324813	2,0	8,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	24,7866330075	2588,40969828	3,0	5,0	 
assessment health	health assessment	health assessment	2	4,72091812914	20,7409634231	2588,40969828	3,0	5,0	 
network theory	network theory	network theory	2	7,86819688189	37,7585516712	313,224268338	2,0	7,0	 
analysis power system	power system analysis	power system analysis	3	7,94284723159	33,04884401	150,61617407	3,0	20,0	 
protective relay	protective relays	protective relays|&|Protective Relays	2	4,72091812914	22,6551310027	517,924706066	2,0	4,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	34,5682723719	165,711578544	3,0	16,0	 
integration platform	integration platform	integration platform	2	4,72091812914	25,9274220936	166,260048493	1,0	8,0	 
forecasting load short term	short term load forecasting	short term load forecasting	4	3,9714236158	18,1346957107	319,136087207	2,0	10,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	36,2693914214	281,801680668	2,0	9,0	 
system transmission	transmission system	transmission system	2	4,72091812914	20,7409634231	230,039164645	3,0	17,0	 
Power stabilizer system	Power system stabilizers	Power system stabilizers|&|Power system stabilizer	3	7,94284723159	30,7638292572	144,571752656	4,0	46,0	 
configuration system	system configuration	system configuration	2	4,72091812914	22,6551310027	155,125482886	2,0	14,0	 
control power reactive	reactive power control	reactive power control	3	3,9714236158	18,1346957107	210,691485938	2,0	12,0	 
management system	management system	management system	2	15,7363937638	61,0979915835	184,440380987	5,0	27,0	 
planning power system	power system planning	power system planning	3	13,8999826553	50,7350097072	208,422252004	5,0	24,0	 
power simulation system	power system simulation	power system simulation	3	5,95713542369	27,202043566	208,962739184	2,0	10,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	27,202043566	169,686842177	2,0	8,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	44,6425055819	193,262648601	7,0	44,0	 
network power system	power system network	power system network|&|system network power	3	65,5284896606	151,698727878	206,017780728	21,0	105,0	 
communication system	system communication	system communication|&|communication system	2	6,29455750551	34,5698961248	205,186209366	2,0	16,0	 
current transformer	current transformers	current transformers	2	4,72091812914	22,6551310027	556,147243976	2,0	3,0	 
dynamic performance	dynamic performance	dynamic performance	2	7,86819688189	30,5489957917	171,076228204	5,0	23,0	 
information network system	information system network	information system network|&|system information network	3	5,95713542369	24,7866330075	404,85704058	4,0	14,0	 
line transmission	transmission line	transmission line|&|transmission lines	2	11,0154756347	39,0621923842	207,235619261	7,0	44,0	 
design-space exploration network	network design-space exploration	network design-space exploration	3	5,95713542369	31,3312151892	435,415491118	1,0	2,0	 
control voltage	voltage control	voltage control	2	6,29455750551	30,2068413369	182,962910034	2,0	9,0	 
performance system	system performance	system performance	2	4,72091812914	22,6551310027	215,935261179	2,0	17,0	 
information system	information system	information system|&|information systems|&|system information	2	4,72091812914	20,7409634231	485,710141481	6,0	23,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis	4	5,95713542369	27,202043566	292,939794874	2,0	11,0	 
model system	model system	model system|&|system model|&|system models|&|systems models	2	11,0154756347	39,0621923842	142,605096609	7,0	40,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	37,7585516712	244,290275225	2,0	10,0	 
information theory	information theory	information theory	2	11,0154756347	48,3955813206	217,331982065	3,0	18,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	41,3110550124	300,023612443	3,0	30,0	 
information integration	information integration	information integration	2	6,29455750551	34,5698961248	166,260048493	1,0	8,0	 
effectiveness robustness	effectiveness and robustness	effectiveness and robustness|&|robustness and effectiveness	3	4,72091812914	20,7409634231	156,789411232	3,0	41,0	 
