stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	15,7363937638	62,6526607984	383,950552006	7,0	37,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	95,6283870983	1077,09618476	3,0	11,0	 
environment urban	urban environment	urban environment|&|urban environments	2	22,0309512693	74,3599767667	292,968365496	11,0	60,0	 
city structure	city structure	city structure|&|structure of a city|&|structure of cities	2	12,589115011	50,1221286387	317,869339612	6,0	29,0	 
center city	city center	city center	2	6,29455750551	27,6132877588	545,163185719	4,0	26,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	23,98225691	320,484305854	2,0	10,0	 
heat island	heat islands	heat islands|&|heat island	2	6,29455750551	29,4241191072	583,567542523	3,0	21,0	 
metric spatial	spatial metrics	spatial metrics	2	9,44183625827	47,9645138199	275,717768142	2,0	16,0	 
public space	public spaces	public spaces|&|public space	2	6,29455750551	29,4241191072	339,279590379	3,0	13,0	 
gravity model	gravity model	gravity model	2	4,72091812914	23,98225691	425,835304328	2,0	11,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	97,299878587	198,885978787	447,696254696	35,0	177,0	 
green space urban	urban green spaces	urban green spaces	3	7,94284723159	35,2817059343	305,136102972	3,0	30,0	 
population size	population size	population size	2	7,86819688189	36,780148884	416,2590289	3,0	17,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	22,0680893304	399,330298975	3,0	12,0	 
density housing	housing density	housing density	2	6,29455750551	29,4241191072	371,367429734	3,0	27,0	 
city model	city model	city model	2	6,29455750551	27,6132877588	562,499778673	4,0	23,0	 
forest urban	urban forests	urban forests	2	4,72091812914	23,98225691	401,147160241	2,0	20,0	 
bird community	bird communities	bird communities|&|bird community	2	12,589115011	63,9526850933	431,641004126	3,0	33,0	 
demand elasticity housing price	price elasticity of demand for housing	price elasticity of demand for housing	6	5,95713542369	28,8766900093	594,408243537	2,0	13,0	 
system transportation	transportation system	transportation system	2	9,44183625827	41,4199316382	322,503047707	4,0	19,0	 
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	23,98225691	361,933666619	2,0	15,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	39,9704281833	1269,38633091	2,0	11,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	42,4882631622	118,007470805	272,706476039	20,0	130,0	 
system urban	urban system	urban system	2	11,0154756347	45,8652212254	361,759758861	5,0	20,0	 
analysis theoretical	theoretical analysis	theoretical analysis	2	6,29455750551	29,4241191072	289,951678762	3,0	14,0	 
bird community structure	bird community structure	bird community structure|&|structure of the bird community	3	5,95713542369	28,8766900093	461,128227219	2,0	26,0	 
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	40,9146237858	113,636823738	297,16906256	22,0	160,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	29,4241191072	314,940358388	3,0	12,0	 
master plan	master plan	master plan	2	6,29455750551	31,9763425466	348,258680776	2,0	8,0	 
land urban value	urban land value	urban land value|&|value of urban land	3	5,95713542369	26,4612794507	363,646125967	3,0	20,0	 
change climate	climate change	climate change	2	7,86819688189	39,9704281833	675,891386636	2,0	3,0	 
form urban	urban form	urban form	2	17,3100331402	68,9179268782	360,070601094	6,0	39,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	22,0680893304	361,135249684	3,0	16,0	 
cost transportation	transportation costs	transportation costs	2	4,72091812914	22,0680893304	356,657584454	3,0	19,0	 
land price	land price	land price|&|land prices|&|price of land	2	28,3255087748	98,3053937486	385,461995183	10,0	62,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|analysis model|&|model analysis	3	7,86819688189	34,5166096985	320,891465317	4,0	21,0	 
area green	green areas	green areas	2	6,29455750551	29,4241191072	359,695598097	3,0	28,0	 
trade wildlife	wildlife trade	wildlife trade|&|WILDLIFE TRADE	2	11,0154756347	55,9585994566	417,661951689	2,0	8,0	 
demand land	land demand	land demand|&|demand for land	2	6,29455750551	29,4241191072	418,431941079	3,0	25,0	 
land market urban	urban land market	urban land market|&|urban land markets	3	19,857118079	74,4403594252	368,262384259	6,0	42,0	 
community urban	urban communities	urban communities	2	4,72091812914	23,98225691	330,823712348	2,0	11,0	 
structure urban	urban structure	urban structure|&|Urban structure|&|urban structures	2	88,1238050772	192,958238259	314,052244238	42,0	256,0	 
heat wave	heat waves	heat waves	2	4,72091812914	23,98225691	482,35970555	2,0	11,0	 
spatial urban	urban spatial	urban spatial	2	7,86819688189	32,7608723038	314,792310013	5,0	33,0	 
image processing	image processing	image processing	2	4,72091812914	23,98225691	337,041194135	2,0	18,0	 
article full	Full article	Full article	2	9,44183625827	37,591596479	877,918810123	6,0	20,0	 
housing market	housing market	housing market|&|housing markets	2	20,4573118929	75,5632571557	489,96056673	8,0	34,0	 
space urban	urban space	urban space	2	6,29455750551	29,4241191072	547,228773966	3,0	15,0	 
area suburban	suburban areas	suburban areas	2	4,72091812914	22,0680893304	388,439049395	3,0	15,0	 
model simulation	simulation model	simulation model	2	4,72091812914	23,98225691	278,110347469	2,0	10,0	 
emission factor	emission factors	emission factors	2	4,72091812914	22,0680893304	1024,85305644	3,0	17,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	34,5166096985	400,981966716	4,0	9,0	 
consumption energy	energy consumption	energy consumption	2	6,29455750551	31,9763425466	354,148808352	2,0	14,0	 
income tax	income tax	income tax	2	6,29455750551	36,3393973344	389,200757811	1,0	10,0	 
core urban	urban core	urban core	2	6,29455750551	29,4241191072	310,724349916	3,0	23,0	 
agricultural land value	value of agricultural land	value of agricultural land|&|agricultural land value	4	7,94284723159	32,9966911815	418,608619362	4,0	30,0	 
expansion urban	urban expansion	urban expansion	2	18,8836725165	72,272262002	413,522384454	7,0	50,0	 
function land rent	land rent function	land rent function	3	7,94284723159	38,5022533457	307,053536856	2,0	14,0	 
richness species	species richness	species richness	2	15,7363937638	65,5217446077	483,542228275	6,0	56,0	 
trafficking wildlife	wildlife trafficking	wildlife trafficking	2	4,72091812914	23,98225691	784,94567219	2,0	10,0	 
change land-use	land-use change	land-use change	2	4,72091812914	22,0680893304	283,892190433	3,0	26,0	 
road traffic	road traffic	road traffic	2	4,72091812914	23,98225691	772,977652439	2,0	12,0	 
forest structure urban	urban forest structure	urban forest structure|&|urban forest structures	3	9,92855903949	48,1278166822	416,830096663	2,0	14,0	 
cover vegetation	vegetation cover	vegetation cover	2	6,29455750551	31,9763425466	347,503880857	2,0	17,0	 
planning urban	urban planning	urban planning	2	12,589115011	48,1815080013	368,106699526	7,0	46,0	 
land value	land value	land value|&|land values	2	18,8836725165	72,272262002	549,173757228	8,0	39,0	 
housing price	housing price	housing price	2	4,72091812914	23,98225691	386,710622881	2,0	14,0	 
land price spatial urban	urban land price on land spatial	urban land price on land spatial|&|urban land price and land spatial	6	7,94284723159	44,0078155099	437,595839025	1,0	7,0	 
density population	population density	population density|&|Population density	2	18,8836725165	72,272262002	371,522124306	8,0	37,0	 
growth structure urban	growth of urban structure	growth of urban structure|&|urban structure and growth|&|urban structure through the growth	4	5,95713542369	26,4612794507	515,173139407	3,0	15,0	 
infrastructure transport	transport infrastructure	transport infrastructure	2	4,72091812914	22,0680893304	488,967366153	3,0	9,0	 
land tenure	land tenure	land tenure	2	6,29455750551	31,9763425466	276,838402518	2,0	19,0	 
open space	open space	open space	2	7,86819688189	39,9704281833	406,700720257	2,0	4,0	 
economic growth	economic growth	economic growth	2	14,1627543874	58,9695701469	321,498194553	5,0	37,0	 
automata cellular	cellular automata	cellular automata	2	4,72091812914	22,0680893304	342,780884154	3,0	21,0	 
plant species	plant species	plant species	2	11,0154756347	51,4922084375	309,202405935	3,0	25,0	 
growth urban	urban growth	urban growth	2	22,0309512693	72,4430333603	292,897255646	12,0	80,0	 
form spatial	spatial form	spatial form	2	4,72091812914	22,0680893304	447,848347834	3,0	21,0	 
development rapid	rapid development	rapid development	2	4,72091812914	22,0680893304	801,026801723	3,0	14,0	 
green space	green space	green space|&|green spaces	2	20,4573118929	81,4484590379	339,618089192	6,0	51,0	 
land management	land management	land management	2	6,29455750551	29,4241191072	280,112015283	3,0	19,0	 
aerial photograph	aerial photographs	aerial photographs	2	4,72091812914	22,0680893304	399,590123606	3,0	18,0	 
system transit	transit system	transit system	2	6,29455750551	29,4241191072	411,894640077	3,0	10,0	 
structure type urban	urban structure types	urban structure types	3	11,9142708474	46,8364440641	524,483042781	5,0	35,0	 
