stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics	3	5,95713542369	27,9071575181	309,091847978	3,0	14,0	 
excitation system	excitation system	excitation system	2	12,589115011	46,1326111456	172,765790581	7,0	64,0	 
city system	city system	city system	2	31,4727875276	101,106296099	542,006306311	16,0	62,0	 
information power system	power system information	power system information	3	3,9714236158	18,6047716787	336,375960468	2,0	12,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis|&|Sensitivity analysis	2	11,0154756347	44,0724364766	170,010694535	5,0	33,0	 
analysis power system tool	power system analysis tool	power system analysis tool	4	3,9714236158	18,6047716787	165,104234665	2,0	8,0	 
flow load	load flow	load flow|&|load flows	2	6,29455750551	26,588839331	209,284208574	4,0	21,0	 
energy storage	energy storage	energy storage	2	7,86819688189	33,2360491637	175,201583289	5,0	48,0	 
result simulation	simulation results	simulation results	2	9,44183625827	37,7763741228	192,538526964	5,0	37,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	21,2997530095	215,51133098	3,0	19,0	 
degree importance	importance degree	importance degree	2	4,72091812914	23,2139205891	160,038126813	2,0	17,0	 
agent negotiation process	negotiation process between agents	negotiation process between agents	4	3,9714236158	18,6047716787	349,310377284	2,0	14,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	34,6200662803	98,2450136542	273,116951075	48,0	215,0	 
bus infinite machine power single system	single machine infinite bus power system	single machine infinite bus power system	6	3,9714236158	18,6047716787	220,885727835	2,0	33,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	21,3575527608	538,70903044	1,0	5,0	 
communication network	communication network	communication network|&|network communication	2	4,72091812914	23,2139205891	226,745775659	3,0	24,0	 
analysis network	network analysis	network analysis	2	6,29455750551	28,3996706793	164,555568708	3,0	27,0	 
Power quality	Power quality	Power quality	2	6,29455750551	28,3996706793	166,140200656	3,0	13,0	 
area network	area network	area network	2	17,3100331402	85,1177088266	313,883024613	2,0	9,0	 
city world	world city	world city	2	4,72091812914	23,2139205891	374,210756122	6,0	39,0	 
real world	real world	real world	2	4,72091812914	21,2997530095	518,067600473	3,0	15,0	 
