stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
city system	city system	city system	2	31,4727875276	105,726969256	609,067491623	16,0	61,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis|&|Sensitivity analysis	2	11,0154756347	45,6896720816	199,824109703	5,0	38,0	 
control method	control methods	control methods|&|control method	2	9,44183625827	41,2694609436	247,555154172	4,0	29,0	 
flow load	load flow	load flow|&|load flows	2	6,29455750551	27,5129739624	254,681262661	4,0	22,0	 
configuration system	system configuration	system configuration	2	6,29455750551	29,3238053107	189,871702533	3,0	21,0	 
result simulation	simulation results	simulation results|&|simulation result|&|result of the simulation	2	15,7363937638	56,0213177086	188,888298449	9,0	82,0	 
power system voltage	power system voltage	power system voltage	3	3,9714236158	19,187835714	274,671418112	5,0	56,0	 
good performance	better performance	better performance|&|better performances	2	4,72091812914	21,992853983	258,709561118	3,0	20,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	33,046426904	98,6310380303	396,248326475	50,0	243,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	21,9406167961	230,85185863	1,0	5,0	 
critical point	critical points	critical points	2	4,72091812914	21,992853983	474,725882446	3,0	14,0	 
analysis network	network analysis	network analysis	2	6,29455750551	29,3238053107	200,320494178	3,0	30,0	 
Power quality	Power quality	Power quality	2	6,29455750551	29,3238053107	219,583862403	3,0	14,0	 
area network	area network	area network	2	17,3100331402	87,659079063	230,236963742	2,0	9,0	 
city world	world city	world city	2	4,72091812914	23,9070215626	575,289147697	6,0	39,0	 
design system	system design	system design	2	4,72091812914	23,9070215626	206,25517542	2,0	15,0	 
real world	real world	real world	2	4,72091812914	21,992853983	370,352621138	3,0	15,0	 
power stability system	power system stability	power system stability|&|stability in power system	3	41,6999479659	117,450923884	200,783393155	18,0	160,0	 
power quality	power quality	power quality	2	9,44183625827	37,4411257844	340,131294713	7,0	51,0	 
system world	world system	world system|&|system world	2	7,86819688189	36,6547566384	332,08030682	4,0	42,0	 
protection relay	relay protection	relay protection	2	4,72091812914	23,9070215626	200,402889173	2,0	7,0	 
economy world	world economy	world economy	2	4,72091812914	23,9070215626	382,686005719	2,0	6,0	 
assignment mode-split model	mode-split assignment model	mode-split assignment model|&|mode-split assignment models	3	3,9714236158	21,9406167961	838,38178753	1,0	3,0	 
network topology	network topology	network topology	2	7,86819688189	34,391217453	239,482950622	6,0	30,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	32,6354800583	210,712017834	5,0	37,0	 
assessment datum dose-response hazard identification	hazard identification and dose-response assessment data	hazard identification and dose-response assessment data	6	3,9714236158	19,187835714	3969,60402253	2,0	4,0	 
analysis stability	stability analysis	stability analysis	2	7,86819688189	32,6354800583	223,619163413	11,0	75,0	 
expert system	expert system	expert system	2	6,29455750551	27,5129739624	337,368608948	4,0	21,0	 
distribution network system	distribution system network	distribution system network|&|system in the distribution network	3	3,9714236158	19,187835714	245,890548381	2,0	16,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	21,992853983	190,769234041	3,0	18,0	 
power stability system transient	power system transient stability	power system transient stability|&|transient stability of the power system	4	13,8999826553	51,8867332416	188,757889898	8,0	67,0	 
