stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
integration model	integration model	integration model|&|model integration	2	7,86819688189	40,2654565521	242,294358378	3,0	17,0	 
place urban	urban places	urban places	2	6,29455750551	32,2123652417	583,443692086	3,0	2,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	53,2026843133	1193,33475093	4,0	10,0	 
model validation	model validation	model validation|&|Model validation	2	9,44183625827	45,60230084	222,680084388	4,0	14,0	 
environment urban	urban environments	urban environments|&|urban environment	2	15,7363937638	65,0961977637	568,984478341	8,0	22,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	7,86819688189	38,0019173666	291,928583463	4,0	19,0	 
activity urban	urban activities	urban activities	2	6,29455750551	32,2123652417	221,07358324	3,0	20,0	 
result simulation	simulation results	simulation results|&|results from simulation	2	12,589115011	53,7580002703	288,08475819	7,0	42,0	 
development process	development process	development process|&|development processes|&|process of development	2	6,29455750551	30,4015338933	225,481193821	6,0	43,0	 
approach modeling	modeling approach	modeling approach|&|modeling approaches	2	12,589115011	53,7580002703	268,870931945	7,0	51,0	 
decision model support system	decision support system model	decision support system model	4	5,95713542369	29,1000606205	443,751450022	3,0	18,0	 
decision support system	decision support system	decision support system|&|Decision support system|&|decision support systems	3	51,6285070053	159,694659069	827,563690389	22,0	129,0	 
environmental impact	environmental impacts	environmental impacts	2	7,86819688189	36,246179972	243,950313247	5,0	38,0	 
model type	model types	model types|&|model type|&|type of model	2	6,29455750551	32,2123652417	648,848460329	3,0	14,0	 
assessment development residential sustainability urban	sustainability assessment of urban residential development	sustainability assessment of urban residential development	6	5,95713542369	31,5154711791	399,290155016	2,0	18,0	 
dynamics system	system dynamics	system dynamics|&|systems dynamics|&|dynamics of the system	2	72,3874113134	201,390455677	810,616972133	59,0	293,0	 
expansion model	expansion model	expansion model	2	7,86819688189	43,4557358514	220,908184834	2,0	18,0	 
dynamics urban	urban dynamics	urban dynamics	2	20,4573118929	76,3303309146	229,512493967	12,0	81,0	 
model purpose	model purpose	model purpose|&|purpose of the model|&|purpose of this model	2	7,86819688189	40,2654565521	799,167835474	3,0	6,0	 
modeling simulation	modeling and simulation	modeling and simulation|&|simulation modeling	3	6,29455750551	32,2123652417	321,4461212	3,0	8,0	 
3D visualization	3D visualization	3D visualization	2	6,29455750551	32,2123652417	337,63942634	3,0	15,0	 
circulation general model	general circulation model	general circulation model	3	7,94284723159	36,5150660746	321,65369957	4,0	40,0	 
development system	system development	system development|&|system under development	2	7,86819688189	38,0019173666	217,242467501	6,0	39,0	 
development residential	residential development	residential development	2	6,29455750551	32,2123652417	267,815922088	3,0	28,0	 
resource water	water resources	water resources	2	9,44183625827	43,4954159664	250,780628908	5,0	22,0	 
host plant	host plant	host plant|&|plant host	2	6,29455750551	32,2123652417	2438,41181016	3,0	3,0	 
time travel	travel time	travel time	2	6,29455750551	34,7645886811	643,69033017	2,0	9,0	 
demand travel	travel demand	travel demand	2	6,29455750551	34,7645886811	376,052264982	2,0	17,0	 
system urban	urban system	urban system|&|urban systems	2	18,8836725165	70,4587669981	285,746232944	12,0	79,0	 
decision support	decision support	decision support|&|Decision support	2	12,589115011	53,7580002703	805,88657041	31,0	167,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	32,2123652417	462,658949268	3,0	5,0	 
area station	station area	station area	2	6,29455750551	34,7645886811	324,28218317	2,0	13,0	 
planning process urban	urban planning process	urban planning process	3	11,9142708474	63,0309423582	227,787494948	2,0	8,0	 
model such	such models	such models|&|models such	2	6,29455750551	30,4015338933	258,095310628	4,0	25,0	 
complex system	complex systems	complex systems|&|complex system	2	7,86819688189	36,246179972	366,116264619	5,0	30,0	 
model optimization	optimization model	optimization model|&|optimization models|&|model optimization	2	15,7363937638	69,6232761346	270,495748329	6,0	27,0	 
analysis method	analysis method	analysis method|&|analysis methods|&|methods of analysis	2	11,0154756347	48,7362932942	286,642379046	6,0	23,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	60,4777503041	671,484088133	7,0	14,0	 
chain supply	supply chain	supply chain	2	7,86819688189	40,2654565521	401,372028611	3,0	10,0	 
maker policy	policy makers	policy makers	2	7,86819688189	36,246179972	227,699073231	5,0	35,0	 
application model	model application	model application|&|application of the model	2	6,29455750551	30,4015338933	218,035836968	4,0	22,0	 
land-use planning	land-use planning	land-use planning	2	7,86819688189	40,2654565521	314,613134675	3,0	10,0	 
information technology	information technology	information technology|&|information technologies	2	18,8836725165	78,1154373165	346,002596134	8,0	32,0	 
design network problem	network design problem	network design problem	3	11,9142708474	58,2001212411	1069,00126182	3,0	12,0	 
fixation nitrogen	nitrogen fixation	nitrogen fixation	2	7,86819688189	40,2654565521	2368,08144654	3,0	2,0	 
model programming	programming model	programming model	2	6,29455750551	32,2123652417	400,677613822	4,0	20,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models|&|systems dynamics model	3	101,271302203	245,904199667	944,0257516	35,0	172,0	 
mode reference	reference modes	reference modes	2	7,86819688189	40,2654565521	577,437415198	3,0	7,0	 
dynamics model	dynamics model	dynamics model|&|dynamics models|&|dynamics of the model	2	7,86819688189	36,246179972	972,00641769	40,0	188,0	 
system transportation	transportation system	transportation system	2	9,44183625827	45,60230084	237,817725968	4,0	26,0	 
crop growth	crop growth	crop growth	2	9,44183625827	52,1468830217	266,652528827	2,0	14,0	 
decision make	decision making	decision making	2	12,589115011	52,076958211	251,471973974	8,0	29,0	 
network traffic	traffic network	traffic network	2	7,86819688189	40,2654565521	456,515272745	3,0	15,0	 
policy variable	policy variables	policy variables	2	6,29455750551	30,4015338933	276,164111497	4,0	23,0	 
housing market	housing market	housing market|&|housing markets	2	6,29455750551	32,2123652417	250,863301669	3,0	14,0	 
support system	support system	support system|&|support systems|&|support of the system	2	11,0154756347	48,7362932942	774,829525107	26,0	150,0	 
modeling technique	modeling technique	modeling technique|&|modeling techniques	2	6,29455750551	30,4015338933	404,340889109	4,0	14,0	 
land surface	land surface	land surface	2	6,29455750551	32,2123652417	412,819335889	5,0	59,0	 
Earth model system	Earth system model	Earth system model	3	7,94284723159	38,8000808274	528,017838489	3,0	24,0	 
agglomeration urban	urban agglomeration	urban agglomeration	2	7,86819688189	43,4557358514	487,278023905	2,0	7,0	 
decision maker	decision makers	decision makers	2	11,0154756347	48,7362932942	371,829116567	9,0	46,0	 
ice sea	sea ice	sea ice	2	7,86819688189	36,246179972	457,232772582	5,0	46,0	 
decade last	last decade	last decade|&|last decades	2	6,29455750551	30,4015338933	220,568808129	4,0	25,0	 
earth model system	earth system model	earth system model	3	7,94284723159	36,5150660746	435,617412076	4,0	36,0	 
development economic	economic development	economic development	2	12,589115011	57,9938879552	216,86636642	5,0	22,0	 
management system	management systems	management systems|&|system management|&|management system	2	6,29455750551	30,4015338933	348,424176009	4,0	13,0	 
model ocean	ocean model	ocean model	2	6,29455750551	30,4015338933	514,163359716	4,0	16,0	 
development sustainable urban	sustainable urban development	sustainable urban development|&|urban sustainable development	3	7,94284723159	38,8000808274	416,926523187	3,0	7,0	 
modeling process	modeling process	modeling process	2	6,29455750551	30,4015338933	344,385936883	4,0	16,0	 
land value	land values	land values	2	6,29455750551	34,7645886811	548,715596143	2,0	6,0	 
model network	network model	network model|&|network models	2	15,7363937638	67,1975003379	499,182232527	7,0	28,0	 
climate model system	climate system model	climate system model|&|system climate model	3	11,9142708474	52,1140064037	443,066002312	5,0	53,0	 
dynamic model system	system dynamic model	system dynamic model	3	11,9142708474	52,1140064037	297,130671774	5,0	24,0	 
supply water	water supply	water supply|&|supply water	2	7,86819688189	43,4557358514	224,058166622	2,0	13,0	 
new version	new version	new version	2	7,86819688189	38,0019173666	376,185677816	4,0	24,0	 
model structure	model structure	model structure|&|structure of the model	2	6,29455750551	32,2123652417	310,28916649	3,0	16,0	 
economic growth	economic growth	economic growth	2	17,3100331402	73,9172503717	439,245963554	7,0	22,0	 
model urban	urban models	urban models|&|urban model	2	12,589115011	52,076958211	293,301848706	8,0	32,0	 
analysis policy	policy analysis	policy analysis	2	15,7363937638	69,6232761346	319,751739398	6,0	16,0	 
climate simulation	climate simulation	climate simulation|&|climate simulations	2	6,29455750551	32,2123652417	270,611819372	3,0	29,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	23,6045906457	92,3770844616	227,925020583	10,0	38,0	 
variety wide	wide variety	wide variety	2	6,29455750551	30,4015338933	441,045969218	4,0	15,0	 
development sustainable	sustainable development	sustainable development	2	18,8836725165	75,8912610431	297,318174364	9,0	55,0	 
enterprise information	enterprise information	enterprise information	2	7,86819688189	43,4557358514	343,313617654	2,0	11,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	23,6045906457	94,8640763039	259,189172242	9,0	55,0	 
decision model support	decision support model	decision support model	3	13,8999826553	63,9013656306	479,678230996	4,0	18,0	 
model process	process models	process models|&|process model|&|model in the process	2	7,86819688189	40,2654565521	334,313678434	3,0	7,0	 
network road	road network	road network	2	9,44183625827	52,1468830217	966,305608406	2,0	6,0	 
carbon cycle	carbon cycle	carbon cycle	2	9,44183625827	48,3185478625	401,323106752	4,0	22,0	 
information system	information system	information system|&|information systems|&|system information	2	51,9300994205	172,705765869	339,761667482	36,0	173,0	 
feedback loop	feedback loops	feedback loops|&|feedback loop	2	11,0154756347	53,2026843133	319,516739313	5,0	32,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	43,4954159664	871,230385078	5,0	11,0	 
model system	system model	system model|&|model system|&|system models|&|model systems|&|system of models	2	48,7828206677	152,449467206	618,07441474	34,0	161,0	 
city different	different cities	different cities	2	6,29455750551	30,4015338933	725,184925846	4,0	10,0	 
land structure	land structure	land structure	2	6,29455750551	34,7645886811	450,836935508	2,0	10,0	 
