stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
microcirculation network one-way organization traffic	one-way traffic organization of microcirculation network	one-way traffic organization of microcirculation network	6	3,9714236158	19,1396966565	167,550648883	1,0	10,0	 
flow traffic	traffic flow	traffic flow	2	4,72091812914	20,5775065211	108,940874013	2,0	29,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	7,86819688189	27,0862883224	151,842965176	5,0	43,0	 
21st century	21st century	21st century	2	6,29455750551	23,0736205736	302,698713865	4,0	22,0	 
management strategy	management strategy	management strategy|&|management strategies	2	6,29455750551	23,0736205736	252,872943996	4,0	28,0	 
capacity link	link capacity	link capacity	2	4,72091812914	18,6633389415	117,299112494	3,0	29,0	 
network test	test network	test network	2	6,29455750551	24,884451922	105,432867665	3,0	24,0	 
condition traffic	traffic condition	traffic condition|&|traffic conditions	2	9,44183625827	32,5035459868	100,004282657	5,0	59,0	 
path planning	path planning	path planning	2	6,29455750551	27,4366753615	308,117058003	2,0	7,0	 
network system	system of networks	system of networks|&|network system|&|system network	3	7,86819688189	31,1055649025	234,059516519	3,0	15,0	 
optimal solution	optimal solution	optimal solution|&|optimal solutions	2	12,589115011	39,102173631	119,348539373	7,0	59,0	 
congestion efficient toll	efficient congestion tolls	efficient congestion tolls	3	3,9714236158	19,1396966565	195,115493119	1,0	10,0	 
period time	time periods	time periods|&|time period	2	4,72091812914	20,5775065211	213,185947148	3,0	26,0	 
Urban growth	Urban growth	Urban growth	2	7,86819688189	28,842025717	569,916861285	4,0	9,0	 
multiple period time	multiple time periods	multiple time periods	3	5,95713542369	24,5803733616	213,185947148	3,0	26,0	 
flow link	link flows	link flows	2	4,72091812914	20,5775065211	149,434894312	2,0	20,0	 
network planning transportation	transportation network planning	transportation network planning	3	7,94284723159	32,7738311489	181,861301596	2,0	7,0	 
path problem	path problems	path problems	2	4,72091812914	20,5775065211	235,764860018	2,0	11,0	 
reliability time travel	travel time reliability	travel time reliability	3	9,92855903949	40,9672889361	120,094506774	2,0	22,0	 
collection datum	data collection	data collection	2	4,72091812914	18,6633389415	174,180310482	3,0	34,0	 
growth impact urban	impacts of urban growth	impacts of urban growth	4	3,9714236158	16,3869155744	366,016503575	2,0	20,0	 
bi-level model program	bi-level program model	bi-level program model	3	3,9714236158	19,1396966565	152,259155578	1,0	7,0	 
network topology	network topology	network topology	2	4,72091812914	18,6633389415	197,207520317	3,0	17,0	 
congestion traffic	traffic congestion	traffic congestion	2	7,86819688189	28,842025717	100,875430809	4,0	44,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|genetic algorithms	2	9,44183625827	30,7820957012	109,710622633	6,0	55,0	 
development regional	regional development	regional development	2	9,44183625827	41,1550130422	313,50548793	2,0	8,0	 
layout network transportation	transportation network layout	transportation network layout	3	5,95713542369	24,5803733616	399,475680471	2,0	6,0	 
cost travel	travel cost	travel cost|&|cost of travel	2	6,29455750551	23,0736205736	228,761839976	4,0	17,0	 
network traffic transportation	traffic and transportation network	traffic and transportation network|&|traffic network transportation	4	7,94284723159	32,7738311489	449,669516876	2,0	8,0	 
decision investment	investment decisions	investment decisions	2	4,72091812914	20,5775065211	81,6169733587	2,0	15,0	 
length path	path length	path length	2	6,29455750551	27,4366753615	396,900227482	2,0	10,0	 
ratio unemployment urban	urban unemployment ratio	urban unemployment ratio	3	3,9714236158	19,1396966565	498,377290877	1,0	3,0	 
time travel	travel time	travel time	2	23,6045906457	73,316575558	118,026462737	11,0	96,0	 
capacity reliability	capacity reliability	capacity reliability	2	9,44183625827	41,1550130422	129,698258389	2,0	18,0	 
level low	lower level	lower level	2	4,72091812914	18,6633389415	136,588784293	3,0	22,0	 
demand travel	travel demand	travel demand|&|demand for travel	2	7,86819688189	27,0862883224	150,084381756	5,0	38,0	 
numerical result	numerical results	numerical results	2	4,72091812914	18,6633389415	94,9914985267	3,0	24,0	 
growth sustainable urban	sustainable urban growth	sustainable urban growth	3	3,9714236158	16,3869155744	366,016503575	2,0	20,0	 
growth sprawl urban	urban growth and sprawl	urban growth and sprawl	4	5,95713542369	24,5803733616	366,016503575	2,0	20,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	23,0736205736	152,155107141	4,0	44,0	 
consequence growth urban	consequences of urban growth	consequences of urban growth	4	3,9714236158	16,3869155744	366,016503575	2,0	20,0	 
design network problem transportation	transportation network design problem	transportation network design problem	4	11,9142708474	40,902403477	106,089218505	4,0	44,0	 
capacity network	network capacity	network capacity	2	17,3100331402	59,5898343092	119,501555307	5,0	50,0	 
model optimization	optimization model	optimization model|&|optimization models	2	15,7363937638	46,7764144645	101,989962575	8,0	54,0	 
network road urban	urban road network	urban road network	3	5,95713542369	24,5803733616	84,61059892	2,0	27,0	 
development urban	urban development	urban development	2	11,0154756347	40,3788360039	275,22558289	4,0	22,0	 
network optimization problem	network optimization problems	network optimization problems	3	7,94284723159	32,7738311489	209,794264111	2,0	12,0	 
measure performance	performance measures	performance measures	2	4,72091812914	20,5775065211	86,5629456695	2,0	26,0	 
penalty turn	turn penalty	turn penalty|&|turn penalties	2	4,72091812914	23,849797612	384,144650627	1,0	4,0	 
network public transportation	public transportation network	public transportation network	3	5,95713542369	22,1649628031	566,175986403	4,0	15,0	 
network performance	network performance	network performance	2	7,86819688189	27,0862883224	100,951278423	5,0	52,0	 
growth relationship urban	relationship between urban growth	relationship between urban growth|&|relationship with urban growth	4	5,95713542369	24,5803733616	147,786365823	2,0	10,0	 
design network problem	network design problem	network design problem	3	21,8428298869	59,8474437563	120,992083284	11,0	104,0	 
organization traffic	traffic organization	traffic organization	2	4,72091812914	23,849797612	167,550648883	1,0	10,0	 
model programming	programming model	programming model|&|programming models	2	7,86819688189	28,842025717	123,597684767	6,0	59,0	 
mean transport	means of transport	means of transport	3	4,72091812914	20,5775065211	157,693585091	2,0	2,0	 
growth management urban	urban growth management	urban growth management	3	5,95713542369	24,5803733616	362,597323056	2,0	12,0	 
demand uncertainty	demand uncertainty	demand uncertainty	2	11,0154756347	40,3788360039	110,721677818	4,0	39,0	 
exit motorway	motorway exit	motorway exit	2	4,72091812914	23,849797612	380,552368032	1,0	6,0	 
system transportation	transportation system	transportation system|&|transportation systems	2	39,3409844095	89,6719437374	127,939091463	16,0	110,0	 
system time total travel	total system travel time	total system travel time|&|total travel time of the system	4	7,94284723159	29,5532837374	89,1328618222	3,0	25,0	 
area urban	urban areas	urban areas|&|urban area	2	9,44183625827	30,7820957012	278,072805035	6,0	48,0	 
network traffic	network traffic	network traffic|&|traffic network	2	4,72091812914	20,5775065211	328,358399999	3,0	19,0	 
application system	systems applications	systems applications|&|systems and applications	2	6,29455750551	27,4366753615	274,553218781	2,0	10,0	 
network optimization transportation	transportation network optimization	transportation network optimization	3	5,95713542369	22,1649628031	108,320479348	3,0	27,0	 
growth management	growth management	growth management	2	7,86819688189	31,1055649025	378,468467389	3,0	14,0	 
network road transportation	road transportation network	road transportation network|&|road network transportation	3	11,9142708474	44,3299256061	102,903988032	3,0	29,0	 
consumption energy	energy consumption	energy consumption	2	9,44183625827	37,326677883	137,789538771	3,0	19,0	 
assignment traffic	traffic assignment	traffic assignment	2	12,589115011	46,1472411473	185,741218402	5,0	37,0	 
method optimization	optimization method	optimization method|&|optimization methods	2	7,86819688189	28,842025717	108,179274709	4,0	31,0	 
control traffic	traffic control	traffic control	2	7,86819688189	34,2958442018	121,023353536	2,0	28,0	 
choice travel	travel choice	travel choice	2	4,72091812914	20,5775065211	151,567049928	2,0	20,0	 
planning transportation	transportation planning	transportation planning	2	4,72091812914	18,6633389415	329,161215796	3,0	10,0	 
design network transportation	transportation network design	transportation network design	3	19,857118079	54,4067670511	127,353395111	10,0	85,0	 
service transportation	transportation service	transportation service	2	4,72091812914	18,6633389415	226,284791269	3,0	18,0	 
area central urban	urban central area	urban central area	3	5,95713542369	28,7095449848	190,92283439	1,0	8,0	 
analysis method	analysis method	analysis method	2	7,86819688189	34,2958442018	86,9021337569	2,0	32,0	 
model network	network model	network model|&|network modeling	2	11,0154756347	43,5477908635	241,337427806	3,0	15,0	 
city network public transportation	city public transportation network	city public transportation network|&|public transportation network of the city	4	7,94284723159	32,7738311489	349,203772837	2,0	10,0	 
quality service	service quality	service quality|&|quality of service	2	4,72091812914	20,5775065211	423,80204395	2,0	8,0	 
certain connectivity requirement	certain connectivity requirements	certain connectivity requirements	3	3,9714236158	16,3869155744	1540,68985258	2,0	6,0	 
design network	network design	network design	2	11,0154756347	35,9124449848	147,545793452	17,0	135,0	 
growth urban	urban growth	urban growth	2	31,4727875276	80,7917117317	550,665092414	17,0	73,0	 
land use	land use	land use	2	9,44183625827	32,5035459868	370,858134448	5,0	27,0	 
congestion pricing	congestion pricing	congestion pricing	2	6,29455750551	27,4366753615	235,144780909	2,0	15,0	 
assignment problem	assignment problem	assignment problem	2	4,72091812914	18,6633389415	142,826374348	3,0	25,0	 
equilibrium user	user equilibrium	user equilibrium	2	11,0154756347	43,5477908635	102,957127694	5,0	54,0	 
network transportation	transportation network	transportation network|&|transportation networks|&|network transportation	2	119,596592605	141,212422643	113,813073289	67,0	372,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	27,7999653106	67,3164711935	93,3378469746	11,0	81,0	 
degree distribution	degree distribution	degree distribution	2	4,72091812914	20,5775065211	426,041684395	2,0	9,0	 
method solution	solution methods	solution methods	2	6,29455750551	24,884451922	165,147481391	3,0	15,0	 
network road	road network	road network	2	12,589115011	43,3380613158	121,938539328	6,0	53,0	 
level service	service levels	service levels|&|service level|&|level of service	2	6,29455750551	23,0736205736	115,43497485	4,0	23,0	 
information system	information systems	information systems	2	6,29455750551	24,884451922	516,372095297	3,0	10,0	 
