stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
land rent	land rent	land rent|&|land rents	2	15,7363937638	62,8995112525	413,450630014	7,0	38,0	 
crime wildlife	wildlife crime	wildlife crime	2	20,4573118929	95,9492926886	1088,22321981	3,0	11,0	 
environment urban	urban environment	urban environment|&|urban environments	2	22,0309512693	74,7055674024	286,355998556	11,0	60,0	 
city structure	city structure	city structure|&|structure of a city|&|structure of cities	2	12,589115011	50,319609002	320,534799451	6,0	29,0	 
center city	city center	city center	2	7,86819688189	32,8842975309	623,76536335	5,0	30,0	 
result simulation	simulation results	simulation results	2	4,72091812914	22,1421444666	308,067300848	3,0	16,0	 
heat island	heat islands	heat islands|&|heat island	2	6,29455750551	29,5228592888	590,424192134	3,0	21,0	 
spatial variation	spatial variation	spatial variation	2	4,72091812914	24,0563120462	432,770322334	2,0	11,0	 
metric spatial	spatial metrics	spatial metrics	2	9,44183625827	48,1126240924	278,137125263	2,0	16,0	 
public space	public spaces	public spaces|&|public space	2	6,29455750551	29,5228592888	344,20961542	3,0	13,0	 
gravity model	gravity model	gravity model	2	4,72091812914	24,0563120462	431,631986203	2,0	11,0	 
green space urban	urban green spaces	urban green spaces	3	7,94284723159	35,4063021712	305,117743817	3,0	30,0	 
expansion land urban	urban land expansion	urban land expansion	3	7,94284723159	35,4063021712	334,14871833	3,0	19,0	 
enforcement law	law enforcement	law enforcement	2	4,72091812914	24,0563120462	558,946380339	2,0	10,0	 
population size	population size	population size	2	7,86819688189	36,903574111	413,463667504	3,0	17,0	 
development process	development process	development process|&|processes of development|&|development processes	2	6,29455750551	29,5228592888	268,483754012	3,0	15,0	 
spatial structure urban	urban spatial structure	urban spatial structure|&|Urban spatial structure|&|urban spatial structures|&|spatial structure and urban	3	99,2855903949	201,538360204	454,509942924	36,0	181,0	 
density housing	housing density	housing density	2	6,29455750551	29,5228592888	388,051589054	3,0	26,0	 
city model	city model	city model	2	6,29455750551	27,7120279405	564,135602314	4,0	23,0	 
forest urban	urban forests	urban forests	2	4,72091812914	24,0563120462	404,674806926	2,0	20,0	 
bird community	bird communities	bird communities|&|bird community	2	12,589115011	64,1501654565	434,904879475	3,0	33,0	 
demand elasticity housing price	price elasticity of demand for housing	price elasticity of demand for housing	6	5,95713542369	28,970137187	595,083886469	2,0	13,0	 
system transportation	transportation system	transportation system	2	9,44183625827	41,5680419107	350,250363695	4,0	18,0	 
improvement transportation	transportation improvements	transportation improvements	2	4,72091812914	24,0563120462	351,534328719	2,0	15,0	 
structure traffic	traffic structure	traffic structure	2	7,86819688189	40,0938534103	1310,93708138	2,0	11,0	 
area metropolitan	metropolitan areas	metropolitan areas|&|metropolitan area	2	42,4882631622	118,673967031	276,18365796	20,0	130,0	 
system urban	urban system	urban system	2	11,0154756347	46,0380165433	367,032108666	5,0	20,0	 
bird community structure	bird community structure	bird community structure|&|structure of the bird community	3	5,95713542369	28,970137187	464,272162791	2,0	26,0	 
spatial structure	spatial structure	spatial structure|&|Spatial structure	2	40,9146237858	114,278634919	300,077128038	22,0	160,0	 
parameter structure	structure parameters	structure parameters	2	4,72091812914	24,0563120462	323,725217525	2,0	10,0	 
mode transportation	transportation modes	transportation modes	2	6,29455750551	29,5228592888	321,424834912	3,0	12,0	 
master plan	master plan	master plan	2	6,29455750551	32,0750827283	351,440335108	2,0	8,0	 
land urban value	urban land value	urban land value|&|value of urban land	3	5,95713542369	26,5547266284	365,108734312	3,0	20,0	 
change climate	climate change	climate change	2	7,86819688189	40,0938534103	617,073679909	2,0	3,0	 
form urban	urban form	urban form	2	18,8836725165	72,5684825469	358,282779926	7,0	40,0	 
application model	model application	model application|&|application of the model	2	4,72091812914	22,1421444666	440,219837456	3,0	14,0	 
cost transportation	transportation costs	transportation costs	2	4,72091812914	22,1421444666	343,368511413	3,0	19,0	 
land price	land price	land price|&|land prices|&|price of land	2	28,3255087748	98,749724566	382,05167179	10,0	62,0	 
analysis model	analysis and modeling	analysis and modeling|&|modeling and analysis|&|analysis model|&|model analysis	3	7,86819688189	34,6400349256	324,36013427	4,0	21,0	 
