stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
fringe rural-urban	rural-urban fringe	rural-urban fringe	2	11,0154756347	48,4531035173	229,543305061	5,0	33,0	 
planning spatial	spatial planning	spatial planning	2	7,86819688189	38,6286362353	350,764177077	3,0	17,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	50,9111358698	1017,6367303	4,0	7,0	 
environment urban	urban environment	urban environment|&|urban environments	2	9,44183625827	39,8097813006	435,258402025	6,0	28,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	30,9029089882	378,217283129	3,0	15,0	 
land management use	land use management	land use management	3	9,92855903949	46,434663756	295,145790819	3,0	33,0	 
metropolitan region	metropolitan region	metropolitan region	2	18,8836725165	74,1870685562	284,357236927	8,0	74,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	40,3682784162	539,236992998	2,0	9,0	 
sprawl urban	urban sprawl	urban sprawl	2	25,1782300221	86,691863945	314,076124827	13,0	79,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	59,714671951	323,877275296	6,0	50,0	 
development future	future development	future development	2	6,29455750551	29,0920776399	264,782035163	4,0	33,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	36,3650970499	316,224596772	4,0	35,0	 
management practice	management practices	management practices	2	6,29455750551	30,9029089882	271,451554075	3,0	20,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	75,4570487001	202,560544577	499,176393704	28,0	242,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	74,1870685562	392,663716334	11,0	86,0	 
information land system urban	urban land information system	urban land information system	4	7,94284723159	37,1477310048	1176,10102129	3,0	18,0	 
current scenario trend	current trends scenario	current trends scenario	3	5,95713542369	27,8607982536	266,2240753	3,0	37,0	 
network planning	network planning	network planning	2	6,29455750551	33,4551324277	707,658973741	2,0	15,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	39,8097813006	255,209284832	6,0	130,0	 
planning strategy	planning strategies	planning strategies	2	6,29455750551	30,9029089882	325,190426524	3,0	15,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	7,94284723159	40,3682784162	367,850229199	2,0	7,0	 
land-use management	land-use management	land-use management	2	9,44183625827	43,6381164598	304,792745255	4,0	28,0	 
development regional	regional development	regional development	2	9,44183625827	50,1826986416	288,136646479	2,0	10,0	 
change land modeling urban use	urban land use change modeling	urban land use change modeling|&|modeling of urban land use change	5	5,95713542369	30,2762088122	303,801756849	2,0	20,0	 
logistic regression	logistic regression	logistic regression	2	6,29455750551	33,4551324277	258,105411839	2,0	15,0	 
loss open space	loss of open space	loss of open space	4	7,94284723159	34,862716252	658,390814863	4,0	49,0	 
area metropolitan	metropolitan area	metropolitan area|&|metropolitan areas	2	20,4573118929	77,9597999731	266,679420074	9,0	87,0	 
system urban	urban systems	urban systems|&|urban system	2	12,589115011	49,4580457041	382,58171703	8,0	54,0	 
change cover land	land cover change	land cover change	3	13,8999826553	65,0085292584	244,630545643	3,0	38,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	40,3682784162	539,236992998	2,0	9,0	 
land-use pattern	land-use patterns	land-use patterns|&|land-use pattern|&|pattern of land-use	2	11,0154756347	50,9111358698	238,018006204	4,0	23,0	 
land market	land market	land market|&|land markets	2	11,0154756347	48,4531035173	282,804896677	13,0	165,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	30,9029089882	320,508606098	3,0	20,0	 
ecosystem service	ecosystem services	ecosystem services	2	7,86819688189	34,6093596552	330,31128065	5,0	28,0	 
planning system	planning system	planning system	2	6,29455750551	29,0920776399	259,369508164	5,0	44,0	 
land planning urban use	urban land use planning	urban land use planning	4	13,8999826553	57,9080619482	310,011818599	5,0	43,0	 
information land	land information	land information	2	6,29455750551	29,0920776399	791,738552637	6,0	39,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	57,5314737339	1073,62183323	7,0	12,0	 
land price	land price	land price|&|land prices	2	25,1782300221	98,9160914083	304,773019852	8,0	65,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	30,2762088122	755,254422388	2,0	5,0	 
land urban	urban land	urban land	2	34,6200662803	116,635690017	404,805442434	14,0	97,0	 
land planning sustainable use	sustainable land use planning	sustainable land use planning	4	7,94284723159	34,862716252	323,581991728	4,0	39,0	 
design network problem	network design problem	network design problem	3	11,9142708474	55,7215965072	1579,57452322	3,0	11,0	 
demand land	demand for land	demand for land|&|land demand	3	6,29455750551	30,9029089882	254,685205893	3,0	25,0	 
land market urban	urban land market	urban land market|&|urban land markets|&|land markets and urban	3	17,8714062711	63,9486482156	431,306503316	9,0	68,0	 
model programming	programming model	programming model	2	7,86819688189	38,6286362353	360,383217697	4,0	23,0	 
