stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
fringe rural-urban	rural-urban fringe	rural-urban fringe	2	11,0154756347	47,1771609756	278,633471299	5,0	33,0	 
planning spatial	spatial planning	spatial planning	2	7,86819688189	37,7172487056	285,692818969	3,0	17,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	49,6351933282	892,35570404	4,0	8,0	 
environment urban	urban environment	urban environment|&|urban environments	2	9,44183625827	38,716116265	397,252442861	6,0	29,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	30,1737989645	386,765928763	3,0	15,0	 
land management use	land use management	land use management	3	9,92855903949	45,2846207369	299,605193763	3,0	33,0	 
metropolitan region	metropolitan region	metropolitan region	2	18,8836725165	71,9997384848	293,431782885	8,0	74,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	39,448244001	547,888729414	2,0	9,0	 
sprawl urban	urban sprawl	urban sprawl	2	25,1782300221	83,7754238499	319,660697768	13,0	79,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	58,0741743974	329,530455836	6,0	50,0	 
development future	future development	future development	2	6,29455750551	28,3629676161	269,762336786	4,0	34,0	 
decision support system	decision support system	decision support system	3	5,95713542369	29,5861830007	345,182478598	2,0	12,0	 
management practice	management practices	management practices	2	6,29455750551	30,1737989645	272,05949979	3,0	20,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	75,4570487001	193,820217632	505,867157521	28,0	242,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	71,9997384848	383,014662945	11,0	87,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	35,4537095201	320,011727404	4,0	35,0	 
information land system urban	urban land information system	urban land information system	4	7,94284723159	36,2276965895	1194,61106596	3,0	18,0	 
current scenario trend	current trends scenario	current trends scenario	3	5,95713542369	27,1707724421	264,541010216	3,0	37,0	 
network planning	network planning	network planning	2	6,29455750551	32,7260224039	331,006477897	2,0	14,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	38,716116265	257,475067105	6,0	132,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	7,94284723159	39,448244001	318,690626924	2,0	8,0	 
land-use management	land-use management	land-use management	2	9,44183625827	42,5444514242	312,315467795	4,0	29,0	 
