stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
estimate parameter	parameter estimates	parameter estimates	2	4,72091812914	20,9818788623	437,583104576	2,0	15,0	 
land model use	land use model	land use model|&|land use models	3	19,857118079	61,8201742101	566,220461247	6,0	50,0	 
interaction transport	transport interaction	transport interaction|&|transport interactions	2	4,72091812914	19,0677112827	643,102988344	13,0	115,0	 
cover land use	land cover and land use	land cover and land use|&|land use and land cover	5	11,9142708474	45,3504477724	510,130219468	3,0	26,0	 
forest land use	forest land use	forest land use	3	3,9714236158	19,4798707119	452,649874542	1,0	5,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	4,72091812914	20,9818788623	608,758340063	2,0	13,0	 
dynamics system	system dynamics	system dynamics	2	4,72091812914	19,0677112827	524,675381059	3,0	23,0	 
land relationship use	relationships between land use	relationships between land use	4	3,9714236158	16,7270896298	383,857779487	2,0	23,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	22,6752238862	324,666185441	3,0	16,0	 
computer interrelationship model review	review of computer models of the interrelationships	review of computer models of the interrelationships	7	7,94284723159	33,4541792597	448,7734283	2,0	43,0	 
accessibility issue	accessibility issues	accessibility issues	2	7,86819688189	40,4236165885	3688,89033311	1,0	2,0	 
different environment world	different environments around the world	different environments around the world	5	3,9714236158	16,7270896298	626,109306673	2,0	21,0	 
approach weakness	weaknesses of each approach	weaknesses of each approach	4	6,29455750551	27,975838483	448,7734283	2,0	43,0	 
interaction model transport	transport interaction model	transport interaction model|&|transport interaction models	3	13,8999826553	45,8083884242	491,739422572	6,0	62,0	 
issue special	special issue	special issue	2	6,29455750551	25,4236150435	524,437263495	3,0	19,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	41,9637577245	549,15449499	2,0	10,0	 
complementary land use	complementary land uses	complementary land uses	3	3,9714236158	16,7270896298	560,952812239	2,0	12,0	 
case city many study world	many case studies around the world of cities	many case studies around the world of cities	8	3,9714236158	16,7270896298	772,866002892	2,0	21,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	19,0677112827	458,153199861	3,0	13,0	 
consequent demand effect travel	consequent effects on travel demand	consequent effects on travel demand	5	7,94284723159	33,4541792597	448,7734283	2,0	43,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	27,975838483	459,955499032	2,0	12,0	 
city consequent	cities and the consequent	cities and the consequent	4	6,29455750551	27,975838483	448,7734283	2,0	43,0	 
policy transport	transport policy	transport policy|&|transport policies	2	18,8836725165	57,7491867221	328,713352184	10,0	110,0	 
land strategy use	land use strategies	land use strategies|&|land use and strategies	3	5,95713542369	25,0906344448	541,415220801	2,0	9,0	 
interaction transport use	use transport interaction	use transport interaction	3	3,9714236158	19,4798707119	377,427376375	2,0	24,0	 
computing time	computing times	computing times	2	4,72091812914	20,9818788623	748,32867642	2,0	16,0	 
model new	new models	new models	2	4,72091812914	19,0677112827	510,612706642	3,0	20,0	 
change technological	technological changes	technological changes	2	9,44183625827	35,4191755428	407,537265541	4,0	54,0	 
major model type	major types of model	major types of model	4	7,94284723159	33,4541792597	448,7734283	2,0	43,0	 
change land use	land use change	land use change|&|land use changes|&|Land use change|&|Land use changes|&|changes in land use|&|change in land use|&|changes of land use	3	115,171284858	194,194186098	560,648291841	25,0	216,0	 
activity economic	economic activity	economic activity	2	4,72091812914	20,9818788623	318,431074292	2,0	12,0	 
ecosystem service	ecosystem services	ecosystem services	2	11,0154756347	41,3223714666	430,33231178	4,0	30,0	 
old people	older people	older people	2	6,29455750551	27,975838483	613,483106226	2,0	3,0	 
development urban	urban development	urban development	2	9,44183625827	35,4191755428	418,619238683	4,0	53,0	 
model parameter	model parameters	model parameters|&|parameters of this model	2	4,72091812914	19,0677112827	685,932572036	3,0	24,0	 
change cost effect term transport	term effects of changes in transport costs	term effects of changes in transport costs	7	7,94284723159	33,4541792597	448,7734283	2,0	43,0	 
form urban	urban form	urban form	2	7,86819688189	29,515979619	402,202621984	4,0	23,0	 
maker policy	policy makers	policy makers	2	4,72091812914	19,0677112827	377,444739754	3,0	25,0	 
nature relationship	nature of this relationship	nature of this relationship	4	6,29455750551	27,975838483	480,834936568	2,0	43,0	 
growth population	population growth	population growth	2	4,72091812914	19,0677112827	316,800660748	3,0	16,0	 
change land-use pattern spatial	spatial pattern of land-use change	spatial pattern of land-use change	5	3,9714236158	19,4798707119	540,332687222	1,0	3,0	 
land type use	land use types	land use types|&|types of land use	3	11,9142708474	45,3504477724	325,528952836	3,0	24,0	 
example operational term	terms of operational examples	terms of operational examples	4	7,94284723159	33,4541792597	448,7734283	2,0	43,0	 
land-use planning	land-use planning	land-use planning	2	7,86819688189	29,515979619	681,986285172	4,0	16,0	 
achievement level various	various levels of achievement	various levels of achievement	4	3,9714236158	16,7270896298	626,109306673	2,0	21,0	 
carbon sink	carbon sink	carbon sink|&|carbon sinks	2	7,86819688189	27,7602422243	445,132777748	5,0	35,0	 
health outcome	health outcomes	health outcomes	2	4,72091812914	20,9818788623	626,9201119	2,0	11,0	 
change cover	cover change	cover change	2	4,72091812914	19,0677112827	531,079334887	4,0	33,0	 
land management	land management	land management	2	9,44183625827	35,4191755428	413,700620372	4,0	36,0	 
change different land-use type	different types of land-use change	different types of land-use change	5	3,9714236158	19,4798707119	380,852400865	1,0	8,0	 
interaction land-use transport	land-use transport interaction	land-use transport interaction	3	7,94284723159	30,2336318482	563,052725245	3,0	24,0	 
interrelationship land use	interrelationships between land use	interrelationships between land use	4	7,94284723159	33,4541792597	448,7734283	2,0	43,0	 
change cover land use	land use and land cover change	land use and land cover change|&|land cover and land use change	6	5,95713542369	22,6752238862	668,629828501	3,0	21,0	 
choice mode	mode choice	mode choice	2	7,86819688189	34,9697981038	444,657884501	2,0	13,0	 
model type	type of model	type of model|&|type model	3	7,86819688189	31,7795188044	429,404119968	3,0	51,0	 
change end price	changes of prices at the end	changes of prices at the end	6	3,9714236158	19,4798707119	612,317540158	1,0	5,0	 
land transportation use	transportation and land use	transportation and land use|&|land use and transportation	4	3,9714236158	16,7270896298	733,638060977	2,0	6,0	 
model simulation	simulation model	simulation model|&|simulation models	2	11,0154756347	38,8643391141	328,523569223	5,0	34,0	 
change climate mitigation	climate change mitigation	climate change mitigation	3	3,9714236158	16,7270896298	566,487054189	2,0	7,0	 
emission gas greenhouse	greenhouse gas emissions	greenhouse gas emissions	3	3,9714236158	16,7270896298	1079,5059091	2,0	7,0	 
decision maker	decision makers	decision makers	2	6,29455750551	23,6127836952	362,102895437	4,0	29,0	 
system transport	transport system	transport system|&|transport systems	2	7,86819688189	29,515979619	500,955834889	4,0	30,0	 
land model use-transport	land use-transport model	land use-transport model	3	7,94284723159	33,4541792597	803,271915219	2,0	5,0	 
mathematical programming	mathematical programming	mathematical programming	2	6,29455750551	27,975838483	448,7734283	2,0	43,0	 
region urban	urban regions	urban regions|&|urban region	2	14,1627543874	53,1287633142	418,592623005	4,0	33,0	 
planning practice	planning practice	planning practice	2	6,29455750551	25,4236150435	351,219877722	3,0	17,0	 
land policy use	land use policy	land use policy|&|land use policies|&|Land use policy|&|policy and land use	3	33,7571007343	81,6956569594	323,56183993	12,0	91,0	 
assessment framework	assessment framework	assessment framework	2	7,86819688189	40,4236165885	603,102045303	1,0	6,0	 
land-use policy	land-use policy	land-use policy|&|land-use policies	2	15,7363937638	59,031959238	619,033249688	4,0	22,0	 
dynamics land use	land use dynamics	land use dynamics|&|dynamics of land use	3	3,9714236158	16,7270896298	381,552354478	2,0	17,0	 
criterion set	set of criteria	set of criteria	3	6,29455750551	27,975838483	448,7734283	2,0	43,0	 
change land-use	land-use change	land-use change|&|Land-use change|&|land-use changes	2	58,224656926	141,459468858	322,359088029	18,0	136,0	 
example operational strength	operational examples and the strengths	operational examples and the strengths	5	7,94284723159	33,4541792597	480,834936568	2,0	43,0	 
ecosystem interaction	ecosystem interactions	ecosystem interactions	2	4,72091812914	20,9818788623	602,340196787	2,0	15,0	 
accessibility benefit	accessibility benefits	accessibility benefits	2	12,589115011	50,8472300871	482,737115246	3,0	31,0	 
land limit resource	limited land resources	limited land resources	3	3,9714236158	16,7270896298	799,471019324	2,0	11,0	 
aggregate individual interaction spatial	aggregate spatial interaction and individual	aggregate spatial interaction and individual	5	7,94284723159	33,4541792597	448,7734283	2,0	43,0	 
degree land use	degree of land use	degree of land use|&|land use and the degree	4	3,9714236158	16,7270896298	594,10684736	2,0	9,0	 
growth urban	urban growth	urban growth	2	7,86819688189	31,7795188044	399,56759556	3,0	20,0	 
city cost transport	transport costs on cities	transport costs on cities	4	7,94284723159	33,4541792597	480,834936568	2,0	43,0	 
interaction model	interaction model	interaction model|&|interaction models	2	4,72091812914	19,0677112827	524,679666315	8,0	82,0	 
land use	land use	land use|&|Land use|&|land uses|&|use of land	2	204,573118929	187,816179708	412,712667541	101,0	774,0	 
intensity land use	land use intensity	land use intensity	3	5,95713542369	25,0906344448	401,764162786	2,0	10,0	 
environmental transport	transport and environmental	transport and environmental	3	4,72091812914	19,0677112827	396,676520407	3,0	21,0	 
high-quality system transit	high-quality transit systems	high-quality transit systems	3	3,9714236158	16,7270896298	626,109306673	2,0	21,0	 
land-use transportation	land-use transportation	land-use transportation	2	4,72091812914	20,9818788623	505,743562372	2,0	15,0	 
ecosystem terrestrial	terrestrial ecosystems	terrestrial ecosystems	2	9,44183625827	38,1354225653	336,094673407	3,0	22,0	 
fit model	model fit	model fit	2	4,72091812914	19,0677112827	560,350571654	3,0	28,0	 
activity location	activity location	activity location|&|location of activities|&|location of the activities	2	6,29455750551	25,4236150435	335,803029359	3,0	22,0	 
datum land use	land use data	land use data	3	3,9714236158	16,7270896298	571,700046725	2,0	16,0	 
model transport	transport models	transport models|&|transport model	2	18,8836725165	55,5250104488	325,986844288	9,0	99,0	 
demand transit	transit demand	transit demand	2	7,86819688189	40,4236165885	1155,32787774	1,0	3,0	 
change land model use	land use change models	land use change models	4	7,94284723159	30,2336318482	528,656160048	3,0	26,0	 
model system	model system	model system	2	9,44183625827	35,4191755428	318,816126583	4,0	31,0	 
empirical evidence term	terms of empirical evidence	terms of empirical evidence	4	7,94284723159	33,4541792597	480,834936568	2,0	43,0	 
cover land	land cover	land cover	2	9,44183625827	35,4191755428	352,300250065	7,0	110,0	 
change model	change models	change models	2	4,72091812914	20,9818788623	574,25384788	4,0	34,0	 
current state	current state	current state	2	6,29455750551	25,4236150435	326,161343371	3,0	21,0	 
matrix weight	weight matrix	weight matrix	2	4,72091812914	24,2541699531	661,360301748	1,0	6,0	 
datum set	data sets	data sets	2	4,72091812914	19,0677112827	580,674705514	3,0	18,0	 
