stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
renewal urban	urban renewal	urban renewal	2	4,72091812914	20,666224372	328,913274695	3,0	13,0	 
landscape urban	urban landscapes	urban landscapes|&|urban landscape|&|landscape and urban	2	18,8836725165	58,1296631092	209,818142897	11,0	56,0	 
metropolitan region	metropolitan regions	metropolitan regions	2	4,72091812914	20,666224372	252,967669775	3,0	13,0	 
gravity model principal	gravity model and principal	gravity model and principal	4	3,9714236158	18,0718222559	256,787414515	2,0	28,0	 
fringe urban	urban fringe	urban fringe	2	9,44183625827	41,3324487439	178,106761204	3,0	22,0	 
land policy use	land use policy	land use policy	3	3,9714236158	20,824603338	194,442244806	1,0	4,0	 
air consumption energy quality	energy consumption and air quality	energy consumption and air quality|&|air quality and energy consumption	5	3,9714236158	18,0718222559	238,860552689	2,0	19,0	 
area built-up	built-up areas	built-up areas	2	4,72091812914	22,5803919516	209,752626519	2,0	16,0	 
50th anniversary publication	50th anniversary of the publication	50th anniversary of the publication	5	3,9714236158	18,0718222559	190,616258223	2,0	21,0	 
planning practice urban	urban planning practice	urban planning practice	3	3,9714236158	18,0718222559	237,585496938	2,0	11,0	 
method methodology	method and methodology	method and methodology	3	6,29455750551	30,1071892687	185,219041055	2,0	9,0	 
passenger transportation	passenger transportation	passenger transportation	2	4,72091812914	22,5803919516	223,451434921	2,0	9,0	 
indicator set	set of indicators	set of indicators	3	4,72091812914	22,5803919516	596,125626134	2,0	7,0	 
development transportation urban	urban transportation development	urban transportation development|&|development of urban transportation	3	3,9714236158	18,0718222559	290,774186781	2,0	10,0	 
freight planning transportation urban	urban freight transportation planning	urban freight transportation planning	4	3,9714236158	20,824603338	374,751104172	1,0	5,0	 
policy public	public policy	public policy	2	4,72091812914	22,5803919516	273,005817913	2,0	6,0	 
issue special	special issue	special issue	2	4,72091812914	20,666224372	199,707744372	3,0	12,0	 
city development geography	Developments in the geography of cities	Developments in the geography of cities	6	3,9714236158	18,0718222559	190,616258223	2,0	21,0	 
conservation planning	conservation planning	conservation planning	2	7,86819688189	37,6339865859	204,357504541	2,0	19,0	 
