stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
change system transportation	transportation system changes	transportation system changes|&|Changes in transportation systems	3	3,9714236158	17,0677060112	206,518766993	2,0	25,0	 
land modeling use	land use modeling	land use modeling	3	3,9714236158	17,0677060112	195,566282145	2,0	12,0	 
demand model travel	travel demand model	travel demand model	3	3,9714236158	17,0677060112	201,595394832	2,0	23,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	25,9634792352	284,862499025	3,0	27,0	 
datum geographic information parcel-level system	parcel-level data in a geographic information system	parcel-level data in a geographic information system|&|parcel-level geographic information system data	7	3,9714236158	17,0677060112	340,064865352	2,0	15,0	 
auto impact ownership	impact on auto ownership	impact on auto ownership	4	3,9714236158	17,0677060112	329,742908328	2,0	31,0	 
metropolitan region	metropolitan region	metropolitan region	2	4,72091812914	21,386777006	301,23290339	2,0	18,0	 
hierarchy network road	hierarchy of the road network	hierarchy of the road network	5	3,9714236158	17,0677060112	254,359336832	2,0	40,0	 
affordability housing	housing affordability	housing affordability	2	4,72091812914	19,4726094264	432,591220994	3,0	39,0	 
land use-transportation	land use-transportation	land use-transportation	2	11,0154756347	37,8007427828	223,408879946	10,0	67,0	 
environmental impact	environmental impacts	environmental impacts	2	9,44183625827	36,2289718302	276,721114554	4,0	40,0	 
cover land use	land cover and land use	land cover and land use	5	7,94284723159	34,1354120225	340,282676519	2,0	18,0	 
policy public transport	public transport policy	public transport policy	3	3,9714236158	17,0677060112	254,359336832	2,0	40,0	 
empirical study	empirical studies	empirical studies	2	4,72091812914	19,4726094264	387,280570342	3,0	33,0	 
land relationship use	relationships between land use	relationships between land use	4	9,92855903949	35,7873123228	219,489950624	4,0	42,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	25,6015590168	209,818943008	2,0	26,0	 
innovative land public use	Innovative land use and public	Innovative land use and public	5	3,9714236158	17,0677060112	254,359336832	2,0	40,0	 
environmental quality	environmental quality	environmental quality	2	4,72091812914	19,4726094264	432,591220994	3,0	39,0	 
datum set	data sets	data sets	2	4,72091812914	19,4726094264	368,838389532	3,0	9,0	 
land model use	land use model	land use model|&|land use models	3	17,8714062711	57,1709305053	250,953971627	6,0	50,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	3,9714236158	19,8204870933	203,924884346	1,0	12,0	 
auto ownership use	auto ownership and use	auto ownership and use	4	3,9714236158	17,0677060112	329,742908328	2,0	31,0	 
instrument policy transportation	transportation policies and the instruments	transportation policies and the instruments	5	3,9714236158	17,0677060112	254,359336832	2,0	40,0	 
generation trip	trip generation	trip generation	2	4,72091812914	19,4726094264	560,47416346	3,0	12,0	 
policy reform	policy reform	policy reform	2	4,72091812914	21,386777006	411,368206679	2,0	13,0	 
energy use	energy use	energy use	2	4,72091812914	19,4726094264	252,49816657	3,0	19,0	 
development form	development forms	development forms	2	4,72091812914	21,386777006	252,824660317	2,0	19,0	 
intense pressure	intense pressure	intense pressure	2	4,72091812914	19,4726094264	432,591220994	3,0	39,0	 
behavior travel	travel behavior	travel behavior	2	4,72091812914	19,4726094264	217,104542861	3,0	28,0	 
loss open space	loss of open space	loss of open space	4	5,95713542369	23,1861484583	432,591220994	3,0	39,0	 
environmental management	environmental management	environmental management	2	4,72091812914	19,4726094264	232,815869813	3,0	44,0	 
improvement transportation	transportation improvements	transportation improvements|&|transportation improvement	2	7,86819688189	28,4350724638	328,40120628	5,0	37,0	 
