"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"Double whammy–How ICT projects are fooled by randomness and screwed by political intent";"1273353259628490633";"2011"
"The demand for energy in Canadian manufacturing: An example of the estimation of production structures with many inputs";"3958533148641192972";"1977"
"Introduction to the theory and practice of econometrics.";"14086712279480641273";"1988"
"Corporate control, bank risk taking, and the health of the banking industry";"5266611191404273934";"2000"
"Urban Economics";"10520222778868518398";""
" Organizational economics";"7552785332856380950";"1986"
"The environmental Kuznets curve: an empirical analysis";"2527545032189686154";"1997"
"Making use of difference: Diversity, debate, and decision comprehensiveness in top management teams";"3094189527534876872";"1999"
" Zipf's law and avoidance of excessive synonymy";"10476250036373245527";"2008"
" Exploratory data analysis";"11339156808649136967";"1979"
"8 A Psychological Perspective";"6387414415711579112";"2001"
" Multilevel analysis for applied research: It's just regression!";"17506936705283876305";"2007"
"Statistics of weighted treelike networks";"5848742427637282582";"2005"
"相互作用の弱い都市群の順位規模分布に対する Guseyn-Zade モデルの適合性について";"3169327207503815174";"1986"
"Tax effects in term structure estimation";"4926483026890734814";"1984"
"Race, class, and income inequality";"17472502036006173619";"1978"
"Equity in health care: methodological contributions to the analysis of hospital utilization within Canada";"6960366008501930408";"1995"
" Statistical size distributions in economics and actuarial sciences";"7395403833798655655";"2003"
"Incentives for pollution control: regulation or information?";"4185585855342047701";"2002"
"High degree vertices and eigenvalues in the preferential attachment graph";"13283381845244003993";"2005"
"Simultaneous determination of insider ownership, debt, and dividend policies";"9831704843751086176";"1992"
" Tests of causality and exogeneity between exports and economic growth: the case of Asian NICs";"8171779416451641251";"1987"
"Graph structure in the web";"9024688421763252029";"2000"
"Public service motivation and job performance evidence from the federal sector";"6326366002978929831";"2001"
"Validating and calibrating agent-based models: a case study";"17055915246071490837";"2007"
" Regression analysis by example";"8962957953602505602";"2015"
"Teoría sociológica y realidad social";"9405718846722692399";"2013"
"Individual and social behavior in tagging systems";"17404723055116430740";"2009"
"The evolution of Spanish urban structure during the twentieth century";"11839968022103943063";"2003"
"Successful export marketing management: some empirical evidence";"16921796824376283233";"1989"
" The black swan: The impact of the highly improbable";"3241345547677129189";"2007"
"Juvenile court: Therapy or crime control, and do lawyers make a difference";"9476394972201295650";"1979"
"Financial sector development and economic growth: The South-Asian experience";"3709880732109984756";"1998"
"Die Metamorphosen des Korporatismus: vom klassischen zum schlanken Muster";"5539595212268026220";"2001"
"Scaling laws of human interaction activity";"9145095615907188966";"2009"
"Debt covenant violation and manipulation of accruals";"16903286735878077232";"1994"
"Analysis of Zipf's law: An index approach";"1327196785459998152";"1987"
"Scale economies, technology and technical change in the water industry: Evidence from the English water only sector";"11066599051346220893";"2009"
" Comparative Urban Development: An Annotated Bibliography";"8019194343254966900";"1965"
"Price and quantity in international comparisons of health care expenditure";"7726891410455850514";"1991"
"Mothers' employment, parental involvement, and the implications for intermediate child outcomes";"2739799978153886100";"2001"
" Unifying political methodology: The likelihood theory of statistical inference";"17346576615524127342";"1989"
" 都市化の集積経済効果と空間距離";"7306251905910508531";"2013"
"Least effort and the origins of scaling in human language";"7199057215453525077";"2003"
"Maximal planar networks with large clustering coefficient and power-law degree distribution";"4689281044796190550";"2005"
"The distribution of participation in group discussions: An empirical and theoretical reappraisal";"14384793129148671050";"1969"
"Investigating the exponential age distribution of firms";"6059508956834059172";"2010"
"Statistical models of bond ratings: A methodological inquiry";"11647356023866231274";"1979"
"An empirical study of social networks metrics in object-oriented software";"14792147881941491213";"2010"
"Theoretical problems in central place analysis";"1176611859716005798";"1970"
"Assault as a function of time and temperature: A moderator-variable time-series analysis.";"17546676801028249595";"1997"
"Competition for popularity in bipartite networks";"3811817310542705449";"2010"
"Urban growth analysis in postwar Japan: Fact findings on the distribution of urban population";"16911544507991972370";"1996"
"Coping and adaptation to facial pain in contrast to other stressful life events.";"7689222160553318879";"1990"
" The effects of advertising on the interindustry distribution of demand";"14899212717087336294";"1976"
"Statistical models for word frequency distributions: A linguistic evaluation";"12970754213956428493";"1992"
