"Half a billion simulations: Evolutionary algorithms and distributed computing for calibrating the SimpopLocal geographical model";"5750425554346314152";"2015"
"De l'avènement du Monde à celui de la planète: le basculement de la société du risque à la société de l'incertitude. Mémoire d'habilitation à diriger les recherches, …";"17829593941072369028";"2015"
" L'historien et ses modèles";"203890529918103205";"2010"
" Etat de l'art de la modélisation du paysage";"5172979629657369855";""
"Discovering Patterns of Urban Development in Skopje";"2632706873378809803";"2014"
" A New Method to Evaluate Simulation Models: The Calibration Profile (CP) Algorithm";"15726759740229850049";"2015"
"Spatially explicit inverse modeling for urban planning";"10473726185885497239";"2012"
" Complexity, cognition and the city";"12899164016634241157";"2011"
"Les villes dans l'espace-temps: vitesse des communications et structuration des territoires à l'échelle intra et interurbaine";"12578422881285893687";"2005"
"Interactions Localisations Transport. Projet ILOT–Phase I. Rapport final pour la DRAST";"10775133384675889380";"2006"
"基于多智能体的居住区位空间选择模型";"13662499957385538846";"2010"
"Villes, agents et acteurs en géographie";"16111453934010725354";"2001"
"South African cities and Globalization";"1121674350568676950";"2010"
" Applications of evolutionary economic geography";"3244261989400430053";"2006"
" 基于智慧城市的可持续城市空间发展模型总体架构";"15065408106788545242";"2015"
" Intérêt d'un modèle agrégé pour étudier le comportement et simplifier la simulation d'un modèle individu-centré de consommation couplé à un modèle de …";"573120183335336541";"2004"
"A aplicação de sistemas multi-agentes no planeamento do território";"15656821757410097064";"2010"
" Un système intermédiaire";"10905928406148786133";"2012"
" Etude de géographie théorique et expérimentale";"2281308134011046997";"2005"
"Modeling the Free/Open Source software community: A quantitative investigation";"11215635085517402475";"2005"
" Modeling cities and regions as complex systems: From theory to planning applications";"14546597292812327686";"2015"
"Méthodologie et outils pour la simulation multiagent dans des univers virtuels";"9443415342390810001";"2013"
"Finding the global city: an analytical journey through the 'invisible college'";"6228840911350947471";"2011"
"Perspectives on agent-based models and geographical systems";"4098571505126654915";"2012"
" Pourquoi un cadre ontologique pour la modélisation multi-agents en sciences humaines et sociales?";"18391490047077910501";"2010"
"La relation entre la forme urbaine et la distance de navettage: les apports du concept de" possibilité de navettage".";"8205824228606678444";"2007"
" Les incendies de forêt méditerranéens: un système critique auto-organisé modélisé en géographie";"4534342826317364359";"2011"
"Influence of incentive networks on landscape changes: A simple agent-based simulation approach";"7648047597476395435";"2013"
"Interactions in space for archaeological models";"1864497809432983297";"2012"
" Scaling up: From household to state in Bronze Age Crete";"17344878530752960881";"2009"
"Growing Indian cities and towns throughout the 20 th century";"1206451457444104148";"2013"
"'Land-use mixité': Evaluating urban hierarchy and the urban-to-rural gradient with an evenness-based approach";"9861820981808233775";"2016"
"Urban Development Modelling: A Survey";"14266094193972774457";"2016"
"Lois d'échelle et mesure des inégalités en géographie";"1568566528500813094";"2007"
"La géographie, ça sert, d'abord, à faire le Monde";"10367850209825605359";"2009"
"Re-examining historical energy transitions and urban systems in Europe";"8057211071971732624";"2016"
"基于多智能体系统的空间决策行为及土地利用格局演变的模拟";"9133907181971648389";"2006"
"Bottom up urban simulation ICSSC 2011";"5605095216976767685";"2011"
" Modélisation prospective spatialisée à l'échelle locale: approche méthodologique";"17195122679964770654";"2008"
"Fine scale spatialised prospective modelling-a methodological approach. Application to water management in Brittany";"2478631224755263640";"2011"
