stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
fringe rural-urban	rural-urban fringe	rural-urban fringe	2	11,0154756347	49,0232858462	229,702955981	5,0	33,0	 
planning spatial	spatial planning	spatial planning	2	7,86819688189	39,0359093274	351,357200321	3,0	17,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	51,4813181987	1019,31809673	4,0	7,0	 
environment urban	urban environment	urban environment|&|urban environments	2	9,44183625827	40,2985090112	285,712649312	6,0	28,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	31,2287274619	349,947439039	3,0	16,0	 
land management use	land use management	land use management	3	9,92855903949	46,9485851793	293,592048208	3,0	33,0	 
metropolitan region	metropolitan region	metropolitan region	2	18,8836725165	75,1645239772	285,856881574	8,0	74,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	40,7794155549	651,863241746	2,0	8,0	 
sprawl urban	urban sprawl	urban sprawl	2	25,1782300221	87,9951378397	315,158666208	13,0	79,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	60,4477635167	326,286944556	6,0	50,0	 
development future	future development	future development	2	6,29455750551	29,4178961136	265,987597267	4,0	33,0	 
ecosystem service	ecosystem services	ecosystem services	2	7,86819688189	35,0166327473	332,718961451	5,0	28,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	36,772370142	316,540123852	4,0	35,0	 
management practice	management practices	management practices	2	6,29455750551	31,2287274619	305,335737758	3,0	20,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	75,4570487001	206,466347394	502,316919103	28,0	243,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	75,1645239772	373,597810502	11,0	85,0	 
information land system urban	urban land information system	urban land information system	4	7,94284723159	37,5588681434	1180,5864175	3,0	18,0	 
network planning	network planning	network planning	2	6,29455750551	33,7809509014	706,853247821	2,0	15,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	40,2985090112	248,330737724	6,0	130,0	 
planning strategy	planning strategies	planning strategies	2	6,29455750551	31,2287274619	326,189636151	3,0	15,0	 
agriculture urban	urban agriculture	urban agriculture|&|agriculture and urban	2	6,29455750551	31,2287274619	658,510724586	3,0	16,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	7,94284723159	40,7794155549	364,146635437	2,0	7,0	 
land-use management	land-use management	land-use management	2	9,44183625827	44,1268441704	319,441274377	4,0	27,0	 
development regional	regional development	regional development	2	9,44183625827	50,6714263521	326,195803518	2,0	11,0	 
logistic regression	logistic regression	logistic regression	2	6,29455750551	33,7809509014	260,082625766	2,0	15,0	 
loss open space	loss of open space	loss of open space	4	7,94284723159	35,2738533907	659,551740768	4,0	49,0	 
area metropolitan	metropolitan area	metropolitan area|&|metropolitan areas	2	20,4573118929	79,0187100126	267,758316543	9,0	87,0	 
system urban	urban systems	urban systems|&|urban system	2	12,589115011	50,1096826515	384,28228085	8,0	54,0	 
change cover land	land cover change	land cover change	3	13,8999826553	65,728019251	254,931185613	3,0	37,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	40,7794155549	651,863241746	2,0	8,0	 
land-use pattern	land-use patterns	land-use patterns|&|land-use pattern|&|pattern of land-use	2	11,0154756347	51,4813181987	269,957613823	4,0	23,0	 
land market	land market	land market|&|land markets	2	9,44183625827	42,0199592968	310,265882914	14,0	169,0	 
food production	food production	food production	2	6,29455750551	31,2287274619	589,959862349	3,0	12,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change	4	9,92855903949	44,0923167383	238,20762589	4,0	44,0	 
planning system	planning system	planning system	2	6,29455750551	29,4178961136	259,433894701	5,0	44,0	 
land planning urban use	urban land use planning	urban land use planning	4	13,8999826553	58,6275519407	308,681191777	5,0	43,0	 
information land	land information	land information	2	6,29455750551	29,4178961136	794,875307196	6,0	39,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	58,2645652997	1179,37119302	7,0	11,0	 
land price	land price	land price|&|land prices	2	25,1782300221	100,219365303	327,73336291	8,0	62,0	 
land urban	urban land	urban land	2	34,6200662803	118,427691622	388,982427338	14,0	98,0	 
land planning sustainable use	sustainable land use planning	sustainable land use planning	4	7,94284723159	35,2738533907	321,926013653	4,0	39,0	 
design network problem	network design problem	network design problem	3	11,9142708474	56,3383022151	1572,16922137	3,0	11,0	 
land management	land management	land management	2	11,0154756347	51,4813181987	258,248731336	6,0	44,0	 
land market urban	urban land market	urban land market|&|urban land markets|&|land markets and urban	3	17,8714062711	64,8737067775	454,828215874	9,0	68,0	 
model programming	programming model	programming model	2	7,86819688189	39,0359093274	356,255211123	4,0	23,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models	3	13,8999826553	61,7292434337	343,255404916	4,0	34,0	 
logit model	logit model	logit model	2	7,86819688189	42,2261886267	298,836267597	2,0	13,0	 
land-use suitability	land-use suitability	land-use suitability	2	6,29455750551	33,7809509014	290,433130895	2,0	14,0	 
urban use	urban uses	urban uses|&|urban use	2	7,86819688189	36,772370142	405,549255024	4,0	21,0	 
