stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
fringe rural-urban	rural-urban fringe	rural-urban fringe	2	11,0154756347	45,645344152	290,768463778	5,0	33,0	 
planning spatial	spatial planning	spatial planning	2	7,86819688189	36,6230938316	306,668737197	3,0	16,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	48,1033765046	1268,69058875	4,0	9,0	 
environment urban	urban environment	urban environment|&|urban environments	2	7,86819688189	32,6038172515	330,207957934	5,0	23,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	29,2984750652	379,521976364	3,0	15,0	 
metropolitan region	metropolitan region	metropolitan region	2	15,7363937638	59,9127748969	347,133591011	7,0	68,0	 
affordability housing	housing affordability	housing affordability	2	4,72091812914	21,9738562989	725,267117522	3,0	41,0	 
sprawl urban	urban sprawl	urban sprawl	2	20,4573118929	68,6402067185	289,193820587	11,0	76,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	56,1046956242	311,083953092	6,0	53,0	 
amount large	large amount	large amount	2	4,72091812914	21,9738562989	400,781741236	3,0	22,0	 
development future	future development	future development	2	6,29455750551	27,4876437169	258,82791798	4,0	35,0	 
land supply	land supply	land supply|&|supply of land	2	4,72091812914	21,9738562989	390,397543606	3,0	27,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	63,5427778527	163,696331095	470,660253267	24,0	217,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	69,3737667872	314,150729929	10,0	83,0	 
information land system urban	urban land information system	urban land information system	4	5,95713542369	28,7577811627	688,469976248	2,0	11,0	 
current scenario trend	current trends scenario	current trends scenario	3	5,95713542369	26,3423706041	262,829572826	3,0	37,0	 
network planning	network planning	network planning	2	6,29455750551	31,8506985047	306,672983238	2,0	15,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	37,4031304161	260,147006724	6,0	129,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	34,3595546461	315,207497947	4,0	35,0	 
expansion land urban	urban land expansion	urban land expansion|&|Urban land expansion|&|urban expansion land	3	9,92855903949	47,9296352712	293,566426437	2,0	13,0	 
land-use management	land-use management	land-use management	2	9,44183625827	41,2314655753	298,775378264	4,0	30,0	 
development regional	regional development	regional development	2	9,44183625827	47,7760477571	307,696018631	2,0	10,0	 
change land modeling urban use	urban land use change modeling	urban land use change modeling|&|modeling of urban land use change	5	5,95713542369	28,7577811627	289,382024994	2,0	21,0	 
logistic regression	logistic regression	logistic regression	2	6,29455750551	31,8506985047	269,398227063	2,0	15,0	 
city planning	city planning	city planning	2	7,86819688189	36,6230938316	287,85918737	3,0	45,0	 
loss open space	loss of open space	loss of open space	4	7,94284723159	32,8381460527	658,351088374	4,0	49,0	 
area metropolitan	metropolitan area	metropolitan area|&|metropolitan areas	2	18,8836725165	69,3737667872	295,337412497	8,0	77,0	 
system urban	urban systems	urban systems|&|urban system	2	12,589115011	46,2491778581	395,610665046	8,0	53,0	 
change cover land	land cover change	land cover change	3	13,8999826553	61,4655314096	251,833689843	3,0	38,0	 
land-use pattern	land-use patterns	land-use patterns|&|land-use pattern|&|pattern of land-use	2	11,0154756347	48,1033765046	231,454820831	4,0	24,0	 
land market	land market	land market|&|land markets	2	11,0154756347	45,645344152	235,584626144	9,0	136,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	29,2984750652	264,631041194	3,0	21,0	 
ecosystem service	ecosystem services	ecosystem services|&|ecosystem service	2	7,86819688189	32,6038172515	273,199387163	5,0	34,0	 
planning system	planning system	planning system	2	6,29455750551	27,4876437169	248,843759305	5,0	42,0	 
information land	land information	land information	2	6,29455750551	27,4876437169	279,04446045	5,0	33,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	53,9214974072	1645,76648418	7,0	14,0	 
form urban	urban form	urban form	2	9,44183625827	37,4031304161	234,937997261	6,0	51,0	 
land price	land prices	land prices|&|land price	2	17,3100331402	71,7283979532	310,667376696	5,0	42,0	 
