stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
fringe rural-urban	rural-urban fringe	rural-urban fringe	2	11,0154756347	48,5217359863	274,117822742	5,0	33,0	 
planning spatial	spatial planning	spatial planning	2	7,86819688189	38,6776594274	351,048989232	3,0	17,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	50,9797683388	1017,8631086	4,0	7,0	 
environment urban	urban environment	urban environment|&|urban environments	2	9,44183625827	39,8686091312	343,972012969	6,0	28,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	30,9421275419	378,258898552	3,0	15,0	 
land management use	land use management	land use management	3	9,92855903949	46,4965241371	293,357862669	3,0	33,0	 
metropolitan region	metropolitan region	metropolitan region	2	18,8836725165	74,3047242173	303,65042045	8,0	74,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	40,4177667211	651,291818493	2,0	8,0	 
sprawl urban	urban sprawl	urban sprawl	2	25,1782300221	86,8487381598	314,785948068	13,0	79,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	59,8029136968	326,66289065	6,0	50,0	 
development future	future development	future development	2	6,29455750551	29,1312961936	265,674591297	4,0	33,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	36,414120242	316,442197887	4,0	35,0	 
management practice	management practices	management practices	2	6,29455750551	30,9421275419	268,450475826	3,0	20,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	75,4570487001	203,030683473	501,979248373	28,0	243,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	74,3047242173	374,135506934	11,0	85,0	 
information land system urban	urban land information system	urban land information system	4	7,94284723159	37,1972193096	1179,41439843	3,0	18,0	 
network planning	network planning	network planning	2	6,29455750551	33,4943509814	707,887964629	2,0	15,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	39,8686091312	251,603403445	6,0	130,0	 
planning strategy	planning strategies	planning strategies	2	6,29455750551	30,9421275419	325,524412141	3,0	15,0	 
agriculture urban	urban agriculture	urban agriculture|&|agriculture and urban	2	6,29455750551	30,9421275419	657,925929502	3,0	16,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	7,94284723159	40,4177667211	370,77766461	2,0	7,0	 
land-use management	land-use management	land-use management	2	9,44183625827	43,6969442904	319,035962533	4,0	27,0	 
development regional	regional development	regional development	2	9,44183625827	50,2415264721	325,406137549	2,0	11,0	 
change land modeling urban use	urban land use change modeling	urban land use change modeling|&|modeling of urban land use change	5	5,95713542369	30,3133250408	303,704101537	2,0	20,0	 
logistic regression	logistic regression	logistic regression	2	6,29455750551	33,4943509814	259,721617263	2,0	15,0	 
loss open space	loss of open space	loss of open space	4	7,94284723159	34,9122045569	658,830161821	4,0	49,0	 
area metropolitan	metropolitan area	metropolitan area|&|metropolitan areas	2	20,4573118929	78,0872602726	267,154379177	9,0	87,0	 
system urban	urban systems	urban systems|&|urban system	2	12,589115011	49,5364828115	383,134456887	8,0	54,0	 
change cover land	land cover change	land cover change	3	13,8999826553	65,0951337919	244,690228364	3,0	38,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	40,4177667211	651,291818493	2,0	8,0	 
land-use pattern	land-use patterns	land-use patterns|&|land-use pattern|&|pattern of land-use	2	11,0154756347	50,9797683388	238,130812219	4,0	23,0	 
land market	land market	land market|&|land markets	2	9,44183625827	41,5900594168	312,33492708	14,0	169,0	 
food production	food production	food production	2	6,29455750551	30,9421275419	589,526701476	3,0	12,0	 
ecosystem service	ecosystem services	ecosystem services	2	7,86819688189	34,6583828473	330,259231985	5,0	28,0	 
planning system	planning system	planning system	2	6,29455750551	29,1312961936	259,199138802	5,0	44,0	 
land planning urban use	urban land use planning	urban land use planning	4	13,8999826553	57,9946664816	308,409750744	5,0	43,0	 
information land	land information	land information	2	6,29455750551	29,1312961936	793,915964238	6,0	39,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	57,6197154797	1074,31611812	7,0	12,0	 
land price	land price	land price|&|land prices	2	25,1782300221	99,0729656231	327,42989597	8,0	62,0	 
land urban	urban land	urban land	2	34,6200662803	116,851392062	388,456394377	14,0	98,0	 
land planning sustainable use	sustainable land use planning	sustainable land use planning	4	7,94284723159	34,9122045569	321,680395924	4,0	39,0	 
design network problem	network design problem	network design problem	3	11,9142708474	55,7958289645	1577,7688985	3,0	11,0	 
land management	land management	land management	2	11,0154756347	50,9797683388	257,869296582	6,0	44,0	 
land market urban	urban land market	urban land market|&|urban land markets|&|land markets and urban	3	17,8714062711	64,0599969015	455,076700896	9,0	68,0	 
model programming	programming model	programming model	2	7,86819688189	38,6776594274	359,119013865	4,0	23,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models	3	13,8999826553	61,0963579746	342,934191641	4,0	34,0	 
logit model	logit model	logit model	2	7,86819688189	41,8679387268	298,633361144	2,0	13,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	30,3133250408	589,800481325	2,0	5,0	 
land-use suitability	land-use suitability	land-use suitability	2	6,29455750551	33,4943509814	289,982657447	2,0	14,0	 
urban use	urban uses	urban uses|&|urban use	2	7,86819688189	36,414120242	405,144968881	4,0	21,0	 
dynamics growth urban	urban growth dynamics	urban growth dynamics|&|dynamics of urban growth	3	5,95713542369	27,8979144822	289,464582414	3,0	25,0	 
development land urban	urban land development	urban land development|&|urban development land	3	9,92855903949	46,4965241371	240,792550696	3,0	38,0	 
agricultural land	agricultural land	agricultural land	2	7,86819688189	38,6776594274	235,28077752	3,0	21,0	 
housing market	housing markets	housing markets	2	6,29455750551	33,4943509814	322,333738227	2,0	7,0	 
space urban	urban space	urban space	2	6,29455750551	33,4943509814	227,433403996	2,0	17,0	 
decision maker	decision makers	decision makers	2	7,86819688189	34,6583828473	255,513913311	5,0	33,0	 
government local	local government	local government	2	6,29455750551	29,1312961936	252,700964201	4,0	36,0	 
land-use urban	urban land-use	urban land-use|&|land-use and urban	2	11,0154756347	48,5217359863	480,211825921	5,0	21,0	 
geographical information system	geographical information system	geographical information system	3	5,95713542369	30,3133250408	267,832841155	2,0	20,0	 
land regulation use	land use regulations	land use regulations	3	17,8714062711	78,552460253	237,914468061	4,0	28,0	 
pattern use	use patterns	use patterns|&|use pattern	2	6,29455750551	37,8574057692	272,758889795	9,0	90,0	 
rule value	rule values	rule values	2	6,29455750551	33,4943509814	273,772789408	2,0	20,0	 
land market outcome	land market outcomes	land market outcomes	3	7,94284723159	40,4177667211	356,034787394	2,0	22,0	 
land right use	land use rights	land use rights	3	9,92855903949	50,5222084014	390,513238451	2,0	14,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	30,9421275419	349,332593332	3,0	19,0	 
planning urban	urban planning	urban planning	2	28,3255087748	95,6056844143	243,804646389	14,0	90,0	 
land value	land values	land values|&|land value	2	14,1627543874	65,5454164356	667,589827307	4,0	15,0	 
model network	network model	network model	2	6,29455750551	29,1312961936	536,121261724	4,0	19,0	 
land-use planning	land-use planning	land-use planning	2	14,1627543874	62,3850891252	313,871694263	6,0	34,0	 
area sensitive	sensitive areas	sensitive areas	2	6,29455750551	33,4943509814	234,932513755	2,0	17,0	 
administration land	land administration	land administration	2	7,86819688189	41,8679387268	384,3077399	2,0	10,0	 
model planning	planning models	planning models	2	6,29455750551	29,1312961936	639,490666272	4,0	50,0	 
land tenure	land tenure	land tenure	2	7,86819688189	38,6776594274	277,131474484	3,0	20,0	 
model urban	urban models	urban models|&|urban model	2	7,86819688189	34,6583828473	638,640537619	5,0	16,0	 
automata cellular	cellular automata	cellular automata|&|Cellular automata	2	29,8991481512	96,9246364353	253,943809621	18,0	177,0	 
analysis policy	policy analysis	policy analysis	2	6,29455750551	33,4943509814	1310,61476704	2,0	5,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	22,0309512693	84,0939726013	301,994256287	9,0	30,0	 
allocation land	land allocation	land allocation	2	6,29455750551	30,9421275419	252,232215358	3,0	16,0	 
development sustainable	sustainable development	sustainable development	2	17,3100331402	68,1126638659	312,345210111	9,0	59,0	 
land resource	land resources	land resources|&|land resource|&|land as a resource|&|resource land	2	17,3100331402	68,1126638659	251,032953626	8,0	86,0	 
boundary growth urban	urban growth boundaries	urban growth boundaries	3	7,94284723159	40,4177667211	541,493583376	2,0	6,0	 
development land	land development	land development|&|development land	2	23,6045906457	87,6136930876	286,15615576	13,0	106,0	 
development housing	housing development	housing development|&|development of housing	2	7,86819688189	36,414120242	724,625913685	4,0	16,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	25,1782300221	93,4546059601	478,018481699	10,0	69,0	 
network road	road network	road network|&|Road network	2	15,7363937638	72,828240484	663,439761147	4,0	24,0	 
information system	information system	information system|&|information systems	2	20,4573118929	75,9318673426	370,30461988	33,0	284,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	41,5900594168	1298,38135693	5,0	9,0	 
area urban	urban areas	urban areas|&|urban area	2	44,0619025386	128,804629062	293,878509499	22,0	148,0	 
model system	model system	model system|&|system model	2	7,86819688189	34,6583828473	599,683928527	5,0	55,0	 
land structure	land structure	land structure	2	7,86819688189	38,6776594274	1179,41439843	3,0	18,0	 
modeling urban	urban modeling	urban modeling|&|Urban modeling	2	18,8836725165	68,2911482472	527,573615657	13,0	56,0	 
distribution spatial	spatial distribution	spatial distribution	2	9,44183625827	43,6969442904	244,53673421	4,0	36,0	 
cover land	land cover	land cover	2	12,589115011	53,1581455082	273,71440582	8,0	75,0	 
image satellite	satellite images	satellite images	2	6,29455750551	30,9421275419	237,524943864	3,0	24,0	 
calibration model	model calibration	model calibration|&|calibration model	2	7,86819688189	36,414120242	240,767566648	5,0	41,0	 
modeling network	network modeling	network modeling	2	7,86819688189	38,6776594274	1130,07421697	3,0	5,0	 
growth model urban	urban growth model	urban growth model	3	13,8999826553	55,4604000045	295,389847626	6,0	77,0	 
geographic information system	geographic information system	geographic information system|&|geographic information systems	3	37,7285243501	113,530131085	318,246545185	16,0	117,0	 
