stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
excitation system	excitation system	excitation system	2	9,44183625827	37,7763741228	219,639014888	5,0	34,0	 
city system	city system	city system	2	31,4727875276	101,106296099	472,362676383	16,0	61,0	 
calculation result	calculation results	calculation results	2	4,72091812914	21,2997530095	223,150416395	3,0	14,0	 
flow load	load flow	load flow|&|load flows	2	6,29455750551	26,588839331	186,913181212	4,0	21,0	 
grid power	power grid	power grid	2	12,589115011	53,1776786619	162,434187953	4,0	26,0	 
distribution power	distribution power	distribution power|&|power distribution|&|distribution of power	2	4,72091812914	21,2997530095	192,085580267	3,0	25,0	 
power system voltage	power system voltage	power system voltage	3	3,9714236158	18,6047716787	235,384130031	2,0	10,0	 
agent negotiation process	negotiation process between agents	negotiation process between agents	4	3,9714236158	18,6047716787	325,877746454	2,0	14,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	34,6200662803	98,2450136542	295,793875824	46,0	205,0	 
error estimation state total variance	total variance of the state estimation errors	total variance of the state estimation errors|&|total variance of state estimation errors	7	5,95713542369	32,0363291412	234,958653057	1,0	7,0	 
communication network	communication network	communication network|&|network communication	2	6,29455750551	30,9518941188	164,634738476	2,0	17,0	 
Power quality	Power quality	Power quality	2	6,29455750551	28,3996706793	194,479632739	3,0	15,0	 
simulation system	system simulation	system simulation	2	4,72091812914	21,2997530095	339,924138367	5,0	25,0	 
design system	system design	system design	2	4,72091812914	23,2139205891	179,75521937	2,0	13,0	 
enhancement stability	stability enhancement	stability enhancement	2	4,72091812914	21,2997530095	173,630647608	3,0	23,0	 
power stability system	power system stability	power system stability|&|stability in power system	3	21,8428298869	69,4729375186	215,339161367	9,0	67,0	 
power quality	power quality	power quality	2	11,0154756347	42,0640778101	277,112927513	6,0	35,0	 
system world	world system	world system|&|system world	2	7,86819688189	35,4995883491	196,99049567	4,0	40,0	 
protection relay	relay protection	relay protection	2	4,72091812914	23,2139205891	191,263816805	2,0	6,0	 
area network	area network	area network	2	17,3100331402	85,1177088266	293,265594648	2,0	9,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	37,2095433575	173,050367788	2,0	14,0	 
assessment datum dose-response hazard identification	hazard identification and dose-response assessment data	hazard identification and dose-response assessment data	6	3,9714236158	18,6047716787	2387,20668003	2,0	4,0	 
analysis stability	stability analysis	stability analysis	2	6,29455750551	28,3996706793	243,661854756	5,0	31,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	21,2997530095	206,465170187	3,0	17,0	 
network topology	network topology	network topology	2	6,29455750551	26,588839331	303,18835107	6,0	36,0	 
power software system	power system software	power system software	3	5,95713542369	25,4917469595	211,223049379	3,0	17,0	 
model new	new model	new model	2	4,72091812914	21,2997530095	180,909830657	3,0	11,0	 
state system	system state	system state	2	4,72091812914	21,2997530095	206,024665985	4,0	31,0	 
configuration network	network configuration	network configuration	2	4,72091812914	23,2139205891	292,798827861	2,0	5,0	 
relay system	relay systems	relay systems	2	4,72091812914	21,2997530095	405,670382113	3,0	11,0	 
analysis observability	observability analysis	observability analysis|&|Observability analysis	2	4,72091812914	23,2139205891	156,158291718	2,0	16,0	 
operation point	operation point	operation point	2	4,72091812914	23,2139205891	160,874305991	2,0	13,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	25,4917469595	3343,28751503	3,0	5,0	 
city world	world city	world city	2	4,72091812914	23,2139205891	333,203154805	6,0	38,0	 
logic power stabilizer system	logic power system stabilizer	logic power system stabilizer	4	3,9714236158	18,6047716787	334,495229131	2,0	10,0	 
plant power	power plant	power plant|&|power plants	2	11,0154756347	46,5304688292	158,274017275	4,0	30,0	 
city size	city size	city size	2	6,29455750551	30,9518941188	228,30293971	2,0	4,0	 
optimization power	power optimization	power optimization	2	6,29455750551	30,9518941188	240,984858236	2,0	15,0	 
forecasting load short term	short term load forecasting	short term load forecasting	4	3,9714236158	18,6047716787	292,765953325	2,0	12,0	 
assessment risk	risk assessment	risk assessment	2	6,29455750551	35,3149489066	193,150052026	1,0	10,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics|&|harmonics of power system	3	5,95713542369	27,9071575181	338,141538731	4,0	17,0	 
optimization power reactive	reactive power optimization	reactive power optimization	3	5,95713542369	27,9071575181	240,984858236	2,0	15,0	 
current transformer	current transformers	current transformers	2	4,72091812914	23,2139205891	677,950481683	2,0	3,0	 
power transmission	power transmission	power transmission	2	6,29455750551	30,9518941188	162,956551425	2,0	14,0	 
flow power	power flow	power flow	2	28,3255087748	96,6797660341	152,924909022	10,0	72,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	31,7713889264	104,793676116	310,448121344	9,0	63,0	 
international standard	international standards	international standards	2	4,72091812914	21,2997530095	296,948818599	3,0	12,0	 
domain frequency	frequency domain	frequency domain	2	4,72091812914	21,2997530095	303,775556651	3,0	17,0	 
network structure	network structure	network structure	2	9,44183625827	39,8832589964	184,796246011	4,0	25,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	21,3575527608	561,582365381	1,0	5,0	 
control system	control system	control system|&|control systems|&|system control	2	20,4573118929	78,1190016473	175,137866413	6,0	36,0	 
city system world	world city system	world city system	3	9,92855903949	39,6299764916	296,955722361	4,0	35,0	 
artificial network neural	artificial neural network	artificial neural network	3	13,8999826553	49,8460091182	194,121541183	6,0	27,0	 
electric power system	electric power system	electric power system	3	7,94284723159	31,7039811933	167,652150952	4,0	26,0	 
area power system	area power system	area power system	3	15,8856944632	67,977991892	250,202750647	3,0	20,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	30,9518941188	480,977593384	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	30,9518941188	160,349323855	2,0	13,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	35,7428125422	106,510453616	168,193464105	11,0	94,0	 
environment network system	system network environment	system network environment	3	5,95713542369	27,9071575181	294,055612852	2,0	8,0	 
network power	power network	power network|&|network power	2	11,0154756347	44,0724364766	157,400994072	6,0	42,0	 
assessment health	health assessment	health assessment	2	4,72091812914	21,2997530095	3343,28751503	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	17,8714062711	64,0877260091	236,441682157	6,0	39,0	 
development project	development projects	development projects	2	4,72091812914	26,4862116799	767,187496205	1,0	2,0	 
structure system	structure system	structure system|&|system structure	2	7,86819688189	35,4995883491	172,716491652	3,0	17,0	 
dynamic stability	dynamic stability	dynamic stability	2	6,29455750551	28,3996706793	162,698279946	5,0	40,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	37,2095433575	252,563442932	2,0	9,0	 
network observability	network observability	network observability	2	6,29455750551	30,9518941188	172,308668215	2,0	14,0	 
