stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
fringe rural-urban	rural-urban fringe	rural-urban fringe	2	11,0154756347	46,8236929285	274,739608676	5,0	33,0	 
planning spatial	spatial planning	spatial planning	2	7,86819688189	37,4647715291	242,459751776	3,0	17,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	49,2817252811	879,354659425	4,0	8,0	 
environment urban	urban environment	urban environment|&|urban environments	2	9,44183625827	38,4131436532	404,063697654	6,0	28,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	29,9718172233	363,869036346	3,0	15,0	 
land management use	land use management	land use management	3	9,92855903949	44,9660300114	261,958098782	3,0	33,0	 
metropolitan region	metropolitan region	metropolitan region	2	18,8836725165	71,3937932612	289,636354312	8,0	74,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	39,1933714206	540,244386776	2,0	9,0	 
sprawl urban	urban sprawl	urban sprawl	2	25,1782300221	82,9674968851	331,153943354	13,0	79,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	57,6197154797	323,830235578	6,0	50,0	 
development future	future development	future development	2	6,29455750551	28,1609858749	266,351984157	4,0	34,0	 
decision support system	decision support system	decision support system	3	5,95713542369	29,3950285654	344,173476782	2,0	12,0	 
management practice	management practices	management practices	2	6,29455750551	29,9718172233	268,303159649	3,0	20,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	75,4570487001	191,398928118	502,340060879	28,0	242,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	71,3937932612	378,803737863	11,0	87,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	35,2012323436	315,123029869	4,0	35,0	 
information land system urban	urban land information system	urban land information system	4	7,94284723159	35,9728240091	1180,45590128	3,0	18,0	 
current scenario trend	current trends scenario	current trends scenario	3	5,95713542369	26,9796180068	261,537969728	3,0	37,0	 
network planning	network planning	network planning	2	6,29455750551	32,5240406627	304,456230297	2,0	15,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	38,4131436532	257,419728019	6,0	130,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	7,94284723159	39,1933714206	314,505855491	2,0	8,0	 
land-use management	land-use management	land-use management	2	9,44183625827	42,2414788124	310,108554488	4,0	29,0	 
development regional	regional development	regional development	2	9,44183625827	48,7860609941	310,73104231	2,0	10,0	 
change land modeling urban use	urban land use change modeling	urban land use change modeling|&|modeling of urban land use change	5	5,95713542369	29,3950285654	304,372386587	2,0	20,0	 
logistic regression	logistic regression	logistic regression	2	6,29455750551	32,5240406627	259,746899636	2,0	15,0	 
loss open space	loss of open space	loss of open space	4	7,94284723159	33,6878092564	660,782404121	4,0	49,0	 
area metropolitan	metropolitan area	metropolitan area|&|metropolitan areas	2	20,4573118929	74,9337517369	272,101906229	9,0	86,0	 
system urban	urban systems	urban systems|&|urban system	2	12,589115011	47,5958621742	362,739731194	8,0	54,0	 
change cover land	land cover change	land cover change	3	13,8999826553	62,952442016	254,391425751	3,0	38,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	39,1933714206	540,244386776	2,0	9,0	 
land market	land market	land market|&|land markets	2	11,0154756347	46,8236929285	244,849902818	11,0	157,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	29,9718172233	318,226222025	3,0	20,0	 
ecosystem service	ecosystem services	ecosystem services|&|ecosystem service	2	7,86819688189	33,445494949	323,841297983	5,0	32,0	 
land planning urban use	urban land use planning	urban land use planning	4	13,8999826553	55,8519747057	256,165487737	5,0	43,0	 
information land	land information	land information	2	6,29455750551	28,1609858749	798,991977448	6,0	39,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	55,4365172627	949,464432631	7,0	14,0	 
land price	land price	land price|&|land prices	2	22,0309512693	86,2345824086	266,517415846	7,0	60,0	 
dynamics landscape urban	urban landscape dynamics	urban landscape dynamics	3	5,95713542369	29,3950285654	753,586418469	2,0	5,0	 
land urban	urban land	urban land	2	33,046426904	108,894839662	398,982999338	13,0	93,0	 
land planning sustainable use	sustainable land use planning	sustainable land use planning	4	7,94284723159	33,6878092564	325,159424592	4,0	39,0	 
land sustainable use	sustainable land use	sustainable land use	3	5,95713542369	29,3950285654	351,238871113	2,0	18,0	 
design network problem	network design problem	network design problem	3	11,9142708474	53,9592360137	1364,07504858	3,0	12,0	 
demand land	demand for land	demand for land|&|land demand	3	6,29455750551	29,9718172233	252,2908612	3,0	25,0	 
land market urban	urban land market	urban land market|&|urban land markets|&|land markets and urban	3	13,8999826553	51,1750164527	409,515535463	7,0	60,0	 
model programming	programming model	programming model	2	7,86819688189	37,4647715291	363,605077043	4,0	22,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models	3	13,8999826553	58,9536661987	387,456964249	4,0	35,0	 
logit model	logit model	logit model	2	7,86819688189	40,6550508284	299,437108699	2,0	13,0	 
modeling urban year	years of urban modeling	years of urban modeling	4	5,95713542369	29,3950285654	590,696529126	2,0	5,0	 
land-use suitability	land-use suitability	land-use suitability	2	6,29455750551	32,5240406627	274,532916723	2,0	15,0	 
urban use	urban uses	urban uses|&|urban use	2	7,86819688189	35,2012323436	414,949552076	4,0	21,0	 
dynamics growth urban	urban growth dynamics	urban growth dynamics|&|dynamics of urban growth	3	5,95713542369	26,9796180068	290,943789354	3,0	25,0	 
development land urban	urban land development	urban land development|&|urban development land	3	9,92855903949	44,9660300114	251,024790298	3,0	38,0	 
agricultural land	agricultural land	agricultural land	2	7,86819688189	37,4647715291	345,247451819	3,0	21,0	 
housing market	housing markets	housing markets	2	6,29455750551	32,5240406627	314,007515147	2,0	7,0	 
land planning system use	land use planning system	land use planning system	4	5,95713542369	29,3950285654	331,877990805	2,0	13,0	 
effect growth side sprawl such	side effects of growth such as sprawl	side effects of growth such as sprawl	7	5,95713542369	26,9796180068	734,49635577	3,0	41,0	 
decision maker	decision makers	decision makers	2	7,86819688189	33,445494949	254,621480786	5,0	33,0	 
expansion urban	urban expansion	urban expansion	2	15,7363937638	61,5961302919	307,439586902	8,0	66,0	 
land-use urban	urban land-use	urban land-use|&|land-use and urban	2	11,0154756347	46,8236929285	477,15520414	5,0	21,0	 
geographical information system	geographical information system	geographical information system	3	5,95713542369	29,3950285654	331,589426668	2,0	20,0	 
land plan use	land use plan	land use plan	3	5,95713542369	26,9796180068	492,099542518	3,0	23,0	 
government local	local government	local government	2	6,29455750551	28,1609858749	280,354051324	4,0	36,0	 
