stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
normal operation power system	power system normal operations	power system normal operations|&|power system normal operation	4	3,9714236158	17,8547505455	71,6375727925	1,0	6,0	 
network security	network security	network security	2	3,14727875276	12,70004198	164,967994056	2,0	10,0	 
city system	city system	city system|&|city systems|&|cities in the system	2	34,6200662803	74,8985463522	141,002048346	17,0	59,0	 
flow load	load flows	load flows	2	3,14727875276	12,70004198	18,3131710903	2,0	6,0	 
configuration system	system configuration	system configuration	2	4,72091812914	19,05006297	54,2466243023	2,0	10,0	 
result simulation	Simulation results	Simulation results|&|simulation results	2	6,29455750551	21,0370291722	90,9263425707	4,0	19,0	 
research work	research work	research work|&|work and the research	2	3,14727875276	12,70004198	37,5593078733	2,0	5,0	 
network system	system network	system network|&|system networks|&|systems network|&|network system	2	29,8991481512	60,4065148887	131,979645403	42,0	129,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	17,8547505455	125,004343866	1,0	5,0	 
analysis network	network analysis	network analysis	2	3,14727875276	12,70004198	46,0013006689	2,0	16,0	 
network observability	network observability	network observability	2	6,29455750551	25,40008396	57,8279175523	2,0	9,0	 
design system water	water system design	water system design	3	3,9714236158	17,8547505455	114,547384155	1,0	10,0	 
real world	real world	real world	2	4,72091812914	17,1358953904	174,023288854	3,0	16,0	 
design network system	system network design	system network design	3	3,9714236158	15,1019694634	199,524580248	2,0	5,0	 
common exchanger heat layout network	common heat exchanger network layout	common heat exchanger network layout	5	3,9714236158	17,8547505455	114,547384155	1,0	10,0	 
network planning	network planning	network planning	2	3,14727875276	12,70004198	88,4040615297	3,0	9,0	 
duty process requirement	process duty requirements	process duty requirements	3	3,9714236158	17,8547505455	114,547384155	1,0	10,0	 
power quality	power quality	power quality	2	6,29455750551	22,8478605206	58,4967013774	3,0	16,0	 
system world	world system	world system|&|system world	2	7,86819688189	28,5598256507	41,9191056615	4,0	33,0	 
network power quality system	system network power quality	system network power quality	4	3,9714236158	17,8547505455	63,4607501079	1,0	9,0	 
area network	area network	area network	2	17,3100331402	69,8502308901	131,978486495	2,0	9,0	 
network synthesis	network synthesis	network synthesis	2	3,14727875276	14,8815693739	114,547384155	1,0	10,0	 
network wireless	wireless networks	wireless networks	2	3,14727875276	12,70004198	154,598128257	2,0	9,0	 
propulsion system	propulsion system	propulsion system	2	6,29455750551	29,7631387479	63,4607501079	1,0	9,0	 
important part	important part	important part	2	3,14727875276	12,70004198	157,372703187	2,0	10,0	 
mathematical technique	mathematical technique	mathematical technique	2	3,14727875276	14,8815693739	114,547384155	1,0	10,0	 
