stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
analysis function stability transient	function for transient stability analysis	function for transient stability analysis|&|function of transient stability analysis	5	3,9714236158	21,7444572411	281,490337783	1,0	7,0	 
city system	city system	city system	2	31,4727875276	104,172441562	590,696901533	16,0	61,0	 
total variance	total variance	total variance	2	4,72091812914	26,9461334994	248,580828115	1,0	7,0	 
calculation result	calculation results	calculation results	2	6,29455750551	27,2020684236	163,821123876	4,0	21,0	 
flow load	load flow	load flow|&|load flows	2	6,29455750551	27,2020684236	223,878515104	4,0	22,0	 
control system	control system	control system|&|control systems|&|system control	2	23,6045906457	85,6463011341	168,670341726	8,0	51,0	 
power system voltage	power system voltage	power system voltage	3	3,9714236158	18,991676159	246,990444345	5,0	56,0	 
issue stability	stability issues	stability issues	2	4,72091812914	23,6738424086	253,720988864	2,0	13,0	 
network system	system network	system network|&|system networks|&|network system|&|systems network	2	34,6200662803	101,617773664	348,116868289	46,0	210,0	 
information medical network system	medical information system network	medical information system network	4	3,9714236158	21,7444572411	585,837439967	1,0	5,0	 
network power quality	network power quality	network power quality|&|power quality in a network	3	5,95713542369	28,4875142385	173,806662202	2,0	13,0	 
analysis network	network analysis	network analysis	2	6,29455750551	29,0128997719	181,797306393	3,0	29,0	 
Power quality	Power quality	Power quality	2	6,29455750551	29,0128997719	245,661517429	3,0	15,0	 
network topology	network topology	network topology	2	6,29455750551	27,2020684236	311,547509972	6,0	37,0	 
bulk power system	bulk power system	bulk power system	3	7,94284723159	37,9833523181	352,257997723	2,0	13,0	 
design system	system design	system design	2	4,72091812914	23,6738424086	242,974651247	2,0	13,0	 
real world	real world	real world	2	4,72091812914	21,759674829	489,391387901	3,0	15,0	 
power stability system	power system stability	power system stability|&|stability in power system	3	41,6999479659	115,391248557	176,574580984	19,0	158,0	 
sag voltage	voltage sag	voltage sag	2	14,1627543874	71,0215272257	178,127454479	2,0	10,0	 
power quality	power quality	power quality	2	11,0154756347	43,1372287222	312,270153193	6,0	35,0	 
system world	world system	world system|&|system world	2	7,86819688189	36,2661247149	249,79449561	4,0	41,0	 
protection relay	relay protection	relay protection	2	4,72091812914	23,6738424086	202,425975486	2,0	7,0	 
economy world	world economy	world economy	2	4,72091812914	23,6738424086	172,881042266	2,0	6,0	 
area network	area network	area network	2	17,3100331402	86,8040888314	280,403754434	2,0	9,0	 
estimation power state system	power system state estimation	power system state estimation	4	5,95713542369	28,4875142385	344,821749966	2,0	14,0	 
algorithm genetic	genetic algorithm	genetic algorithm|&|algorithm and the genetic	2	7,86819688189	32,2468481348	173,368747444	5,0	40,0	 
expert system	expert system	expert system	2	4,72091812914	21,759674829	201,348443325	3,0	13,0	 
area such	areas such	areas such|&|such areas	2	4,72091812914	21,759674829	276,602805088	3,0	18,0	 
estimation state	state estimation	state estimation	2	7,86819688189	39,4564040143	253,956235794	3,0	19,0	 
flow power program	power flow program	power flow program	3	9,92855903949	47,4791903976	195,814094008	2,0	15,0	 
power stability system transient	power system transient stability	power system transient stability	4	5,95713542369	28,4875142385	194,015398493	4,0	30,0	 
power software system	power system software	power system software	3	5,95713542369	26,07210368	279,264261727	3,0	18,0	 
satellite service	satellite service	satellite service	2	4,72091812914	26,9461334994	421,971540497	1,0	3,0	 
model new	new model	new model	2	4,72091812914	21,759674829	175,879962752	3,0	12,0	 
state system	system state	system state	2	4,72091812914	21,759674829	202,27859179	4,0	32,0	 
configuration network	network configuration	network configuration	2	4,72091812914	23,6738424086	407,483297268	2,0	5,0	 
margin stability voltage	voltage stability margin	voltage stability margin	3	5,95713542369	28,4875142385	178,682430714	3,0	37,0	 
analysis observability	observability analysis	observability analysis|&|Observability analysis	2	4,72091812914	23,6738424086	179,134081197	2,0	16,0	 
bus power system	bus power system	bus power system	3	5,95713542369	26,07210368	165,80978038	3,0	29,0	 
stability study transient	transient stability studies	transient stability studies	3	3,9714236158	18,991676159	276,477041845	2,0	12,0	 
decision management risk	risk management decisions	risk management decisions	3	5,95713542369	26,07210368	4707,44534188	3,0	5,0	 
turbine wind	wind turbines	wind turbines|&|wind turbine	2	15,7363937638	68,005171059	164,881612078	4,0	42,0	 
city world	world city	world city	2	4,72091812914	23,6738424086	382,280322664	6,0	38,0	 
critical point	critical points	critical points	2	4,72091812914	21,759674829	416,771868644	3,0	15,0	 
plant power	power plant	power plant|&|power plants	2	11,0154756347	47,6036197413	190,097345443	4,0	33,0	 
analysis contingency	contingency analysis	contingency analysis	2	4,72091812914	23,6738424086	189,403414355	2,0	23,0	 
harmonic power system	power system harmonic	power system harmonic|&|power system harmonics|&|harmonics of power system	3	5,95713542369	28,4875142385	531,009646778	4,0	17,0	 
optimization power reactive	reactive power optimization	reactive power optimization	3	5,95713542369	28,4875142385	268,368398311	2,0	15,0	 
current transformer	current transformers	current transformers	2	4,72091812914	23,6738424086	254,90422867	2,0	3,0	 
power transmission	power transmission	power transmission	2	6,29455750551	31,5651232114	194,387267134	2,0	14,0	 
power stabilizer system	power system stabilizer	power system stabilizer|&|power system stabilizers	3	41,6999479659	132,299122467	281,622277518	11,0	90,0	 
international standard	international standards	international standards	2	4,72091812914	21,759674829	381,353245394	3,0	12,0	 
domain frequency	frequency domain	frequency domain	2	4,72091812914	21,759674829	339,945323818	3,0	18,0	 
network structure	network structure	network structure	2	9,44183625827	40,8031026354	194,841799646	4,0	24,0	 
model power system	power system model	power system model	3	5,95713542369	26,07210368	191,117549895	3,0	26,0	 
communication network	communication network	communication network|&|network communication	2	6,29455750551	31,5651232114	216,160009098	2,0	16,0	 
advantage disadvantage	advantages and disadvantages	advantages and disadvantages	3	4,72091812914	21,759674829	199,301717309	3,0	20,0	 
city system world	world city system	world city system	3	9,92855903949	40,5972376923	329,885609038	4,0	35,0	 
artificial network neural	artificial neural network	artificial neural network	3	13,8999826553	51,2001747992	257,194998473	6,0	29,0	 
electric power system	electric power system	electric power system	3	7,94284723159	32,4777901539	176,40532977	4,0	29,0	 
area power system	area power system	area power system	3	17,8714062711	73,0750278462	226,572259369	4,0	32,0	 
mobile phone	mobile phones	mobile phones	2	6,29455750551	31,5651232114	679,562628684	2,0	11,0	 
communication service	communication services	communication services	2	6,29455750551	31,5651232114	254,821592469	2,0	12,0	 
operation power system	power system operation	power system operation|&|power system operations|&|operation power system|&|operation of this power system	3	35,7428125422	109,992593939	223,923282775	11,0	96,0	 
environment network system	system network environment	system network environment	3	5,95713542369	28,4875142385	406,728160438	2,0	8,0	 
network power	power network	power network|&|network power	2	11,0154756347	45,1455873887	199,375915401	6,0	43,0	 
assessment health	health assessment	health assessment	2	4,72091812914	21,759674829	4707,44534188	3,0	5,0	 
analysis power system	power system analysis	power system analysis	3	19,857118079	70,0821186048	345,312556287	7,0	44,0	 
city system virtual	virtual city system	virtual city system	3	7,94284723159	37,9833523181	284,063568217	2,0	9,0	 
network observability	network observability	network observability	2	6,29455750551	31,5651232114	237,601982317	2,0	14,0	 
index stability voltage	voltage stability index	voltage stability index	3	5,95713542369	26,07210368	198,940642605	3,0	19,0	 
power stability system voltage	power system voltage stability	power system voltage stability	4	7,94284723159	34,7628049066	198,73990777	3,0	42,0	 
loss power	power losses	power losses	2	4,72091812914	23,6738424086	172,043747675	2,0	17,0	 
operation system	system operation	system operation|&|system operations	2	4,72091812914	21,759674829	213,728659898	14,0	121,0	 
configuration system	system configuration	system configuration	2	6,29455750551	29,0128997719	283,869071252	3,0	22,0	 
simulation system	system simulation	system simulation	2	4,72091812914	21,759674829	386,471259061	5,0	29,0	 
management system	management system	management system	2	15,7363937638	64,4936962696	216,132257738	5,0	27,0	 
planning power system	power system planning	power system planning	3	17,8714062711	69,0871387839	209,347543109	5,0	34,0	 
power simulation system	power system simulation	power system simulation	3	7,94284723159	34,7628049066	407,643570663	3,0	18,0	 
assessment software stability	stability assessment software	stability assessment software	3	7,94284723159	37,9833523181	209,413494775	2,0	14,0	 
fault power system	power system fault	power system fault	3	5,95713542369	28,4875142385	265,059046527	2,0	11,0	 
network planning power system	power system network planning	power system network planning	4	5,95713542369	28,4875142385	237,211838992	2,0	11,0	 
analysis power stability system transient	power system transient stability analysis	power system transient stability analysis|&|transient stability analysis of power system	5	5,95713542369	28,4875142385	264,579238376	2,0	17,0	 
model network	network model	network model|&|network models|&|model network	2	12,589115011	47,3590693309	238,351090713	7,0	48,0	 
network power system	power system network	power system network|&|system network power	3	63,5427778527	164,249065334	230,81159842	20,0	117,0	 
information network system	information system network	information system network|&|Information system network	3	5,95713542369	28,4875142385	551,891580518	3,0	10,0	 
load term	term load	term load	2	4,72091812914	21,759674829	349,901500077	4,0	28,0	 
Power network system	Power system network	Power system network	3	5,95713542369	26,07210368	165,0550319	3,0	30,0	 
load power system	power system load	power system load	3	5,95713542369	28,4875142385	195,112687725	2,0	9,0	 
performance system	system performance	system performance	2	4,72091812914	23,6738424086	177,931120947	2,0	20,0	 
information system	information system	information system|&|information systems|&|system information	2	6,29455750551	29,0128997719	491,423140209	5,0	21,0	 
analysis harmonic power system	power system harmonic analysis	power system harmonic analysis|&|harmonic analysis in the power system	4	7,94284723159	34,7628049066	546,03064351	3,0	16,0	 
region stability voltage	voltage stability region	voltage stability region	3	5,95713542369	28,4875142385	186,627531068	2,0	21,0	 
stability system	system stability	system stability	2	12,589115011	49,2996899682	174,790996499	21,0	177,0	 
stability voltage	voltage stability	voltage stability|&|Voltage stability	2	29,8991481512	96,3622534324	255,629394037	13,0	113,0	 
datum model	data model	data model|&|model data	2	6,29455750551	31,5651232114	547,223023212	2,0	4,0	 
information theory	information theory	information theory	2	9,44183625827	47,3476848171	191,43415273	2,0	11,0	 
city structure system world	structure of the world city system	structure of the world city system	6	9,92855903949	43,4535061333	219,295423646	3,0	29,0	 
forecasting load	load forecasting	load forecasting	2	4,72091812914	21,759674829	400,445276899	3,0	17,0	 
cascading failure	cascading failure	cascading failure|&|cascading failures	2	7,86819688189	39,4564040143	328,874744288	2,0	11,0	 
