stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
change land	land change	land change|&|changes in land|&|land changes	2	15,7363937638	51,5887524973	492,228159667	8,0	42,0	 
estimate parameter	parameter estimates	parameter estimates	2	4,72091812914	22,0212079309	614,794934984	2,0	15,0	 
function land	land functions	land functions	2	4,72091812914	25,2934990218	433,846511818	1,0	5,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	4,72091812914	20,1070403513	416,371026441	5,0	25,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change	4	5,95713542369	26,4021217111	468,147629265	2,0	18,0	 
interaction transport	transport interaction	transport interaction|&|transport interactions	2	4,72091812914	20,1070403513	762,195641027	13,0	115,0	 
cultivated land	cultivated land	cultivated land	2	7,86819688189	33,5117339189	725,30368616	3,0	16,0	 
land reclamation	land reclamation	land reclamation	2	4,72091812914	22,0212079309	347,812242572	2,0	14,0	 
cover land use	land cover and land use	land cover and land use|&|land use and land cover|&|use land cover	5	21,8428298869	69,4438911979	436,073857378	7,0	59,0	 
carbon sequestration	carbon sequestration	carbon sequestration	2	4,72091812914	22,0212079309	810,757318187	2,0	12,0	 
dynamics system	system dynamics	system dynamics	2	4,72091812914	20,1070403513	628,491354112	3,0	22,0	 
integrated land use	integrated land use	integrated land use	3	5,95713542369	23,9867111525	403,083681074	3,0	15,0	 
diversity level life	diversity of life at all levels	diversity of life at all levels	6	3,9714236158	17,6014144741	396,644858323	2,0	22,0	 
computer interrelationship model review	review of computer models of the interrelationships	review of computer models of the interrelationships	7	7,94284723159	35,2028289481	430,755281109	2,0	43,0	 
different environment world	different environments around the world	different environments around the world	5	3,9714236158	17,6014144741	557,112192832	2,0	20,0	 
approach weakness	weaknesses of each approach	weaknesses of each approach	4	6,29455750551	29,3616105745	430,755281109	2,0	43,0	 
conversion grassland	grassland conversion	grassland conversion|&|conversion of grassland	2	6,29455750551	26,8093871351	814,283461786	3,0	17,0	 
interaction model transport	transport interaction model	transport interaction model|&|transport interaction models	3	13,8999826553	48,868525379	568,882502663	6,0	61,0	 
issue special	special issue	special issue	2	6,29455750551	26,8093871351	574,259312951	3,0	19,0	 
interaction society-nature	society-nature interaction	society-nature interaction	2	9,44183625827	44,0424158618	490,461286532	2,0	12,0	 
land model use	land use model	land use model|&|land use models	3	19,857118079	66,1917984312	573,862911013	6,0	51,0	 
congestion traffic	traffic congestion	traffic congestion	2	4,72091812914	20,1070403513	623,861022177	3,0	12,0	 
consequent demand effect travel	consequent effects on travel demand	consequent effects on travel demand	5	7,94284723159	35,2028289481	430,755281109	2,0	43,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	29,3616105745	509,881728531	2,0	10,0	 
city consequent	cities and the consequent	cities and the consequent	4	6,29455750551	29,3616105745	430,755281109	2,0	43,0	 
density location	location and density	location and density|&|density and location	3	4,72091812914	20,1070403513	354,402299034	3,0	42,0	 
land strategy use	land use strategies	land use strategies|&|land use and strategies	3	5,95713542369	26,4021217111	610,631706051	2,0	10,0	 
category land-use	land-use categories	land-use categories	2	4,72091812914	22,0212079309	358,564845227	2,0	11,0	 
change cover land	land cover change	land cover change|&|changes in land cover	3	7,94284723159	29,6972667839	443,071120871	6,0	53,0	 
computing time	computing times	computing times	2	4,72091812914	22,0212079309	557,779445132	2,0	13,0	 
model new	new models	new models	2	4,72091812914	20,1070403513	495,706853324	3,0	21,0	 
change technological	technological changes	technological changes	2	9,44183625827	37,4978336801	394,587443686	4,0	54,0	 
space time	space and time	space and time|&|time and space	3	4,72091812914	20,1070403513	845,095757561	3,0	9,0	 
major model type	major types of model	major types of model	4	7,94284723159	35,2028289481	430,755281109	2,0	43,0	 
change land use	land use change	land use change|&|land use changes|&|Land use change|&|changes in land use|&|Land use changes|&|Changes in the use of land|&|changes of land use|&|Changes in land use|&|change in land use	3	131,056979321	217,479574807	495,679380329	34,0	299,0	 
activity economic	economic activity	economic activity	2	4,72091812914	22,0212079309	407,274238533	2,0	11,0	 
ecosystem service	ecosystem services	ecosystem services|&|ecosystem service	2	20,4573118929	72,9505801286	395,521214431	6,0	45,0	 
