stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
planning spatial	spatial planning	spatial planning	2	7,86819688189	39,1287504858	372,373226457	3,0	16,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	51,6112958205	1001,71980796	4,0	7,0	 
environment urban	urban environment	urban environment|&|urban environments	2	9,44183625827	40,4099184012	339,303260068	6,0	28,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	31,3030003886	345,87471365	3,0	16,0	 
land management use	land use management	land use management	3	9,92855903949	47,0657376776	318,979625524	3,0	31,0	 
metropolitan region	metropolitan region	metropolitan region	2	18,8836725165	75,3873427573	273,103005073	8,0	74,0	 
forecasting method modeling	modeling and forecasting method	modeling and forecasting method	4	7,94284723159	40,8731375535	640,649062129	2,0	8,0	 
sprawl urban	urban sprawl	urban sprawl	2	25,1782300221	88,2922295465	330,057315699	13,0	76,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	60,6148776018	277,631475857	6,0	50,0	 
development future	future development	future development	2	6,29455750551	29,4921690403	263,544679779	4,0	33,0	 
ecosystem service	ecosystem services	ecosystem services	2	7,86819688189	35,1094739057	324,264281404	5,0	28,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	36,8652113003	311,109351198	4,0	35,0	 
management practice	management practices	management practices	2	6,29455750551	31,3030003886	324,69402967	3,0	19,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	75,4570487001	207,356706381	388,978874955	28,0	220,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	75,3873427573	402,815468227	11,0	83,0	 
information land system urban	urban land information system	urban land information system	4	7,94284723159	37,6525901421	1065,27647724	3,0	19,0	 
network planning	network planning	network planning	2	6,29455750551	33,8552238281	694,33964052	2,0	15,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	40,4099184012	249,619900694	6,0	128,0	 
property right	property rights	property rights	2	17,3100331402	81,1034648607	276,794583239	4,0	40,0	 
planning strategy	planning strategies	planning strategies	2	6,29455750551	31,3030003886	323,970723608	3,0	15,0	 
agriculture urban	urban agriculture	urban agriculture|&|agriculture and urban	2	6,29455750551	31,3030003886	739,865597599	3,0	15,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	7,94284723159	40,8731375535	328,594341514	2,0	7,0	 
land-use management	land-use management	land-use management	2	9,44183625827	44,2382535604	307,398920308	4,0	27,0	 
development regional	regional development	regional development	2	9,44183625827	50,7828357421	352,941399089	2,0	10,0	 
logistic regression	logistic regression	logistic regression	2	6,29455750551	33,8552238281	260,31702472	2,0	15,0	 
city planning	city planning	city planning	2	9,44183625827	44,2382535604	225,316774568	4,0	47,0	 
loss open space	loss of open space	loss of open space	4	7,94284723159	35,3675753893	665,058533264	4,0	48,0	 
area metropolitan	metropolitan area	metropolitan area|&|metropolitan areas	2	20,4573118929	79,2600970243	264,80863925	9,0	87,0	 
system urban	urban systems	urban systems|&|urban system	2	12,589115011	50,2582285049	360,552662506	8,0	55,0	 
change cover land	land cover change	land cover change	3	13,8999826553	65,8920327487	244,284228778	3,0	37,0	 
demand logistic urban	urban logistics demand	urban logistics demand	3	7,94284723159	40,8731375535	640,649062129	2,0	8,0	 
land-use pattern	land-use patterns	land-use patterns|&|land-use pattern|&|pattern of land-use	2	11,0154756347	51,6112958205	265,154746186	4,0	23,0	 
land market	land markets	land markets|&|land market	2	11,0154756347	47,1449048014	288,175655174	15,0	179,0	 
food production	food production	food production	2	6,29455750551	31,3030003886	661,988422891	3,0	11,0	 
change land-cover land-use	land-use and land-cover change	land-use and land-cover change|&|land-cover and land-use change	4	9,92855903949	44,2094692367	237,066112369	4,0	44,0	 
planning system	planning system	planning system	2	6,29455750551	29,4921690403	238,465918331	5,0	42,0	 
land planning urban use	urban land use planning	urban land use planning	4	13,8999826553	58,7915654384	314,707720149	5,0	39,0	 
information land	land information	land information	2	6,29455750551	29,4921690403	751,499769088	6,0	39,0	 
method modeling	modeling methods	modeling methods|&|modeling method	2	14,1627543874	58,4316793848	1304,00091438	7,0	11,0	 
land price	land price	land price|&|land prices	2	25,1782300221	100,51645701	298,254045258	8,0	63,0	 
land urban	urban land	urban land	2	34,6200662803	118,836192719	380,797950369	14,0	100,0	 
land planning sustainable use	sustainable land use planning	sustainable land use planning	4	7,94284723159	35,3675753893	348,171756858	4,0	35,0	 
design network problem	network design problem	network design problem	3	11,9142708474	56,4788852131	1555,4399965	3,0	11,0	 
land management	land management	land management	2	15,7363937638	70,2189478113	254,831463325	7,0	45,0	 
land market urban	urban land market	urban land market|&|urban land markets|&|land markets and urban	3	25,8142535027	91,2912587806	435,982095991	10,0	80,0	 
model programming	programming model	programming model	2	7,86819688189	39,1287504858	374,254644289	4,0	22,0	 
dynamics model system	system dynamics model	system dynamics model|&|system dynamics models	3	13,8999826553	61,8932569313	407,4122524	4,0	33,0	 
logit model	logit model	logit model	2	7,86819688189	42,3190297851	297,354934023	2,0	13,0	 
land-use suitability	land-use suitability	land-use suitability	2	6,29455750551	33,8552238281	314,151736745	2,0	13,0	 
urban use	urban uses	urban uses|&|urban use	2	7,86819688189	36,8652113003	411,715270863	4,0	22,0	 
development land urban	urban land development	urban land development|&|urban development land	3	13,8999826553	61,8932569313	247,527484226	4,0	50,0	 
agricultural land	agricultural land	agricultural land	2	7,86819688189	39,1287504858	265,960872422	3,0	19,0	 
housing market	housing markets	housing markets	2	6,29455750551	33,8552238281	627,867557614	2,0	8,0	 
generation new	new generation	new generation	2	6,29455750551	29,4921690403	648,215733991	4,0	15,0	 
affordable housing	affordable housing	affordable housing	2	7,86819688189	36,8652113003	9023,0001108	4,0	1,0	 
construction land	construction land	construction land|&|land construction	2	9,44183625827	50,7828357421	225,25672442	2,0	16,0	 
decision maker	decision makers	decision makers	2	7,86819688189	35,1094739057	250,144326199	5,0	32,0	 
government local	local government	local government	2	6,29455750551	29,4921690403	232,673158882	4,0	36,0	 
land-use urban	urban land-use	urban land-use|&|land-use and urban	2	11,0154756347	49,1532634679	483,848430699	5,0	21,0	 
land regulation use	land use regulations	land use regulations	3	19,857118079	83,9879506263	246,361608285	5,0	40,0	 
pattern use	use patterns	use patterns|&|use pattern	2	6,29455750551	38,2182786159	259,145620115	9,0	91,0	 
rule value	rule values	rule values	2	6,29455750551	33,8552238281	267,204553397	2,0	20,0	 
land market outcome	land market outcomes	land market outcomes	3	7,94284723159	40,8731375535	265,631390307	2,0	22,0	 
land right use	land use rights	land use rights	3	9,92855903949	51,0914219419	350,509160219	2,0	15,0	 
analysis system	system analysis	system analysis|&|analysis system	2	6,29455750551	31,3030003886	336,718385499	3,0	19,0	 
planning urban	urban planning	urban planning	2	28,3255087748	97,2296122243	249,630989957	14,0	88,0	 
land value	land values	land values|&|land value	2	14,1627543874	66,3573803406	660,895330392	4,0	15,0	 
model network	network model	network model	2	6,29455750551	29,4921690403	527,65204111	4,0	19,0	 
land-use planning	land-use planning	land-use planning	2	14,1627543874	63,1970530302	317,252972396	6,0	35,0	 
area sensitive	sensitive areas	sensitive areas	2	6,29455750551	33,8552238281	246,732561793	2,0	16,0	 
administration land	land administration	land administration	2	7,86819688189	42,3190297851	533,156065243	2,0	10,0	 
model planning	planning models	planning models	2	6,29455750551	29,4921690403	630,572905209	4,0	50,0	 
land tenure	land tenure	land tenure	2	7,86819688189	39,1287504858	284,556975811	3,0	21,0	 
model urban	urban models	urban models|&|urban model	2	7,86819688189	35,1094739057	629,698761251	5,0	16,0	 
automata cellular	cellular automata	cellular automata|&|Cellular automata	2	29,8991481512	98,638782457	244,571681922	18,0	174,0	 
analysis policy	policy analysis	policy analysis	2	6,29455750551	33,8552238281	1399,07834675	2,0	5,0	 
modeling system	modeling system	modeling system|&|system modeling|&|modeling systems|&|systems modeling	2	22,0309512693	85,3570275647	300,503700441	9,0	30,0	 
allocation land	land allocation	land allocation	2	6,29455750551	31,3030003886	336,951310014	3,0	16,0	 
development sustainable	sustainable development	sustainable development	2	17,3100331402	69,1050641942	317,000921598	9,0	57,0	 
land resource	land resources	land resources|&|land resource|&|land as a resource|&|resource land	2	17,3100331402	69,1050641942	239,596178444	8,0	86,0	 
boundary growth urban	urban growth boundaries	urban growth boundaries	3	7,94284723159	40,8731375535	639,263850523	2,0	5,0	 
development land	land development	land development|&|development land	2	28,3255087748	104,060650181	292,487023092	14,0	117,0	 
community retirement	retirement communities	retirement communities	2	12,589115011	56,1751582491	12029,3337765	5,0	2,0	 
development housing	housing development	housing development|&|development of housing	2	7,86819688189	36,8652113003	522,830503444	4,0	16,0	 
network transportation	transportation network	transportation network|&|transportation networks	2	25,1782300221	94,8980973469	435,494532186	10,0	68,0	 
network road	road network	road network|&|Road network	2	15,7363937638	73,7304226007	656,837239535	4,0	24,0	 
information system	information system	information system|&|information systems	2	20,4573118929	77,1047040943	378,774968377	33,0	279,0	 
3D model	3D models	3D models|&|3D model	2	9,44183625827	42,1313686868	1505,53653895	5,0	9,0	 
area urban	urban areas	urban areas|&|urban area	2	44,0619025386	131,330738989	272,73031116	22,0	151,0	 
model system	model system	model system|&|system model	2	7,86819688189	35,1094739057	592,237266861	5,0	55,0	 
land structure	land structure	land structure	2	7,86819688189	39,1287504858	1065,27647724	3,0	19,0	 
modeling urban	urban modeling	urban modeling|&|Urban modeling	2	18,8836725165	69,3737667872	534,454204534	13,0	56,0	 
development process urban	urban development processes	urban development processes|&|urban development process	3	7,94284723159	35,3675753893	236,794603376	4,0	44,0	 
distribution spatial	spatial distribution	spatial distribution	2	9,44183625827	44,2382535604	263,4963572	4,0	33,0	 
cover land	land cover	land cover	2	15,7363937638	62,8227856311	257,8337197	10,0	82,0	 
calibration model	model calibration	model calibration|&|calibration model	2	7,86819688189	36,8652113003	237,386374817	5,0	41,0	 
