stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
fringe rural-urban	rural-urban fringe	rural-urban fringe	2	11,0154756347	46,1234082549	276,89054762	5,0	33,0	 
planning spatial	spatial planning	spatial planning	2	7,86819688189	36,9645681907	321,167234635	3,0	17,0	 
flow traffic	traffic flow	traffic flow	2	11,0154756347	48,5814406074	691,991899903	4,0	8,0	 
environment urban	urban environment	urban environment|&|urban environments	2	9,44183625827	37,8128996471	360,877815169	6,0	27,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	6,29455750551	29,5716545526	364,626872276	3,0	15,0	 
land management use	land use management	land use management	3	9,92855903949	44,3348436734	265,825770435	3,0	33,0	 
metropolitan region	metropolitan region	metropolitan region	2	18,8836725165	70,1933052492	305,791361145	8,0	73,0	 
affordability housing	housing affordability	housing affordability	2	4,72091812914	22,1787409144	736,811129636	3,0	41,0	 
sprawl urban	urban sprawl	urban sprawl	2	25,1782300221	81,3668462024	327,182309192	13,0	80,0	 
rule transition	transition rules	transition rules|&|Transition rules|&|transition rule	2	14,1627543874	56,7193494707	320,659274626	6,0	51,0	 
amount large	large amount	large amount	2	4,72091812914	22,1787409144	300,083272616	3,0	22,0	 
development future	future development	future development	2	6,29455750551	27,7608232042	245,658168859	4,0	36,0	 
land supply	land supply	land supply|&|supply of land	2	4,72091812914	22,1787409144	381,272883932	3,0	26,0	 
decision support system	decision support system	decision support system	3	5,95713542369	29,0163167626	345,100703026	2,0	12,0	 
management practice	management practices	management practices	2	6,29455750551	29,5716545526	268,991373959	3,0	20,0	 
land planning use	land use planning	land use planning|&|planning of land use	3	73,4713368922	185,10922306	499,128554994	27,0	238,0	 
dynamics system	system dynamics	system dynamics|&|dynamics of the system	2	18,8836725165	70,1933052492	370,392870246	11,0	86,0	 
dynamics urban	urban dynamics	urban dynamics	2	7,86819688189	34,7010290053	311,961372297	4,0	35,0	 
information land system urban	urban land information system	urban land information system	4	7,94284723159	35,4678749387	1184,90519361	3,0	18,0	 
current scenario trend	current trends scenario	current trends scenario	3	5,95713542369	26,600906204	260,77839789	3,0	37,0	 
network planning	network planning	network planning	2	6,29455750551	32,123877992	303,740652135	2,0	15,0	 
environmental quality	environmental quality	environmental quality	2	9,44183625827	37,8128996471	258,560618126	6,0	130,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|transportation systems and urban	3	7,94284723159	38,6884223502	309,973084878	2,0	8,0	 
land-use management	land-use management	land-use management	2	9,44183625827	41,6412348063	296,276691549	4,0	30,0	 
development regional	regional development	regional development	2	9,44183625827	48,1858169881	311,826520762	2,0	10,0	 
