stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
participation public	public participation	public participation	2	4,72091812914	21,7894599002	260,312226692	2,0	7,0	 
rail transit	rail transit	rail transit	2	6,29455750551	24,6895584124	229,788864848	4,0	26,0	 
hierarchy network planning transportation urban	urban hierarchy and transportation network planning	urban hierarchy and transportation network planning	6	3,9714236158	20,1592399189	326,507904076	1,0	4,0	 
daily trip	daily trips	daily trips	2	4,72091812914	21,7894599002	151,729519212	2,0	19,0	 
decision support system	decision support system	decision support system	3	3,9714236158	17,4064588368	311,195970486	2,0	10,0	 
land use-transportation	land use-transportation	land use-transportation	2	4,72091812914	19,8752923206	207,183241357	3,0	20,0	 
environmental impact	environmental impacts	environmental impacts	2	9,44183625827	34,927452745	152,988491398	5,0	49,0	 
area population urban	population in an urban area	population in an urban area|&|urban area and the area population	5	3,9714236158	17,4064588368	276,914881943	2,0	8,0	 
freight transportation	freight transportation	freight transportation	2	4,72091812914	21,7894599002	451,846958827	2,0	6,0	 
benefit cost full	full costs and benefits	full costs and benefits	4	3,9714236158	20,1592399189	239,238004212	1,0	3,0	 
development transportation urban	urban transportation development	urban transportation development|&|development of urban transportation	3	3,9714236158	17,4064588368	169,868663468	3,0	25,0	 
choice route	route choice	route choice	2	4,72091812914	19,8752923206	212,283645298	3,0	26,0	 
air quality standard	air quality standards	air quality standards	3	5,95713542369	23,6942776967	146,070573854	3,0	38,0	 
policy public	public policy	public policy	2	4,72091812914	19,8752923206	374,194533978	3,0	13,0	 
automobile dominance overall passenger transportation urban	overall dominance of automobiles in urban passenger transportation	overall dominance of automobiles in urban passenger transportation	8	3,9714236158	17,4064588368	256,901905602	2,0	30,0	 
carbon monoxide	carbon monoxide	carbon monoxide	2	4,72091812914	21,7894599002	137,992079319	2,0	26,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|urban transportation system|&|transportation systems and urban	3	39,714236158	99,727394674	160,97450725	13,0	91,0	 
emission vehicle	vehicle emissions	vehicle emissions	2	7,86819688189	30,8619480155	140,787201343	4,0	44,0	 
cluster compactness spatial	spatial compactness of each cluster	spatial compactness of each cluster	5	3,9714236158	17,4064588368	382,667820758	2,0	13,0	 
congestion traffic	traffic congestion	traffic congestion	2	17,3100331402	52,0352626994	169,654446261	11,0	104,0	 
pattern travel	travel patterns	travel patterns	2	6,29455750551	24,6895584124	149,859060548	4,0	26,0	 
different mode	different modes	different modes	2	4,72091812914	19,8752923206	195,533987583	3,0	32,0	 
analytic finding method	analytic methods and findings	analytic methods and findings	4	3,9714236158	17,4064588368	256,901905602	2,0	30,0	 
time travel	travel time	travel time|&|travel times	2	22,0309512693	77,4806724053	158,256946624	6,0	60,0	 
demand travel	travel demand	travel demand|&|travel demands	2	22,0309512693	64,1269240543	156,180849488	11,0	90,0	 
strategy transportation	transportation strategy	transportation strategy	2	4,72091812914	21,7894599002	145,463397497	2,0	16,0	 
plan transportation	transportation plans	transportation plans	2	4,72091812914	21,7894599002	231,097329122	2,0	18,0	 
Urban transportation	Urban transportation	Urban transportation	2	4,72091812914	19,8752923206	206,975895766	3,0	13,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	24,6895584124	179,861423754	5,0	53,0	 
development sustainable transportation urban	urban transportation sustainable development	urban transportation sustainable development|&|sustainable development of urban transportation	4	5,95713542369	26,1096882553	191,177686387	2,0	15,0	 
network transportation urban	urban transportation network	urban transportation network|&|urban transportation networks	3	61,5570660448	154,577461745	190,813130685	14,0	112,0	 
equilibrium network	network equilibrium	network equilibrium	2	4,72091812914	21,7894599002	254,77480979	2,0	5,0	 
accident future motor vehicle	motor vehicle accidents and the future	motor vehicle accidents and the future	6	3,9714236158	17,4064588368	256,901905602	2,0	30,0	 
transportation trend urban	urban transportation trends	urban transportation trends|&|trends in urban transportation	3	3,9714236158	17,4064588368	228,084860602	2,0	10,0	 
capacity network	network capacity	network capacity	2	7,86819688189	36,3157665003	170,484754865	2,0	20,0	 
public transport	public transport	public transport	2	7,86819688189	30,8619480155	166,581966752	4,0	36,0	 
