stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
average density	average density	average density	2	3,14727875276	14,7736521015	85,2536616539	1,0	17,0	 
flow traffic	traffic flow	traffic flow	2	6,29455750551	22,6320259758	69,9392982428	3,0	28,0	 
network street	street network	street network	2	3,14727875276	12,5921247076	55,533183334	2,0	25,0	 
requirement transportation	transportation requirements	transportation requirements	2	4,72091812914	22,1604781523	140,725568461	1,0	6,0	 
rail transit	rail transit	rail transit	2	6,29455750551	20,8211946274	161,344543286	4,0	18,0	 
efficiency energetic	energetic efficiency	energetic efficiency	2	3,14727875276	14,7736521015	169,098363396	1,0	6,0	 
future public transportation	future of public transportation	future of public transportation	4	3,9714236158	14,9657930272	117,119830003	2,0	30,0	 
network topology	network topology	network topology	2	3,14727875276	12,5921247076	103,104518089	2,0	8,0	 
short term	short term	short term	2	3,14727875276	12,5921247076	84,6831524254	2,0	22,0	 
Urban growth	Urban growth	Urban growth	2	3,14727875276	12,5921247076	87,2358122613	2,0	23,0	 
activity center	activity centers	activity centers	2	3,14727875276	14,7736521015	190,397453247	1,0	4,0	 
job resident	residents and jobs	residents and jobs	3	7,86819688189	36,9341302538	85,2536616539	1,0	17,0	 
city function	functioning of cities	functioning of cities	3	3,14727875276	12,5921247076	222,021381091	2,0	6,0	 
development transportation urban	urban transportation development	urban transportation development	3	3,9714236158	14,9657930272	189,844486155	2,0	10,0	 
choice route	route choice	route choice	2	3,14727875276	12,5921247076	142,854599814	2,0	12,0	 
failure market	market failures	market failures	2	3,14727875276	12,5921247076	117,119830003	2,0	30,0	 
density link variance	variance of link densities	variance of link densities	4	3,9714236158	17,7185741093	163,487753902	1,0	7,0	 
automobile dominance overall passenger transportation urban	overall dominance of automobiles in urban passenger transportation	overall dominance of automobiles in urban passenger transportation	8	3,9714236158	14,9657930272	117,119830003	2,0	30,0	 
system transportation urban	urban transportation systems	urban transportation systems|&|urban transportation system	3	29,7856771185	64,3052497023	116,471609547	10,0	55,0	 
emission vehicle	vehicle emissions	vehicle emissions	2	4,72091812914	18,8881870614	110,826797704	2,0	16,0	 
cluster compactness spatial	spatial compactness of each cluster	spatial compactness of each cluster	5	3,9714236158	14,9657930272	281,165118331	2,0	13,0	 
congestion traffic	traffic congestion	traffic congestion	2	6,29455750551	22,6320259758	70,5252715492	4,0	57,0	 
pattern travel	travel patterns	travel patterns	2	4,72091812914	16,9740194818	212,592255391	3,0	18,0	 
development sustainable transportation urban	urban transportation sustainable development	urban transportation sustainable development|&|sustainable development of urban transportation	4	5,95713542369	22,4486895409	157,400601899	2,0	16,0	 
disruption minimal	minimal disruption	minimal disruption	2	3,14727875276	12,5921247076	185,663507595	2,0	12,0	 
feature important	important feature	important feature	2	3,14727875276	12,5921247076	206,222729991	2,0	6,0	 
agenda research	research agendas	research agendas	2	3,14727875276	12,5921247076	230,502714381	2,0	9,0	 
method traditional	traditional methods	traditional methods	2	3,14727875276	12,5921247076	114,357643057	2,0	16,0	 
due emission	emissions due	emissions due	2	3,14727875276	12,5921247076	145,328152995	2,0	17,0	 
new outlook	new outlook	new outlook	2	3,14727875276	12,5921247076	211,363591467	2,0	13,0	 
time travel	travel time	travel time|&|travel times	2	11,0154756347	33,9790582454	89,2127848261	5,0	45,0	 
demand travel	travel demand	travel demand	2	7,86819688189	26,0264932843	103,064338679	4,0	30,0	 
area metropolitan	metropolitan area	metropolitan area	2	7,86819688189	28,2900324697	125,137394877	3,0	26,0	 
Urban transportation	Urban transportation	Urban transportation	2	4,72091812914	16,9740194818	101,538316407	3,0	10,0	 
traffic urban	urban traffic	urban traffic	2	4,72091812914	16,9740194818	68,7808094878	3,0	32,0	 
analytic finding method	analytic methods and findings	analytic methods and findings	4	3,9714236158	14,9657930272	117,119830003	2,0	30,0	 
configuration network	network configuration	network configuration	2	3,14727875276	12,5921247076	110,398308994	2,0	17,0	 
accident future motor vehicle	motor vehicle accidents and the future	motor vehicle accidents and the future	6	3,9714236158	14,9657930272	117,119830003	2,0	30,0	 
capacity network	network capacity	network capacity	2	7,86819688189	31,480311769	121,140139056	2,0	19,0	 
public transport	public transport	public transport	2	7,86819688189	26,0264932843	127,43876374	4,0	31,0	 
analysis basis factual policy	factual basis for policy analysis	factual basis for policy analysis	5	3,9714236158	14,9657930272	117,119830003	2,0	30,0	 
policy transportation urban	urban transportation policy	urban transportation policy	3	3,9714236158	14,9657930272	212,918635632	2,0	8,0	 
model optimization	optimization model	optimization model|&|optimization models	2	4,72091812914	16,9740194818	112,735406007	3,0	27,0	 
mode transport	transport modes	transport modes|&|transport mode	2	6,29455750551	22,6320259758	134,17683812	3,0	31,0	 
emission total	total emissions	total emissions	2	4,72091812914	18,8881870614	145,328152995	2,0	17,0	 
control simple strategy	simple control strategies	simple control strategies	3	3,9714236158	17,7185741093	163,487753902	1,0	7,0	 
system time travel	system travel time	system travel time	3	3,9714236158	17,7185741093	129,251754629	1,0	12,0	 
form urban	urban form	urban form	2	4,72091812914	16,9740194818	107,825985328	3,0	23,0	 
compactness spatial	spatial compactness	spatial compactness	2	4,72091812914	18,8881870614	281,165118331	2,0	13,0	 
approach case promising	promising approaches in each case	promising approaches in each case	5	3,9714236158	14,9657930272	117,119830003	2,0	30,0	 
