stem	main form	forms	n	C-value	tfidf (number of occ x inverse documents frequency)	Specificity	Total number of Occurrences	Total number of Cooccurrenes	"sort (type ""x"" to keep the word for indexation, ""w"" to delete it)"
participation public	public participation	public participation	2	6,29455750551	28,9057557807	226,836042726	3,0	9,0	 
flow traffic	traffic flow	traffic flow	2	6,29455750551	28,9057557807	185,889093706	3,0	37,0	 
analysis sensitivity	sensitivity analysis	sensitivity analysis	2	4,72091812914	21,6793168355	188,271231017	3,0	30,0	 
gas greenhouse	greenhouse gas	greenhouse gas	2	6,29455750551	28,9057557807	258,906175149	6,0	48,0	 
rail transit	rail transit	rail transit	2	6,29455750551	27,0949244323	212,94717538	4,0	33,0	 
network test	test network	test network	2	4,72091812914	23,5934844151	243,27504961	2,0	18,0	 
sprawl urban	urban sprawl	urban sprawl	2	4,72091812914	23,5934844151	194,381687665	2,0	14,0	 
path planning	path planning	path planning	2	4,72091812914	23,5934844151	277,212129604	2,0	8,0	 
decision support system	decision support system	decision support system	3	7,94284723159	34,6276042426	250,02259253	3,0	19,0	 
land use-transportation	land use-transportation	land use-transportation	2	9,44183625827	38,5355017749	205,932577036	5,0	30,0	 
period time	time period	time period	2	4,72091812914	21,6793168355	196,596801671	3,0	20,0	 
freight transportation	freight transportation	freight transportation	2	11,0154756347	44,9580854041	280,258724669	5,0	39,0	 
design problem	design problem	design problem|&|design problems	2	6,29455750551	28,9057557807	494,874226847	12,0	84,0	 
decision planning	planning decisions	planning decisions	2	4,72091812914	21,6793168355	234,751108076	3,0	21,0	 
choice route	route choice	route choice	2	4,72091812914	23,5934844151	232,915754338	4,0	41,0	 
policy public	public policy	public policy	2	4,72091812914	21,6793168355	194,112279091	3,0	13,0	 
carbon monoxide	carbon monoxide	carbon monoxide	2	4,72091812914	23,5934844151	216,761946261	2,0	24,0	 
freight movement	freight movement	freight movement	2	4,72091812914	23,5934844151	247,198461483	2,0	22,0	 
network topology	network topology	network topology	2	4,72091812914	21,6793168355	183,652569705	3,0	24,0	 
design urban	urban design	urban design	2	6,29455750551	31,4579792202	193,1829003	2,0	18,0	 
available datum	data available	data available|&|available data	2	6,29455750551	28,9057557807	399,149224988	3,0	12,0	 
generation trip	trip generation	trip generation	2	6,29455750551	31,4579792202	222,917587341	2,0	12,0	 
planning problem	planning problems	planning problems|&|planning problem	2	6,29455750551	27,0949244323	202,302339987	4,0	45,0	 
analysis robustness	robustness analysis	robustness analysis	2	4,72091812914	26,865775506	229,248110128	1,0	9,0	 
different mode	different modes	different modes	2	6,29455750551	27,0949244323	191,746121825	4,0	42,0	 
development sustainable transportation urban	urban transportation sustainable development	urban transportation sustainable development|&|sustainable development of urban transportation	4	5,95713542369	28,3861137406	255,153404358	2,0	16,0	 
framework planning	planning framework	planning framework	2	4,72091812914	23,5934844151	293,29341539	2,0	13,0	 
bus network	bus network	bus network	2	4,72091812914	23,5934844151	267,253053241	2,0	14,0	 
plan transportation	transportation plans	transportation plans	2	6,29455750551	28,9057557807	187,604876935	3,0	31,0	 
planning transport	transport planning	transport planning	2	7,86819688189	33,8686555404	223,342896407	4,0	22,0	 
traffic urban	urban traffic	urban traffic	2	6,29455750551	27,0949244323	220,725682594	5,0	59,0	 
datum transportation	transportation data	transportation data	2	4,72091812914	23,5934844151	260,864112996	2,0	5,0	 
